Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
10,ARIHANT.NS,845.0,1.21K,Finance,Real Estate Development,98.0,38.0,,,53.3571,50.4107,6.08K,3.15K,1100.0,39.65,9.18B,No,842.63,,877.4,
40,COVANCE.BO,166.9,0.46K,Technology Services,Information Technology Services,97.0,34.0,18.0,94.0,10.1857,9.65,4.40K,8.62K,171.34,17.18,3.70B,No,167.26,123.64,166.9,151.93
51,MTARTECH.NS,7980.0,154.96K,Electronic Technology,Aerospace & Defense,97.0,52.0,97.0,97.0,551.1429,506.3214,1627.82K,2444.07K,8714.0,1390.5,245.46B,No,6944.2,3791.73,7230.13,4534.33
80,CCME.BO,125.0,0.05K,Producer Manufacturing,Miscellaneous Manufacturing,96.0,72.0,68.0,89.0,5.2571,2.5679,0.42K,0.49K,181.3,20.21,5.66B,No,110.02,100.72,112.72,95.78
86,RPTECH.NS,779.0,1831.04K,Distribution Services,Electronics Distributors,96.0,97.0,97.0,96.0,46.1964,44.3821,1172.09K,5915.55K,806.2,275.6,51.34B,No,550.76,397.21,568.19,431.08
90,MODISONLTD.NS,322.25,122.08K,Industrial Services,Engineering & Construction,96.0,93.0,98.0,96.0,21.4393,17.7393,212.99K,165.93K,362.7,114.0,10.46B,No,231.95,168.03,240.77,174.54
95,KIRLOSENG.NS,2475.0,1193.91K,Producer Manufacturing,Electrical Products,96.0,96.0,94.0,96.0,126.2072,105.2357,731.91K,2177.22K,2720.0,829.6,359.82B,No,1819.13,1328.29,1863.7,1493.57
96,OMNI.NS,488.7,203.91K,Producer Manufacturing,Metal Fabrication,96.0,86.0,96.0,,26.3714,25.1714,888.44K,397.10K,548.0,176.25,60.44B,No,440.27,,453.7,
101,APIS.BO,60.6,8.88K,Consumer Non-Durables,Food: Major Diversified,96.0,52.0,36.0,71.0,2.8721,2.8721,16.09K,13.49K,110.42,11.78,8.35B,No,61.67,55.05,61.51,65.56
103,BAJAJCON.NS,578.0,523.65K,Consumer Non-Durables,Household/Personal Care,95.0,64.0,90.0,96.0,26.5679,26.0964,1421.86K,667.19K,632.6,204.8,75.50B,No,536.74,359.75,545.95,405.8
108,KSHINTL.NS,847.0,215.13K,Producer Manufacturing,Electrical Products,95.0,84.0,95.0,,51.1,48.3321,537.64K,376.86K,908.9,330.0,57.39B,No,726.7,,743.27,
116,VEL.BO,60.21,2.84K,Distribution Services,Wholesale Distributors,95.0,88.0,82.0,92.0,2.92,2.8636,27.27K,9.10K,68.0,15.41,1.53B,No,53.84,42.81,54.39,46.61
118,YASHHV.BO,878.0,100.50K,Producer Manufacturing,Electrical Products,95.0,87.0,95.0,95.0,44.7607,40.975,164.30K,198.20K,940.0,351.05,25.12B,No,723.34,528.52,735.08,543.57
123,RUBICON.NS,1415.0,269.39K,Health Technology,Biotechnology,95.0,96.0,94.0,96.0,81.8643,81.6286,555.14K,419.63K,1468.7,570.75,233.12B,No,1085.96,,1105.72,857.12
126,SIZEMASTER.BO,368.5,0.06K,Producer Manufacturing,Miscellaneous Manufacturing,95.0,25.0,64.0,96.0,19.4821,17.9036,0.42K,0.24K,415.0,119.95,3.68B,No,370.93,242.84,373.54,286.24
130,JAYBARMARU.NS,167.5,1181.99K,Distribution Services,Wholesale Distributors,95.0,96.0,95.0,95.0,11.3264,10.9029,1397.88K,1900.25K,178.89,71.01,18.13B,No,116.7,99.01,120.46,101.07
133,CRYOGENIC.BO,280.0,9.75K,Industrial Services,Oilfield Services/Equipment,95.0,92.0,93.0,91.0,13.3357,11.45,62.26K,42.08K,289.8,89.3,4.00B,No,220.99,186.18,228.38,189.24
139,HITECHCORP.NS,318.45,24.58K,Producer Manufacturing,Miscellaneous Manufacturing,94.0,98.0,97.0,94.0,12.345,12.1729,32.51K,30.82K,323.77,112.0,5.47B,No,211.29,179.7,221.43,175.29
148,KERNEX.NS,2045.0,135.53K,Electronic Technology,Computer Communications,94.0,95.0,96.0,95.0,97.1143,95.1929,330.19K,238.31K,2145.0,850.0,34.36B,No,1596.4,1260.82,1653.98,1296.36
150,SALSTEEL.NS,56.5,49.83K,Non-Energy Minerals,Steel,94.0,63.0,89.0,89.0,3.6371,3.6371,186.42K,141.47K,65.5,14.37,8.18B,No,58.16,43.42,58.42,47.89
159,NITTAGELA.NS,1729.0,9.81K,Consumer Non-Durables,Food: Specialty/Candy,94.0,67.0,,,125.3357,113.6072,20.06K,15.22K,1870.0,882.0,,No,,,1401.21,
160,TDPOWERSYS.NS,1255.0,799.17K,Producer Manufacturing,Electrical Products,94.0,14.0,85.0,94.0,68.0286,66.8571,1490.14K,1036.54K,1379.6,453.1,196.07B,No,1213.66,853.96,1244.34,939.81
161,YASHO.NS,2895.0,25.78K,Consumer Non-Durables,Food: Specialty/Candy,94.0,93.0,96.0,95.0,180.9857,178.0571,33.73K,55.12K,3025.0,1130.0,34.96B,No,2052.99,1651.46,2140.68,1662.68
183,NOVELIX.BO,80.0,2.13K,Health Technology,Pharmaceuticals: Major,93.0,97.0,87.0,83.0,7.1857,6.9207,11.40K,15.42K,92.0,35.62,1.91B,No,62.1,55.87,63.27,59.7
189,CONFIPET.NS,71.74,3300.39K,Retail Trade,Specialty Stores,93.0,83.0,96.0,96.0,4.495,4.495,5240.08K,3244.35K,80.57,28.06,23.83B,No,63.53,45.01,64.14,46.08
196,AEROENTER.NS,137.9,1792.51K,Producer Manufacturing,Industrial Machinery,93.0,96.0,95.0,93.0,9.1179,8.7264,1007.97K,3581.62K,149.55,62.2,15.59B,No,103.42,87.35,107.61,88.92
200,BLUSPRING.NS,107.75,389.46K,Commercial Services,Miscellaneous Commercial Services,93.0,98.0,97.0,92.0,8.1971,7.8357,837.58K,2299.22K,119.5,43.98,16.10B,No,78.0,70.07,80.86,66.67
216,VIVAA.BO,71.0,40.00K,Consumer Non-Durables,Apparel/Footwear,92.0,98.0,95.0,93.0,1.9564,1.42,10.00K,14.20K,71.46,31.84,279.56M,No,42.71,40.71,44.65,39.87
219,PARKHOSPS.NS,286.0,301.76K,Health Services,Hospital/Nursing Management,92.0,44.0,84.0,,12.7321,12.0536,899.96K,945.27K,297.0,138.1,123.53B,No,259.44,,262.46,
224,POWERICA.NS,659.05,259.58K,Producer Manufacturing,Electrical Products,92.0,85.0,,,32.9214,29.425,566.65K,794.34K,676.95,365.1,83.40B,No,519.55,,531.14,
