Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,96,35,2,2,RRFIN.BO
2,Cable/Satellite Tv,Consumer Services,93,37,92,93,NDLVENTURE.NS
3,Discount Stores,Retail Trade,83,16,9,31,SPICELOUNG.BO
4,Computer Communications,Electronic Technology,76,75,70,73,KERNEX.NS
5,Real Estate Investment Trusts,Finance,73,36,61,72,"FUNDVISER.BO,ANNAINFRA.BO,INDUSINVIT.BO,MINDSPACE.BO,EMBASSY.BO,NXST.BO,BIRET.BO,KRT.BO"
6,Drugstore Chains,Retail Trade,73,23,70,81,MEDPLUS.NS
7,Alternative Power Generation,Utilities,71,59,72,66,"UEL.NS,SUGSLLOYD.BO,WAAREERTL.NS,NTPCGREEN.NS,CLEANMAX.NS,POWERGRID.NS,RELTD.NS,INOXGREEN.NS,KPIGREEN.NS,KPEL.NS"
8,Beverages: Non-Alcoholic,Consumer Non-Durables,71,55,61,78,"VALENCIA.BO,ORIBEVER.BO,VBL.NS"
9,Precious Metals,Non-Energy Minerals,68,34,60,57,"MIDWEST.BO,DECNGOLD.BO"
10,Biotechnology,Health Technology,67,49,67,68,"TITANBIO.BO,RUBICON.NS,AKUMS.NS,ANTHEM.NS,ANL.BO,FERMENTA.BO,HALEOSLABS.NS,FABTECH.NS"
11,Motor Vehicles,Consumer Durables,67,57,50,63,"ZELIO.BO,ATHERENERG.NS,FORCEMOT.NS,SMLMAH.NS,TMCV.NS,TVSMOTOR.NS,EICHERMOT.NS,HEROMOTOCO.NS,SANDHAR.NS,ATLASCYCLE.NS,OLECTRA.NS,ATULAUTO.NS,M&M.NS,TMPV.NS,SEVL.BO,OLAELEC.NS,MARUTI.NS,HYUNDAI.NS"
12,Aluminum,Non-Energy Minerals,67,63,58,77,"NATIONALUM.NS,ARFIN.NS,HRS.BO,VEDL.NS,ALUFLUOR.BO,MAITRI.BO,HINDALUMI.BO,NIRAVCOM.BO,MAANALU.NS,ORIENTCER.NS,EUROBOND.NS,SUDAI.BO,KANISHK.BO,SAMPAT.BO"
13,Computer Peripherals,Electronic Technology,66,43,60,40,"NETWEB.NS,PANACHE.NS,CONTROLPR.NS,INDTONER.BO"
14,Major Banks,Finance,65,31,48,70,"INDIANB.NS,FEDERALBNK.NS,UNIONBANK.NS,MAHABANK.NS,RBLBANK.NS,SOUTHBANK.NS,CANBK.NS,BANKINDIA.NS,AXISBANK.NS,BANDHANBNK.NS,BANKBARODA.NS,INDUSINDBK.NS,PNB.NS,CENTRALBK.NS,CSBBANK.NS,IOB.NS,KOTAKBANK.NS,HDFCBANK.NS,IDBI.NS"
15,Electronic Equipment/Instruments,Electronic Technology,65,50,60,62,"WAAREEINDO.NS,CNCRD.BO,POWERINDIA.NS,APARINDS.NS,NAGPI.BO,APLABPP.BO,DIGILOGIC.BO,APLAB.BO,DENORA.NS,TVSELECT.NS,NITIRAJ.NS,GENUSPOWER.NS,SHRADDHA.BO,HONAUT.NS,SPECTRUM.NS,HINDHARD.BO,JGTL.BO,HPL.NS,WEL.NS"
16,Other Metals/Minerals,Non-Energy Minerals,64,58,52,66,"RAPICUT.BO,SCBL.BO,PARMESHWAR.BO,HINDCOPPER.NS,IMFA.NS,HINDALCO.NS,VIDYAWIRES.NS,POCL.NS,NMDC.NS,JAINREC.NS,SANDUMA.NS,HINDZINC.NS,SBCL.NS,NILE.BO,MCL.NS,ASHAPURMIN.NS,MIDHANI.NS,COCHINM.BO,SERA.BO,MANAKALUCO.NS,MONIND.BO,GRAVITA.NS,MAITHANALL.NS,CUBEXTUB.NS,MMP.NS,MOIL.NS,CHROME.BO,INDSILHYD.BO,SOUTHMG.BO,KACHCHH.BO,NRL.NS,ZODJRDMKJ.BO,SHARVAYA.BO,SIYARAM.BO"
17,Electrical Products,Producer Manufacturing,62,64,67,58,"MODINSU.BO,QPOWER.NS,BHAGYANGR.NS,PRECWIRE.NS,HIIL.BO,GVT&D.NS,TDPOWERSYS.NS,GVTD.BO,YASHHV.BO,KIRLOSENG.NS,KSHINTL.NS,ATLANTAELE.NS,CYBELEIND.BO,COSPOWER.BO,RISHABH.NS,HIRECT.NS,ADVAIT.NS,VOLTAMP.NS,ABB.NS,RAMRAT.NS,KEI.NS,BHEL.NS,SHILCTECH.NS,CGPOWER.NS,KECL.NS,RMC.NS,SIEMENS.NS,POLYCAB.NS,LGBBROSLTD.NS,MARSONS.NS,RRKABEL.NS,SWITCHTE.BO,DIACABS.NS,JDCABLES.BO,FINCABLES.NS,DEL.BO,RNITAI.BO,POWERICA.NS,INDOSMC.BO,HBLENGINE.NS,ACCORDTS.BO,ESABINDIA.NS,ENRIN.NS,BIRLACABLE.NS,HIGHENE.BO,INDOTECH.NS,BONLON.NS,SWELECTES.NS,CORDSCABLE.NS,JIGAR.BO,STARDELTA.BO,LAKSELEC.BO,S&SPOWER.NS,CLN.BO,PANCARBON.BO,SUZLON.NS,DYCL.NS,HONDAPOWER.NS,STDBAT.BO,VETO.NS,VGUARD.NS,RTSPOWR.BO,PARACABLES.NS,BBL.NS,CALCOM.BO,EPIC.BO,PROSTARM.NS,FOCUS.NS,EVEREADY.NS,PANAENERG.BO,KAYCEEI.BO,WSI.NS,ALFATRAN.BO,DCXINDIA.NS,HAVELLS.NS,ELECON.NS,SERVOTECH.NS,TARIL.NS,QUADFUTURE.NS,PLAZACABLE.NS,EXICOM.NS,JSLINDL.BO,JYOTI.BO,ARE&M.NS,SALZERELEC.NS,NIPPOBATRY.NS,IKIO.NS,INOXWIND.NS,DLTNCBL.BO,URAVIDEF.NS"
18,Marine Shipping,Transportation,62,49,51,62,"GESHIP.NS,COASTCORP.NS,DREDGECORP.NS,PPARIVAH.BO,GPPL.NS,GLOTTIS.NS,TRANSWORLD.NS"
19,Life/Health Insurance,Finance,62,32,48,67,"CANHLIFE.NS,STARHEALTH.NS,MFSL.NS,SBILIFE.NS,NIVABUPA.NS,LICI.NS,BAJAJFINSV.NS,ICICIPRULI.NS"
20,Specialty Insurance,Finance,62,36,61,72,"GICRE.NS,ICICIGI.NS"
21,Telecommunications Equipment,Electronic Technology,62,61,62,53,"ROSSTECH.NS,VALIANT.BO,MIRCELECTR.NS,HFCL.NS,DCI.NS,ADCINDIA.BO,ASTRAMICRO.NS,AVANTEL.NS,SMARTLINK.NS,KAVDEFENCE.NS,DLINKINDIA.NS,PUNJCOMMU.BO,PRECISIO.BO,TEJASNET.NS,SALORAINTL.BO,BPL.NS"
22,Investment Trusts,Miscellaneous,61,39,57,58,"GROWW.NS,CUBEINVIT.BO,PSPLATINA.BO,RIIT.BO,ANZEN.BO,JINDCAP.BO,ANANTAM.BO,ENERGYINF.BO,SUMMITSEC.NS"
23,Regional Banks,Finance,60,46,48,62,"TMB.NS,KTKBANK.NS,DCBBANK.NS,J&KBANK.NS,AUBANK.NS,KARURVYSYA.NS,SBIN.NS,UJJIVANSFB.NS,CUB.NS,MONEYBOXX.NS,EQUITASBNK.NS,SURYODAY.NS,JAGSONSER.BO,ICICIBANK.NS,CAPITALSFB.NS,IDFCFIRSTB.NS,JSFB.NS,CMBL.BO,EMERALD.BO,DAMCAPITAL.NS,FINOPB.NS"
