Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
22,EMROCK.BO,269.5,0.55K,Consumer Durables,Homebuilding,98.0,25.0,29.0,93.0,17.9107,17.8679,3.41K,2.06K,305.95,24.19,4.26B,No,280.98,194.16,283.07,254.05
33,SIGMAADV.NS,584.3,141.95K,Technology Services,Information Technology Services,98.0,96.0,98.0,97.0,30.5714,25.0214,434.21K,358.32K,638.1,95.53,102.98B,No,378.78,226.8,434.2,265.3
38,SWANDEF.NS,2203.8,8.82K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,82.0,42.0,93.0,86.6643,84.7143,23.47K,26.01K,2489.0,207.33,116.10B,No,1954.33,1486.71,2000.02,1835.43
66,NEELKAN.BO,46.32,22.39K,Non-Energy Minerals,Construction Materials,97.0,98.0,97.0,97.0,1.7364,0.2,3.44K,14.73K,47.26,13.0,233.62M,No,24.9,19.18,28.91,21.36
72,INDOSMC.BO,394.65,175.00K,Producer Manufacturing,Electrical Products,96.0,96.0,98.0,,18.5893,13.2571,132.95K,106.00K,403.5,134.0,9.02B,No,264.39,,291.35,
82,DEEDEV.NS,666.9,63.87K,Producer Manufacturing,Industrial Machinery,96.0,88.0,98.0,97.0,44.225,39.7107,697.24K,138.12K,760.0,183.0,46.19B,No,552.76,325.46,587.0,368.45
83,DHRUVCA.BO,424.8,41.47K,Finance,Finance/Rental/Leasing,96.0,55.0,93.0,97.0,9.175,8.0036,6.05K,9.95K,445.5,111.0,3.05B,No,395.23,225.89,409.32,270.94
96,ASPIRA.BO,130.6,0.67K,Health Services,Medical/Nursing Services,96.0,55.0,97.0,95.0,2.4321,1.7643,6.21K,2.79K,135.88,49.0,1.34B,No,99.44,71.81,109.56,77.81
122,NGLFINE.NS,3083.4,8.19K,Health Technology,Pharmaceuticals: Major,95.0,85.0,85.0,96.0,207.5,203.2071,19.12K,32.82K,3232.0,1006.0,19.05B,No,2603.7,1924.71,2734.69,2189.95
132,SHADOWFAX.NS,226.21,1119.79K,Technology Services,Packaged Software,95.0,86.0,95.0,,11.7729,11.0107,2844.88K,1816.95K,232.9,98.55,132.35B,No,189.78,,200.65,
141,KELENRG.BO,6987.35,1.78K,Process Industries,Industrial Specialties,94.0,95.0,97.0,94.0,283.775,202.8821,1.64K,2.16K,7205.0,2900.0,6.99B,No,5054.69,4069.62,5379.64,4123.89
149,CIANAGRO.BO,1672.95,106.17K,Process Industries,Agricultural Commodities/Milling,94.0,56.0,93.0,54.0,95.0464,60.9107,117.79K,118.83K,3633.15,385.1,46.82B,No,1594.08,1511.05,1686.2,1369.26
