Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Computer Communications,Electronic Technology,92,93,95,86,KERNEX.NS
2,Cable/Satellite Tv,Consumer Services,92,80,75,94,NDLVENTURE.NS
3,Precious Metals,Non-Energy Minerals,92,90,77,93,"MIDWEST.BO,DECNGOLD.NS"
4,Insurance Brokers/Services,Finance,87,4,1,0,RRFIN.BO
5,Coal,Energy Minerals,76,81,82,77,"SOUTHWEST.NS,COALINDIA.NS,BHARATCOAL.NS,REFEX.NS,STRATMONT.BO"
6,Biotechnology,Health Technology,71,46,76,74,"TITANBIO.BO,RUBICON.NS,ANL.BO,HALEOSLABS.NS,AKUMS.NS,ANTHEM.NS,FERMENTA.NS,FABTECH.NS"
7,Computer Peripherals,Electronic Technology,70,68,60,59,"SAMTELIN.BO,NETWEB.NS,PANACHE.NS,INDTONER.BO,CONTROLPR.NS"
8,Contract Drilling,Industrial Services,69,78,86,64,JINDRILL.NS
9,Drugstore Chains,Retail Trade,68,62,64,79,MEDPLUS.NS
10,Telecommunications Equipment,Electronic Technology,68,69,69,63,"HFCL.NS,MIRCELECTR.NS,ADCINDIA.BO,ROSSTECH.NS,VALIANT.BO,ASTRAMICRO.NS,AVANTEL.NS,TEJASNET.NS,SMARTLINK.NS,DCI.NS,DLINKINDIA.NS,PRECISIO.BO,KAVDEFENCE.NS,PUNJCOMMU.BO,BPL.NS,SALORAINTL.BO"
11,Marine Shipping,Transportation,65,60,63,60,"DREDGECORP.NS,COASTCORP.NS,GESHIP.NS,PPARIVAH.BO,GLOTTIS.NS,GPPL.NS,TRANSWORLD.NS"
12,Pharmaceuticals: Generic,Health Technology,65,66,73,65,"ZENLABS.BO,ZIMLAB.NS,JAGSNPHARM.NS,DENISCHEM.BO"
13,Other Metals/Minerals,Non-Energy Minerals,64,54,56,63,"PARMESHWAR.BO,VIDYAWIRES.NS,RAPICUT.BO,HINDCOPPER.NS,IMFA.NS,SBCL.NS,ASHAPURMIN.NS,HINDALCO.NS,SCBL.BO,MANAKALUCO.NS,HINDZINC.NS,SANDUMA.NS,POCL.NS,NMDC.NS,MIDHANI.NS,MCL.NS,SERA.BO,NRL.NS,MMP.NS,NILE.NS,JAINREC.NS,CHROME.BO,MAITHANALL.NS,CUBEXTUB.NS,GRAVITA.NS,COCHINM.BO,INDSILHYD.BO,MOIL.NS,ZODJRDMKJ.BO,SOUTHMG.BO,KRUPALU.BO,SHARVAYA.BO,SIYARAM.BO"
14,Semiconductors,Electronic Technology,64,47,71,47,"GRERENEW.BO,UTLSOLAR.NS,EMMVEE.NS,INA.NS,WEBELSOLAR.NS,PREMIERENE.NS,HIGHNESS.BO,MOSCHIP.NS,SPELS.BO,WAAREEENER.NS,METSL.BO,ADTECH.BO,RIR.BO,SOLARIUM.BO,VIKRAMSOLR.NS"
15,Electronic Equipment/Instruments,Electronic Technology,64,56,61,55,"APLABPP.BO,POWERINDIA.NS,APLAB.BO,CNCRD.BO,APARINDS.NS,NAGPI.BO,DIGILOGIC.BO,TVSELECT.NS,HONAUT.NS,SPECTRUM.NS,GENUSPOWER.NS,DENORA.NS,WAAREEINDO.NS,JGTL.BO,SHRADDHA.BO,HINDHARD.BO,NITIRAJ.NS,HPL.NS,WEL.NS"
16,Electrical Products,Producer Manufacturing,63,52,69,64,"MODINSU.BO,BHAGYANGR.NS,ATLANTAELE.NS,KSHINTL.NS,TDPOWERSYS.NS,YASHHV.BO,GVT&D.NS,PRECWIRE.NS,COSPOWER.BO,GVTD.BO,INDOSMC.BO,KIRLOSENG.NS,BHEL.NS,SCHNEIDER.NS,HIRECT.NS,PARACABLES.NS,QPOWER.NS,DIACABS.NS,RRKABEL.NS,INDOTECH.NS,POWERICA.NS,CYBELEIND.BO,RISHABH.NS,ADVAIT.NS,FINCABLES.NS,EXICOM.NS,CORDSCABLE.NS,POLYCAB.NS,RAMRAT.NS,ENRIN.NS,CGPOWER.NS,ABB.NS,ACCORDTS.BO,JDCABLES.BO,BIRLACABLE.NS,KEI.NS,ESABINDIA.NS,SIEMENS.NS,S&SPOWER.NS,VOLTAMP.NS,HBLENGINE.NS,VETO.NS,RNITAI.BO,SWITCHTE.BO,SUZLON.NS,KECL.NS,SWELECTES.NS,FOCUS.NS,STARDELTA.BO,BBL.NS,MARSONS.NS,PLAZACABLE.NS,SERVOTECH.NS,ELECON.NS,BONLON.NS,RMC.NS,SHILCTECH.NS,PANCARBON.BO,CLN.BO,LAKSELEC.BO,STDBAT.BO,ARE&M.NS,DCXINDIA.NS,LGBBROSLTD.NS,DEL.BO,EVEREADY.NS,HONDAPOWER.NS,DYCL.NS,NIPPOBATRY.NS,WSI.NS,TARIL.NS,PANAENERG.BO,VGUARD.NS,PROSTARM.NS,HIGHENE.BO,RTSPOWR.BO,QUADFUTURE.NS,EPIC.BO,IKIO.NS,JSLINDL.BO,ALFATRAN.BO,SALZERELEC.NS,CALCOM.BO,KAYCEEI.BO,HAVELLS.NS,JYOTI.BO,INOXWIND.NS,DLTNCBL.BO,URAVIDEF.NS"
17,Alternative Power Generation,Utilities,63,34,55,55,"ADANIGREEN.NS,CLEANMAX.NS,SUGSLLOYD.BO,UEL.NS,NTPCGREEN.NS,WAAREERTL.NS,POWERGRID.NS,KPEL.NS,KPIGREEN.NS,INOXGREEN.NS,RELTD.NS"
18,Hospital/Nursing Management,Health Services,61,60,60,50,"PARKHOSPS.NS,KMCSHIL.BO,HANNAH.BO,GKSL.NS,ASARFI.BO,YATHARTH.NS,ASTERDM.NS,ARTEMISMED.NS,KKSHL.BO,APOLLOHOSP.NS,KIMS.NS,FORTIS.NS,RAINBOW.NS,NH.NS,SHARMEH.BO,HCG.NS,GPTHEALTH.NS,CMMHOSP.BO,JLHL.NS,MEDANTA.NS,KOVAI.NS,SHALBY.NS,INDRAMEDCO.NS,FORTISMLR.BO,MAXHEALTH.NS,NGIND.BO"
19,Pharmaceuticals: Major,Health Technology,61,65,63,61,"VINRKLB.BO,BLISSGVS.NS,NOVARTIND.NS,VENUSREM.NS,SAKAR.NS,FREDUN.BO,ACUTAAS.NS,NGLFINE.NS,PHRMASI.BO,SENORES.NS,LAURUSLABS.NS,SUVEN.NS,SPARC.NS,ASTONEALAB.BO,GODAVARI.BO,WOCKPHARMA.NS,KOPRAN.NS,CONCORD.BO,INDSWFTLAB.NS,SUPRIYA.NS,KPL.NS,SHILPAMED.NS,STAR.NS,VIYASH.NS,MARKSANS.NS,GLAND.NS,SUDARSHAN.BO,NEULANDLAB.NS,SMSPHARMA.NS,GLENMARK.NS,NOVELIX.BO,SGRL.BO,BAFNAPH.NS,EMCURE.NS,SAIPARENT.NS,BACPHAR.BO,ONESOURCE.NS,PARNAXLAB.BO,JBCHEPHARM.NS,HESTERBIO.NS,TORNTPHARM.NS,ZYDUSLIFE.NS,BPLPHARMA.BO,WANBURY.NS,NATCOPHARM.NS,BIOCON.NS,GUJTHEM.NS,CORONA.NS,MAKERSL.BO,COLINZ.BO,LACTOSE.BO,PANCHSHEEL.BO,INNOVACAP.NS,ALIVUS.NS,ANURAS.NS,PGHL.NS,AAREYDRUGS.NS,PANACEABIO.NS,TYCHE.BO,LINCOLN.NS,ORCHPHARMA.NS,AJANTPHARM.NS,BALPHARMA.NS,VALIANTLAB.NS,PARMAX.BO,MANKIND.NS,THEMISMED.NS,DIVISLAB.NS,IPCALAB.NS,AMBALALSA.NS,RPGLIFE.NS,CAPLIPOINT.NS,SUNPHARMA.NS,AMANTA.NS,SOLARA.NS,VIKRAMTH.BO,JENBURPH.BO,AUROLAB.BO,STARSOURCE.BO,DRREDDY.NS,SMRUTHIORG.BO,PRAVEG.NS,BETA.NS,GUFICBIO.NS,JUBLPHARMA.NS,MEDICO.NS,ALKEM.NS,ASTRAZEN.NS,KILITCH.NS,SANOFICONR.NS,KIMIABL.BO,INDGN.NS,KREBSBIO.NS,FDC.NS,WINDLAS.NS,PPLPHARMA.NS,SYSCHEM.BO,DESHRAK.BO,ERIS.NS,ABBOTINDIA.NS,ALBERTDAVD.NS,MEDICAPQ.BO,BIOFILCHEM.NS,MERCURYLAB.BO,AARTIDRUGS.NS,INDOCO.NS,ANUHPHR.NS,PFIZER.NS,DCAL.NS,VRL.BO,MOREPENLAB.NS,TLL.BO,ZOTA.NS,ALPA.NS,COHANCE.NS,ALEMBICLTD.NS,ZENOTECH.BO,SUNLOC.BO,BLUEJET.NS,APLLTD.NS,AARTIPHARM.NS,TTKHLTCARE.NS,OXYGENTAPH.BO,GLAXO.NS,HIKAL.NS,GUJTERC.BO,UNICHEMLAB.NS,SHELTER.BO,MEDICAMEQ.NS,BAJAJHCARE.NS,SANJIVIN.BO,BROOKS.NS,SANOFI.NS"
20,Electronic Components,Electronic Technology,61,55,59,53,"UNIVCABLES.NS,ELPROINTL.NS,CENTUM.NS,INCAP.BO,BCCFUBA.BO,HEG.NS,MEIL.NS,GUJARATPOLY.BO,FINELINE.BO"
21,Aerospace & Defense,Electronic Technology,60,55,68,58,"MTARTECH.NS,IDEAFORGE.NS,AEQUS.NS,KRISHNADEF.NS,PARAS.NS,BEL.NS,ROSSELLIND.NS,HAL.NS,SIKA.NS,TANAA.BO,BDL.NS,DRONACHRYA.BO"
22,Integrated Oil,Energy Minerals,60,47,61,60,"ANTELOPUS.NS,HINDOILEXP.NS,IRMENERGY.NS,GNRL.NS,IOC.NS"
23,Beverages: Non-Alcoholic,Consumer Non-Durables,59,54,49,61,"VBL.NS,VALENCIA.BO,ORIBEVER.BO"
24,Oilfield Services/Equipment,Industrial Services,59,49,65,58,"SEAMECLTD.NS,CRYOGENIC.BO,UNIDT.NS,DEEPINDS.NS,RVTH.NS,TRISHAKT.BO,DOLPHIN.NS,COCHMAL.BO,ALPHAGEO.NS,OILCOUNTUB.NS,GLOBALVECT.NS,GARWAOFFS.BO"
25,Steel,Non-Energy Minerals,59,47,57,58,"RSTL.BO,SALSTEEL.NS,MAHASTEEL.NS,MSCTC.BO,MWL.NS,JAYNECOIND.NS,UMIYA.BO,SAIL.NS,LLOYDSME.NS,SUNFLAG.NS,VISACHROME.NS,REMIEDEL.BO,MSPL.NS,COCKERILL.NS,BMW.BO,JINDALSAW.NS,STEELCAS.NS,RHETAN.NS,BGWTATO.BO,MPKSTEELS.BO,NCML.BO,GPIL.NS,GALLANTT.NS,VENUSPIPES.NS,GOODLUCK.NS,KIOCL.NS,TATASTEEL.NS,PANCHMAHQ.BO,KAJARIR.BO,KANSHST.BO,JSWSTEEL.NS,NSLNISP.NS,JINDALSTEL.NS,RSL.NS,NELCAST.NS,TIINDIA.NS,WELSPLSOL.NS,SCANSTL.NS,TALBROSENG.BO,SUPERIRON.BO,SHAHALLOYS.NS,MANAKSTEEL.NS,NEETUYOSHI.BO,MUKANDLTD.NS,VRUDDHI.BO,ELECTHERM.NS,TULSYAN.BO,RATNAVEER.NS,KSL.NS,MAHSEAMLES.NS,GANDHITUBE.NS,VSSL.NS,SGIL.NS,VASWANI.NS,JTLIND.NS,RATNAMANI.NS,HARIOMPIPE.NS,BANSALWIRE.NS,SARDAEN.NS,PRAKASH.NS,SAMBHV.NS,IMEC.BO,GUJINTRX.BO,APLAPOLLO.NS,MANAKSIA.NS,KIRLFER.NS,NITINCAST.BO,BEEKAY.NS,BLOIN.BO,CREATIVE.BO,JAIBALAJI.NS,HITECH.NS,COSMICCRF.BO,ELECTCAST.NS,KIRLOSIND.NS,INCREDIBLE.NS,KVSCASTING.BO,JSL.NS,SHBAJRG.NS,SURYAROSNI.NS,VRAJ.NS,CHENFERRO.BO,ORISSAMINE.NS,AZADIND.BO,METALCO.BO,SURAJ.BO,VSTL.NS,RISHDIGA.BO,PENIND.NS,MANAKCOAT.NS,UNIAUTO.BO,BEDMUTHA.NS,SHRDAIS.BO,SMLT.NS,HISARMETAL.NS,SCODATUBES.NS,SURAJLTD.NS,VMSTMT.NS,MITTALSTL.BO,GARGFUR.BO"
26,Computer Processing Hardware,Electronic Technology,59,28,14,56,IDM.BO
27,Medical Distributors,Distribution Services,58,48,58,63,"GUJINJEC.BO,APPL.BO,SPML.BO,RAMAVISION.BO,ENTERO.NS,CBPL.BO,GLPL.BO,EVERESTO.BO,ROYAL.BO"
28,Electric Utilities,Utilities,58,38,62,64,"ADANIPOWER.NS,ADANIENSOL.NS,SGMART.NS,NLCINDIA.NS,JSWENERGY.NS,CESC.NS,NTPC.NS,TATAPOWER.NS,NAVA.NS,PTC.NS,GIPCL.NS,TORNTPOWER.NS,NHPC.NS,TEXINFRA.NS,WAA.BO,PACEDIGITK.NS,SJVN.NS,KARMAENG.NS,OMPOWER.NS,EKI.BO,GITARENEW.BO,SWANCORP.NS"
29,Motor Vehicles,Consumer Durables,57,51,41,61,"ZELIO.BO,ATHERENERG.NS,SANDHAR.NS,OLAELEC.NS,FORCEMOT.NS,SMLMAH.NS,EICHERMOT.NS,ATULAUTO.NS,TMCV.NS,TVSMOTOR.NS,ATLASCYCLE.NS,OLECTRA.NS,HEROMOTOCO.NS,MARUTI.NS,M&M.NS,HYUNDAI.NS,TMPV.NS,SEVL.BO"
30,Real Estate Investment Trusts,Finance,57,49,30,59,"MINDSPACE.BO,EMBASSY.BO,NXST.BO,KRT.BO,BAGMANE.BO,PSCELESTIA.BO,BIRET.BO"
31,Aluminum,Non-Energy Minerals,57,39,46,53,"ARFIN.NS,NATIONALUM.NS,HRS.BO,HINDALUMI.BO,MAANALU.NS,ALUFLUOR.BO,ORIENTCER.NS,EUROBOND.NS,SUDAI.BO,KANISHK.BO,VEDL.NS,SAMPAT.BO"
32,Industrial Specialties,Process Industries,57,60,61,56,"CDG.BO,FCL.NS,DHINDIA.BO,INDOKEM.BO,KOTYARK.NS,RAIN.NS,KELENRG.BO,SOLARINDS.NS,SEJALLTD.NS,HSCL.NS,WAAREE.BO,BODALCHEM.NS,AVIVA.BO,GOCLCORP.NS,GRAPHITE.NS,BEEZAASAN.BO,CARBORUNIV.NS,GRINDWELL.NS,XPROINDIA.NS,RUBFILA.NS,NIKHILAD.BO,HARDCAS.BO,GANDHAR.NS,ASIANPAINT.NS,PANAMAPET.NS,KAMAHOLD.NS,BEPL.NS,VIPULORG.BO,VISAKAIND.NS,ELANTAS.NS,AXELPOLY.BO,PIDILITIND.NS,SFL.NS,DYNAMIND.BO,SRF.NS,HINDADH.BO,BERGEPAINT.NS,SIRCA.NS,KANSAINER.NS,GOACARBON.NS,SPLPETRO.NS,BORORENEW.NS,JSWDULUX.NS,TINNARUBR.NS,PODDARMENT.NS,INDIGOPNTS.NS,VINYOFL.BO,BRIGHTBR.BO,JYOTIRES.BO,DICIND.NS,ESTER.NS,GMPL.BO,PCBL.NS,MHLXMIRU.NS,MULTIBASE.BO,RETINA.BO,DUROPACK.BO,SHALPAINTS.NS,INNOVATORS.BO"
33,Auto Parts: Oem,Producer Manufacturing,57,56,46,56,"OMAXAUTO.NS,AMS.BO,WHEELS.NS,SANSERA.NS,LUMAXTECH.NS,BELRISE.NS,SEDEMAC.NS,CUMMINSIND.NS,SJS.NS,UNIPARTS.NS,BIMETAL.NS,NRBBEARING.NS,MOTHERSON.NS,LUMAXIND.NS,SHRIPISTON.NS,DIVGIITTS.NS,BHARATSE.NS,SONACOMS.NS,RICOAUTO.NS,GABRIEL.NS,RACLGEAR.NS,JAMNAAUTO.NS,INDNIPPON.NS,JAYUSH.BO,MINDACORP.NS,TENNIND.NS,CARRARO.NS,RML.NS,MUNJALAU.NS,FIEMIND.NS,KROSS.NS,EXIDEIND.NS,ACGL.BO,SUPRAJIT.NS,AUTOIND.NS,GNA.NS,MUNJALSHOW.NS,RANEHOLDIN.NS,ASAL.NS,HIMTEK.BO,PRICOLLTD.NS,ZFCVINDIA.NS,BOSCHLTD.NS,TVSHLTD.NS,VARROC.NS,CIEINDIA.NS,SWARAJENG.NS,SUNDRMBRAK.NS,JBMA.NS,ASKAUTOLTD.NS,EMMFORCE.BO,MENNPIS.NS,MACPLASQ.BO,JMA.NS,SNL.BO,AUTOAXLES.NS,PRECAM.NS,PPAP.NS,UNOMINDA.NS,SAMKRG.BO,PORWAL.BO,SSWL.NS,NDRAUTO.NS,HINDCOMPOS.NS,RASANDIK.BO,SHANTIGEAR.NS,KINETICENG.BO,MSUMI.NS,SUNDRMFAST.NS,IGARASHI.NS,ISTLTD.BO,SALAUTO.BO,KALYANIFRG.NS,HITECHGEAR.NS,SUNCLAY.NS,SHARDAMOTR.NS,ENKEIWHEL.BO,ALICON.NS,SKFINDUS.NS,KRANTI.BO,ZFSTEERING.NS,ESCORTS.NS,UCAL.NS,REMSONSIND.NS,JAGANLAM.BO,SINTERCOM.NS"
34,Metal Fabrication,Producer Manufacturing,56,53,54,57,"MODMA.BO,OMNI.NS,BELDING.BO,NARMADESH.BO,BHARATFORG.NS,SIMMOND.BO,UNIABEXAL.BO,GALAGEX.BO,USHAMART.NS,HAPPYFORGE.NS,SIMPLEXCAS.BO,KVFORGE.BO,BHARATWIRE.NS,SKIPPER.NS,MENONBE.NS,AZAD.NS,PRADPME.NS,MMFL.NS,GALAPREC.NS,KENNAMET.NS,MAGNAELQ.BO,AMIC.BO,ALPHAIND.BO,SHYAMMETL.NS,SHIVAUM.NS,CTCL.BO,SYSTEMATIC.BO,COSMOFE.BO,ROLEXRINGS.NS,TEMBO.NS,NIBL.NS,ENDURANCE.NS,FRONTSP.NS,SCHAEFFLER.NS,HARSHA.NS,RAJRATAN.NS,RKFORGE.NS,PTCIL.NS,AUSTENG.BO,SHREMETAL.BO,TIIL.NS,DPWIRES.NS,DELTAMAGNT.NS,INVPRECQ.NS,BOMBWIR.BO,NATFIT.BO,VISHALBL.BO,STERTOOLS.NS,KPGEL.BO,KASTURI.BO,ROLCOEN.BO,GALXBRG.BO,RELICAB.BO,GTIL.BO,AEL.BO,KARBON.BO,SKFINDIA.NS,SWASTIKAAL.BO,STAL.BO,ASGARD.BO,JYOTICNC.NS"
35,Airlines,Transportation,56,76,38,46,"TAALTECH.NS,AFCOM.BO,INDIGO.NS"
