Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Computer Communications,Electronic Technology,93,58,96,93,KERNEX.NS
2,Precious Metals,Non-Energy Minerals,90,24,17,34,"DECNGOLD.NS,REMAGNET.BO"
3,Airlines,Transportation,77,81,82,76,"AFCOM.BO,TAALTECH.NS,INDIGO.NS"
4,Biotechnology,Health Technology,74,64,68,73,"RUBICON.NS,TITANBIO.BO,FERMENTA.NS,ANL.BO,AKUMS.NS,HALEOSLABS.NS,VANTABIO.BO,ANTHEM.NS,GVBL.BO,FABTECH.NS"
5,Electronics Distributors,Distribution Services,71,53,76,58,"RPTECH.NS,CNL.NS,STARCOM.BO,PANIDPR.BO,COLAB.BO,OPTIEMUS.NS,PALREDTEC.NS,REDINGTON.NS,BRISK.BO,ACCEDERE.BO"
6,Electronic Production Equipment,Electronic Technology,68,56,69,70,"SELECTRIC.BO,AVALON.NS,SYRMA.NS,APOLLO.NS,CYIENTDLM.NS,DATAPATTNS.NS,NELCO.NS,DIXON.NS,PGEL.NS,ELIN.NS,KAYNES.NS"
7,Computer Peripherals,Electronic Technology,68,49,66,68,"PANACHE.NS,NETWEB.NS,WEPSOLN.BO,INDTONER.BO,CONTROLPR.NS"
8,Contract Drilling,Industrial Services,65,63,66,64,JINDRILL.NS
9,Telecommunications Equipment,Electronic Technology,64,44,60,65,"HFCL.NS,ASTRAMICRO.NS,ADCINDIA.BO,SMARTLINK.NS,ONIDA.NS,ROSSTECH.NS,PRECISIO.BO,VALIANT.BO,TEJASNET.NS,AVANTEL.NS,DCI.NS,DLINKINDIA.NS,PUNJCOMMU.BO,BPL.NS,SALORAINTL.BO,KAVDEFENCE.NS"
10,Aerospace & Defense,Electronic Technology,63,41,64,68,"MTARTECH.NS,IDEAFORGE.NS,PARAS.NS,AEQUS.NS,KRISHNADEF.NS,SIKA.NS,ROSSELLIND.NS,HAL.NS,BEL.NS,TANAA.BO,DRONACHRYA.BO,BDL.NS"
11,Marine Shipping,Transportation,61,42,56,60,"PPARIVAH.BO,DREDGECORP.NS,COASTCORP.NS,GESHIP.NS,GLOTTIS.NS,GPPL.NS,TRANSWORLD.NS"
12,Pharmaceuticals: Generic,Health Technology,61,44,68,70,"ZIMLAB.NS,ZENLABS.BO,JAGSNPHARM.NS,DENISCHEM.BO"
