Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
15,PARMSILK.BO,328.7,328.8,0.02K,Process Industries,Textiles,98.0,8.0,98.0,98.0,21.0,16.4071,1.00K,0.78K,472.35,34.3,986.46M,No,327.69,311.59,147.35,328.11,182.31,345
38,SIMANDHAR.BO,154.9,155.0,0.01K,Distribution Services,Wholesale Distributors,97.0,88.0,53.0,73.0,13.1571,10.9643,2.04K,3.49K,189.1,21.5,473.52M,No,154.2,148.26,,144.72,137.79,163
40,NEELKAN.BO,61.0,61.68,0.70K,Non-Energy Minerals,Construction Materials,97.0,97.0,98.0,98.0,2.7043,1.84,5.68K,5.18K,63.0,13.34,307.67M,No,54.29,45.65,25.12,48.49,29.17,496
44,SPICEISLIN.BO,480.6,484.15,9.53K,Process Industries,Textiles,97.0,41.0,86.0,92.0,18.2393,17.9643,17.11K,7.62K,549.0,70.55,3.00B,No,493.32,494.34,300.11,496.07,371.86,497
61,INDSWFTLAB.NS,322.06,346.87,1534.55K,Health Technology,Pharmaceuticals: Major,97.0,95.0,98.0,96.0,19.555,17.3693,1479.56K,2492.83K,348.0,87.15,27.97B,No,257.31,226.55,148.57,238.68,172.43,500
62,INTEGFD.BO,138.3,145.5,0.91K,Process Industries,Agricultural Commodities/Milling,97.0,19.0,70.0,98.0,8.4643,8.3964,2.51K,1.62K,158.3,20.71,2.59B,No,142.35,145.46,81.64,145.01,102.59,496
70,YASHO.NS,4470.8,4915.7998,167.70K,Consumer Non-Durables,Food: Specialty/Candy,97.0,97.0,98.0,98.0,333.5499,289.6428,59.91K,85.67K,4911.2,1130.0,53.90B,No,3883.83,3294.31,1989.82,3389.54,2221.2,497
74,SWANDEF.NS,2348.2,2379.2,6.71K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,71.0,79.0,76.0,131.6714,128.7571,19.64K,18.45K,2750.0,372.2,123.71B,No,2473.8,2293.31,1812.13,2337.15,2040.94,498
80,IDREAM.BO,600.0,593.7,0.05K,Consumer Services,Movies/Entertainment,96.0,67.0,94.0,94.0,11.3357,6.5214,0.21K,0.10K,644.0,160.05,162.33B,No,626.27,573.44,356.52,586.69,410.81,499
85,PURPLEWAVE.BO,283.0,293.8,7.00K,Technology Services,Packaged Software,96.0,99.0,98.0,97.0,21.7393,19.5679,42.88K,49.60K,312.0,95.1,,No,220.64,157.02,,169.5,134.1,163
89,KSHINTL.NS,1006.05,999.45,125.06K,Producer Manufacturing,Electrical Products,96.0,84.0,92.0,97.0,46.3,42.575,509.23K,698.85K,1059.9,330.0,68.17B,No,923.59,881.25,,894.62,656.1,163
111,SETL.NS,309.6,308.85,638.99K,Health Technology,Medical Specialties,96.0,74.0,98.0,96.0,12.9571,12.0214,1115.42K,999.20K,313.8,104.56,62.52B,No,286.26,256.61,168.56,268.56,176.7,398
114,AMRAPLIN.BO,34.02,35.62,3.03K,Technology Services,Packaged Software,95.0,10.0,96.0,96.0,2.875,2.8693,30.07K,16.84K,44.77,12.65,1.75B,No,35.59,35.66,20.67,35.48,23.04,498
120,HYPERSOFT.BO,202.45,208.7,31.79K,Commercial Services,Miscellaneous Commercial Services,95.0,33.0,88.0,97.0,14.65,14.65,12.68K,30.83K,230.05,51.25,17.10B,No,210.25,209.65,128.57,208.99,150.27,498
127,MOREPENLAB.NS,88.42,88.44,10659.94K,Health Technology,Pharmaceuticals: Major,95.0,97.0,97.0,96.0,5.9536,5.6607,18061.33K,46618.09K,92.5,33.05,48.45B,No,70.71,62.03,46.45,64.56,48.72,501
150,MACPOWER.NS,1943.2,1983.6,48.88K,Producer Manufacturing,Industrial Machinery,94.0,97.0,96.0,96.0,115.1286,115.05,54.93K,57.67K,1983.6,761.0,19.44B,No,1597.48,1387.47,1075.83,1463.32,1138.89,500
174,TDPOWERSYS.NS,1545.6,1586.6,1370.73K,Producer Manufacturing,Electrical Products,94.0,95.0,74.0,94.0,85.3857,75.3857,1380.02K,2499.96K,1597.7,493.0,241.47B,No,1266.64,1218.72,970.97,1235.94,1085.54,500
179,JAYKAILASH.BO,59.04,61.3,62.40K,Consumer Non-Durables,Food: Specialty/Candy,94.0,98.0,97.0,97.0,3.3629,2.71,69.55K,101.92K,61.15,10.73,295.02M,No,46.42,37.8,28.5,38.64,28.25,496
181,DIVGIITTS.NS,1267.4,1259.0,194.07K,Producer Manufacturing,Auto Parts: Oem,94.0,95.0,97.0,95.0,60.8643,52.0715,278.98K,465.63K,1318.8,573.7,38.76B,No,1067.35,974.84,744.09,1013.84,815.76,499
196,SICAGEN.NS,55.85,54.84,33.86K,Distribution Services,Wholesale Distributors,93.0,71.0,55.0,,4.9557,4.465,66.44K,338.60K,74.06,24.35,2.21B,No,55.62,54.12,,55.38,,89
197,SCANSTL.NS,63.54,62.69,39.59K,Non-Energy Minerals,Steel,93.0,93.0,95.0,,3.9007,3.8393,199.94K,100.35K,68.81,31.35,,No,59.4,48.88,,51.27,,85
201,VELJAN.NS,1800.6,1773.7,0.14K,Producer Manufacturing,Industrial Machinery,93.0,55.0,95.0,,78.7857,76.1429,2.58K,0.53K,1980.0,812.0,,No,1745.8,1598.39,,1647.74,,85
