Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
9,ARIHANT.NS,1087.0,4.91K,Finance,Real Estate Development,98.0,96.0,80.0,,9.09K,14.19K,1225.0,39.65,-11.27
11,EASTSILK.NS,56.81,0.47K,Process Industries,Textiles,98.0,92.0,39.0,16.0,0.94K,0.64K,99.25,1.8,-42.76
18,SANGINITA.NS,66.69,1093.30K,Process Industries,Chemicals: Specialty,98.0,98.0,98.0,98.0,129.25K,48.19K,66.69,9.09,0.0
27,CUPID.NS,228.94,20121.71K,Consumer Non-Durables,Household/Personal Care,98.0,91.0,97.0,97.0,29741.58K,34099.01K,234.5,29.6,-2.37
33,BATLIBOI.NS,82.37,21.49K,Producer Manufacturing,Industrial Machinery,98.0,52.0,47.0,,43.98K,68.69K,97.45,15.7,-15.47
34,STLTECH.NS,530.55,2206.64K,Technology Services,Information Technology Services,98.0,13.0,96.0,98.0,3163.68K,2355.62K,679.9,84.6,-21.97
39,SIGMAADV.NS,599.4,854.26K,Technology Services,Information Technology Services,97.0,68.0,98.0,98.0,437.84K,191.61K,638.1,108.75,-6.06
43,SWANDEF.NS,2435.0,70.80K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,81.0,87.0,82.0,19.75K,15.52K,2489.0,321.56,-2.17
51,AHLWEST.NS,547.85,0.54K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,24.0,94.0,98.0,2.17K,0.84K,751.4,137.0,-27.09
65,UFBL.NS,676.15,75.14K,Consumer Services,Restaurants,97.0,76.0,97.0,98.0,416.00K,112.82K,763.35,172.34,-11.42
72,BLISSGVS.NS,455.15,239.33K,Health Technology,Pharmaceuticals: Major,96.0,7.0,96.0,97.0,1847.97K,267.61K,553.0,118.0,-17.69
74,ONELIFECAP.NS,36.02,58.08K,Finance,Investment Managers,96.0,50.0,97.0,96.0,94.31K,51.59K,40.1,11.15,-10.17
79,OMNI.NS,585.6,148.24K,Producer Manufacturing,Metal Fabrication,96.0,67.0,93.0,,552.85K,307.44K,630.4,176.25,-7.11
80,VENUSREM.NS,1539.3,31.89K,Health Technology,Pharmaceuticals: Major,96.0,9.0,95.0,95.0,89.35K,55.82K,2044.3,424.0,-24.7
