Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
10,ARIHANT.NS,791.3,4.65K,Finance,Real Estate Development,98.0,20.0,,,7.05K,9.36K,1100.0,39.65,-28.06
17,EASTSILK.NS,49.0,0.70K,Process Industries,Textiles,98.0,7.0,2.0,2.0,3.00K,0.85K,99.25,1.8,-50.63
19,BATLIBOI.NS,82.68,28.43K,Producer Manufacturing,Industrial Machinery,98.0,65.0,,,35.09K,108.99K,97.45,15.7,-15.16
26,STLTECH.NS,576.8,4218.41K,Technology Services,Information Technology Services,98.0,13.0,98.0,98.0,4960.52K,1749.74K,679.9,84.6,-15.16
30,SWANDEF.NS,2339.8,34.88K,Producer Manufacturing,Trucks/Construction/Farm Machinery,98.0,87.0,77.0,93.0,20.79K,16.25K,2489.0,251.98,-5.99
31,AHLWEST.NS,590.3,1.73K,Consumer Services,Hotels/Resorts/Cruise Lines,98.0,46.0,98.0,98.0,2.45K,0.95K,751.4,137.0,-21.44
33,CUPID.NS,198.84,28073.62K,Consumer Non-Durables,Household/Personal Care,98.0,97.0,97.0,96.0,19553.19K,24202.64K,199.97,21.29,-0.57
39,SIGMAADV.NS,548.4,304.40K,Technology Services,Information Technology Services,97.0,91.0,98.0,97.0,446.55K,369.36K,638.1,95.53,-14.06
40,SANGINITA.NS,45.85,53.56K,Process Industries,Chemicals: Specialty,97.0,97.0,97.0,98.0,187.20K,216.70K,45.85,9.09,0.0
55,UFBL.NS,706.45,167.29K,Consumer Services,Restaurants,97.0,97.0,98.0,98.0,433.83K,235.47K,728.4,172.34,-3.01
56,BHAGYANGR.NS,371.5,214.07K,Producer Manufacturing,Electrical Products,97.0,71.0,97.0,97.0,328.26K,158.45K,432.3,78.0,-14.06
61,MTARTECH.NS,7033.5,246.16K,Electronic Technology,Aerospace & Defense,97.0,16.0,95.0,97.0,1623.68K,776.44K,8714.0,1390.5,-19.29
63,HFCL.NS,214.48,19586.30K,Electronic Technology,Telecommunications Equipment,97.0,66.0,98.0,97.0,57470.60K,29081.42K,220.09,59.82,-2.55
65,BLISSGVS.NS,505.95,634.67K,Health Technology,Pharmaceuticals: Major,97.0,82.0,97.0,97.0,2275.85K,1157.38K,553.0,118.0,-8.51
66,VENUSREM.NS,1720.9,66.87K,Health Technology,Pharmaceuticals: Major,97.0,84.0,95.0,96.0,92.85K,67.75K,2044.3,424.0,-15.82
72,ONELIFECAP.NS,38.6,66.64K,Finance,Investment Managers,96.0,97.0,97.0,96.0,208.36K,55.91K,39.25,11.15,-1.66
73,RAJPALAYAM.NS,820.9,1.39K,Process Industries,Textiles,96.0,28.0,,,2.01K,2.74K,875.0,314.45,-6.18
74,DEEDEV.NS,704.35,245.43K,Producer Manufacturing,Industrial Machinery,96.0,65.0,97.0,97.0,642.53K,103.37K,760.0,183.0,-7.32
77,CPPLUS.NS,3588.4,134.84K,Consumer Durables,Electronics/Appliances,96.0,64.0,94.0,96.0,397.83K,283.00K,3787.0,1015.0,-5.24
82,GVPIL.NS,873.75,383.40K,Industrial Services,Engineering & Construction,96.0,40.0,96.0,97.0,347.95K,377.50K,1084.0,270.9,-19.4
88,KOVAI.NS,6042.5,4.73K,Health Services,Hospital/Nursing Management,96.0,78.0,,,5.41K,12.19K,6340.0,2576.65,-4.69
90,THANGAMAYL.NS,6159.5,272.64K,Consumer Durables,Other Consumer Specialties,96.0,93.0,91.0,94.0,204.06K,262.12K,6572.0,1750.1,-6.28
92,ACUTAAS.NS,3694.8,297.28K,Health Technology,Pharmaceuticals: Major,96.0,86.0,76.0,96.0,495.70K,504.86K,3730.9,1094.9,-0.97
93,RPTECH.NS,757.95,883.60K,Distribution Services,Electronics Distributors,96.0,96.0,96.0,96.0,1232.43K,2796.36K,812.85,275.6,-6.75
94,BAJAJCON.NS,616.2,293.50K,Consumer Non-Durables,Household/Personal Care,96.0,75.0,91.0,96.0,1430.07K,591.50K,632.6,218.94,-2.59
98,OMAXAUTO.NS,231.05,36.65K,Producer Manufacturing,Auto Parts: Oem,96.0,27.0,97.0,96.0,211.29K,48.13K,263.4,84.5,-12.28
99,KERNEX.NS,2378.8,271.98K,Electronic Technology,Computer Communications,96.0,92.0,98.0,94.0,333.46K,245.33K,2427.3,850.0,-2.0
100,SAYAJIHOTL.NS,305.2,0.21K,Consumer Services,Hotels/Resorts/Cruise Lines,96.0,75.0,,,0.10K,0.15K,330.0,138.7,-7.52
101,OMNI.NS,508.65,827.71K,Producer Manufacturing,Metal Fabrication,96.0,39.0,95.0,,796.55K,556.06K,590.1,176.25,-13.8
103,NOVARTIND.NS,1469.4,9.38K,Health Technology,Pharmaceuticals: Major,95.0,76.0,,,29.05K,24.93K,1589.2,672.25,-7.54
104,SICAGEN.NS,53.11,4.20K,Distribution Services,Wholesale Distributors,95.0,11.0,,,15.60K,11.35K,61.5,24.35,-13.64
108,NGLFINE.NS,3206.0,21.76K,Health Technology,Pharmaceuticals: Major,95.0,89.0,83.0,97.0,18.94K,13.24K,3260.0,1175.5,-1.66
109,AEROFLEX.NS,456.25,1418.36K,Producer Manufacturing,Industrial Machinery,95.0,59.0,93.0,96.0,3166.26K,1720.62K,521.9,158.0,-12.58
110,KSHINTL.NS,847.55,777.55K,Producer Manufacturing,Electrical Products,95.0,37.0,93.0,96.0,536.78K,226.65K,908.9,330.0,-6.75
114,CEMPRO.NS,1449.0,693.04K,Industrial Services,Engineering & Construction,95.0,96.0,98.0,93.0,1532.91K,571.12K,1475.0,503.3,-1.76
116,NINSYS.NS,876.6,8.53K,Technology Services,Packaged Software,95.0,89.0,96.0,96.0,8.53K,8.71K,891.7,281.05,-1.69
117,INDOTECH.NS,3136.7,49.07K,Producer Manufacturing,Electrical Products,95.0,76.0,98.0,95.0,77.53K,64.84K,3300.0,1100.0,-4.95
