Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
4,TANDHANIN.BO,144.75,0.09K,Finance,Investment Banks/Brokers,98.0,95.0,98.0,98.0,3.3607,1.6321,0.73K,3.67K,149.55,10.48,7.20B,No,105.59,42.7,114.64,59.84
67,IDREAM.BO,548.65,0.70K,Consumer Services,Movies/Entertainment,97.0,97.0,94.0,97.0,22.8,11.2536,0.14K,0.38K,557.95,131.75,148.44B,No,378.3,276.13,398.51,324.17
70,SKM.BO,374.65,4.00K,Process Industries,Chemicals: Major Diversified,96.0,17.0,98.0,97.0,14.2607,13.2286,50.68K,27.80K,419.0,102.05,4.59B,No,343.75,,358.9,219.55
82,PANKAJPO.BO,70.92,6.33K,Producer Manufacturing,Miscellaneous Manufacturing,96.0,67.0,59.0,96.0,4.1693,4.0621,7.16K,11.60K,75.97,15.0,393.17M,No,65.53,46.37,67.35,59.53
86,NANTA.BO,617.5,3.00K,Distribution Services,Wholesale Distributors,96.0,98.0,97.0,,25.2143,13.725,10.72K,7.08K,651.4,234.0,3.17B,No,428.25,,450.64,
99,AVAX.BO,51.9,2.00K,Distribution Services,Wholesale Distributors,96.0,37.0,72.0,93.0,1.8471,1.0314,13.29K,9.11K,55.4,12.53,431.46M,No,50.47,34.19,50.67,40.29
100,AEROFLEX.NS,471.6,672.11K,Producer Manufacturing,Industrial Machinery,96.0,87.0,94.0,97.0,30.8821,29.6036,3178.71K,2542.54K,521.9,158.0,62.41B,No,397.2,248.19,423.27,286.22
113,TITANBIO.BO,390.4,21.56K,Health Technology,Biotechnology,95.0,8.0,15.0,94.0,19.2607,19.2607,56.47K,28.04K,555.65,80.14,16.13B,No,449.44,297.56,441.17,347.47
117,ACUTAAS.NS,3526.2,327.64K,Health Technology,Pharmaceuticals: Major,95.0,81.0,83.0,96.0,132.0643,131.7,536.68K,515.44K,3603.6,1084.7,288.69B,No,2948.62,2117.74,3068.91,2371.09
120,NGLFINE.NS,3107.5,5.85K,Health Technology,Pharmaceuticals: Major,95.0,79.0,83.0,96.0,192.0071,187.7143,19.14K,23.41K,3232.0,1103.0,19.20B,No,2619.86,1932.85,2737.1,2190.75
126,VEL.BO,60.59,13.86K,Distribution Services,Wholesale Distributors,95.0,89.0,82.0,92.0,2.765,2.7086,27.23K,9.62K,68.0,15.5,1.54B,No,54.49,43.13,55.49,47.42
140,SAKAR.NS,838.1,86.91K,Health Technology,Pharmaceuticals: Major,94.0,65.0,90.0,95.0,42.15,41.3679,189.77K,129.69K,889.95,311.0,18.40B,No,736.32,504.91,747.54,567.98
152,SYRMA.NS,1396.3,980.90K,Electronic Technology,Electronic Production Equipment,94.0,93.0,93.0,95.0,54.25,50.3,1605.97K,1719.99K,1517.7,562.15,268.96B,No,1143.72,882.75,1186.41,925.28
