Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,TANDHANIN.BO,153.0,0.12K,Finance,Investment Banks/Brokers,98.0,78.0,98.0,98.0,3.6714,2.45,2.75K,7.00K,164.0,10.48,7.62B,No,132.61,55.47,136.84,74.19
2,ARIHANT.NS,969.8,4.78K,Finance,Real Estate Development,98.0,85.0,55.0,,54.6,54.175,8.20K,9.83K,1100.0,39.65,10.53B,No,843.99,,852.86,
3,SAMTELIN.BO,53.97,1.96K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,14.0,97.0,98.0,3.0043,1.5429,10.22K,21.24K,72.95,1.89,382.54M,No,53.6,21.66,54.35,30.02
4,SMTEL.BO,566.05,0.41K,Commercial Services,Miscellaneous Commercial Services,98.0,96.0,82.0,97.0,27.2571,19.0571,0.42K,0.51K,566.05,25.75,10.23B,No,421.05,307.24,429.37,391.78
5,SESHACHAL.BO,79.43,8.46K,Technology Services,Information Technology Services,98.0,7.0,8.0,82.0,4.1714,1.1943,0.70K,2.14K,105.31,2.39,55.15M,No,86.2,68.73,85.79,87.0
6,LIPPISYS.BO,267.6,22.40K,Producer Manufacturing,Industrial Machinery,98.0,95.0,98.0,98.0,15.2107,12.1857,39.55K,19.77K,267.6,19.9,1.87B,No,162.49,67.03,173.83,85.35
7,SALSAIN.BO,393.1,0.07K,Finance,Financial Conglomerates,98.0,98.0,12.0,98.0,14.0643,6.8857,1.24K,0.80K,828.95,14.58,2.74B,No,257.86,222.53,265.02,313.6
8,APOLLOIN.BO,122.28,0.25K,Process Industries,Agricultural Commodities/Milling,98.0,98.0,98.0,98.0,2.1093,0.0293,5.30K,1.89K,122.28,5.16,1.27B,No,79.43,30.8,83.73,41.86
9,MODMA.BO,49.4,1.20K,Producer Manufacturing,Metal Fabrication,98.0,1.0,84.0,98.0,3.89,3.1029,3.59K,1.06K,85.79,1.1,5.76B,No,66.58,27.38,65.89,36.95
10,JTLDEFENCE.BO,661.25,12.94K,Non-Energy Minerals,Other Metals/Minerals,98.0,98.0,99.0,98.0,19.9857,12.4643,3.67K,4.61K,676.8,55.58,7.05B,No,453.15,173.76,479.85,226.66
