Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
19,PARMSILK.BO,341.0,329.05,0.01K,Process Industries,Textiles,98.0,82.0,98.0,98.0,20.4286,16.2179,1.01K,0.52K,472.35,37.73,1.02B,No,337.04,326.69,154.14,340.59,191.18,350
31,TRANSCHEM.BO,321.6,326.2,1.29K,Health Technology,Pharmaceuticals: Other,98.0,11.0,94.0,96.0,14.3393,14.1821,6.77K,4.10K,377.65,46.01,3.94B,No,313.54,328.64,205.19,329.61,236.13,496
37,SIGMAADV.NS,692.7,688.2,124.32K,Technology Services,Information Technology Services,98.0,94.0,97.0,98.0,34.9107,30.2929,414.70K,306.48K,721.5,126.73,122.08B,No,665.14,596.5,317.61,619.24,381.73,498
38,HIKLASS.BO,90.45,90.1,51.41K,Finance,Investment Banks/Brokers,97.0,82.0,56.0,95.0,1.0036,0.58,2.50K,11.78K,108.35,11.59,2.73B,No,86.67,79.32,56.96,80.63,73.17,497
60,INDOSMC.BO,515.15,517.6,19.00K,Producer Manufacturing,Electrical Products,97.0,83.0,97.0,97.0,24.2964,22.6429,82.18K,66.70K,533.8,134.0,11.77B,No,473.34,424.22,,444.94,284.67,147
65,AHLWEST.NS,535.6,559.95,0.16K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,18.0,10.0,98.0,24.9607,22.2536,1.05K,0.33K,751.4,137.0,6.24B,No,544.07,566.67,324.02,564.67,400.99,499
69,KABRAEXTRU.NS,609.15,611.1,270.13K,Producer Manufacturing,Industrial Machinery,97.0,97.0,98.0,96.0,37.2464,36.675,262.15K,385.71K,625.15,180.0,21.30B,No,486.37,373.31,265.28,405.61,290.84,499
122,GALLOPENT.BO,39.24,37.45,0.02K,Finance,Real Estate Development,95.0,82.0,98.0,93.0,2.9464,2.6829,0.49K,1.01K,42.0,16.36,196.65M,No,37.32,33.48,24.62,34.96,27.14,498
128,DEEDEV.NS,647.8,634.5,99.37K,Producer Manufacturing,Industrial Machinery,95.0,27.0,77.0,97.0,30.1429,29.6679,161.09K,164.88K,760.0,183.0,48.74B,No,646.75,668.34,407.78,664.96,489.96,499
153,SHADOWFAX.NS,256.9,260.34,2116.58K,Technology Services,Packaged Software,94.0,91.0,84.0,95.0,11.3264,11.2386,7643.84K,6493.06K,268.65,98.55,150.69B,No,247.4,231.22,,236.04,179.73,145
