Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
16,TAKE.NS,48.54,2230.60K,Technology Services,Information Technology Services,98.0,85.0,97.0,98.0,1929.47K,1029.68K,49.0,6.51,-0.94
25,CUPID.NS,429.25,2216.01K,Consumer Non-Durables,Household/Personal Care,98.0,41.0,96.0,97.0,9874.19K,10064.23K,526.95,55.75,-18.54
34,AQYLON.NS,1914.9,10.50K,Consumer Services,Movies/Entertainment,97.0,61.0,98.0,94.0,80.36K,28.57K,2247.0,435.1,-14.78
50,HINDCOPPER.NS,624.7,27768.82K,Non-Energy Minerals,Other Metals/Minerals,97.0,90.0,97.0,97.0,36707.37K,45850.17K,760.05,183.82,-17.81
64,LUMAXTECH.NS,1784.2,1358.67K,Producer Manufacturing,Auto Parts: Oem,97.0,91.0,93.0,95.0,230.79K,290.26K,1823.9,449.0,-2.18
68,MAHASTEEL.NS,715.0,4.28K,Non-Energy Minerals,Steel,96.0,4.0,54.0,96.0,12.62K,22.80K,1032.0,221.9,-30.72
70,SALSTEEL.NS,47.0,62.53K,Non-Energy Minerals,Steel,96.0,89.0,89.0,98.0,117.83K,101.17K,48.71,14.37,-3.51
72,BGRENERGY.NS,345.9,75.15K,Industrial Services,Engineering & Construction,96.0,68.0,33.0,97.0,123.69K,127.19K,490.8,69.05,-29.52
74,NORBTEAEXP.NS,80.84,3.73K,Consumer Non-Durables,Food: Specialty/Candy,96.0,9.0,95.0,97.0,3.38K,1.43K,99.35,30.5,-18.63
78,FORCEMOT.NS,23840.0,117.09K,Consumer Durables,Motor Vehicles,96.0,92.0,95.0,87.0,77.48K,140.33K,25050.0,6341.15,-4.83
80,LUMAXIND.NS,6423.5,133.17K,Producer Manufacturing,Auto Parts: Oem,96.0,91.0,94.0,96.0,35.67K,99.27K,6934.5,2100.05,-7.37
81,MTARTECH.NS,3560.6,795.06K,Electronic Technology,Aerospace & Defense,96.0,97.0,95.0,97.0,527.01K,1183.74K,3748.7,1155.6,-5.02
82,PFOCUS.NS,261.91,4248.97K,Consumer Services,Movies/Entertainment,96.0,78.0,96.0,94.0,6976.10K,9992.61K,292.0,85.0,-10.3
84,AVANTIFEED.NS,1414.75,12569.25K,Process Industries,Agricultural Commodities/Milling,96.0,98.0,98.0,97.0,1385.78K,3664.57K,1432.2,601.55,-1.22
85,RMDRIP.NS,114.28,5516.21K,Producer Manufacturing,Industrial Machinery,96.0,94.0,95.0,95.0,2680.77K,4377.55K,114.44,33.1,-0.14
87,INFOBEAN.NS,895.55,351.70K,Technology Services,Packaged Software,96.0,71.0,96.0,94.0,430.44K,677.76K,1030.0,270.55,-13.05
88,VENUSREM.NS,761.85,17.16K,Health Technology,Pharmaceuticals: Major,96.0,78.0,95.0,93.0,77.76K,31.91K,839.95,277.95,-9.3
