Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,98,4,67,97,RRFIN.BO
2,Discount Stores,Retail Trade,95,0,50,76,SPICELOUNG.BO
3,Computer Communications,Electronic Technology,83,96,77,85,KERNEX.NS
4,Real Estate Investment Trusts,Finance,82,74,80,83,"FUNDVISER.BO,MINDSPACE.BO,KRT.BO,EMBASSY.BO,BIRET.BO,INDUSINVIT.BO"
5,Major Banks,Finance,81,83,83,79,"SOUTHBANK.NS,RBLBANK.NS,CANBK.NS,CSBBANK.NS,BANKINDIA.NS,UNIONBANK.NS,INDIANB.NS,FEDERALBNK.NS,BANKBARODA.NS,PNB.NS,MAHABANK.NS,IDBI.NS,INDUSINDBK.NS,AXISBANK.NS,KOTAKBANK.NS,CENTRALBK.NS,BANDHANBNK.NS,IOB.NS"
6,Life/Health Insurance,Finance,75,68,71,70,"CANHLIFE.NS,MFSL.NS,SBILIFE.NS,ICICIPRULI.NS,BAJAJFINSV.NS,NIVABUPA.NS,STARHEALTH.NS,LICI.NS"
7,Drugstore Chains,Retail Trade,73,79,84,58,MEDPLUS.NS
8,Financial Publishing/Services,Commercial Services,72,75,72,52,"CARERATING.NS,ICRA.NS"
9,Motor Vehicles,Consumer Durables,72,63,61,74,"ZELIO.BO,FORCEMOT.NS,ATHERENERG.NS,SMLMAH.NS,TMCV.NS,TVSMOTOR.NS,SEVL.BO,EICHERMOT.NS,MARUTI.NS,SANDHAR.NS,M&M.NS,ATLASCYCLE.NS,TMPV.NS,ATULAUTO.NS,OLECTRA.NS,OLAELEC.NS"
10,Marine Shipping,Transportation,71,62,72,71,"DREDGECORP.NS,PPARIVAH.BO,GESHIP.NS,COASTCORP.NS,TRANSWORLD.NS"
11,Wireless Telecommunications,Communications,71,37,64,66,"BHARTIARTL.NS,BHARTIHEXA.NS,AIRTELPP.BO"
12,Savings Banks,Finance,70,53,45,0,NSDL.BO
13,Regional Banks,Finance,68,63,65,73,"CMBL.BO,AUBANK.NS,DCBBANK.NS,UJJIVANSFB.NS,CUB.NS,KARURVYSYA.NS,TMB.NS,SBIN.NS,IDFCFIRSTB.NS,EQUITASBNK.NS,SURYODAY.NS,KTKBANK.NS,J&KBANK.NS,CAPITALSFB.NS,JAGSONSER.BO,JSFB.NS,EMERALD.BO,DAMCAPITAL.NS,FINOPB.NS,MONEYBOXX.NS"
14,Oil Refining/Marketing,Energy Minerals,67,54,67,65,"CHENNPETRO.NS,BPCL.NS,MRPL.NS,RELIANCE.NS,OIL.NS,ONGC.NS,CASTROLIND.NS,VEEDOL.NS,CONTPTR.BO"
15,Biotechnology,Health Technology,66,42,59,61,"TITANBIO.BO,RUBICON.NS,FERMENTA.BO,FABTECH.NS,AKUMS.NS,ANTHEM.NS"
16,Electronic Equipment/Instruments,Electronic Technology,65,40,64,61,"WAAREEINDO.NS,CNCRD.BO,NAGPI.BO,APLABPP.BO,SHRADDHA.BO,APLAB.BO,POWERINDIA.NS,WEL.NS,JGTL.BO,TVSELECT.NS,APARINDS.NS,GENUSPOWER.NS,NITIRAJ.NS,SPECTRUM.NS,DENORA.NS"
17,Computer Peripherals,Electronic Technology,64,42,37,70,"NETWEB.NS,INDTONER.BO,PANACHE.NS,CONTROLPR.NS"
18,Aluminum,Non-Energy Minerals,62,52,59,59,"ARFIN.NS,NATIONALUM.NS,VEDL.NS,MAANALU.NS,ORIENTCER.NS,SUDAI.BO,EUROBOND.NS,ALUFLUOR.BO,NIRAVCOM.BO,SAMPAT.BO,SPINAROO.BO"
19,Data Processing Services,Technology Services,61,46,56,62,"GHVINFRA.BO,RELIABLE.NS,TECHNVISN.BO,LTIM.NS,ACESEPP.BO,OLATECH.BO,TAKYON.BO,BLS.NS,IRIS.NS,ACESOFT.BO"
20,Multi-Line Insurance,Finance,61,62,55,61,"ABCAPITAL.NS,RELIGARE.NS,NIACL.NS"
21,Auto Parts: Oem,Producer Manufacturing,61,52,53,60,"LUMAXTECH.NS,LUMAXIND.NS,RICOAUTO.NS,BELRISE.NS,JAMNAAUTO.NS,KINETICENG.BO,SJS.NS,SANSERA.NS,BHARATSE.NS,FIEMIND.NS,SHRIPISTON.NS,TVSHLTD.NS,GABRIEL.NS,PRICOLLTD.NS,JAYUSH.BO,CUMMINSIND.NS,CARRARO.NS,EMMFORCE.BO,MOTHERSON.NS,AUTOAXLES.NS,MSUMI.NS,ZFCVINDIA.NS,UNOMINDA.NS,PORWAL.BO,RACLGEAR.NS,SUPRAJIT.NS,KROSS.NS,BOSCHLTD.NS,ESCORTS.NS,TENNIND.NS,UNIPARTS.NS,MINDACORP.NS,DIVGIITTS.NS,ACGL.BO,VARROC.NS,SKFINDUS.NS,WHEELS.NS,MACPLASQ.BO,INDNIPPON.NS,MENNPIS.BO,RML.NS,NRBBEARING.NS,ASKAUTOLTD.NS,SNL.BO,BIMETAL.BO,SONACOMS.NS,PPAP.NS,SUNDRMFAST.NS,SSWL.NS,CIEINDIA.NS,SWARAJENG.NS,MUNJALSHOW.NS,SAMKRG.BO,REMSONSIND.NS,AUTOIND.NS,ENKEIWHEL.BO,MUNJALAU.NS,SHARDAMOTR.NS,EXIDEIND.NS,OMAXAUTO.NS,JAGANLAM.BO,KALYANIFRG.NS,JBMA.NS,ALICON.NS,SALAUTO.BO,RANEHOLDIN.NS,UCAL.NS,NDRAUTO.NS,JMA.NS,SHANTIGEAR.NS,ASAL.NS,ISTLTD.BO,SUNDRMBRAK.NS,KRANTI.BO,SINTERCOM.NS,PRECAM.NS,IGARASHI.NS,RASANDIK.BO,ZFSTEERING.BO,SUNCLAY.NS"
22,Forest Products,Non-Energy Minerals,61,62,71,56,"VRWODAR.BO,ECOBOAR.BO,STYLAMIND.NS,PREMIERPOL.NS,RESPONIND.NS,BIRLANU.NS,WIPL.NS,AIROLAM.NS,DUROPLY.BO"
23,Other Metals/Minerals,Non-Energy Minerals,61,61,65,58,"PARMESHWAR.BO,MANAKALUCO.NS,SCBL.BO,MCL.NS,RAPICUT.BO,ASHAPURMIN.NS,POCL.NS,IMFA.NS,SANDUMA.NS,JAINREC.NS,NMDC.NS,CUBEXTUB.NS,SERA.BO,MAITHANALL.NS,MIDHANI.NS,MOIL.NS,CHROME.BO,VIDYAWIRES.NS,COCHINM.BO,MMP.NS,INDSILHYD.BO,SBCL.NS,NILE.BO,SHARVAYA.BO,KRUPALU.BO,NRL.NS,ZODJRDMKJ.BO,SOUTHMG.BO,KACHCHH.BO,SIYARAM.BO"
24,Automotive Aftermarket,Consumer Durables,60,62,59,64,"JKTYRE.NS,TVSSRICHAK.NS,CEATLTD.NS,APOLLOTYRE.NS,MRF.NS,MODIRUBBER.NS,JTEKTINDIA.NS,BALKRISIND.NS,TRITONV.BO,DOLFIN.BO,TOLINS.NS,BENGALASM.BO,KRYPTONQ.BO"
25,Cable/Satellite Tv,Consumer Services,60,70,68,54,"NDLVENTURE.NS,DEN.NS"
26,Other Consumer Specialties,Consumer Durables,60,59,65,64,"BGJL.BO,THANGAMAYL.NS,SKRABUL.BO,RETAGGIO.BO,SILGO.NS,TIMEX.BO,SHRINGARMS.NS,DEVLAB.BO,TITAN.NS,LGHL.NS,NARBADA.BO,SWARNSAR.BO,SKYGOLD.NS,AJCJEWEL.BO,EY.BO,SONAMLTD.NS,VIPIND.NS,RBZJEWEL.NS,SHANTIGOLD.NS,SAFARI.NS,VAIBHAVGBL.NS,RAJESHEXPO.NS,SENCO.NS,UDAYJEW.BO,RGL.NS,BANARBEADS.NS,SHOORA.BO,TBZ.NS,RADHIKAJWE.NS,KDDL.NS,SOVERDIA.BO,LUXURY.BO"
27,Medical Distributors,Distribution Services,60,62,64,68,"CHECKPOINT.BO,APPL.BO,EVERESTO.BO,RAMAVISION.BO,ENTERO.NS,VIVOBIOT.BO,APL.BO,ROYAL.BO"
