Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
3,ARIHANT.NS,961.25,1.34K,Finance,Real Estate Development,98.0,6.0,72.0,,7.96K,4.14K,1225.0,39.65,-21.53
21,STLTECH.NS,786.3,532.72K,Technology Services,Information Technology Services,98.0,90.0,82.0,98.0,2188.27K,1421.70K,786.3,84.6,0.0
22,SANGINITA.NS,60.69,84.26K,Process Industries,Chemicals: Specialty,98.0,62.0,96.0,98.0,290.75K,612.26K,68.02,9.26,-10.78
26,BATLIBOI.NS,88.83,71.90K,Producer Manufacturing,Industrial Machinery,98.0,43.0,78.0,,80.68K,37.83K,106.5,15.7,-16.59
29,CUPID.NS,280.95,5516.57K,Consumer Non-Durables,Household/Personal Care,98.0,74.0,97.0,98.0,33624.54K,12549.73K,299.0,32.87,-6.04
35,SIGMAADV.NS,740.15,161.98K,Technology Services,Information Technology Services,98.0,71.0,95.0,98.0,353.85K,335.79K,801.0,140.1,-7.6
40,TBZ.NS,528.9,318.75K,Consumer Durables,Other Consumer Specialties,97.0,98.0,98.0,98.0,2840.31K,6288.83K,528.9,110.5,0.0
48,BLISSGVS.NS,691.35,581.76K,Health Technology,Pharmaceuticals: Major,97.0,96.0,94.0,97.0,587.71K,348.81K,704.55,118.0,-1.87
51,INDSWFTLAB.NS,368.7,650.81K,Health Technology,Pharmaceuticals: Major,97.0,98.0,98.0,97.0,1421.70K,1304.92K,389.5,87.15,-5.34
52,BODALCHEM.NS,171.18,4910.18K,Process Industries,Industrial Specialties,97.0,98.0,98.0,98.0,1236.23K,6932.31K,171.18,42.81,0.0
62,HFCL.NS,243.01,4664.20K,Electronic Technology,Telecommunications Equipment,97.0,87.0,87.0,98.0,23712.31K,14968.66K,256.7,59.82,-5.33
63,WELCORP.NS,2597.9,1503.19K,Producer Manufacturing,Industrial Machinery,97.0,96.0,96.0,97.0,1634.90K,3236.79K,2676.0,710.0,-2.92
67,MOREPENLAB.NS,118.88,21583.66K,Health Technology,Pharmaceuticals: Major,97.0,97.0,98.0,97.0,21665.05K,24454.58K,122.14,33.05,-2.67
68,KABRAEXTRU.NS,634.5,758.78K,Producer Manufacturing,Industrial Machinery,97.0,96.0,98.0,96.0,283.46K,295.19K,642.0,180.0,-1.17
70,SETL.NS,388.55,1260.68K,Health Technology,Medical Specialties,97.0,95.0,98.0,97.0,1300.53K,1692.71K,412.8,104.56,-5.87
71,AHLWEST.NS,530.0,0.01K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,46.0,25.0,98.0,0.70K,0.81K,751.4,137.0,-29.46
73,MODISONLTD.NS,475.6,335.65K,Industrial Services,Engineering & Construction,97.0,98.0,90.0,98.0,151.31K,347.89K,546.0,114.0,-12.89
77,MTARTECH.NS,7519.0,176.03K,Electronic Technology,Aerospace & Defense,96.0,72.0,45.0,94.0,647.38K,94.61K,8714.0,1400.0,-13.71
81,VTMLTD.NS,56.49,10.95K,Process Industries,Textiles,96.0,,,,33.91K,54.26K,61.9,22.95,-8.74
90,CALSOFT.NS,38.94,70.77K,Technology Services,Information Technology Services,96.0,98.0,97.0,97.0,202.05K,424.00K,43.13,10.9,-9.71
93,KSHINTL.NS,1105.65,319.66K,Producer Manufacturing,Electrical Products,96.0,90.0,86.0,97.0,373.91K,255.55K,1125.9,330.0,-1.8
94,UFBL.NS,691.55,29.55K,Consumer Services,Restaurants,96.0,6.0,81.0,97.0,170.36K,72.58K,850.0,172.34,-18.64
98,BHAGYANGR.NS,373.4,88.45K,Producer Manufacturing,Electrical Products,96.0,32.0,78.0,94.0,121.99K,78.95K,432.3,88.1,-13.62
99,MENONBE.NS,306.35,74.90K,Producer Manufacturing,Metal Fabrication,96.0,93.0,96.0,96.0,206.20K,108.01K,324.0,101.5,-5.45
100,AEROFLEX.NS,558.15,1428.12K,Producer Manufacturing,Industrial Machinery,96.0,94.0,84.0,96.0,1703.92K,1532.68K,570.5,158.0,-2.16
102,UNIVASTU.NS,169.89,72.45K,Industrial Services,Engineering & Construction,96.0,92.0,97.0,96.0,206.13K,89.62K,178.98,56.02,-5.08
103,SALSTEEL.NS,81.8,670.45K,Non-Energy Minerals,Steel,96.0,94.0,87.0,88.0,348.05K,629.18K,86.25,26.1,-5.16
106,SWANDEF.NS,2496.0,25.33K,Producer Manufacturing,Trucks/Construction/Farm Machinery,96.0,22.0,80.0,72.0,22.15K,35.55K,2750.0,523.5,-9.24
108,PVP.NS,65.16,2458.24K,Technology Services,Information Technology Services,96.0,98.0,97.0,95.0,1739.23K,4534.41K,71.9,23.0,-9.37
111,SHILPAMED.NS,939.5,1087.88K,Health Technology,Pharmaceuticals: Major,96.0,91.0,94.0,97.0,1824.13K,1688.60K,980.1,259.5,-4.14
112,BAFNAPH.NS,301.75,3.08K,Health Technology,Pharmaceuticals: Major,96.0,72.0,95.0,97.0,28.50K,15.17K,318.5,94.77,-5.26
115,E2E.NS,630.2,1248.68K,Technology Services,Information Technology Services,95.0,78.0,92.0,96.0,1720.57K,611.83K,698.0,183.36,-9.71
116,RPTECH.NS,853.4,413.00K,Distribution Services,Electronics Distributors,95.0,34.0,92.0,95.0,1424.95K,797.75K,967.7,292.25,-11.81
117,AVALON.NS,2352.5,1652.69K,Electronic Technology,Electronic Production Equipment,95.0,88.0,90.0,95.0,435.61K,438.95K,2424.0,777.3,-2.95
118,ATHERENERG.NS,1599.3,3787.17K,Consumer Durables,Motor Vehicles,95.0,76.0,93.0,94.0,4875.45K,7014.31K,1744.0,492.7,-8.3
119,BIRLACABLE.NS,357.75,780.47K,Producer Manufacturing,Electrical Products,95.0,96.0,96.0,96.0,109.12K,168.81K,395.0,104.0,-9.43
120,CYIENTDLM.NS,865.35,271.10K,Electronic Technology,Electronic Production Equipment,95.0,92.0,97.0,97.0,820.51K,816.32K,894.0,265.2,-3.2
122,IOLCP.NS,213.04,10022.83K,Process Industries,Chemicals: Specialty,95.0,92.0,93.0,97.0,4982.06K,6046.98K,217.5,67.19,-2.05
123,SAKAR.NS,1109.2,339.49K,Health Technology,Pharmaceuticals: Major,95.0,88.0,87.0,94.0,162.95K,226.68K,1124.0,321.05,-1.32
124,SCPL.NS,655.05,24.09K,Consumer Non-Durables,Food: Meat/Fish/Dairy,95.0,62.0,91.0,93.0,71.18K,10.63K,690.0,190.03,-5.07
125,XTRANET.NS,279.83,13668.38K,Technology Services,Information Technology Services,95.0,98.0,,,1492.56K,2601.88K,281.08,122.5,-0.44
126,RUBICON.NS,1748.4,84.25K,Health Technology,Biotechnology,95.0,82.0,91.0,95.0,396.11K,317.40K,1899.0,570.75,-7.93
128,SKYGOLD.NS,788.15,682.73K,Consumer Durables,Other Consumer Specialties,95.0,78.0,92.0,95.0,1235.65K,970.23K,868.8,259.0,-9.28
131,YASHO.NS,3987.8,28.31K,Consumer Non-Durables,Food: Specialty/Candy,95.0,37.0,93.0,96.0,58.59K,32.48K,4994.0,1130.0,-20.15
132,DIACABS.NS,332.6,904.30K,Producer Manufacturing,Electrical Products,95.0,18.0,94.0,96.0,5234.34K,1135.09K,379.0,115.57,-12.24
135,AKSHARCHEM.NS,463.9,54.45K,Process Industries,Chemicals: Specialty,95.0,98.0,98.0,94.0,11.77K,22.46K,467.05,141.3,-0.67
136,KMEW.NS,2961.6,80.10K,Producer Manufacturing,Trucks/Construction/Farm Machinery,95.0,87.0,92.0,91.0,120.78K,115.36K,3175.0,851.65,-6.72
140,MARC.NS,148.6,,Industrial Services,Engineering & Construction,95.0,91.0,96.0,96.0,,,,,
141,SBCL.NS,1092.1,314.58K,Non-Energy Minerals,Other Metals/Minerals,95.0,88.0,91.0,96.0,681.96K,421.62K,1215.7,368.6,-10.17
142,TFCILTD.NS,140.9,4618.92K,Finance,Finance/Rental/Leasing,95.0,88.0,97.0,93.0,12107.72K,11393.97K,147.65,51.0,-4.57
145,MARINE.NS,419.95,521.12K,Distribution Services,Wholesale Distributors,95.0,91.0,95.0,95.0,1058.25K,1290.76K,450.0,150.86,-6.68
146,JINDWORLD.NS,58.52,93829.69K,Process Industries,Textiles,95.0,97.0,97.0,96.0,18407.92K,46432.86K,61.99,17.85,-5.6
147,FCL.NS,56.66,41997.93K,Process Industries,Industrial Specialties,95.0,95.0,89.0,96.0,13906.92K,15391.28K,56.66,19.1,0.0
148,VENUSREM.NS,1669.4,17.77K,Health Technology,Pharmaceuticals: Major,95.0,77.0,51.0,95.0,70.76K,28.01K,2044.3,424.0,-18.34
