Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,97,5,4,68,RRFIN.BO
2,Cable/Satellite Tv,Consumer Services,93,85,95,93,NDLVENTURE.NS
3,Real Estate Investment Trusts,Finance,84,73,84,84,"FUNDVISER.BO,ANNAINFRA.BO,MINDSPACE.BO,INDUSINVIT.BO,EMBASSY.BO,BIRET.BO,NXST.BO,KRT.BO"
4,Drugstore Chains,Retail Trade,80,83,84,83,MEDPLUS.NS
5,Biotechnology,Health Technology,77,86,78,82,"TITANBIO.BO,RUBICON.NS,FERMENTA.BO,ANL.BO,AKUMS.NS,HALEOSLABS.NS,ANTHEM.NS,FABTECH.NS"
6,Discount Stores,Retail Trade,75,6,1,25,SPICELOUNG.BO
7,Major Banks,Finance,74,37,69,79,"INDIANB.NS,UNIONBANK.NS,FEDERALBNK.NS,RBLBANK.NS,BANKINDIA.NS,MAHABANK.NS,SOUTHBANK.NS,CANBK.NS,AXISBANK.NS,BANKBARODA.NS,INDUSINDBK.NS,BANDHANBNK.NS,PNB.NS,CSBBANK.NS,IOB.NS,KOTAKBANK.NS,CENTRALBK.NS,HDFCBANK.NS,IDBI.NS"
8,Life/Health Insurance,Finance,71,48,68,73,"CANHLIFE.NS,STARHEALTH.NS,MFSL.NS,SBILIFE.NS,NIVABUPA.NS,LICI.NS,ICICIPRULI.NS,BAJAJFINSV.NS"
9,Computer Peripherals,Electronic Technology,70,48,62,63,"NETWEB.NS,PANACHE.NS,INDTONER.BO,CONTROLPR.NS"
10,Precious Metals,Non-Energy Minerals,70,48,72,62,"MIDWEST.BO,DECNGOLD.BO"
11,Specialty Insurance,Finance,70,66,72,78,"GICRE.NS,ICICIGI.NS"
12,Wireless Telecommunications,Communications,68,66,56,74,"BHARTIARTL.NS,BHARTIHEXA.NS"
13,Investment Trusts/Mutual Funds,Miscellaneous,68,73,70,64,"GROWW.NS,CUBEINVIT.BO,ANZEN.BO,PSPLATINA.BO,PSTITANIA.BO,ANANTAM.BO,ENERGYINF.BO,JINDCAP.BO,SUMMITSEC.NS"
14,Electronic Equipment/Instruments,Electronic Technology,68,57,60,61,"WAAREEINDO.NS,POWERINDIA.NS,CNCRD.BO,NAGPI.BO,APARINDS.NS,DIGILOGIC.BO,SPECTRUM.NS,APLAB.BO,APLABPP.BO,NITIRAJ.NS,SHRADDHA.BO,DENORA.NS,TVSELECT.NS,JGTL.BO,HONAUT.NS,HINDHARD.BO,WEL.NS,GENUSPOWER.NS,HPL.NS"
15,Motor Vehicles,Consumer Durables,67,52,57,59,"ATHERENERG.NS,ZELIO.BO,FORCEMOT.NS,SMLMAH.NS,TMCV.NS,TVSMOTOR.NS,HEROMOTOCO.NS,EICHERMOT.NS,SANDHAR.NS,M&M.NS,ATULAUTO.NS,MARUTI.NS,HYUNDAI.NS,ATLASCYCLE.NS,OLECTRA.NS,TMPV.NS,SEVL.BO,OLAELEC.NS"
16,Regional Banks,Finance,66,48,61,68,"KARURVYSYA.NS,TMB.NS,DCBBANK.NS,SBIN.NS,KTKBANK.NS,CUB.NS,AUBANK.NS,UJJIVANSFB.NS,J&KBANK.NS,JAGSONSER.BO,SURYODAY.NS,EQUITASBNK.NS,ICICIBANK.NS,CMBL.BO,MONEYBOXX.NS,IDFCFIRSTB.NS,JSFB.NS,CAPITALSFB.NS,EMERALD.BO,DAMCAPITAL.NS,FINOPB.NS"
17,Financial Publishing/Services,Commercial Services,65,65,64,66,"CARERATING.NS,ICRA.NS"
