Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
2,ARIHANT.NS,861.85,2.15K,Finance,Real Estate Development,98.0,44.0,,,6.55K,13.35K,1100.0,39.65,-21.65
14,EASTSILK.NS,50.0,1.14K,Process Industries,Textiles,98.0,4.0,1.0,1.0,3.17K,2.20K,99.25,1.8,-49.62
19,STLTECH.NS,647.2,2875.33K,Technology Services,Information Technology Services,98.0,98.0,98.0,98.0,5640.25K,4023.56K,679.9,84.6,-4.81
22,BATLIBOI.NS,82.44,14.79K,Producer Manufacturing,Industrial Machinery,98.0,56.0,,,20.76K,24.30K,88.95,15.7,-7.32
35,AHLWEST.NS,571.3,0.61K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,5.0,98.0,98.0,2.33K,0.77K,751.4,137.0,-23.97
37,CUPID.NS,169.19,33827.69K,Consumer Non-Durables,Household/Personal Care,97.0,96.0,97.0,96.0,17952.89K,23903.89K,171.0,17.68,-1.06
40,SWANDEF.NS,2035.1,9.20K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,68.0,5.0,93.0,24.75K,20.57K,2489.0,188.06,-18.24
43,MTARTECH.NS,8305.5,3375.84K,Electronic Technology,Aerospace & Defense,97.0,89.0,97.0,98.0,1511.45K,2598.30K,8575.0,1390.5,-3.14
44,SIGMAADV.NS,500.05,203.09K,Technology Services,Information Technology Services,97.0,98.0,98.0,97.0,421.92K,419.82K,503.9,81.61,-0.76
49,BHAGYANGR.NS,377.45,95.65K,Producer Manufacturing,Electrical Products,97.0,93.0,98.0,97.0,323.10K,132.79K,377.45,70.21,0.0
52,SANGINITA.NS,37.68,149.53K,Process Industries,Chemicals: Specialty,97.0,97.0,98.0,98.0,198.26K,109.42K,37.68,9.09,0.0
59,BLISSGVS.NS,482.95,902.56K,Health Technology,Pharmaceuticals: Major,97.0,98.0,97.0,97.0,2535.75K,1168.01K,486.0,118.0,-0.63
63,UFBL.NS,624.55,137.40K,Consumer Services,Restaurants,97.0,98.0,98.0,97.0,413.73K,345.18K,629.7,172.34,-0.82
65,GVPIL.NS,1002.45,533.43K,Industrial Services,Engineering & Construction,97.0,97.0,97.0,97.0,306.00K,500.69K,1076.0,270.9,-6.84
66,HFCL.NS,199.63,26352.94K,Electronic Technology,Telecommunications Equipment,97.0,96.0,98.0,97.0,56278.19K,34329.52K,208.98,59.82,-4.47
67,VENUSREM.NS,1739.1,103.17K,Health Technology,Pharmaceuticals: Major,97.0,98.0,95.0,96.0,89.57K,216.73K,1943.8,416.0,-10.53
68,RAJPALAYAM.NS,844.7,2.09K,Process Industries,Textiles,96.0,72.0,,,1.85K,2.09K,875.0,314.45,-3.46
71,DEEDEV.NS,714.0,128.73K,Producer Manufacturing,Industrial Machinery,96.0,97.0,97.0,97.0,837.54K,215.75K,760.0,183.0,-6.05
76,CPPLUS.NS,3513.7,312.78K,Consumer Durables,Electronics/Appliances,96.0,96.0,97.0,96.0,432.70K,376.98K,3714.4,1015.0,-5.4
77,BAJAJCON.NS,620.5,756.38K,Consumer Non-Durables,Household/Personal Care,96.0,86.0,95.0,96.0,1428.57K,852.99K,628.9,168.25,-1.34
80,AEROFLEX.NS,489.0,2158.68K,Producer Manufacturing,Industrial Machinery,96.0,92.0,96.0,97.0,3255.55K,2548.79K,518.85,158.0,-5.75
84,KSHINTL.NS,885.55,365.99K,Producer Manufacturing,Electrical Products,96.0,96.0,97.0,,554.77K,547.82K,908.9,330.0,-2.57
