Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,ADR_Pct
2120,DIAMONDYD.NS,1009.15,16.92K,Consumer Non-Durables,Food: Specialty/Candy,33.0,22.0,18.0,56.0,46.07K,30.50K,1235.5,858.9,24.13B,No,983.45,1034.85,969.48,1055.54,3.71
2121,MSTCLTD.NS,455.9,242.45K,Retail Trade,Internet Retail,33.0,45.0,33.0,28.0,216.06K,179.08K,582.45,362.15,32.10B,No,429.99,480.03,427.57,470.36,3.35
2122,UNIAUTO.BO,60.0,3.90K,Non-Energy Minerals,Steel,33.0,59.0,57.0,40.0,7.57K,2.61K,91.0,41.9,746.07M,No,55.69,63.15,55.14,59.41,5.82
2123,AHLUCONT.NS,847.55,27.34K,Industrial Services,Engineering & Construction,33.0,41.0,25.0,45.0,111.33K,64.16K,1125.0,645.15,56.78B,No,785.5,906.85,787.57,873.47,3.41
2124,RISHIROOP.BO,100.21,4.52K,Process Industries,Chemicals: Specialty,33.0,57.0,57.0,28.0,2.92K,2.17K,141.0,71.5,918.28M,No,89.35,108.78,88.72,99.07,4.64
2125,TECHNVISN.NS,5482.5,0.06K,Technology Services,Data Processing Services,33.0,,,,0.13K,0.12K,6198.0,5301.0,,No,,,,,
2126,YASHCHEM.BO,56.78,1.88K,Process Industries,Chemicals: Specialty,32.0,26.0,19.0,2.0,4.20K,4.44K,111.0,46.6,581.62M,No,57.49,73.68,56.83,73.21,5.84
2127,GOKEX.NS,732.45,691.73K,Consumer Non-Durables,Apparel/Footwear,32.0,40.0,49.0,31.0,922.48K,483.22K,1060.0,531.0,53.67B,No,656.68,749.79,651.6,736.2,3.61
2128,GALAXYSURF.NS,1920.7,7.22K,Consumer Non-Durables,Household/Personal Care,32.0,57.0,51.0,36.0,17.43K,15.93K,2750.1,1510.0,68.10B,No,1803.76,2083.08,1776.12,1937.86,3.45
2129,RIDDHICORP.BO,61.4,1.97K,Transportation,Other Transportation,32.0,39.0,16.0,43.0,3.99K,4.08K,83.0,50.75,728.63M,No,60.65,66.65,59.89,65.5,5.65
2130,LAMBODHARA.NS,112.35,8.09K,Process Industries,Textiles,32.0,63.0,49.0,29.0,13.70K,20.62K,162.0,81.8,1.17B,No,101.77,120.01,101.01,115.07,4.85
2131,TMPV.NS,355.45,4615.01K,Consumer Durables,Motor Vehicles,32.0,59.0,29.0,36.0,10290.10K,8914.10K,419.0,294.3,1308.92B,No,341.4,,333.57,358.57,2.62
2132,BAJAJST.NS,440.25,4.46K,Process Industries,Agricultural Commodities/Milling,32.0,,,,7.27K,6.93K,487.0,431.35,,No,,,,,
2133,HINDHARD.BO,810.0,3.30K,Electronic Technology,Electronic Equipment/Instruments,32.0,27.0,51.0,10.0,0.69K,1.09K,1350.0,665.0,1.21B,No,805.81,970.72,792.59,886.04,4.71
2134,SAGILITY.NS,44.19,41823.22K,Commercial Services,Miscellaneous Commercial Services,32.0,20.0,12.0,32.0,27222.18K,12216.65K,57.89,35.83,206.87B,No,40.9,46.08,41.19,46.75,2.6
2135,MOIL.NS,315.35,915.55K,Non-Energy Minerals,Other Metals/Minerals,32.0,29.0,25.0,34.0,1529.33K,954.71K,405.6,242.35,64.17B,No,300.93,336.11,299.22,326.73,2.67
2136,OLAELEC.NS,36.08,87124.59K,Consumer Durables,Motor Vehicles,32.0,69.0,70.0,10.0,131754.85K,64055.21K,71.25,22.25,151.46B,No,30.08,40.28,31.45,36.18,5.67
2137,MARATHON.NS,511.25,83.10K,Finance,Real Estate Development,32.0,54.0,43.0,31.0,108.35K,81.54K,769.45,368.3,34.47B,No,442.26,546.72,442.79,502.7,4.08
2138,RECLTD.NS,359.4,5058.83K,Finance,Finance/Rental/Leasing,32.0,25.0,26.0,55.0,8390.80K,8448.93K,428.7,304.05,946.38B,No,346.89,363.88,345.52,355.93,2.65
2139,CONART.BO,85.52,8.11K,Industrial Services,Engineering & Construction,32.0,50.0,58.0,44.0,5.03K,2.79K,139.0,60.0,537.07M,No,75.73,93.3,75.86,85.46,7.12
2140,BALKRISIND.NS,2262.5,154.95K,Consumer Durables,Automotive Aftermarket,32.0,30.0,31.0,62.0,160.19K,101.64K,2817.5,2015.4,437.38B,No,2242.07,2370.53,2204.56,2322.55,2.8
2141,JHACC.BO,180.0,2.14K,Finance,Investment Banks/Brokers,32.0,13.0,51.0,41.0,3.15K,1.38K,289.9,146.0,1.71B,No,184.53,204.25,186.49,191.12,4.75
2142,VADILENT.BO,9859.0,0.01K,Consumer Non-Durables,Food: Specialty/Candy,32.0,19.0,36.0,45.0,0.14K,0.04K,14620.55,9450.0,8.51B,No,9908.32,10139.13,9876.24,10064.55,3.58
2143,ARVINDFASN.NS,460.05,290.85K,Retail Trade,Apparel/Footwear Retail,32.0,14.0,18.0,29.0,351.80K,1177.04K,579.0,366.2,61.49B,No,434.5,489.11,433.48,470.42,3.68
2144,CNL.NS,631.95,5.92K,Distribution Services,Electronics Distributors,32.0,23.0,21.0,,10.71K,9.33K,799.0,525.0,9.49B,No,612.95,,606.31,,4.32
2145,GODREJAGRO.NS,591.2,545.30K,Process Industries,Agricultural Commodities/Milling,32.0,13.0,54.0,44.0,314.18K,202.25K,876.35,506.1,113.72B,No,592.07,639.66,586.19,589.47,2.77
2146,3PLAND.NS,36.18,6.60K,Finance,Real Estate Development,32.0,24.0,47.0,35.0,5.36K,2.32K,58.79,28.51,,No,33.32,39.34,33.34,36.35,5.06
2147,ALPHALOGIC.BO,56.4,8.15K,Commercial Services,Miscellaneous Commercial Services,32.0,91.0,88.0,14.0,13.78K,4.44K,126.05,32.5,3.53B,No,46.79,66.25,48.89,55.97,6.51
2148,JIGAR.BO,58.0,2.00K,Producer Manufacturing,Electrical Products,32.0,8.0,13.0,49.0,1.27K,3.20K,76.9,49.64,522.70M,No,63.12,66.04,61.1,64.16,3.75
2149,ACL.NS,57.62,15.58K,Non-Energy Minerals,Construction Materials,32.0,62.0,33.0,23.0,35.19K,13.81K,109.99,40.5,5.31B,No,53.13,68.14,53.04,62.57,3.63
2150,PARSHVA.BO,173.95,0.11K,Distribution Services,Wholesale Distributors,32.0,31.0,43.0,11.0,0.14K,0.17K,379.0,142.0,1.77B,No,166.14,207.27,168.84,182.86,3.89
2151,SELMC.NS,30.58,6.09K,Process Industries,Textiles,32.0,19.0,52.0,29.0,12.31K,9.12K,45.7,26.33,1.01B,No,30.6,31.27,30.74,31.63,6.44
