Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Cable/Satellite Tv,Consumer Services,92,23,89,89,NDLVENTURE.NS
2,Insurance Brokers/Services,Finance,92,9,5,0,RRFIN.BO
3,Computer Communications,Electronic Technology,87,87,79,79,KERNEX.NS
4,Computer Processing Hardware,Electronic Technology,83,13,74,76,IDM.BO
5,Precious Metals,Non-Energy Minerals,77,29,5,96,"MIDWEST.BO,DECNGOLD.NS"
6,Computer Peripherals,Electronic Technology,74,70,69,54,"SAMTELIN.BO,NETWEB.NS,PANACHE.NS,INDTONER.BO,CONTROLPR.NS"
7,Contract Drilling,Industrial Services,74,70,86,72,JINDRILL.NS
8,Telecommunications Equipment,Electronic Technology,72,65,70,65,"MIRCELECTR.NS,HFCL.NS,ADCINDIA.BO,ROSSTECH.NS,VALIANT.BO,SMARTLINK.NS,ASTRAMICRO.NS,AVANTEL.NS,DCI.NS,DLINKINDIA.NS,KAVDEFENCE.NS,TEJASNET.NS,PRECISIO.BO,PUNJCOMMU.BO,BPL.NS"
9,Biotechnology,Health Technology,72,71,80,73,"TITANBIO.BO,RUBICON.NS,ANL.BO,HALEOSLABS.NS,ANTHEM.NS,AKUMS.NS,FERMENTA.NS,FABTECH.NS"
10,Beverages: Non-Alcoholic,Consumer Non-Durables,70,70,52,79,"VALENCIA.BO,VBL.NS,ORIBEVER.BO"
11,Real Estate Investment Trusts,Finance,67,41,52,72,"FUNDVISER.BO,ANNAINFRA.BO,NXST.BO,MINDSPACE.BO,KRT.BO,EMBASSY.BO,PSCELESTIA.BO,BIRET.BO"
12,Alternative Power Generation,Utilities,67,51,60,54,"CLEANMAX.NS,ADANIGREEN.NS,UEL.NS,NTPCGREEN.NS,SUGSLLOYD.BO,POWERGRID.NS,INOXGREEN.NS,KPIGREEN.NS,WAAREERTL.NS,KPEL.NS,RELTD.NS"
13,Aerospace & Defense,Electronic Technology,66,74,78,66,"MTARTECH.NS,IDEAFORGE.NS,AEQUS.NS,KRISHNADEF.NS,PARAS.NS,BEL.NS,HAL.NS,ROSSELLIND.NS,SIKA.NS,BDL.NS,TANAA.BO,DRONACHRYA.BO"
14,Pharmaceuticals: Generic,Health Technology,66,43,55,70,"NUTRICIRCLE.BO,ZIMLAB.NS,JAGSNPHARM.NS,DENISCHEM.BO"
15,Other Metals/Minerals,Non-Energy Minerals,65,71,58,67,"PARMESHWAR.BO,RAPICUT.BO,VIDYAWIRES.NS,HINDCOPPER.NS,JAINREC.NS,IMFA.NS,POCL.NS,HINDALCO.NS,SCBL.BO,HINDZINC.NS,ASHAPURMIN.NS,SERA.BO,NMDC.NS,SANDUMA.NS,SBCL.NS,MANAKALUCO.NS,MIDHANI.NS,CUBEXTUB.NS,MCL.NS,MMP.NS,NILE.NS,COCHINM.BO,GRAVITA.NS,CHROME.BO,MAITHANALL.NS,MOIL.NS,NRL.NS,INDSILHYD.BO,ZODJRDMKJ.BO,SOUTHMG.BO,SHARVAYA.BO,KRUPALU.BO,SIYARAM.BO"
16,Drugstore Chains,Retail Trade,65,46,55,80,MEDPLUS.NS
