Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
11,BGRENERGY.NS,428.75,98.45K,Industrial Services,Engineering & Construction,98.0,74.0,98.0,98.0,347.94K,116.71K,490.8,38.01,-12.64
27,CUPID.NS,329.25,1341.55K,Consumer Non-Durables,Household/Personal Care,98.0,97.0,97.0,98.0,3728.86K,4351.32K,345.84,55.75,-4.8
35,TAKE.NS,30.99,2625.26K,Technology Services,Information Technology Services,97.0,97.0,98.0,98.0,1037.01K,3716.95K,32.1,6.51,-3.46
39,INDOTHAI.NS,424.75,312.14K,Finance,Investment Banks/Brokers,97.0,83.0,98.0,96.0,829.44K,312.90K,466.35,105.2,-8.92
42,MAHASTEEL.NS,737.5,8.13K,Non-Energy Minerals,Steel,97.0,94.0,97.0,96.0,51.55K,8.34K,792.0,179.53,-6.88
53,MEGASOFT.NS,207.74,365.57K,Technology Services,Information Technology Services,97.0,79.0,95.0,97.0,290.33K,108.30K,231.0,49.06,-10.07
56,NORBTEAEXP.NS,71.34,2.50K,Consumer Non-Durables,Food: Specialty/Candy,97.0,88.0,96.0,95.0,3.12K,2.00K,72.82,14.9,-2.03
63,SOMATEX.NS,120.55,6.50K,Process Industries,Textiles,97.0,29.0,94.0,97.0,35.96K,8.41K,161.25,34.53,-25.24
75,SALSTEEL.NS,40.79,8.39K,Non-Energy Minerals,Steel,96.0,89.0,98.0,96.0,265.12K,96.23K,44.23,14.37,-7.78
76,IFBAGRO.NS,1357.9,19.46K,Consumer Non-Durables,Beverages: Alcoholic,96.0,80.0,97.0,95.0,72.08K,53.22K,1640.0,440.0,-17.2
78,IZMO.NS,897.65,36.80K,Technology Services,Packaged Software,96.0,92.0,91.0,98.0,109.07K,56.21K,1374.7,229.7,-34.7
79,TERASOFT.NS,512.6,23.36K,Technology Services,Information Technology Services,96.0,74.0,96.0,95.0,24.84K,28.21K,598.0,159.55,-14.28
81,UNITEDPOLY.NS,39.66,20.83K,Process Industries,Textiles,96.0,52.0,86.0,97.0,185.98K,75.78K,51.16,11.9,-22.48
82,LUMAXTECH.NS,1536.3,266.07K,Producer Manufacturing,Auto Parts: Oem,96.0,97.0,90.0,95.0,274.76K,264.25K,1542.0,449.0,-0.37
83,ATHERENERG.NS,717.95,3843.16K,Consumer Durables,Motor Vehicles,96.0,75.0,95.0,96.0,4812.03K,3889.34K,790.0,288.15,-9.12
