Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,SMTEL.BO,385.65,0.10K,Commercial Services,Miscellaneous Commercial Services,98.0,16.0,81.0,98.0,1.48K,0.24K,494.85,23.81,6.97B,No
2,EMROCK.BO,298.0,1.48K,Consumer Durables,Homebuilding,98.0,89.0,67.0,,7.32K,2.42K,305.95,24.19,4.71B,No
3,TRADWIN.BO,635.85,0.01K,Consumer Services,Other Consumer Services,98.0,94.0,14.0,,0.08K,0.07K,846.45,56.44,1.91B,No
4,MODMA.BO,59.8,1.70K,Producer Manufacturing,Metal Fabrication,98.0,98.0,98.0,,2.42K,3.59K,81.11,1.73,6.97B,No
5,COVIDH.BO,77.49,0.15K,Technology Services,Packaged Software,98.0,91.0,98.0,98.0,2.56K,3.31K,77.49,1.72,651.61M,No
6,SURBHIN.BO,215.8,11.79K,Process Industries,Textiles,98.0,98.0,98.0,98.0,2.39K,10.22K,215.8,10.52,741.79M,No
7,SAMTELIN.BO,39.67,1.36K,Electronic Technology,Computer Peripherals,98.0,98.0,98.0,,1.70K,2.90K,39.67,2.83,281.18M,No
8,KARTKIN.BO,10316.55,0.01K,Finance,Financial Conglomerates,98.0,98.0,98.0,98.0,0.02K,0.06K,10741.85,1036.0,2.52B,No
9,SWANDEF.NS,1920.3,14.69K,Producer Manufacturing,Trucks/Construction/Farm Machinery,98.0,70.0,89.0,98.0,26.33K,28.92K,2489.0,162.47,101.17B,No
10,RANJITSE.BO,71.68,0.02K,Finance,Finance/Rental/Leasing,98.0,85.0,73.0,,0.81K,1.07K,122.1,6.24,192.63M,No
11,MAGNUS.BO,182.05,5.69K,Commercial Services,Miscellaneous Commercial Services,98.0,94.0,98.0,98.0,25.47K,104.24K,223.4,8.33,615.38M,No
12,EASTSILK.NS,59.29,0.22K,Process Industries,Textiles,98.0,42.0,26.0,30.0,3.29K,1.03K,99.25,1.8,296.45M,No
