Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,AXISOL.BO,422.2,404.8,22.17K,Technology Services,Information Technology Services,98.0,96.0,95.0,98.0,11.9214,9.3643,4.14K,1.48K,423.9,21.07,19.91B,No,345.8,328.96,193.93,337.47,246.22,499
2,EASTSILK.NS,60.0,61.27,0.63K,Process Industries,Textiles,98.0,91.0,47.0,17.0,3.5171,3.2971,1.03K,1.25K,99.25,1.8,300.00M,No,53.93,52.22,65.51,52.36,60.81,500
3,LIPPISYS.BO,259.55,264.8,0.52K,Producer Manufacturing,Industrial Machinery,98.0,94.0,99.0,98.0,8.8357,5.6036,36.13K,16.01K,275.7,19.9,1.82B,No,251.08,200.93,78.84,210.23,101.0,497
4,MODMA.BO,42.96,42.96,2.10K,Producer Manufacturing,Metal Fabrication,98.0,0.0,1.0,98.0,3.3586,2.3764,2.80K,2.12K,85.79,1.1,5.01B,No,50.68,62.33,29.58,59.78,39.36,498
5,TANDHANIN.BO,151.95,150.75,1.55K,Finance,Investment Banks/Brokers,98.0,62.0,97.0,98.0,7.8107,7.4714,3.24K,4.17K,164.0,10.48,7.56B,No,151.21,141.08,61.5,144.93,82.96,497
6,ISERA.BO,143.9,143.9,0.12K,Technology Services,Packaged Software,98.0,54.0,97.0,98.0,0.0,0.0,2.80K,0.42K,143.9,3.37,1.21B,No,143.9,123.75,57.22,128.9,77.74,496
7,ARIHANT.NS,1130.4,1136.6,1.81K,Finance,Real Estate Development,98.0,96.0,84.0,,78.55,77.9393,9.27K,10.97K,1225.0,39.65,12.28B,No,980.05,893.49,,909.46,,82
8,MRUTR.BO,94.5,92.65,0.01K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,1.6314,0.0,3.35K,1.46K,92.65,0.56,68.27B,No,78.84,61.15,24.33,64.56,33.61,498
9,SAMTELIN.BO,35.51,37.37,7.55K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,0.0,67.0,98.0,3.5157,1.4836,11.40K,8.07K,72.95,1.89,251.69M,No,53.83,54.38,23.59,53.63,32.33,241
10,APOLLOIN.BO,143.15,146.05,14.00K,Process Industries,Agricultural Commodities/Milling,98.0,97.0,98.0,98.0,2.5686,0.0,4.05K,0.70K,143.15,5.16,1.49B,No,124.0,96.05,37.3,100.95,50.78,498
11,SESHACHAL.BO,77.73,77.73,0.16K,Technology Services,Information Technology Services,98.0,13.0,7.0,54.0,2.92,2.0029,0.90K,1.31K,105.31,2.39,53.97M,No,70.88,83.69,70.63,82.42,88.54,496
12,SALSAIN.BO,349.9,366.7,1.59K,Finance,Financial Conglomerates,98.0,97.0,47.0,97.0,21.8179,10.2821,0.95K,0.76K,828.95,14.58,2.44B,No,347.74,279.05,239.27,287.26,333.36,497
13,JTLDEFENCE.BO,599.8,599.8,6.39K,Non-Energy Minerals,Other Metals/Minerals,98.0,76.0,97.0,98.0,11.5536,11.4571,2.77K,1.31K,694.3,55.58,6.31B,No,639.37,512.14,202.65,532.62,263.41,497
14,CALLISTA.BO,182.3,186.0,2.06K,Consumer Durables,Home Furnishings,98.0,18.0,92.0,69.0,8.4393,6.2929,2.51K,7.23K,225.95,8.33,1.38B,No,175.05,177.65,145.54,177.96,172.64,496
15,SOURCEIND.BO,32.62,31.99,0.20K,Consumer Durables,Home Furnishings,98.0,97.0,98.0,98.0,0.6329,0.0693,0.23K,0.45K,32.62,4.18,371.97M,No,27.72,22.6,10.61,24.03,13.41,498
16,SMTEL.BO,491.75,468.35,0.75K,Commercial Services,Miscellaneous Commercial Services,98.0,80.0,65.0,91.0,29.2071,16.9536,0.69K,1.98K,594.35,30.72,8.89B,No,471.58,437.42,325.45,444.57,407.38,497
17,TRADWIN.BO,614.2,680.5,0.00K,Consumer Services,Other Consumer Services,98.0,85.0,72.0,6.0,30.8679,13.0143,0.04K,0.05K,846.45,47.04,1.84B,No,599.79,606.54,499.47,600.67,621.59,498
18,KARTKIN.BO,8625.0,8800.0,0.00K,Finance,Financial Conglomerates,98.0,5.0,73.0,98.0,175.4786,40.2464,0.02K,0.01K,10741.85,1087.8,2.10B,No,8790.04,8509.5,4123.52,8436.84,5291.64,499
