Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
10,SALSAIN.BO,374.3,379.6,0.37K,Finance,Financial Conglomerates,98.0,97.0,75.0,96.0,25.0036,17.3286,0.86K,1.09K,828.95,14.58,2.61B,No,370.77,291.08,247.82,298.64,341.9,498
22,RANJITSE.BO,61.04,64.25,0.04K,Finance,Finance/Rental/Leasing,98.0,70.0,2.0,82.0,3.695,2.9393,0.27K,0.20K,122.1,6.24,164.04M,No,60.91,62.22,,61.02,71.7,174
46,EMROCK.BO,268.0,270.0,0.05K,Consumer Durables,Homebuilding,97.0,45.0,31.0,51.0,8.6536,8.4929,2.66K,2.07K,305.95,25.39,4.24B,No,256.29,265.9,230.27,262.85,268.59,497
74,SHAHFOOD.BO,364.0,358.75,0.06K,Consumer Non-Durables,Food: Specialty/Candy,97.0,91.0,98.0,96.0,7.7464,2.25,0.73K,0.95K,421.4,97.55,8.49B,No,386.77,290.12,186.23,306.15,208.89,499
79,HYPERSOFT.BO,217.9,213.2,49.10K,Commercial Services,Miscellaneous Commercial Services,96.0,62.0,95.0,98.0,15.2429,15.2429,10.69K,18.88K,230.05,51.25,18.40B,No,211.84,209.29,125.1,210.38,145.89,497
95,BHAGYANGR.NS,379.1,386.3,76.25K,Producer Manufacturing,Electrical Products,96.0,51.0,84.0,95.0,22.4286,20.3893,134.94K,88.71K,432.3,86.0,12.13B,No,388.44,372.94,227.24,379.76,263.25,498
97,GDLLEAS.BO,66.7,66.95,0.08K,Finance,Finance/Rental/Leasing,96.0,87.0,16.0,1.0,1.8964,1.7321,0.35K,0.16K,169.8,8.33,334.17M,No,66.2,67.98,91.92,68.67,84.05,497
104,OMNI.NS,573.35,598.25,1435.71K,Producer Manufacturing,Metal Fabrication,96.0,74.0,87.0,,54.5286,54.2679,993.08K,3341.83K,764.85,176.25,70.90B,No,594.36,540.69,,540.14,,110
111,RUBICON.NS,1653.6,1655.1,288.99K,Health Technology,Biotechnology,96.0,87.0,96.0,96.0,61.1714,59.6,520.02K,159.91K,1679.8,570.75,273.00B,No,1527.66,1418.77,927.83,1447.91,1050.72,203
116,UNIVCABLES.NS,1708.9,1669.4,173.15K,Electronic Technology,Electronic Components,95.0,97.0,93.0,96.0,92.9572,86.2286,292.48K,376.76K,1774.9,576.0,59.29B,No,1360.15,1265.79,935.19,1284.74,970.74,500
127,CRYOGENIC.BO,354.0,342.0,9.00K,Industrial Services,Oilfield Services/Equipment,95.0,91.0,96.0,94.0,12.7536,11.0536,34.37K,16.35K,356.9,103.55,5.06B,No,315.87,290.61,210.03,299.16,220.68,271
133,KPL.NS,3313.8,3310.5,46.93K,Health Technology,Pharmaceuticals: Major,95.0,92.0,97.0,,176.5572,176.5572,57.27K,115.77K,3450.0,1561.0,,No,2742.87,2605.47,,2668.35,,80
136,SAKAR.NS,935.8,953.75,77.55K,Health Technology,Pharmaceuticals: Major,95.0,86.0,96.0,96.0,48.6036,47.1036,203.17K,122.42K,964.0,311.0,20.54B,No,882.19,847.12,584.43,853.46,661.23,500
147,SHREEJISPG.NS,641.65,629.75,1099.43K,Transportation,Other Transportation,95.0,90.0,94.0,92.0,20.1893,19.7286,1069.90K,904.65K,681.55,222.0,104.54B,No,635.87,553.8,410.17,571.93,448.2,241
156,MARC.NS,132.1,131.15,,Industrial Services,Engineering & Construction,94.0,96.0,93.0,97.0,7.6071,6.7143,,,,,,No,112.49,95.32,,101.75,81.12,151
160,LTELEVATOR.BO,320.85,331.65,88.00K,Producer Manufacturing,Building Products,94.0,94.0,96.0,90.0,16.7643,14.3214,86.11K,72.80K,343.0,125.33,6.82B,No,274.05,256.13,202.51,264.77,213.49,221
163,UEL.NS,259.47,273.12,13.50K,Utilities,Alternative Power Generation,94.0,98.0,95.0,94.0,15.7593,10.0036,19.57K,80.20K,284.2,92.32,34.61B,No,171.12,149.06,146.48,158.72,156.05,499
164,SHADOWFAX.NS,247.39,249.03,4157.49K,Technology Services,Packaged Software,94.0,81.0,92.0,95.0,12.7057,12.6214,7768.31K,15712.49K,261.5,98.55,145.11B,No,228.62,223.08,,228.39,,136
165,KAPSTON.NS,578.2,563.4,88.95K,Commercial Services,Miscellaneous Commercial Services,94.0,97.0,96.0,83.0,25.8679,23.6071,46.24K,102.34K,600.0,237.2,17.60B,No,488.22,412.7,346.72,430.8,369.52,500
179,KANORICHEM.NS,157.29,160.62,44.25K,Process Industries,Chemicals: Specialty,94.0,89.0,95.0,96.0,8.9557,8.8107,42.06K,28.67K,164.6,56.0,6.87B,No,150.53,131.48,90.19,137.48,97.11,500
180,RRKABEL.NS,2789.6,2812.8,234.08K,Producer Manufacturing,Electrical Products,94.0,92.0,91.0,94.0,110.0428,106.45,724.03K,862.35K,2844.9,1165.0,315.52B,No,2557.18,2394.71,1725.13,2444.48,1865.45,498
181,KOVAI.NS,5825.5,5865.5,9.80K,Health Services,Hospital/Nursing Management,94.0,37.0,56.0,,189.1429,181.5357,5.65K,4.21K,6340.0,2576.65,63.74B,No,5893.1,5891.53,,5911.45,,86
188,AETHER.NS,1612.7,1634.2,106.75K,Process Industries,Chemicals: Major Diversified,93.0,74.0,88.0,87.0,58.9214,57.9929,436.22K,589.91K,1645.0,726.45,214.05B,No,1518.2,1376.73,1088.33,1413.74,1190.68,500
202,THANGAMAYL.NS,5328.0,5228.0,141.03K,Consumer Durables,Other Consumer Specialties,93.0,3.0,84.0,89.0,350.8571,291.1071,285.66K,459.31K,7430.0,1939.5,165.60B,No,5941.43,5892.89,4130.37,5839.95,4486.94,500
236,ADMACH.BO,373.0,375.0,2.40K,Producer Manufacturing,Industrial Machinery,92.0,91.0,95.0,91.0,11.7143,8.7179,13.96K,3.60K,413.95,179.0,2.53B,No,390.54,335.56,,342.29,262.73,153
239,AMAGI.NS,638.75,659.5,187.72K,Technology Services,Packaged Software,92.0,78.0,93.0,91.0,34.3857,34.1321,459.01K,408.61K,699.0,310.2,138.19B,No,634.54,556.13,,565.0,440.92,140
250,IRISDOREME.NS,56.83,56.32,789.28K,Consumer Non-Durables,Apparel/Footwear,92.0,92.0,93.0,90.0,2.1729,2.1493,684.77K,1501.52K,57.25,26.35,9.70B,No,50.67,44.55,36.46,46.21,37.66,498
