Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,LIPPISYS.BO,239.55,244.4,0.37K,Producer Manufacturing,Industrial Machinery,98.0,82.0,99.0,98.0,7.5929,3.8071,35.05K,5.68K,281.2,20.5,1.68B,No,252.04,209.63,82.04,221.69,107.51,496
2,ISERA.BO,143.9,143.9,0.50K,Technology Services,Packaged Software,98.0,49.0,97.0,98.0,0.0,0.0,2.98K,1.61K,143.9,3.62,1.21B,No,143.9,130.4,60.63,134.32,81.83,497
3,SESHACHAL.BO,77.73,77.73,0.16K,Technology Services,Information Technology Services,98.0,72.0,9.0,50.0,1.6057,1.3957,0.80K,0.80K,105.31,2.39,53.97M,No,73.8,81.95,71.98,80.76,89.03,497
4,MODMA.BO,42.5,40.71,0.90K,Producer Manufacturing,Metal Fabrication,98.0,1.0,2.0,98.0,2.9936,2.1843,2.80K,1.27K,85.79,1.1,4.95B,No,47.56,59.72,30.12,56.35,40.64,497
5,AXISOL.BO,513.1,488.7,10.58K,Technology Services,Information Technology Services,98.0,98.0,97.0,98.0,16.2179,11.1357,5.80K,11.64K,513.1,22.12,24.19B,No,378.04,345.51,202.57,358.82,260.69,499
6,ARIHANT.NS,1096.8,1119.2,1.25K,Finance,Real Estate Development,98.0,95.0,81.0,,64.2179,63.1179,9.02K,8.19K,1225.0,39.65,11.91B,No,1041.73,917.33,,936.17,,86
7,EASTSILK.NS,65.98,69.45,0.90K,Process Industries,Textiles,98.0,94.0,69.0,17.0,3.8964,3.6907,1.06K,1.44K,99.25,1.8,329.90M,No,57.3,53.13,65.56,54.05,60.62,500
8,MRUTR.BO,94.43,96.35,11.14K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,2.005,0.2771,3.29K,1.38K,98.31,0.56,68.22B,No,83.81,64.86,25.8,69.95,36.54,497
9,APOLLOIN.BO,132.1,134.75,0.14K,Process Industries,Agricultural Commodities/Milling,98.0,94.0,98.0,98.0,2.6943,0.0,3.90K,2.65K,146.05,5.16,1.37B,No,130.14,102.18,39.9,107.5,54.81,498
10,SALSAIN.BO,374.3,379.6,0.37K,Finance,Financial Conglomerates,98.0,97.0,75.0,96.0,25.0036,17.3286,0.86K,1.09K,828.95,14.58,2.61B,No,370.77,291.08,247.82,298.64,341.9,498
11,SAMTELIN.BO,40.94,40.49,10.14K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,1.0,81.0,98.0,3.1064,2.0457,12.12K,11.64K,72.95,1.89,290.18M,No,48.71,53.85,24.55,52.74,33.44,246
12,TANDHANIN.BO,136.5,141.8,7.75K,Finance,Investment Banks/Brokers,98.0,12.0,95.0,98.0,10.3679,9.8286,3.48K,4.56K,164.0,10.48,6.79B,No,148.19,144.42,64.82,146.54,87.02,498
13,SOURCEIND.BO,35.28,34.59,0.15K,Consumer Durables,Home Furnishings,98.0,97.0,98.0,98.0,0.64,0.07,0.26K,0.56K,35.28,4.18,402.30M,No,30.03,24.51,11.34,25.97,14.47,499
14,JTLDEFENCE.BO,533.3,561.35,6.20K,Non-Energy Minerals,Other Metals/Minerals,98.0,7.0,96.0,98.0,15.0286,12.8036,1.97K,0.68K,694.3,55.58,5.61B,No,623.18,537.1,218.08,548.12,279.04,499
15,PARMSILK.BO,365.4,348.0,0.55K,Process Industries,Textiles,98.0,6.0,98.0,98.0,21.9179,15.4179,0.92K,1.71K,472.35,31.19,1.10B,No,330.96,297.71,142.02,318.46,175.4,341
16,CALLISTA.BO,172.5,176.0,0.55K,Consumer Durables,Home Furnishings,98.0,8.0,89.0,65.0,8.0643,6.4643,2.38K,5.50K,225.95,8.33,1.30B,No,172.93,179.01,147.97,178.73,174.8,496
17,KARTKIN.BO,8449.0,8284.0,0.01K,Finance,Financial Conglomerates,98.0,11.0,69.0,98.0,172.1357,63.8142,0.02K,0.02K,10741.85,1087.8,2.06B,No,8594.23,8439.89,4268.87,8386.84,5527.67,499
