Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
6,ARIHANT.NS,1096.8,1.25K,Finance,Real Estate Development,98.0,95.0,81.0,,9.02K,8.19K,1225.0,39.65,-10.47
7,EASTSILK.NS,65.98,0.90K,Process Industries,Textiles,98.0,94.0,69.0,17.0,1.06K,1.44K,99.25,1.8,-33.52
20,CUPID.NS,289.87,46890.54K,Consumer Non-Durables,Household/Personal Care,98.0,96.0,98.0,98.0,30763.49K,30600.08K,290.0,32.68,-0.04
25,BATLIBOI.NS,91.37,362.58K,Producer Manufacturing,Industrial Machinery,98.0,78.0,68.0,,71.93K,205.20K,106.5,15.7,-14.21
26,SANGINITA.NS,55.64,42.68K,Process Industries,Chemicals: Specialty,98.0,81.0,98.0,98.0,147.72K,288.33K,68.02,9.23,-18.2
35,STLTECH.NS,651.0,2563.32K,Technology Services,Information Technology Services,98.0,87.0,96.0,98.0,2938.18K,2406.62K,679.9,84.6,-4.25
43,SIGMAADV.NS,683.85,289.65K,Technology Services,Information Technology Services,97.0,90.0,97.0,98.0,416.10K,310.30K,721.5,108.75,-5.22
54,UFBL.NS,779.8,95.26K,Consumer Services,Restaurants,97.0,72.0,97.0,97.0,433.86K,229.81K,845.0,172.34,-7.72
58,SWANDEF.NS,2465.1,38.19K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,83.0,87.0,79.0,18.76K,24.97K,2749.4,354.5,-10.34
62,AHLWEST.NS,547.9,0.29K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,22.0,79.0,98.0,1.56K,0.58K,751.4,137.0,-27.08
69,YASHO.NS,4213.0,20.49K,Consumer Non-Durables,Food: Specialty/Candy,97.0,96.0,98.0,98.0,58.12K,148.62K,4490.0,1130.0,-6.17
70,VENUSREM.NS,1647.0,76.66K,Health Technology,Pharmaceuticals: Major,97.0,34.0,95.0,94.0,86.32K,42.78K,2044.3,424.0,-19.43
75,INDSWFTLAB.NS,300.0,8633.98K,Health Technology,Pharmaceuticals: Major,96.0,93.0,98.0,97.0,1133.07K,435.80K,320.5,87.15,-6.4
80,HFCL.NS,221.52,28045.38K,Electronic Technology,Telecommunications Equipment,96.0,61.0,94.0,98.0,37625.42K,26336.61K,229.5,59.82,-3.48
83,ATHERENERG.NS,1569.4,4521.05K,Consumer Durables,Motor Vehicles,96.0,93.0,96.0,96.0,4730.15K,6201.40K,1580.0,404.05,-0.67
86,BLISSGVS.NS,489.55,277.20K,Health Technology,Pharmaceuticals: Major,96.0,21.0,96.0,97.0,1733.95K,288.99K,553.0,118.0,-11.47
88,E2E.NS,631.4,1123.49K,Technology Services,Information Technology Services,96.0,98.0,97.0,96.0,2042.58K,2271.23K,657.4,183.36,-3.95
89,CPPLUS.NS,3899.1,287.30K,Consumer Durables,Electronics/Appliances,96.0,71.0,94.0,97.0,290.17K,166.64K,3965.0,1045.55,-1.66
90,SKYGOLD.NS,833.1,1979.03K,Consumer Durables,Other Consumer Specialties,96.0,95.0,94.0,97.0,1499.85K,1737.84K,840.0,259.0,-0.82
92,MTARTECH.NS,7111.5,217.47K,Electronic Technology,Aerospace & Defense,96.0,58.0,68.0,96.0,1292.76K,271.92K,8714.0,1390.5,-18.39
93,KSHINTL.NS,997.65,1173.99K,Producer Manufacturing,Electrical Products,96.0,87.0,95.0,97.0,487.88K,536.98K,1059.9,330.0,-5.87
95,BHAGYANGR.NS,379.1,76.25K,Producer Manufacturing,Electrical Products,96.0,51.0,84.0,95.0,134.94K,88.71K,432.3,86.0,-12.31
96,DIACABS.NS,367.95,1354.62K,Producer Manufacturing,Electrical Products,96.0,97.0,98.0,97.0,7201.92K,4316.65K,379.0,115.57,-2.92
103,RPTECH.NS,854.9,296.98K,Distribution Services,Electronics Distributors,96.0,76.0,95.0,96.0,1354.04K,867.31K,967.7,276.0,-11.66
104,OMNI.NS,573.35,1435.71K,Producer Manufacturing,Metal Fabrication,96.0,74.0,87.0,,993.08K,3341.83K,764.85,176.25,-25.04
107,BAFNAPH.NS,268.3,3.32K,Health Technology,Pharmaceuticals: Major,96.0,95.0,97.0,95.0,26.74K,72.13K,290.7,88.72,-7.71
111,RUBICON.NS,1653.6,288.99K,Health Technology,Biotechnology,96.0,87.0,96.0,96.0,520.02K,159.91K,1679.8,570.75,-1.56
112,DEEDEV.NS,638.7,190.77K,Producer Manufacturing,Industrial Machinery,95.0,24.0,89.0,97.0,208.52K,158.32K,760.0,183.0,-15.96
113,SANSERA.NS,3878.3,328.37K,Producer Manufacturing,Auto Parts: Oem,95.0,91.0,94.0,95.0,315.79K,220.29K,3938.0,1241.3,-1.52
116,UNIVCABLES.NS,1708.9,173.15K,Electronic Technology,Electronic Components,95.0,97.0,93.0,96.0,292.48K,376.76K,1774.9,576.0,-3.72
118,KABRAEXTRU.NS,494.9,170.62K,Producer Manufacturing,Industrial Machinery,95.0,98.0,97.0,96.0,206.16K,724.51K,523.8,180.0,-5.52
119,HITECHCORP.NS,326.25,14.90K,Producer Manufacturing,Miscellaneous Manufacturing,95.0,47.0,98.0,95.0,33.63K,7.83K,333.9,112.0,-2.29
121,SETL.NS,300.05,1920.53K,Health Technology,Medical Specialties,95.0,74.0,98.0,97.0,1043.43K,414.11K,307.0,104.56,-2.26
123,SCPL.NS,652.1,246.70K,Consumer Non-Durables,Food: Meat/Fish/Dairy,95.0,94.0,91.0,95.0,58.39K,117.42K,665.0,190.03,-1.94
125,UNIVASTU.NS,145.76,133.99K,Industrial Services,Engineering & Construction,95.0,97.0,97.0,96.0,208.03K,221.87K,150.5,56.02,-3.15
126,RAJPALAYAM.NS,838.1,1.24K,Process Industries,Textiles,95.0,60.0,49.0,,2.08K,0.90K,875.0,314.45,-4.22
130,MODISONLTD.NS,308.8,291.02K,Industrial Services,Engineering & Construction,95.0,70.0,97.0,94.0,202.48K,54.91K,362.7,114.0,-14.86
133,KPL.NS,3313.8,46.93K,Health Technology,Pharmaceuticals: Major,95.0,92.0,97.0,,57.27K,115.77K,3450.0,1561.0,-3.95
134,GVPIL.NS,794.0,439.11K,Industrial Services,Engineering & Construction,95.0,17.0,83.0,97.0,360.27K,185.38K,1084.0,270.9,-26.75
136,SAKAR.NS,935.8,77.55K,Health Technology,Pharmaceuticals: Major,95.0,86.0,96.0,96.0,203.17K,122.42K,964.0,311.0,-2.93
137,NOVARTIND.NS,1591.7,9.41K,Health Technology,Pharmaceuticals: Major,95.0,74.0,91.0,,37.68K,21.60K,1780.0,672.25,-10.58
139,SICAGEN.NS,60.67,128.10K,Distribution Services,Wholesale Distributors,95.0,85.0,69.0,,56.06K,277.98K,74.06,24.35,-18.08
140,SHILPAMED.NS,805.2,976.73K,Health Technology,Pharmaceuticals: Major,95.0,93.0,97.0,97.0,1903.25K,5347.45K,820.95,259.5,-1.92
141,NRL.NS,115.25,23.93K,Non-Energy Minerals,Other Metals/Minerals,95.0,89.0,97.0,95.0,139.06K,73.09K,118.0,45.1,-2.33
142,DIVGIITTS.NS,1231.95,2717.10K,Producer Manufacturing,Auto Parts: Oem,95.0,92.0,95.0,94.0,211.89K,62.37K,1288.0,573.7,-4.35
144,AEROFLEX.NS,446.55,1801.70K,Producer Manufacturing,Industrial Machinery,95.0,77.0,55.0,96.0,1976.18K,1758.26K,521.9,158.0,-14.44
145,INDOTECH.NS,3539.0,40.96K,Producer Manufacturing,Electrical Products,95.0,81.0,84.0,97.0,29.65K,18.00K,3976.8,1100.0,-11.01
146,NGLFINE.NS,3409.0,11.57K,Health Technology,Pharmaceuticals: Major,95.0,70.0,92.0,93.0,17.81K,7.53K,3602.0,1271.0,-5.36
147,SHREEJISPG.NS,641.65,1099.43K,Transportation,Other Transportation,95.0,90.0,94.0,92.0,1069.90K,904.65K,681.55,222.0,-5.85
148,ONELIFECAP.NS,30.61,97.71K,Finance,Investment Managers,95.0,2.0,94.0,94.0,60.05K,59.34K,40.1,11.15,-23.67
151,SBCL.NS,1026.65,469.70K,Non-Energy Minerals,Other Metals/Minerals,94.0,96.0,95.0,96.0,740.64K,2072.86K,1105.05,368.6,-7.09
153,SEDEMAC.NS,3050.0,202.97K,Producer Manufacturing,Auto Parts: Oem,94.0,75.0,93.0,,180.35K,232.79K,3135.0,1413.1,-2.71
154,SAYAJIHOTL.NS,328.0,0.00K,Consumer Services,Hotels/Resorts/Cruise Lines,94.0,76.0,75.0,,0.14K,0.50K,330.0,138.7,-0.61
156,MARC.NS,132.1,,Industrial Services,Engineering & Construction,94.0,96.0,93.0,97.0,,,,,
159,VISL.NS,39.08,65080.69K,Non-Energy Minerals,Steel,94.0,87.0,,,69088.54K,44800.48K,44.78,19.06,-12.73
161,WELCORP.NS,1867.6,583.80K,Producer Manufacturing,Industrial Machinery,94.0,86.0,92.0,96.0,1024.31K,790.33K,1873.0,710.0,-0.29
162,BIRLACABLE.NS,294.17,290.54K,Producer Manufacturing,Electrical Products,94.0,98.0,96.0,95.0,93.65K,119.32K,294.27,104.0,-0.03
163,UEL.NS,259.47,13.50K,Utilities,Alternative Power Generation,94.0,98.0,95.0,94.0,19.57K,80.20K,284.2,92.32,-8.7
164,SHADOWFAX.NS,247.39,4157.49K,Technology Services,Packaged Software,94.0,81.0,92.0,95.0,7768.31K,15712.49K,261.5,98.55,-5.4
165,KAPSTON.NS,578.2,88.95K,Commercial Services,Miscellaneous Commercial Services,94.0,97.0,96.0,83.0,46.24K,102.34K,600.0,237.2,-3.63
166,CNL.NS,1207.25,269.54K,Distribution Services,Electronics Distributors,94.0,96.0,97.0,91.0,273.27K,175.62K,1218.35,525.0,-0.91
167,COCKERILL.NS,9693.5,4.79K,Non-Energy Minerals,Steel,94.0,63.0,96.0,,22.97K,7.66K,10871.5,5015.25,-10.84
169,MACPOWER.NS,1726.3,22.81K,Producer Manufacturing,Industrial Machinery,94.0,92.0,91.0,94.0,53.81K,94.02K,1839.9,761.0,-6.17
170,DECNGOLD.NS,220.35,3117.80K,Non-Energy Minerals,Precious Metals,94.0,72.0,96.0,,3038.44K,3733.91K,235.0,114.8,-6.23
171,VINDHYATEL.NS,2582.7,174.03K,Industrial Services,Engineering & Construction,94.0,94.0,91.0,95.0,103.18K,142.37K,2600.0,963.9,-0.67
172,PARAS.NS,1280.7,590.72K,Electronic Technology,Aerospace & Defense,94.0,67.0,92.0,93.0,3337.72K,1033.29K,1443.0,580.5,-11.25
173,KMEW.NS,2599.8,41.33K,Producer Manufacturing,Trucks/Construction/Farm Machinery,94.0,84.0,82.0,83.0,120.68K,113.06K,2737.0,809.6,-5.01
176,MENONBE.NS,235.63,35.82K,Producer Manufacturing,Metal Fabrication,94.0,95.0,95.0,95.0,251.42K,65.68K,249.0,101.5,-5.37
177,PAISALO.NS,68.75,5772.01K,Finance,Finance/Rental/Leasing,94.0,26.0,90.0,94.0,15888.69K,11460.86K,77.39,29.86,-11.16
179,KANORICHEM.NS,157.29,44.25K,Process Industries,Chemicals: Specialty,94.0,89.0,95.0,96.0,42.06K,28.67K,164.6,56.0,-4.44
180,RRKABEL.NS,2789.6,234.08K,Producer Manufacturing,Electrical Products,94.0,92.0,91.0,94.0,724.03K,862.35K,2844.9,1165.0,-1.94
181,KOVAI.NS,5825.5,9.80K,Health Services,Hospital/Nursing Management,94.0,37.0,56.0,,5.65K,4.21K,6340.0,2576.65,-8.12
182,APARINDS.NS,18000.0,378.75K,Electronic Technology,Electronic Equipment/Instruments,94.0,93.0,91.0,95.0,158.45K,189.14K,18465.0,6801.0,-2.52
