Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
18,TAKE.NS,44.42,437.93K,Technology Services,Information Technology Services,98.0,88.0,96.0,98.0,1630.72K,1380.37K,49.94,6.51,-11.05
22,CUPID.NS,413.8,1927.42K,Consumer Non-Durables,Household/Personal Care,98.0,66.0,93.0,97.0,9689.50K,3874.81K,526.95,55.75,-21.47
45,HINDCOPPER.NS,583.75,7975.48K,Non-Energy Minerals,Other Metals/Minerals,97.0,22.0,98.0,97.0,37925.12K,16402.42K,760.05,183.82,-23.2
55,MTARTECH.NS,3683.4,251.92K,Electronic Technology,Aerospace & Defense,97.0,96.0,96.0,97.0,534.48K,477.25K,3822.0,1155.6,-3.63
60,FORCEMOT.NS,25457.0,48.21K,Consumer Durables,Motor Vehicles,97.0,96.0,96.0,88.0,89.38K,162.42K,26450.0,6472.05,-3.75
62,MAHASTEEL.NS,775.7,1.68K,Non-Energy Minerals,Steel,97.0,41.0,85.0,97.0,12.06K,18.83K,1032.0,221.9,-24.84
63,NORBTEAEXP.NS,95.0,4.18K,Consumer Non-Durables,Food: Specialty/Candy,97.0,81.0,94.0,97.0,3.92K,5.79K,99.35,30.5,-4.38
68,SILVERTUC.NS,1443.4,39.70K,Technology Services,Packaged Software,96.0,72.0,98.0,97.0,222.36K,45.93K,1690.2,610.0,-14.6
69,SALSTEEL.NS,46.99,27.99K,Non-Energy Minerals,Steel,96.0,92.0,85.0,98.0,108.78K,54.56K,49.57,14.37,-5.2
70,PFOCUS.NS,266.51,2887.91K,Consumer Services,Movies/Entertainment,96.0,91.0,97.0,95.0,7314.73K,4961.30K,294.0,85.0,-9.35
75,LUMAXTECH.NS,1748.2,197.05K,Producer Manufacturing,Auto Parts: Oem,96.0,95.0,89.0,93.0,268.10K,515.26K,1823.9,449.0,-4.15
79,BAJAJCON.NS,402.85,340.68K,Consumer Non-Durables,Household/Personal Care,96.0,93.0,97.0,95.0,1586.03K,906.74K,404.0,151.0,-0.28
83,NGLFINE.NS,2304.4,2.23K,Health Technology,Pharmaceuticals: Major,96.0,96.0,97.0,94.0,5.53K,7.36K,2575.0,980.0,-10.51
85,BGRENERGY.NS,326.3,69.03K,Industrial Services,Engineering & Construction,96.0,37.0,16.0,96.0,122.98K,127.00K,490.8,69.05,-33.52
95,SBC.NS,32.19,10375.58K,Distribution Services,Wholesale Distributors,96.0,83.0,93.0,95.0,11706.33K,11729.47K,32.49,10.95,-0.92
98,AVANTIFEED.NS,1335.55,576.72K,Process Industries,Agricultural Commodities/Milling,95.0,98.0,97.0,97.0,1539.95K,3882.35K,1489.0,601.55,-10.31
107,GVT&D.NS,3864.4,392.41K,Producer Manufacturing,Electrical Products,95.0,95.0,95.0,92.0,1002.71K,479.92K,3912.0,1254.0,-1.22
108,LUMAXIND.NS,6076.9,16.92K,Producer Manufacturing,Auto Parts: Oem,95.0,95.0,87.0,93.0,41.13K,131.98K,6934.5,2100.05,-12.37
109,NATIONALUM.NS,361.3,6425.19K,Non-Energy Minerals,Aluminum,95.0,14.0,95.0,96.0,15149.42K,7839.01K,431.5,137.75,-16.27
111,THANGAMAYL.NS,3908.8,135.28K,Consumer Durables,Other Consumer Specialties,95.0,78.0,91.0,95.0,163.53K,87.32K,4149.0,1523.1,-5.79
112,APEX.NS,423.25,416.15K,Consumer Non-Durables,Food: Meat/Fish/Dairy,95.0,97.0,95.0,96.0,1957.61K,4484.54K,487.95,186.55,-13.26
113,UNIVPHOTO.NS,416.04,14.36K,Consumer Durables,Electronics/Appliances,95.0,98.0,96.0,95.0,14.02K,59.79K,416.04,174.0,0.0
114,TDPOWERSYS.NS,881.55,471.09K,Producer Manufacturing,Electrical Products,95.0,96.0,86.0,96.0,936.89K,1291.94K,919.9,293.0,-4.17
116,STLTECH.NS,164.54,4822.86K,Technology Services,Information Technology Services,95.0,98.0,97.0,89.0,5225.92K,15924.43K,168.9,58.86,-2.58
117,UEL.NS,183.02,28.25K,Utilities,Alternative Power Generation,95.0,98.0,97.0,93.0,6.58K,16.66K,220.0,72.27,-16.81
119,ARFIN.NS,72.33,980.06K,Non-Energy Minerals,Aluminum,95.0,36.0,93.0,97.0,848.96K,606.02K,84.01,31.43,-13.9
120,SMLMAH.NS,5023.4,99.53K,Consumer Durables,Motor Vehicles,95.0,96.0,97.0,,100.65K,199.09K,5348.0,2749.0,-6.07
121,INFOBEAN.NS,799.8,305.33K,Technology Services,Packaged Software,95.0,17.0,94.0,88.0,500.99K,788.14K,1030.0,270.55,-22.35
122,SOMATEX.NS,113.05,5.46K,Process Industries,Textiles,95.0,28.0,47.0,88.0,11.99K,20.62K,161.25,34.53,-29.89
127,SAKAR.NS,514.3,91.75K,Health Technology,Pharmaceuticals: Major,95.0,96.0,95.0,93.0,79.20K,231.80K,569.95,210.1,-9.76
128,INDSWFTLAB.NS,149.35,755.63K,Health Technology,Pharmaceuticals: Major,95.0,96.0,97.0,93.0,463.80K,848.49K,150.1,68.72,-0.5
131,NETWEB.NS,3697.6,2876.74K,Electronic Technology,Computer Peripherals,94.0,89.0,86.0,94.0,1431.94K,3250.65K,4479.0,1251.55,-17.45
