Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
19,CUPID.NS,469.0,4122.98K,Consumer Non-Durables,Household/Personal Care,98.0,97.0,97.0,98.0,3716.22K,3911.21K,475.0,55.75,-1.26
24,TAKE.NS,38.93,5170.89K,Technology Services,Information Technology Services,98.0,96.0,98.0,98.0,1647.94K,2112.99K,38.94,6.51,-0.03
39,MAHASTEEL.NS,909.1,37.55K,Non-Energy Minerals,Steel,97.0,96.0,98.0,97.0,46.05K,11.19K,913.95,179.53,-0.53
54,WAAREEINDO.NS,471.3,82.32K,Electronic Technology,Electronic Equipment/Instruments,97.0,1.0,,,161.09K,88.33K,725.0,165.07,-34.99
55,BGRENERGY.NS,316.4,84.07K,Industrial Services,Engineering & Construction,97.0,1.0,92.0,97.0,223.95K,134.45K,490.8,69.05,-35.53
76,SOMATEX.NS,117.81,2.80K,Process Industries,Textiles,96.0,11.0,96.0,97.0,25.22K,8.48K,161.25,34.53,-26.94
84,VENUSREM.NS,815.95,30.12K,Health Technology,Pharmaceuticals: Major,96.0,91.0,97.0,95.0,96.76K,43.68K,839.8,270.25,-2.84
86,IFBAGRO.NS,1370.6,26.35K,Consumer Non-Durables,Beverages: Alcoholic,96.0,40.0,96.0,95.0,78.44K,20.72K,1640.0,440.0,-16.43
88,NORBTEAEXP.NS,74.85,3.62K,Consumer Non-Durables,Food: Specialty/Candy,96.0,85.0,95.0,96.0,2.67K,1.92K,76.0,19.45,-1.51
90,MEGASOFT.NS,192.66,62.40K,Technology Services,Information Technology Services,96.0,89.0,85.0,96.0,238.38K,65.92K,231.0,49.06,-16.6
102,INDOTHAI.NS,348.05,80.02K,Finance,Investment Banks/Brokers,95.0,1.0,96.0,95.0,595.12K,180.21K,466.35,108.8,-25.37
109,INFOBEAN.NS,797.55,165.32K,Technology Services,Packaged Software,95.0,97.0,96.0,96.0,119.85K,318.64K,853.4,270.55,-6.54
113,LUMAXTECH.NS,1574.7,212.72K,Producer Manufacturing,Auto Parts: Oem,95.0,89.0,93.0,89.0,278.26K,245.51K,1620.0,449.0,-2.8
118,ATHERENERG.NS,706.35,1315.59K,Consumer Durables,Motor Vehicles,95.0,78.0,91.0,96.0,4070.71K,2105.07K,790.0,288.15,-10.59
122,ASHAPURMIN.NS,862.95,826.49K,Non-Energy Minerals,Other Metals/Minerals,95.0,96.0,93.0,96.0,796.34K,1007.24K,870.0,301.6,-0.81
124,SABTNL.NS,1594.8,27.34K,Consumer Services,Movies/Entertainment,95.0,94.0,96.0,96.0,59.01K,87.95K,1777.75,352.6,-10.29
126,STALLION.NS,205.23,178.52K,Distribution Services,Wholesale Distributors,95.0,87.0,58.0,97.0,2060.00K,337.43K,423.8,60.0,-51.57
127,CURAA.NS,112.42,0.20K,Technology Services,Information Technology Services,95.0,9.0,1.0,19.0,0.94K,0.17K,337.0,24.43,-66.64
128,SALSTEEL.NS,40.97,34.05K,Non-Energy Minerals,Steel,95.0,18.0,92.0,97.0,134.87K,144.48K,44.23,14.37,-7.37
132,LUMAXIND.NS,5655.0,7.45K,Producer Manufacturing,Auto Parts: Oem,94.0,90.0,91.0,94.0,25.44K,11.47K,5870.0,1960.0,-3.66
138,THANGAMAYL.NS,3426.4,57.47K,Consumer Durables,Other Consumer Specialties,94.0,81.0,96.0,95.0,153.31K,93.04K,3536.3,1523.1,-3.11
140,KMEW.NS,1732.7,241.72K,Producer Manufacturing,Trucks/Construction/Farm Machinery,94.0,96.0,94.0,96.0,238.02K,366.31K,1959.3,632.02,-11.57
142,GRMOVER.NS,168.52,1849.77K,Process Industries,Agricultural Commodities/Milling,94.0,85.0,95.0,89.0,2505.55K,2212.90K,517.7,58.63,-67.45
147,SKMEGGPROD.NS,433.4,63.81K,Process Industries,Agricultural Commodities/Milling,94.0,64.0,92.0,94.0,100.20K,88.36K,465.0,154.0,-6.8
148,JAYNECOIND.NS,77.67,4006.55K,Non-Energy Minerals,Steel,94.0,88.0,82.0,95.0,7746.21K,5565.58K,81.2,28.0,-4.35
149,FORCEMOT.NS,18453.0,38.10K,Consumer Durables,Motor Vehicles,94.0,88.0,73.0,88.0,68.54K,42.87K,21990.0,6125.0,-16.08
150,RELIABLE.NS,152.16,19.17K,Technology Services,Data Processing Services,94.0,91.0,90.0,95.0,44.59K,21.90K,166.0,63.15,-8.34
153,BAFNAPH.NS,165.01,6.19K,Health Technology,Pharmaceuticals: Major,94.0,61.0,82.0,96.0,7.49K,6.28K,202.06,69.0,-18.34
155,YATRA.NS,179.28,1142.88K,Consumer Services,Other Consumer Services,94.0,72.0,90.0,96.0,3053.23K,2568.99K,202.0,65.51,-11.25
165,PFOCUS.NS,224.22,7525.80K,Consumer Services,Movies/Entertainment,93.0,96.0,86.0,95.0,5130.08K,13653.68K,236.25,85.0,-5.09
166,ARFIN.NS,67.87,415.24K,Non-Energy Minerals,Aluminum,93.0,95.0,95.0,,221.54K,179.22K,68.0,31.43,-0.19
167,JINDALPHOT.NS,1500.3,4.00K,Finance,Financial Conglomerates,93.0,85.0,94.0,91.0,23.68K,15.04K,1616.6,536.0,-7.19
168,EPACKPEB.NS,311.4,1543.97K,Industrial Services,Engineering & Construction,93.0,69.0,,,7590.95K,983.24K,344.0,179.32,-9.48
169,BHARATSE.NS,177.22,50.96K,Producer Manufacturing,Auto Parts: Oem,93.0,46.0,83.0,94.0,224.94K,58.49K,239.45,69.84,-25.99
170,LTF.NS,303.5,3548.50K,Finance,Finance/Rental/Leasing,93.0,74.0,91.0,91.0,7426.53K,3690.49K,315.35,129.2,-3.76
172,IZMO.NS,838.6,199.09K,Technology Services,Packaged Software,93.0,18.0,6.0,96.0,90.83K,72.80K,1374.7,229.7,-39.0
173,PRIVISCL.NS,3266.5,31.98K,Process Industries,Chemicals: Major Diversified,93.0,76.0,93.0,90.0,91.07K,45.67K,3440.5,1368.15,-5.06
176,POCL.NS,1387.8,267.81K,Non-Energy Minerals,Other Metals/Minerals,93.0,85.0,81.0,95.0,427.87K,141.74K,1506.0,490.0,-7.85
177,SEJALLTD.NS,889.4,2.87K,Process Industries,Industrial Specialties,93.0,12.0,89.0,94.0,12.92K,3.24K,1036.7,313.5,-14.21
178,IMFA.NS,1421.0,120.79K,Non-Energy Minerals,Other Metals/Minerals,93.0,92.0,90.0,95.0,271.37K,231.70K,1480.0,549.8,-3.99
179,BHAGYANGR.NS,138.99,86.69K,Producer Manufacturing,Electrical Products,93.0,69.0,95.0,93.0,336.08K,68.16K,167.4,65.0,-16.97
183,ZOTA.NS,1571.3,64.16K,Health Technology,Pharmaceuticals: Major,93.0,37.0,83.0,93.0,74.06K,71.51K,1740.0,752.0,-9.7
186,KRISHANA.NS,539.35,88.42K,Process Industries,Chemicals: Agricultural,93.0,80.0,71.0,67.0,157.05K,101.84K,619.0,175.15,-12.87
188,LOTUSEYE.NS,126.64,9.24K,Health Services,Medical/Nursing Services,93.0,94.0,77.0,94.0,27.02K,65.44K,139.2,54.99,-9.02
190,TERASOFT.NS,431.6,25.25K,Technology Services,Information Technology Services,93.0,20.0,50.0,93.0,20.12K,16.47K,598.0,159.55,-27.83
195,LEMERITE.NS,507.4,84.55K,Process Industries,Textiles,93.0,77.0,92.0,93.0,58.14K,73.44K,537.85,266.8,-5.66
196,NRAIL.NS,500.65,15.99K,Process Industries,Containers/Packaging,93.0,70.0,92.0,92.0,37.77K,11.86K,514.0,205.75,-2.6
198,APOLLO.NS,262.25,2910.49K,Electronic Technology,Electronic Production Equipment,92.0,63.0,12.0,86.0,3509.95K,2790.06K,354.7,93.95,-26.06
201,TATVA.NS,1394.0,54.13K,Process Industries,Chemicals: Specialty,92.0,60.0,92.0,91.0,218.54K,61.94K,1610.0,621.0,-13.42
203,CUB.NS,288.6,1507.39K,Finance,Regional Banks,92.0,81.0,95.0,91.0,3367.04K,1977.92K,289.0,142.91,-0.14
204,RPEL.NS,1004.8,70.41K,Process Industries,Chemicals: Major Diversified,92.0,57.0,95.0,90.0,117.90K,35.01K,1065.5,449.5,-5.7
208,MCX.NS,10828.0,499.52K,Finance,Investment Banks/Brokers,92.0,87.0,93.0,87.0,549.34K,436.37K,10928.0,4408.15,-0.92
210,TDPOWERSYS.NS,731.95,421.45K,Producer Manufacturing,Electrical Products,92.0,33.0,93.0,90.0,1385.20K,619.37K,849.95,293.0,-13.88
212,LAURUSLABS.NS,1068.4,1229.09K,Health Technology,Pharmaceuticals: Major,92.0,86.0,88.0,93.0,1967.43K,1267.64K,1073.1,501.15,-0.44
215,AUBANK.NS,980.35,1402.73K,Finance,Regional Banks,92.0,81.0,93.0,83.0,2578.87K,2478.31K,1007.25,489.45,-2.67
216,RICOAUTO.NS,127.29,3918.26K,Producer Manufacturing,Auto Parts: Oem,92.0,94.0,91.0,94.0,7610.93K,17543.33K,130.74,54.0,-2.64
220,SHRIRAMFIN.NS,957.8,14631.34K,Finance,Finance/Rental/Leasing,92.0,92.0,95.0,89.0,8035.64K,13224.30K,959.95,493.35,-0.22
221,CARTRADE.NS,2792.9,208.65K,Technology Services,Internet Software/Services,92.0,14.0,87.0,94.0,448.51K,256.35K,3290.5,1294.0,-15.12
223,HINDCOPPER.NS,407.8,18796.96K,Non-Energy Minerals,Other Metals/Minerals,92.0,96.0,93.0,92.0,14444.11K,18855.48K,415.7,183.82,-1.9
224,ABCAPITAL.NS,346.8,2418.13K,Finance,Multi-Line Insurance,92.0,77.0,89.0,85.0,4853.04K,3802.50K,368.95,149.01,-6.0
225,MTARTECH.NS,2434.1,119.56K,Electronic Technology,Aerospace & Defense,92.0,31.0,92.0,91.0,513.65K,192.88K,2719.0,1155.6,-10.48
226,RMDRIP.NS,79.0,121.18K,Producer Manufacturing,Industrial Machinery,92.0,57.0,74.0,90.0,470.55K,192.28K,85.24,33.1,-7.32
227,SANDUMA.NS,227.3,9898.62K,Non-Energy Minerals,Other Metals/Minerals,92.0,92.0,95.0,90.0,5619.12K,5338.74K,237.88,112.4,-4.45
228,GLOBAL.NS,94.64,87.06K,Commercial Services,Miscellaneous Commercial Services,92.0,92.0,94.0,92.0,165.62K,52.03K,98.4,41.0,-3.82
229,ARSSBL.NS,660.5,1999.71K,Finance,Investment Banks/Brokers,91.0,23.0,,,1701.73K,855.82K,794.85,431.0,-16.9
232,ABDL.NS,626.3,163.36K,Consumer Non-Durables,Beverages: Alcoholic,91.0,35.0,88.0,90.0,538.76K,189.71K,696.8,279.0,-10.12
236,MUTHOOTFIN.NS,3808.2,290.96K,Finance,Finance/Rental/Leasing,91.0,79.0,91.0,91.0,533.60K,302.71K,3868.0,1965.0,-1.55
239,TEAMGTY.NS,284.25,9.71K,Finance,Financial Conglomerates,91.0,87.0,88.0,92.0,4.86K,7.54K,332.55,149.2,-14.52
240,TFCILTD.NS,64.88,4919.37K,Finance,Finance/Rental/Leasing,91.0,70.0,44.0,89.0,6093.53K,4469.32K,75.9,24.46,-14.52
241,GABRIEL.NS,1062.4,285.49K,Producer Manufacturing,Auto Parts: Oem,91.0,62.0,22.0,94.0,503.15K,756.53K,1388.0,387.0,-23.46
243,MAANALU.NS,164.47,112.39K,Non-Energy Minerals,Aluminum,91.0,95.0,95.0,86.0,335.41K,731.54K,184.74,75.51,-10.97
244,ASHOKLEY.NS,177.96,8540.64K,Producer Manufacturing,Trucks/Construction/Farm Machinery,91.0,95.0,91.0,91.0,15570.30K,14173.69K,178.2,95.93,-0.13
245,KIRLOSENG.NS,1298.3,492.56K,Producer Manufacturing,Electrical Products,91.0,91.0,94.0,92.0,798.49K,1471.60K,1329.0,544.4,-2.31
246,BELRISE.NS,168.23,101571.81K,Producer Manufacturing,Auto Parts: Oem,91.0,80.0,78.0,94.0,7801.79K,15458.34K,179.9,89.15,-6.49
250,SJS.NS,1779.6,133.61K,Producer Manufacturing,Auto Parts: Oem,91.0,79.0,87.0,90.0,171.96K,83.52K,1814.0,808.15,-1.9
252,RBLBANK.NS,303.6,2677.99K,Finance,Major Banks,91.0,48.0,85.0,86.0,10681.66K,3803.91K,332.0,146.1,-8.55
253,JKTYRE.NS,510.3,5181.81K,Consumer Durables,Automotive Aftermarket,91.0,91.0,93.0,91.0,1538.92K,1803.92K,522.05,243.0,-2.25
255,SILGO.NS,75.32,275.10K,Consumer Durables,Other Consumer Specialties,91.0,93.0,83.0,88.0,85.61K,280.87K,79.0,26.21,-4.66
256,ARVEE.NS,245.35,45.27K,Process Industries,Chemicals: Specialty,91.0,98.0,94.0,91.0,28.17K,107.68K,290.78,126.54,-15.62
257,GARUDA.NS,200.51,475.11K,Industrial Services,Engineering & Construction,91.0,40.0,70.0,93.0,2156.39K,510.70K,249.3,87.5,-19.57
258,GMBREW.NS,1033.6,245.54K,Consumer Non-Durables,Beverages: Alcoholic,91.0,73.0,95.0,89.0,1285.39K,123.11K,1316.65,579.95,-21.5
259,UEL.NS,142.3,0.14K,Utilities,Alternative Power Generation,91.0,90.0,95.0,86.0,3.77K,0.09K,157.66,72.27,-9.74
260,MWL.NS,265.65,121.27K,Non-Energy Minerals,Steel,91.0,89.0,83.0,93.0,56.44K,120.37K,283.9,132.0,-6.43
261,SOUTHBANK.NS,39.36,12026.10K,Finance,Major Banks,91.0,71.0,93.0,87.0,37183.50K,17550.28K,41.65,22.3,-5.5
262,NATIONALUM.NS,290.15,10821.18K,Non-Energy Minerals,Aluminum,90.0,92.0,94.0,92.0,11978.68K,10465.76K,294.6,137.75,-1.51
263,NAVINFLUOR.NS,6063.5,168.66K,Process Industries,Chemicals: Specialty,90.0,74.0,92.0,87.0,259.77K,172.52K,6223.0,3180.0,-2.56
265,DREDGECORP.NS,990.9,539.37K,Transportation,Marine Shipping,90.0,94.0,95.0,89.0,632.25K,651.68K,1070.5,495.0,-7.44
266,ANURAS.NS,1332.4,271.67K,Health Technology,Pharmaceuticals: Major,90.0,89.0,90.0,79.0,396.16K,440.30K,1346.0,601.0,-1.01
268,PROZONER.NS,50.63,46.88K,Finance,Real Estate Development,90.0,14.0,76.0,89.0,2055.37K,109.71K,72.77,24.71,-30.42
269,SOUTHWEST.NS,187.05,58.86K,Energy Minerals,Coal,90.0,60.0,94.0,87.0,266.75K,59.25K,242.0,99.06,-22.71
270,RAMCOSYS.NS,599.6,68.71K,Technology Services,Information Technology Services,90.0,65.0,88.0,91.0,124.53K,168.52K,682.35,270.0,-12.13
271,IXIGO.NS,264.55,733.41K,Technology Services,Internet Software/Services,90.0,45.0,59.0,93.0,3480.26K,1116.26K,339.15,117.0,-22.0
273,DCBBANK.NS,176.16,4182.04K,Finance,Regional Banks,90.0,30.0,94.0,84.0,3833.03K,1133.11K,190.5,101.41,-7.53
274,VISASTEEL.NS,49.38,7.34K,Non-Energy Minerals,Steel,90.0,54.0,89.0,92.0,51.11K,13.71K,73.68,28.2,-32.98
276,ROSSTECH.NS,632.75,59.45K,Electronic Technology,Telecommunications Equipment,90.0,19.0,27.0,92.0,222.70K,62.99K,840.0,231.15,-24.67
277,LGBBROSLTD.NS,1871.6,33.69K,Producer Manufacturing,Electrical Products,90.0,57.0,92.0,92.0,154.78K,49.77K,1975.0,1081.0,-5.24
278,RAMAPHO.NS,164.14,133.56K,Process Industries,Chemicals: Agricultural,90.0,30.0,84.0,87.0,484.56K,99.31K,217.19,80.85,-24.43
279,CANBK.NS,150.22,16023.56K,Finance,Major Banks,90.0,70.0,91.0,88.0,29093.68K,18912.27K,154.21,78.6,-2.59
280,ZUARI.NS,321.55,809.57K,Process Industries,Chemicals: Agricultural,90.0,92.0,88.0,92.0,508.77K,871.14K,393.55,169.2,-18.3
281,PRECWIRE.NS,238.55,255.05K,Producer Manufacturing,Electrical Products,90.0,40.0,93.0,87.0,1095.29K,296.31K,277.15,118.0,-13.93
