Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,97,0,1,94,RRFIN.BO
2,Discount Stores,Retail Trade,94,1,16,55,SPICELOUNG.BO
3,Computer Communications,Electronic Technology,84,79,78,87,KERNEX.NS
4,Real Estate Investment Trusts,Finance,83,82,82,83,"FUNDVISER.BO,MINDSPACE.BO,KRT.BO,BIRET.BO,EMBASSY.BO,INDUSINVIT.BO"
5,Major Banks,Finance,80,83,78,81,"SOUTHBANK.NS,CANBK.NS,BANKINDIA.NS,UNIONBANK.NS,INDIANB.NS,FEDERALBNK.NS,RBLBANK.NS,BANKBARODA.NS,MAHABANK.NS,AXISBANK.NS,PNB.NS,CSBBANK.NS,IDBI.NS,INDUSINDBK.NS,KOTAKBANK.NS,HDFCBANK.NS,BANDHANBNK.NS,CENTRALBK.NS,IOB.NS"
6,Life/Health Insurance,Finance,76,73,76,74,"CANHLIFE.NS,MFSL.NS,SBILIFE.NS,ICICIPRULI.NS,NIVABUPA.NS,STARHEALTH.NS,BAJAJFINSV.NS,LICI.NS"
7,Precious Metals,Non-Energy Minerals,73,91,86,80,"DECNGOLD.BO,MIDWEST.BO"
8,Financial Publishing/Services,Commercial Services,72,66,73,54,"CARERATING.NS,ICRA.NS"
9,Savings Banks,Finance,71,54,49,0,NSDL.BO
10,Drugstore Chains,Retail Trade,71,65,83,58,MEDPLUS.NS
11,Motor Vehicles,Consumer Durables,71,51,58,70,"FORCEMOT.NS,ATHERENERG.NS,TMCV.NS,TVSMOTOR.NS,ZELIO.BO,SMLMAH.NS,HEROMOTOCO.NS,EICHERMOT.NS,SEVL.BO,MARUTI.NS,HYUNDAI.NS,M&M.NS,SANDHAR.NS,TMPV.NS,ATULAUTO.NS,ATLASCYCLE.NS,OLECTRA.NS,OLAELEC.NS"
12,Wireless Telecommunications,Communications,70,32,52,64,"BHARTIARTL.NS,BHARTIHEXA.NS,AIRTELPP.BO"
13,Integrated Oil,Energy Minerals,69,73,74,73,"GNRL.BO,IOC.NS,ANTELOPUS.NS,HINDOILEXP.NS,IRMENERGY.NS"
14,Multi-Line Insurance,Finance,67,65,62,63,"ABCAPITAL.NS,HDFCLIFE.NS,GODIGIT.NS,RELIGARE.NS,NIACL.NS"
15,Aluminum,Non-Energy Minerals,66,62,63,64,"NATIONALUM.NS,ARFIN.NS,VEDL.NS,HINDALUMI.BO,HRS.BO,MAANALU.NS,ORIENTCER.NS,ALUFLUOR.BO,EUROBOND.NS,SUDAI.BO,NIRAVCOM.BO,SAMPAT.BO,SPINAROO.BO"
16,Oil Refining/Marketing,Energy Minerals,66,59,65,66,"CHENNPETRO.NS,OIL.NS,MRPL.NS,BPCL.NS,ONGC.NS,HINDPETRO.NS,RELIANCE.NS,CASTROLIND.NS,GULFOILLUB.NS,VEEDOL.NS,CONTPTR.BO,GULFPETRO.NS"
17,Other Metals/Minerals,Non-Energy Minerals,65,55,68,62,"HINDCOPPER.NS,PARMESHWAR.BO,SCBL.BO,MCL.NS,MANAKALUCO.NS,HINDZINC.NS,RAPICUT.BO,IMFA.NS,HINDALCO.NS,SANDUMA.NS,ASHAPURMIN.NS,POCL.NS,SERA.BO,NMDC.NS,CUBEXTUB.NS,JAINREC.NS,MOIL.NS,MIDHANI.NS,MAITHANALL.NS,MMP.NS,CHROME.BO,VIDYAWIRES.NS,COCHINM.BO,NILE.BO,GRAVITA.NS,KRUPALU.BO,SBCL.NS,KACHCHH.BO,INDSILHYD.BO,SHARVAYA.BO,NRL.NS,ZODJRDMKJ.BO,SOUTHMG.BO,SIYARAM.BO"
18,Investment Trusts/Mutual Funds,Miscellaneous,64,70,62,64,"GROWW.NS,ALTIUSINVIT.BO,PSPLATINA.BO,ENERGYINF.BO,ANANTAM.BO,JINDCAP.BO,SUMMITSEC.NS"
19,Marine Shipping,Transportation,64,57,67,74,"PPARIVAH.BO,DREDGECORP.NS,GESHIP.NS,GPPL.NS,COASTCORP.NS,TRANSWORLD.NS,GLOTTIS.NS"
20,Specialty Insurance,Finance,64,67,66,71,"GICRE.NS,ICICIGI.NS"
21,Medical Distributors,Distribution Services,63,66,65,73,"CHECKPOINT.BO,APPL.BO,GUJINJEC.BO,BIJHANS.BO,EVERESTO.BO,RAMAVISION.BO,ENTERO.NS,APL.BO,ROYAL.BO,VIVOBIOT.BO,CBPL.BO"
22,Regional Banks,Finance,63,59,57,70,"CMBL.BO,CUB.NS,UJJIVANSFB.NS,DCBBANK.NS,KARURVYSYA.NS,AUBANK.NS,SBIN.NS,TMB.NS,IDFCFIRSTB.NS,EQUITASBNK.NS,J&KBANK.NS,ICICIBANK.NS,KTKBANK.NS,JAGSONSER.BO,SURYODAY.NS,CAPITALSFB.NS,JSFB.NS,FINOPB.NS,EMERALD.BO,DAMCAPITAL.NS,MONEYBOXX.NS,MUNOTHFI.BO"
23,Consumer Sundries,Consumer Non-Durables,62,57,54,56,"RADIXIND.BO,BIL.NS,WELSPUNLIV.NS,GPSL.BO,LINC.NS"
24,Computer Peripherals,Electronic Technology,62,54,34,72,"NETWEB.NS,CONTROLPR.NS,INDTONER.BO,PANACHE.NS"
25,Auto Parts: Oem,Producer Manufacturing,61,50,54,60,"ARISINT.BO,LUMAXTECH.NS,RICOAUTO.NS,LUMAXIND.NS,SJS.NS,BELRISE.NS,JAMNAAUTO.NS,KINETICENG.BO,SANSERA.NS,BHARATSE.NS,FIEMIND.NS,TVSHLTD.NS,GABRIEL.NS,JAYUSH.BO,SHRIPISTON.NS,CUMMINSIND.NS,ZFCVINDIA.NS,PRICOLLTD.NS,RACLGEAR.NS,PORWAL.BO,MOTHERSON.NS,AUTOAXLES.NS,UNOMINDA.NS,UNIPARTS.NS,OMAXAUTO.NS,GNA.NS,KROSS.NS,BOSCHLTD.NS,MSUMI.NS,CARRARO.NS,VARROC.NS,TENNIND.NS,SONACOMS.NS,EMMFORCE.BO,HIMTEK.BO,SKFINDUS.NS,MINDACORP.NS,DIVGIITTS.NS,SUPRAJIT.NS,ESCORTS.NS,NRBBEARING.NS,SNL.BO,MENNPIS.BO,CIEINDIA.NS,INDNIPPON.NS,RML.NS,WHEELS.NS,ACGL.BO,HITECHGEAR.NS,SUNDRMFAST.NS,ASKAUTOLTD.NS,SHANTIGEAR.NS,AUTOIND.NS,SWARAJENG.NS,MACPLASQ.BO,KALYANIFRG.NS,BIMETAL.BO,SSWL.NS,MUNJALSHOW.NS,SAMKRG.BO,PPAP.NS,SHARDAMOTR.NS,HINDCOMPOS.NS,JAGANLAM.BO,JMA.NS,EXIDEIND.NS,ASAL.NS,GSAUTO.BO,MUNJALAU.NS,RANEHOLDIN.NS,ENKEIWHEL.BO,JBMA.NS,REMSONSIND.NS,ISTLTD.BO,NDRAUTO.NS,ALICON.NS,SALAUTO.BO,UCAL.NS,KRANTI.BO,IGARASHI.NS,SINTERCOM.NS,PRECAM.NS,SUNDRMBRAK.NS,RASANDIK.BO,ZFSTEERING.BO,SUNCLAY.NS"
26,Aerospace & Defense,Electronic Technology,60,65,54,52,"MTARTECH.NS,BEL.NS,KRISHNADEF.NS,BDL.NS,PARAS.NS,SIKA.BO,HAL.NS,IDEAFORGE.NS,AEQUS.NS,TANAA.BO,ROSSELLIND.NS,DRONACHRYA.BO"
27,Other Consumer Specialties,Consumer Durables,60,59,64,66,"BGJL.BO,SKRABUL.BO,THANGAMAYL.NS,RETAGGIO.BO,DEVLAB.BO,SILGO.NS,TIMEX.BO,SHRINGARMS.NS,TITAN.NS,SWARNSAR.BO,SJCORP.BO,LGHL.NS,NARBADA.BO,GOLKUNDIA.BO,VAIBHAVGBL.NS,SKYGOLD.NS,SAFARI.NS,SHANTIGOLD.NS,EY.BO,KOURA.BO,VIPIND.NS,RBZJEWEL.NS,SONAMLTD.NS,RAJESHEXPO.NS,SENCO.NS,TBZ.NS,BANARBEADS.NS,UDAYJEW.BO,GOLDIAM.NS,KDDL.NS,RGL.NS,AJCJEWEL.BO,RADHIKAJWE.NS,SOVERDIA.BO,VARYAA.BO,LUXURY.BO"
28,Biotechnology,Health Technology,59,46,57,56,"TITANBIO.BO,RUBICON.NS,FERMENTA.BO,HALEOSLABS.NS,AKUMS.NS,ANTHEM.NS,FABTECH.NS"
29,Catalog/Specialty Distribution,Retail Trade,58,17,49,54,ETHOSLTD.NS
30,Cable/Satellite Tv,Consumer Services,58,54,63,58,"NDLVENTURE.NS,DEN.NS"
31,Forest Products,Non-Energy Minerals,58,58,62,53,"VRWODAR.BO,ECOBOAR.BO,STYLAMIND.NS,GREENLAM.NS,PREMIERPOL.NS,WIPL.NS,AIROLAM.NS,RESPONIND.NS,BIRLANU.NS,DUROPLY.BO,GREENPANEL.NS"
