Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,ARIHANT.NS,802.8,18.61K,Finance,Real Estate Development,98.0,14.0,98.0,,53.525,53.2536,7.14K,4.85K,1100.0,39.65,8.72B,No,840.92,,841.77,
2,JTLDEFENCE.BO,644.6,33.16K,Non-Energy Minerals,Other Metals/Minerals,98.0,98.0,98.0,98.0,18.5857,7.8643,3.46K,6.02K,646.65,55.58,6.81B,No,426.01,161.81,445.54,206.48
3,KETOMOTORS.BO,239.6,40.15K,Process Industries,Chemicals: Agricultural,98.0,97.0,98.0,97.0,6.1,0.0,6.26K,5.97K,252.2,91.4,16.88B,No,164.18,109.6,174.46,119.09
4,SELECTRIC.BO,2467.6,286.39K,Electronic Technology,Electronic Production Equipment,98.0,99.0,,,124.7322,51.6964,23.35K,66.86K,2718.75,155.1,29.85B,No,,,,
5,MRUTR.BO,71.66,3.97K,Finance,Investment Banks/Brokers,98.0,98.0,98.0,98.0,1.2379,0.0279,3.03K,15.74K,71.66,0.46,51.77B,No,46.91,18.59,48.65,25.47
6,TANDHANIN.BO,158.0,8.43K,Finance,Investment Banks/Brokers,98.0,86.0,98.0,98.0,3.6214,2.0857,2.36K,8.68K,164.0,10.48,7.86B,No,127.38,52.64,130.68,69.56
7,SALSAIN.BO,323.5,0.79K,Finance,Financial Conglomerates,98.0,97.0,0.0,98.0,11.2929,9.0464,1.23K,0.98K,828.95,14.58,2.26B,No,253.94,215.51,253.56,302.91
8,SAMTELIN.BO,66.24,19.79K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,87.0,98.0,98.0,2.5529,1.7171,9.88K,23.27K,72.95,1.89,469.51M,No,51.78,20.53,52.69,28.32
9,MODMA.BO,54.91,1.50K,Producer Manufacturing,Metal Fabrication,98.0,1.0,95.0,98.0,3.1714,2.6914,3.67K,1.10K,85.79,1.1,6.40B,No,68.5,26.44,67.92,35.5
10,ISERA.BO,143.9,9.90K,Technology Services,Packaged Software,98.0,95.0,97.0,98.0,1.2321,0.1971,3.08K,4.14K,143.9,2.07,1.21B,No,106.49,48.31,108.98,65.11
11,APOLLOIN.BO,112.99,2.14K,Process Industries,Agricultural Commodities/Milling,98.0,98.0,98.0,98.0,1.9486,0.03,5.27K,2.43K,112.99,5.16,1.18B,No,73.84,28.53,76.34,38.02
12,LIPPISYS.BO,220.5,31.61K,Producer Manufacturing,Industrial Machinery,98.0,95.0,98.0,98.0,15.2029,12.6457,39.84K,22.43K,253.55,19.9,1.54B,No,146.79,62.59,152.85,77.39
13,SESHACHAL.BO,65.37,9.28K,Technology Services,Information Technology Services,98.0,0.0,1.0,70.0,3.2764,0.6029,0.49K,1.02K,105.31,2.39,45.39M,No,88.06,67.73,87.57,85.98
14,SMTEL.BO,466.0,0.74K,Commercial Services,Miscellaneous Commercial Services,98.0,86.0,62.0,96.0,26.15,21.7143,0.37K,0.26K,494.85,24.76,8.42B,No,413.24,297.92,411.49,379.07
15,KARTKIN.BO,9247.3,0.00K,Finance,Financial Conglomerates,98.0,88.0,98.0,98.0,349.8929,188.2358,0.02K,0.03K,10741.85,1087.8,2.26B,No,8772.77,3523.66,8852.06,4563.3
16,EASTSILK.NS,46.3,0.22K,Process Industries,Textiles,98.0,18.0,2.0,3.0,1.9921,1.8614,0.95K,0.24K,99.25,1.8,231.50M,No,52.77,65.34,51.95,62.97
17,PARMSILK.BO,348.25,0.07K,Process Industries,Textiles,98.0,98.0,98.0,98.0,20.2714,4.6286,0.54K,2.79K,472.35,31.19,1.05B,No,226.74,120.23,237.41,141.65
18,TRADWIN.BO,560.75,0.25K,Consumer Services,Other Consumer Services,98.0,7.0,64.0,49.0,33.375,26.4893,0.04K,0.07K,846.45,47.04,1.68B,No,614.79,462.72,614.01,607.59
19,CALLISTA.BO,164.55,3.01K,Consumer Durables,Home Furnishings,98.0,11.0,8.0,86.0,5.6179,4.0786,2.15K,2.98K,225.95,8.33,1.24B,No,171.48,137.54,171.58,166.94
20,RANJITSE.BO,61.18,0.64K,Finance,Finance/Rental/Leasing,98.0,35.0,14.0,98.0,2.3743,2.1221,0.47K,0.30K,122.1,6.24,164.42M,No,67.34,,65.43,66.03
21,SPICEISLIN.BO,496.95,13.25K,Process Industries,Textiles,98.0,72.0,95.0,96.0,30.9464,30.1036,20.87K,16.50K,549.0,44.45,3.10B,No,444.82,254.69,449.95,322.88
22,SANGINITA.NS,55.85,48.97K,Process Industries,Chemicals: Specialty,98.0,98.0,98.0,98.0,0.9621,0.0036,154.85K,114.47K,55.85,9.09,1.45B,No,36.6,19.18,37.78,22.96
23,COVANCE.BO,241.3,7.07K,Technology Services,Information Technology Services,98.0,97.0,89.0,95.0,12.6964,5.6571,7.25K,19.11K,270.0,23.04,5.34B,No,181.23,137.87,183.33,165.31
24,TRANSCHEM.BO,356.0,4.07K,Health Technology,Pharmaceuticals: Other,98.0,92.0,97.0,95.0,9.2429,5.8679,5.43K,6.41K,360.95,38.31,4.36B,No,278.78,171.38,283.76,206.85
25,HIKLASS.BO,73.5,4.40K,Finance,Investment Banks/Brokers,98.0,5.0,19.0,98.0,1.5257,0.7329,0.33K,0.20K,108.35,7.87,2.22B,No,82.68,48.03,81.35,60.87
26,SHANTAI.BO,93.21,2.43K,Process Industries,Textiles,98.0,28.0,88.0,98.0,0.2036,0.0,5.75K,0.45K,102.01,11.15,699.08M,No,97.09,47.22,97.55,62.5
27,APPL.BO,240.6,32.40K,Distribution Services,Medical Distributors,98.0,85.0,93.0,97.0,9.2786,7.9821,17.51K,15.08K,258.95,32.32,4.13B,No,212.55,,215.21,149.85
28,ASIACAP.BO,91.14,0.01K,Finance,Finance/Rental/Leasing,98.0,98.0,95.0,98.0,2.7693,0.3521,1.54K,1.75K,96.62,17.37,281.80M,No,66.67,34.82,67.67,42.34
29,CUPID.NS,214.78,37947.03K,Consumer Non-Durables,Household/Personal Care,98.0,95.0,97.0,97.0,13.7886,13.5371,27852.36K,67347.35K,226.0,25.68,288.81B,No,161.91,99.85,165.22,115.84
30,STLTECH.NS,520.4,1850.97K,Technology Services,Information Technology Services,98.0,4.0,97.0,98.0,33.9393,30.6429,3960.25K,2653.86K,679.9,84.6,267.44B,No,544.0,248.51,550.79,301.9
31,SHENTRA.BO,120.55,0.53K,Process Industries,Chemicals: Specialty,98.0,89.0,96.0,97.0,1.1021,0.0,0.06K,0.14K,120.55,16.65,535.02M,No,96.45,,98.16,70.53
32,VINRKLB.BO,29.43,0.78K,Health Technology,Pharmaceuticals: Major,98.0,2.0,2.0,98.0,1.0543,0.6993,2.40K,0.93K,46.65,4.5,177.40M,No,37.41,21.94,37.28,29.5
33,MAXGROW.BO,72.98,64.42K,Commercial Services,Personnel Services,98.0,98.0,96.0,90.0,4.0729,3.4257,21.91K,79.02K,76.68,7.5,2.92B,No,54.31,45.65,55.25,53.41
34,EMROCK.BO,248.5,0.75K,Consumer Durables,Homebuilding,98.0,10.0,43.0,73.0,17.1,16.9357,3.07K,2.01K,305.95,25.39,3.93B,No,277.42,211.89,275.41,260.64
35,SIGMAADV.NS,557.8,89.67K,Technology Services,Information Technology Services,98.0,89.0,98.0,97.0,33.3821,30.2929,496.68K,505.34K,638.1,105.0,98.31B,No,469.84,257.32,483.61,290.17
36,BATLIBOI.NS,81.75,13.61K,Producer Manufacturing,Industrial Machinery,97.0,39.0,98.0,,2.1429,2.1407,35.27K,22.14K,97.45,15.7,3.86B,No,80.85,,80.22,
37,INTEGFD.BO,149.85,1.36K,Process Industries,Agricultural Commodities/Milling,97.0,51.0,95.0,98.0,10.8214,10.7679,3.64K,1.24K,158.3,20.71,2.80B,No,140.67,69.4,142.25,84.75
38,NEWMKTAVE.BO,41.07,0.00K,Finance,Investment Managers,97.0,91.0,97.0,98.0,0.3771,0.0,,,41.07,9.1,202.89M,No,31.32,16.92,32.7,20.56
39,SIMANDHAR.BO,141.8,0.51K,Distribution Services,Wholesale Distributors,97.0,6.0,74.0,97.0,7.7679,5.8679,2.75K,0.57K,180.95,21.5,433.47M,No,146.6,,145.13,121.69
40,AXISOL.BO,320.25,12.12K,Technology Services,Information Technology Services,97.0,24.0,68.0,98.0,5.4393,4.0107,4.30K,2.32K,350.0,15.0,15.10B,No,295.82,168.71,300.93,218.36
41,CDG.BO,302.0,0.97K,Process Industries,Industrial Specialties,97.0,96.0,97.0,94.0,20.0429,20.0429,4.11K,3.98K,315.0,55.23,2.79B,No,232.8,140.17,235.65,173.4
42,AHLWEST.NS,573.85,1.31K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,70.0,98.0,98.0,29.0357,25.2893,2.40K,0.58K,751.4,137.0,6.69B,No,587.95,271.36,592.25,319.76
43,STELLANT.BO,578.75,4.26K,Finance,Investment Banks/Brokers,97.0,64.0,48.0,73.0,37.8107,35.6643,3.51K,7.42K,683.8,69.38,3.29B,No,559.67,492.92,563.32,586.89
44,GLITTEKG.BO,52.96,89.38K,Non-Energy Minerals,Construction Materials,97.0,92.0,36.0,98.0,0.9879,0.1707,20.51K,7.29K,80.2,7.91,1.37B,No,43.78,32.73,44.15,41.85
45,PHCAP.BO,1013.6,7.99K,Finance,Investment Banks/Brokers,97.0,73.0,96.0,95.0,29.1857,28.15,3.22K,3.10K,1018.5,165.05,3.04B,No,891.94,536.84,904.23,687.72
46,SANCODE.BO,383.85,1.00K,Technology Services,Information Technology Services,97.0,97.0,94.0,97.0,5.7821,0.0,2.69K,0.95K,383.85,49.97,1.56B,No,279.29,211.03,283.46,226.07
47,JLL.BO,165.75,2.71K,Finance,Finance/Rental/Leasing,97.0,98.0,98.0,98.0,5.5514,0.4643,1.35K,5.54K,169.1,31.55,498.73M,No,98.2,63.76,101.37,70.66
48,EMAINDIA.BO,763.4,0.22K,Producer Manufacturing,Industrial Machinery,97.0,60.0,93.0,93.0,25.3571,20.2821,2.79K,0.67K,876.75,86.5,767.22M,No,773.66,508.89,778.5,564.82
49,STEELCO.BO,137.75,0.05K,Non-Energy Minerals,Steel,97.0,2.0,47.0,97.0,1.6286,0.0,1.21K,0.01K,177.8,15.0,867.28M,No,146.71,85.99,149.16,106.94
50,SWANDEF.NS,2229.6,6.02K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,77.0,70.0,75.0,97.8357,96.5286,19.00K,21.05K,2489.0,291.67,117.46B,No,2072.93,1614.52,2089.55,1906.77
51,PHOTON.BO,324.85,1.46K,Finance,Investment Managers,97.0,98.0,98.0,98.0,11.1214,0.0,0.04K,0.10K,324.85,90.0,883.82M,No,168.66,125.47,176.24,137.62
52,BHAGYANGR.NS,401.05,125.88K,Producer Manufacturing,Electrical Products,97.0,82.0,97.0,96.0,19.9929,18.5821,241.40K,100.17K,432.3,85.62,12.83B,No,343.31,203.88,343.81,232.85
