Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,97,47,5,5,RRFIN.BO
2,Cable/Satellite Tv,Consumer Services,94,68,95,94,NDLVENTURE.NS
3,Precious Metals,Non-Energy Minerals,80,48,64,66,"MIDWEST.BO,DECNGOLD.BO"
4,Computer Communications,Electronic Technology,72,80,63,59,KERNEX.NS
5,Real Estate Investment Trusts,Finance,72,34,60,71,"FUNDVISER.BO,ANNAINFRA.BO,INDUSINVIT.BO,MINDSPACE.BO,NXST.BO,EMBASSY.BO,BIRET.BO,KRT.BO"
6,Beverages: Non-Alcoholic,Consumer Non-Durables,70,56,52,78,"VALENCIA.BO,ORIBEVER.BO,VBL.NS"
7,Drugstore Chains,Retail Trade,69,28,60,80,MEDPLUS.NS
8,Medical Distributors,Distribution Services,68,58,53,60,"APPL.BO,GUJINJEC.BO,SPML.BO,RAMAVISION.BO,BIJHANS.BO,CHECKPOINT.BO,ENTERO.NS,APL.BO,ROYAL.BO,EVERESTO.BO"
9,Alternative Power Generation,Utilities,68,62,67,61,"UEL.NS,SUGSLLOYD.BO,CLEANMAX.NS,NTPCGREEN.NS,POWERGRID.NS,WAAREERTL.NS,INOXGREEN.NS,KPIGREEN.NS,RELTD.NS,KPEL.NS"
10,Biotechnology,Health Technology,67,52,67,69,"TITANBIO.BO,RUBICON.NS,AKUMS.NS,ANL.BO,ANTHEM.NS,HALEOSLABS.NS,FERMENTA.BO,FABTECH.NS"
11,Aluminum,Non-Energy Minerals,67,64,58,77,"NATIONALUM.NS,ARFIN.NS,HRS.BO,VEDL.NS,ALUFLUOR.BO,MAITRI.BO,HINDALUMI.BO,NIRAVCOM.BO,MAANALU.NS,ORIENTCER.NS,EUROBOND.NS,SUDAI.BO,KANISHK.BO,SAMPAT.BO"
12,Computer Peripherals,Electronic Technology,66,41,63,42,"NETWEB.NS,PANACHE.NS,INDTONER.BO,CONTROLPR.NS"
13,Motor Vehicles,Consumer Durables,66,51,49,62,"ZELIO.BO,ATHERENERG.NS,FORCEMOT.NS,SMLMAH.NS,TMCV.NS,TVSMOTOR.NS,EICHERMOT.NS,HEROMOTOCO.NS,ATLASCYCLE.NS,SANDHAR.NS,ATULAUTO.NS,M&M.NS,OLECTRA.NS,TMPV.NS,MARUTI.NS,SEVL.BO,OLAELEC.NS,HYUNDAI.NS"
14,Major Banks,Finance,65,30,48,70,"FEDERALBNK.NS,INDIANB.NS,MAHABANK.NS,UNIONBANK.NS,RBLBANK.NS,SOUTHBANK.NS,CANBK.NS,BANKINDIA.NS,AXISBANK.NS,BANDHANBNK.NS,BANKBARODA.NS,INDUSINDBK.NS,PNB.NS,CENTRALBK.NS,IOB.NS,CSBBANK.NS,KOTAKBANK.NS,HDFCBANK.NS,IDBI.NS"
15,Electrical Products,Producer Manufacturing,63,64,68,58,"MODINSU.BO,QPOWER.NS,BHAGYANGR.NS,HIIL.BO,PRECWIRE.NS,GVT&D.NS,TDPOWERSYS.NS,GVTD.BO,KIRLOSENG.NS,CYBELEIND.BO,YASHHV.BO,KSHINTL.NS,ATLANTAELE.NS,RISHABH.NS,CLENON.BO,COSPOWER.BO,VOLTAMP.NS,HIRECT.NS,ABB.NS,ADVAIT.NS,SHILCTECH.NS,BHEL.NS,KEI.NS,CGPOWER.NS,KECL.NS,DIACABS.NS,RMC.NS,RAMRAT.NS,SWITCHTE.BO,SIEMENS.NS,POLYCAB.NS,LGBBROSLTD.NS,RNITAI.BO,MARSONS.NS,INDOSMC.BO,ACCORDTS.BO,RRKABEL.NS,POWERICA.NS,JDCABLES.BO,FINCABLES.NS,ENRIN.NS,DEL.BO,ESABINDIA.NS,INDOTECH.NS,HBLENGINE.NS,S&SPOWER.NS,STARDELTA.BO,HIGHENE.BO,SWELECTES.NS,DYCL.NS,BONLON.NS,BIRLACABLE.NS,LAKSELEC.BO,STDBAT.BO,CORDSCABLE.NS,CLN.BO,SUZLON.NS,PANCARBON.BO,HONDAPOWER.NS,VETO.NS,VGUARD.NS,BBL.NS,EPIC.BO,INTEGSW.BO,ELECON.NS,RTSPOWR.BO,KAYCEEI.BO,FOCUS.NS,EVEREADY.NS,WSI.NS,ALFATRAN.BO,PROSTARM.NS,PARACABLES.NS,PANAENERG.BO,CALCOM.BO,HAVELLS.NS,DCXINDIA.NS,TARIL.NS,JSLINDL.BO,EXICOM.NS,QUADFUTURE.NS,SERVOTECH.NS,PLAZACABLE.NS,NDMETAL.BO,SALZERELEC.NS,JYOTI.BO,ARE&M.NS,NIPPOBATRY.NS,IKIO.NS,INOXWIND.NS,DLTNCBL.BO,URAVIDEF.NS"
