Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
45,PHCAP.BO,1062.85,1043.5,1.02K,Finance,Investment Banks/Brokers,97.0,78.0,73.0,91.0,50.5429,50.4357,3.87K,5.21K,1158.9,165.05,3.19B,No,1067.54,1025.12,707.31,1042.42,845.81,495
54,SETL.NS,444.75,468.15,193.06K,Health Technology,Medical Specialties,97.0,97.0,98.0,98.0,21.4393,17.3929,1387.99K,1445.52K,468.15,104.56,88.72B,No,369.9,317.16,187.78,339.21,216.1,417
95,MEGAMONT.BO,184.05,184.05,0.04K,Non-Energy Minerals,Forest Products,96.0,91.0,85.0,95.0,7.2893,6.7,0.59K,1.14K,206.0,40.1,6.14B,No,167.03,161.47,121.33,163.19,151.88,495
110,SAKAR.NS,1137.55,1158.55,119.00K,Health Technology,Pharmaceuticals: Major,96.0,92.0,88.0,94.0,68.5571,60.5821,172.24K,324.96K,1211.0,330.0,24.97B,No,974.04,913.74,649.02,946.41,756.43,498
111,KANORICHEM.NS,178.12,169.64,67.45K,Process Industries,Chemicals: Specialty,96.0,87.0,96.0,97.0,8.4086,7.4564,50.13K,49.98K,180.99,56.0,7.78B,No,158.9,151.03,99.14,156.42,111.94,498
121,JAYKAILASH.BO,65.0,67.09,46.40K,Consumer Non-Durables,Food: Specialty/Candy,95.0,89.0,92.0,98.0,4.3236,3.5657,59.28K,44.64K,75.65,10.73,324.80M,No,66.79,49.35,30.77,54.71,34.96,496
166,RPTECH.NS,797.35,819.65,376.95K,Distribution Services,Electronics Distributors,94.0,42.0,80.0,94.0,40.2893,39.625,1467.41K,324.86K,967.7,299.85,52.95B,No,821.44,814.78,535.39,822.27,614.1,499
188,VALIANTLAB.NS,122.63,127.91,104.96K,Health Technology,Pharmaceuticals: Major,93.0,97.0,96.0,94.0,7.0486,6.3129,94.07K,176.96K,129.9,49.51,6.66B,No,103.77,80.3,69.71,88.46,73.81,497
189,NEXUSSURGL.BO,34.15,33.46,10.83K,Distribution Services,Medical Distributors,93.0,98.0,96.0,92.0,3.4121,3.0,8.28K,30.73K,35.4,13.26,186.87M,No,24.37,21.23,18.99,22.92,20.64,495
195,AKSHARCHEM.NS,401.8,423.4,8.14K,Process Industries,Chemicals: Specialty,93.0,96.0,97.0,94.0,23.8021,18.4586,13.57K,26.73K,472.0,141.3,3.23B,No,368.29,298.12,236.08,322.76,242.9,497
