Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
15,CUPID.NS,464.85,10901.11K,Consumer Non-Durables,Household/Personal Care,98.0,89.0,97.0,98.0,7203.12K,24824.98K,526.95,55.75,-11.78
29,TAKE.NS,42.99,1298.39K,Technology Services,Information Technology Services,98.0,95.0,98.0,98.0,1861.61K,1441.97K,45.0,6.51,-4.47
45,WAAREEINDO.NS,487.65,68.23K,Electronic Technology,Electronic Equipment/Instruments,97.0,86.0,98.0,,123.10K,153.09K,725.0,165.07,-32.74
48,MAHASTEEL.NS,834.7,0.78K,Non-Energy Minerals,Steel,97.0,73.0,95.0,97.0,20.44K,8.42K,1032.0,180.5,-19.12
55,BGRENERGY.NS,321.1,59.16K,Industrial Services,Engineering & Construction,97.0,43.0,39.0,98.0,185.25K,69.74K,490.8,69.05,-34.58
56,NORBTEAEXP.NS,89.52,2.95K,Consumer Non-Durables,Food: Specialty/Candy,97.0,95.0,97.0,97.0,3.76K,7.08K,99.35,23.57,-9.89
57,SABTNL.NS,1961.2,45.58K,Consumer Services,Movies/Entertainment,97.0,92.0,98.0,93.0,69.77K,43.22K,2050.0,352.6,-4.33
66,HINDCOPPER.NS,572.8,53408.31K,Non-Energy Minerals,Other Metals/Minerals,96.0,98.0,96.0,96.0,24494.11K,43541.01K,576.0,183.82,-0.56
68,SILVERTUC.NS,1529.4,207.81K,Technology Services,Packaged Software,96.0,98.0,98.0,96.0,224.62K,756.34K,1690.2,610.0,-9.51
70,IFBAGRO.NS,1428.2,30.25K,Consumer Non-Durables,Beverages: Alcoholic,96.0,93.0,96.0,96.0,90.03K,94.18K,1790.0,440.0,-20.21
74,KMEW.NS,1921.2,429.08K,Producer Manufacturing,Trucks/Construction/Farm Machinery,96.0,85.0,96.0,97.0,264.85K,215.52K,1959.3,632.02,-1.94
75,INFOBEAN.NS,815.8,330.92K,Technology Services,Packaged Software,96.0,81.0,96.0,96.0,227.72K,655.57K,1030.0,270.55,-20.8
79,MANAKALUCO.NS,53.97,4436.00K,Non-Energy Minerals,Other Metals/Minerals,96.0,98.0,97.0,96.0,334.59K,1985.40K,54.09,17.81,-0.22
82,MEGASOFT.NS,198.26,107.43K,Technology Services,Information Technology Services,96.0,87.0,94.0,96.0,217.12K,139.26K,231.0,49.06,-14.17
83,VENUSREM.NS,769.45,42.90K,Health Technology,Pharmaceuticals: Major,96.0,57.0,96.0,93.0,93.15K,25.82K,839.9,270.25,-8.39
91,THANGAMAYL.NS,3832.1,120.94K,Consumer Durables,Other Consumer Specialties,96.0,94.0,97.0,96.0,200.49K,319.18K,4149.0,1523.1,-7.64
94,NATIONALUM.NS,373.55,27287.96K,Non-Energy Minerals,Aluminum,96.0,97.0,96.0,96.0,13780.68K,22424.09K,374.3,137.75,-0.2
96,SALSTEEL.NS,40.98,101.71K,Non-Energy Minerals,Steel,96.0,89.0,96.0,97.0,136.06K,79.48K,45.12,14.37,-9.18
97,ARFIN.NS,81.01,798.94K,Non-Energy Minerals,Aluminum,96.0,96.0,96.0,,452.43K,1588.29K,84.01,31.43,-3.57
99,BHAGYANGR.NS,167.86,126.69K,Producer Manufacturing,Electrical Products,95.0,95.0,97.0,96.0,381.30K,249.21K,186.64,65.0,-10.06
104,SOMATEX.NS,117.62,21.42K,Process Industries,Textiles,95.0,90.0,93.0,92.0,23.43K,10.49K,161.25,34.53,-27.06
106,LUMAXTECH.NS,1531.6,192.19K,Producer Manufacturing,Auto Parts: Oem,95.0,74.0,93.0,90.0,262.60K,259.96K,1703.1,449.0,-10.07
107,FORCEMOT.NS,20495.0,53.02K,Consumer Durables,Motor Vehicles,95.0,94.0,92.0,86.0,72.01K,113.06K,21990.0,6125.0,-6.8
116,JAYNECOIND.NS,87.39,5142.87K,Non-Energy Minerals,Steel,95.0,94.0,92.0,95.0,8135.03K,9200.21K,94.3,28.0,-7.33
121,PFOCUS.NS,241.84,2975.86K,Consumer Services,Movies/Entertainment,95.0,91.0,95.0,91.0,5604.78K,5062.40K,250.0,85.0,-3.26
125,DREDGECORP.NS,1130.25,1697.75K,Transportation,Marine Shipping,95.0,84.0,97.0,94.0,805.19K,1041.03K,1159.0,495.0,-2.48
130,RELIABLE.NS,150.83,5.66K,Technology Services,Data Processing Services,94.0,68.0,91.0,96.0,52.39K,34.30K,174.1,63.15,-13.37
131,RMDRIP.NS,93.43,5857.84K,Producer Manufacturing,Industrial Machinery,94.0,93.0,94.0,94.0,831.04K,3039.52K,94.0,33.1,-0.61
132,MIRCELECTR.NS,32.72,1770.80K,Electronic Technology,Telecommunications Equipment,94.0,97.0,92.0,97.0,965.16K,3707.70K,36.0,11.06,-9.11
134,ASHAPURMIN.NS,868.95,414.27K,Non-Energy Minerals,Other Metals/Minerals,94.0,92.0,93.0,94.0,782.29K,627.24K,924.9,301.6,-6.05
137,MCX.NS,2417.0,5298.12K,Finance,Investment Banks/Brokers,94.0,94.0,93.0,92.0,2529.60K,2340.32K,2445.0,881.63,-1.15
139,LUMAXIND.NS,5555.5,16.88K,Producer Manufacturing,Auto Parts: Oem,94.0,62.0,85.0,93.0,24.18K,35.03K,5878.0,1960.0,-5.49
142,GRMOVER.NS,171.05,1518.49K,Process Industries,Agricultural Commodities/Milling,94.0,91.0,94.0,90.0,2641.34K,3043.64K,185.45,65.14,-7.76
145,RICOAUTO.NS,127.61,2205.49K,Producer Manufacturing,Auto Parts: Oem,94.0,79.0,95.0,94.0,9202.52K,6159.81K,142.4,54.0,-10.39
147,ATHERENERG.NS,646.6,1168.43K,Consumer Durables,Motor Vehicles,94.0,45.0,58.0,96.0,3760.89K,2021.52K,790.0,288.15,-18.15
153,SIGMA.NS,58.78,334.72K,Technology Services,Packaged Software,94.0,92.0,87.0,94.0,93.03K,182.73K,65.5,21.01,-10.26
154,MCL.NS,76.7,349.80K,Non-Energy Minerals,Other Metals/Minerals,94.0,97.0,96.0,93.0,214.31K,578.38K,82.85,39.6,-7.42
157,ASHOKLEY.NS,186.89,7445.22K,Producer Manufacturing,Trucks/Construction/Farm Machinery,94.0,90.0,95.0,93.0,16710.42K,15431.59K,191.8,95.93,-2.56
159,STALLION.NS,216.09,223.72K,Distribution Services,Wholesale Distributors,94.0,81.0,0.0,96.0,866.77K,365.13K,423.8,60.0,-49.01
160,LTF.NS,295.8,10568.56K,Finance,Finance/Rental/Leasing,94.0,58.0,85.0,92.0,7492.35K,6306.80K,329.45,131.05,-10.21
164,SHRIRAMFIN.NS,981.1,3846.54K,Finance,Finance/Rental/Leasing,93.0,92.0,95.0,92.0,8247.37K,5262.08K,1025.6,493.35,-4.34
