Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
21,CUPID.NS,390.2,4137.82K,Consumer Non-Durables,Household/Personal Care,98.0,4.0,97.0,97.0,9015.72K,14189.03K,526.95,55.75,-25.95
27,TAKE.NS,40.36,1390.31K,Technology Services,Information Technology Services,98.0,88.0,97.0,98.0,1899.94K,1425.98K,45.0,6.51,-10.31
31,HINDCOPPER.NS,760.05,138463.91K,Non-Energy Minerals,Other Metals/Minerals,98.0,98.0,98.0,98.0,29560.21K,39160.39K,760.05,183.82,0.0
43,SABTNL.NS,1737.2,33.62K,Consumer Services,Movies/Entertainment,97.0,91.0,98.0,97.0,78.01K,51.08K,2247.0,352.6,-22.69
46,MAHASTEEL.NS,776.6,0.14K,Non-Energy Minerals,Steel,97.0,15.0,95.0,97.0,16.09K,5.56K,1032.0,180.71,-24.75
47,BGRENERGY.NS,349.9,253.90K,Industrial Services,Engineering & Construction,97.0,85.0,46.0,98.0,133.13K,142.80K,490.8,69.05,-28.71
49,NORBTEAEXP.NS,87.5,4.38K,Consumer Non-Durables,Food: Specialty/Candy,97.0,80.0,95.0,97.0,3.70K,2.31K,99.35,25.0,-11.93
54,NATIONALUM.NS,428.85,39376.62K,Non-Energy Minerals,Aluminum,97.0,97.0,98.0,97.0,14909.49K,16011.43K,431.5,137.75,-0.61
62,WAAREEINDO.NS,433.15,41.28K,Electronic Technology,Electronic Equipment/Instruments,97.0,25.0,96.0,,106.59K,64.23K,725.0,165.07,-40.26
65,VENUSREM.NS,781.5,35.57K,Health Technology,Pharmaceuticals: Major,97.0,84.0,97.0,93.0,94.48K,21.72K,839.9,277.95,-6.95
74,KMEW.NS,1834.5,270.76K,Producer Manufacturing,Trucks/Construction/Farm Machinery,96.0,83.0,97.0,96.0,275.55K,209.27K,1959.3,632.02,-6.37
84,RELIABLE.NS,163.76,29.16K,Technology Services,Data Processing Services,96.0,95.0,92.0,97.0,45.95K,22.01K,174.1,63.15,-5.94
86,ARFIN.NS,77.26,2222.81K,Non-Energy Minerals,Aluminum,96.0,93.0,96.0,97.0,653.06K,1488.81K,84.01,31.43,-8.03
87,BHAGYANGR.NS,184.43,63.32K,Producer Manufacturing,Electrical Products,96.0,92.0,95.0,96.0,251.69K,154.26K,186.64,65.0,-1.18
89,MCX.NS,2686.0,5308.18K,Finance,Investment Banks/Brokers,96.0,96.0,96.0,95.0,2776.44K,4450.24K,2705.0,881.63,-0.7
90,RMDRIP.NS,104.32,5347.31K,Producer Manufacturing,Industrial Machinery,96.0,97.0,95.0,95.0,2022.58K,8885.19K,104.58,33.1,-0.25
93,THANGAMAYL.NS,3493.0,141.90K,Consumer Durables,Other Consumer Specialties,96.0,91.0,97.0,96.0,246.32K,315.11K,4149.0,1523.1,-15.81
94,INFOBEAN.NS,851.8,1173.81K,Technology Services,Packaged Software,96.0,91.0,95.0,93.0,325.67K,739.96K,1030.0,270.55,-17.3
95,IFBAGRO.NS,1334.8,20.45K,Consumer Non-Durables,Beverages: Alcoholic,96.0,81.0,82.0,94.0,69.46K,30.00K,1790.0,440.0,-25.43
99,SILVERTUC.NS,1317.4,59.64K,Technology Services,Packaged Software,95.0,97.0,97.0,95.0,240.54K,112.05K,1690.2,610.0,-22.06
102,MCL.NS,87.69,511.70K,Non-Energy Minerals,Other Metals/Minerals,95.0,97.0,97.0,96.0,245.64K,249.63K,93.2,39.6,-5.91
103,SALSTEEL.NS,39.66,114.57K,Non-Energy Minerals,Steel,95.0,59.0,88.0,97.0,123.86K,88.15K,45.12,14.37,-12.1
107,LUMAXTECH.NS,1324.8,126.22K,Producer Manufacturing,Auto Parts: Oem,95.0,29.0,91.0,89.0,271.02K,156.33K,1703.1,449.0,-22.21
108,SOMATEX.NS,117.25,7.15K,Process Industries,Textiles,95.0,23.0,75.0,85.0,19.63K,8.12K,161.25,34.53,-27.29
110,DREDGECORP.NS,1167.45,3753.12K,Transportation,Marine Shipping,95.0,94.0,97.0,95.0,806.66K,584.70K,1188.9,495.0,-1.8
113,MEGASOFT.NS,176.63,153.68K,Technology Services,Information Technology Services,95.0,50.0,51.0,94.0,177.44K,95.91K,231.0,49.06,-23.54
114,VEDL.NS,766.35,30271.28K,Non-Energy Minerals,Aluminum,95.0,97.0,96.0,95.0,13485.92K,20654.87K,769.8,363.0,-0.45
