Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Discount Stores,Retail Trade,98,2,91,95,SPICELOUNG.BO
2,Insurance Brokers/Services,Finance,98,0,97,98,RRFIN.BO
3,Wireless Telecommunications,Communications,80,62,80,70,"BHARTIARTL.NS,BHARTIHEXA.NS,AIRTELPP.BO"
4,Catalog/Specialty Distribution,Retail Trade,79,82,91,75,ETHOSLTD.NS
5,Computer Communications,Electronic Technology,76,9,76,54,KERNEX.NS
6,Computer Peripherals,Electronic Technology,76,40,72,76,"NETWEB.NS,PANACHE.NS,INDTONER.BO,CONTROLPR.NS"
7,Major Banks,Finance,75,60,79,72,"SOUTHBANK.NS,RBLBANK.NS,CANBK.NS,FEDERALBNK.NS,BANKINDIA.NS,INDIANB.NS,BANKBARODA.NS,CSBBANK.NS,UNIONBANK.NS,PNB.NS,IDBI.NS,AXISBANK.NS,KOTAKBANK.NS,MAHABANK.NS,INDUSINDBK.NS,HDFCBANK.NS,BANDHANBNK.NS,CENTRALBK.NS,IOB.NS"
8,Real Estate Investment Trusts,Finance,75,64,69,76,"MINDSPACE.BO,KRT.BO,EMBASSY.BO,BIRET.BO,FUNDVISER.BO,INDUSINVIT.BO"
9,Motor Vehicles,Consumer Durables,74,66,57,69,"ZELIO.BO,ATHERENERG.NS,FORCEMOT.NS,SEVL.BO,ATLASCYCLE.NS,TVSMOTOR.NS,HEROMOTOCO.NS,EICHERMOT.NS,MARUTI.NS,SMLMAH.NS,SANDHAR.NS,TMCV.NS,M&M.NS,HYUNDAI.NS,TMPV.NS,OLECTRA.NS,ATULAUTO.NS,OLAELEC.NS"
10,Life/Health Insurance,Finance,73,64,74,64,"MFSL.NS,SBILIFE.NS,CANHLIFE.NS,STARHEALTH.NS,BAJAJFINSV.NS,ICICIPRULI.NS,LICI.NS,NIVABUPA.NS"
11,Aluminum,Non-Energy Minerals,71,62,69,77,"ARFIN.NS,MAANALU.NS,HRS.BO,NATIONALUM.NS,MAITRI.BO,VEDL.NS,ORIENTCER.NS,SUDAI.BO,ALUFLUOR.BO,EUROBOND.NS,HINDALUMI.BO,SAMPAT.BO"
12,Consumer Sundries,Consumer Non-Durables,66,51,63,67,"GPSL.BO,WELSPUNLIV.NS,BIL.NS,RADIXIND.BO,LINC.NS"
