Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
1,ARIHANT.NS,1149.6,3.41K,Finance,Real Estate Development,98.0,97.0,83.0,,9.18K,11.71K,1225.0,39.65,-6.16
3,EASTSILK.NS,60.01,0.80K,Process Industries,Textiles,98.0,92.0,50.0,16.0,0.97K,0.94K,99.25,1.8,-39.54
19,SANGINITA.NS,62.78,7.33K,Process Industries,Chemicals: Specialty,98.0,96.0,98.0,98.0,162.97K,287.35K,68.02,9.09,-7.7
27,CUPID.NS,237.99,28911.75K,Consumer Non-Durables,Household/Personal Care,98.0,85.0,96.0,97.0,29449.39K,29261.03K,239.99,30.21,-0.83
29,STLTECH.NS,604.45,4969.23K,Technology Services,Information Technology Services,98.0,70.0,97.0,98.0,3104.70K,2367.10K,679.9,84.6,-11.1
33,SIGMAADV.NS,686.8,630.67K,Technology Services,Information Technology Services,98.0,93.0,98.0,98.0,429.20K,268.44K,687.4,108.75,-0.09
34,BATLIBOI.NS,84.02,25.27K,Producer Manufacturing,Industrial Machinery,98.0,61.0,53.0,,42.26K,68.85K,97.45,15.7,-13.78
43,SWANDEF.NS,2528.8,12.86K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,78.0,90.0,80.0,21.14K,24.66K,2590.0,337.65,-2.36
51,UFBL.NS,735.1,936.64K,Consumer Services,Restaurants,97.0,69.0,97.0,98.0,409.67K,113.63K,763.35,172.34,-3.7
52,YASHO.NS,4359.9,370.55K,Consumer Non-Durables,Food: Specialty/Candy,97.0,97.0,98.0,98.0,43.02K,45.37K,4490.0,1130.0,-2.9
62,AHLWEST.NS,520.0,1.31K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,8.0,88.0,98.0,2.10K,0.74K,751.4,137.0,-30.8
68,BLISSGVS.NS,489.75,459.49K,Health Technology,Pharmaceuticals: Major,97.0,36.0,96.0,97.0,1811.34K,262.78K,553.0,118.0,-11.44
77,CLCIND.NS,61.67,32.23K,Process Industries,Textiles,96.0,95.0,98.0,0.0,2.53K,7.89K,280.0,8.54,-77.97
78,ATHERENERG.NS,1450.4,23852.15K,Consumer Durables,Motor Vehicles,96.0,94.0,93.0,96.0,4572.21K,3097.61K,1500.0,380.0,-3.31
79,VENUSREM.NS,1552.9,31.00K,Health Technology,Pharmaceuticals: Major,96.0,12.0,94.0,94.0,87.85K,56.37K,2044.3,424.0,-24.04
