Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,SAMTELIN.BO,38.22,39.0,6.42K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,1.0,24.0,97.0,2.075,1.7207,13.61K,13.08K,72.95,1.89,270.90M,No,40.91,51.93,26.07,49.04,35.44,254
2,SESHACHAL.BO,70.16,73.85,0.12K,Technology Services,Information Technology Services,98.0,19.0,5.0,49.0,0.2771,0.0,0.64K,0.64K,105.31,2.39,48.72M,No,76.76,78.67,74.3,78.8,89.18,497
3,APOLLOIN.BO,103.8,114.95,0.75K,Process Industries,Agricultural Commodities/Milling,98.0,3.0,97.0,98.0,3.2214,0.0071,2.87K,0.43K,146.05,5.16,1.08B,No,130.53,110.62,44.44,114.05,61.34,497
4,SALSAIN.BO,319.1,319.35,0.21K,Finance,Financial Conglomerates,98.0,1.0,74.0,86.0,24.15,21.7607,0.75K,0.51K,828.95,14.58,2.22B,No,366.55,309.31,261.11,316.06,355.17,497
5,ISERA.BO,143.9,143.9,2.58K,Technology Services,Packaged Software,98.0,46.0,96.0,98.0,0.0,0.0,3.07K,0.62K,143.9,4.2,1.21B,No,143.9,137.72,66.07,141.24,89.82,496
6,AXISOL.BO,604.0,628.85,0.28K,Technology Services,Information Technology Services,98.0,98.0,98.0,98.0,26.6893,15.2643,7.84K,17.81K,667.75,24.38,28.48B,No,487.02,389.61,224.86,420.0,296.36,498
7,MODMA.BO,54.0,54.0,0.70K,Producer Manufacturing,Metal Fabrication,98.0,83.0,6.0,98.0,2.0679,0.6986,2.33K,1.28K,85.79,1.81,6.29B,No,47.07,55.06,32.22,53.03,43.84,497
8,ARIHANT.NS,971.9,1007.2,5.56K,Finance,Real Estate Development,98.0,25.0,71.0,,63.7857,63.1429,8.99K,3.17K,1225.0,39.65,10.56B,No,1085.03,946.19,,956.35,,94
9,MRUTR.BO,90.39,82.01,64.41K,Finance,Investment Banks/Brokers,98.0,82.0,98.0,98.0,2.435,0.4614,4.73K,8.97K,100.23,0.56,65.30B,No,89.62,72.99,29.66,77.54,41.7,497
10,SOURCEIND.BO,41.92,40.3,0.05K,Consumer Durables,Home Furnishings,98.0,97.0,98.0,98.0,0.7664,0.035,0.32K,0.41K,41.92,4.18,478.02M,No,34.68,27.8,12.71,30.47,16.93,498
11,TANDHANIN.BO,134.4,125.0,6.00K,Finance,Investment Banks/Brokers,98.0,10.0,85.0,98.0,8.9393,7.4607,5.21K,11.02K,164.0,10.48,6.69B,No,138.11,144.59,69.42,144.36,94.43,497
12,LIPPISYS.BO,226.0,235.3,22.01K,Producer Manufacturing,Industrial Machinery,98.0,5.0,98.0,98.0,5.5607,1.0286,33.98K,8.57K,281.2,22.11,1.58B,No,249.63,229.83,91.55,234.17,120.77,496
13,JTLDEFENCE.BO,534.85,485.15,2.20K,Non-Energy Minerals,Other Metals/Minerals,98.0,2.0,92.0,98.0,29.9071,22.2821,2.70K,5.91K,694.3,55.58,5.63B,No,557.32,553.06,235.19,567.0,308.18,498
14,KARTKIN.BO,9120.0,9986.5,0.01K,Finance,Financial Conglomerates,98.0,74.0,32.0,98.0,396.5572,291.3001,0.02K,0.03K,10741.85,1087.8,2.23B,No,8766.09,8556.43,4591.48,8756.99,6085.1,498
15,MAXGROW.BO,136.64,123.95,1.32K,Commercial Services,Personnel Services,98.0,98.0,98.0,95.0,4.635,1.1007,26.07K,29.39K,136.64,12.16,5.46B,No,95.84,75.82,54.88,86.58,64.2,497
16,NEWMKTAVE.BO,65.74,64.46,0.00K,Finance,Investment Managers,98.0,98.0,98.0,98.0,1.1314,0.0,,0.00K,65.74,9.1,324.76M,No,54.01,44.89,22.69,48.53,29.56,498
17,VINRKLB.BO,45.99,41.72,6.48K,Health Technology,Pharmaceuticals: Major,98.0,98.0,78.0,94.0,2.1886,0.9921,1.29K,2.06K,46.65,4.5,277.23M,No,32.79,33.11,25.44,33.78,34.84,497
18,CALLISTA.BO,155.65,162.0,0.12K,Consumer Durables,Home Furnishings,98.0,31.0,43.0,29.0,3.6071,1.675,3.81K,10.87K,225.95,15.16,1.49B,No,172.04,177.3,152.48,173.7,175.89,496
19,PARMSILK.BO,341.0,329.05,0.01K,Process Industries,Textiles,98.0,82.0,98.0,98.0,20.4286,16.2179,1.01K,0.52K,472.35,37.73,1.02B,No,337.04,326.69,154.14,340.59,191.18,350
20,RANJITSE.BO,62.5,62.61,0.01K,Finance,Finance/Rental/Leasing,98.0,59.0,37.0,21.0,2.6964,1.7157,0.21K,0.16K,122.1,6.24,167.96M,No,61.81,61.24,,60.99,72.78,182
21,ASIACAP.BO,112.56,112.6,0.87K,Finance,Finance/Rental/Leasing,98.0,95.0,95.0,98.0,2.0186,0.8643,0.71K,0.43K,114.85,17.37,348.04M,No,97.26,83.87,44.84,90.24,58.58,497
22,TRADWIN.BO,602.0,602.2,0.11K,Consumer Services,Other Consumer Services,98.0,51.0,34.0,31.0,31.525,19.4036,0.03K,0.04K,846.45,47.04,1.81B,No,618.93,601.31,536.0,596.03,604.87,498
23,CUPID.NS,281.76,286.41,11340.14K,Consumer Non-Durables,Household/Personal Care,98.0,93.0,98.0,98.0,16.6329,16.1721,33924.71K,37841.87K,299.0,32.87,378.87B,No,266.41,226.69,127.58,237.49,150.84,500
24,APPL.BO,302.3,290.6,14.80K,Distribution Services,Medical Distributors,98.0,87.0,95.0,97.0,5.9357,0.1321,16.08K,12.48K,310.25,32.32,5.18B,No,277.09,251.06,151.54,260.27,188.32,225
25,SHANTAI.BO,91.34,92.26,3.48K,Process Industries,Textiles,98.0,49.0,24.0,97.0,0.2307,0.2307,2.90K,5.88K,102.01,11.15,685.05M,No,92.27,93.69,57.81,93.69,74.72,496
26,STEELCO.BO,239.15,229.95,5.31K,Non-Energy Minerals,Steel,98.0,98.0,96.0,97.0,9.3464,5.5393,10.34K,30.83K,239.15,15.0,1.51B,No,165.79,154.99,102.35,165.14,132.4,498
27,BATLIBOI.NS,86.13,85.27,20.77K,Producer Manufacturing,Industrial Machinery,98.0,52.0,63.0,,6.3121,6.0129,79.96K,77.68K,106.5,15.7,4.07B,No,87.18,85.3,,85.25,,94
28,PARMAX.BO,131.15,127.4,55.00K,Health Technology,Pharmaceuticals: Major,98.0,91.0,99.0,98.0,2.3786,0.5357,14.04K,1.73K,131.15,22.6,490.67M,No,112.06,95.72,49.01,98.17,55.12,495
