Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Computer Communications,Electronic Technology,94,84,96,93,KERNEX.NS
2,Precious Metals,Non-Energy Minerals,90,28,63,21,"DECNGOLD.NS,REMAGNET.BO"
3,Airlines,Transportation,79,74,86,74,"AFCOM.BO,TAALTECH.NS,INDIGO.NS"
4,Biotechnology,Health Technology,73,66,67,74,"TITANBIO.BO,RUBICON.NS,FERMENTA.NS,AKUMS.NS,ANL.BO,HALEOSLABS.NS,ANTHEM.NS,GVBL.BO,FABTECH.NS"
5,Electronics Distributors,Distribution Services,67,51,67,56,"RPTECH.NS,CNL.NS,OPTIEMUS.NS,PANIDPR.BO,COLAB.BO,REDINGTON.NS,LABELKRAFT.BO,ACCEDERE.BO,PALREDTEC.NS,BRISK.BO,MISQUITA.BO"
6,Miscellaneous,Miscellaneous,66,64,69,60,"INOVSYNTH.BO,ASHIKAG.NS,SCILAL.NS"
7,Telecommunications Equipment,Electronic Technology,65,33,60,67,"HFCL.NS,ASTRAMICRO.NS,SMARTLINK.NS,ADCINDIA.BO,ONIDA.NS,VALIANT.BO,ROSSTECH.NS,PRECISIO.BO,TEJASNET.NS,DCI.NS,AVANTEL.NS,DLINKINDIA.NS,PUNJCOMMU.BO,KAVDEFENCE.NS,BPL.NS,SALORAINTL.BO"
8,Pharmaceuticals: Generic,Health Technology,64,24,61,56,"ZIMLAB.NS,NUTRICIRCLE.BO,ZENLABS.BO,JAGSNPHARM.NS,DENISCHEM.BO"
9,Electronic Production Equipment,Electronic Technology,64,62,64,73,"AVALON.NS,CYIENTDLM.NS,SYRMA.NS,APOLLO.NS,DATAPATTNS.NS,NELCO.NS,DIXON.NS,SELECTRIC.BO,PGEL.NS,CONTAINE.BO,KAYNES.NS,ELIN.NS"
10,Computer Peripherals,Electronic Technology,63,39,63,64,"NETWEB.NS,PANACHE.NS,WEPSOLN.BO,INDTONER.BO,CONTROLPR.NS"
