Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
3,ARIHANT.NS,893.85,2.21K,Finance,Real Estate Development,98.0,39.0,,,2.71K,3.31K,1100.0,39.65,-18.74
5,EASTSILK.NS,55.91,1.17K,Process Industries,Textiles,98.0,37.0,14.0,12.0,2.89K,0.80K,99.25,1.8,-43.67
17,BATLIBOI.NS,78.3,29.26K,Producer Manufacturing,Industrial Machinery,98.0,26.0,,,19.65K,20.60K,88.95,15.7,-11.97
18,SWANDEF.NS,2060.2,22.58K,Producer Manufacturing,Trucks/Construction/Farm Machinery,98.0,80.0,75.0,97.0,25.23K,9.41K,2489.0,170.59,-17.23
19,STLTECH.NS,536.15,596.11K,Technology Services,Information Technology Services,98.0,98.0,98.0,98.0,7310.14K,2327.40K,536.15,69.76,0.0
22,AHLWEST.NS,574.1,2.87K,Consumer Services,Hotels/Resorts/Cruise Lines,98.0,98.0,,,2.17K,5.40K,751.4,137.0,-23.6
29,MTARTECH.NS,7879.5,1526.06K,Electronic Technology,Aerospace & Defense,98.0,97.0,98.0,98.0,1085.54K,2663.97K,8449.5,1390.5,-6.75
40,CUPID.NS,129.06,10643.69K,Consumer Non-Durables,Household/Personal Care,97.0,87.0,95.0,97.0,19952.99K,14825.22K,133.92,17.68,-3.63
52,BHAGYANGR.NS,293.2,162.67K,Producer Manufacturing,Electrical Products,97.0,71.0,97.0,96.0,347.75K,161.09K,351.9,70.21,-16.68
56,BLISSGVS.NS,425.3,7739.06K,Health Technology,Pharmaceuticals: Major,97.0,98.0,97.0,97.0,2378.43K,5304.15K,438.0,118.0,-2.9
57,HFCL.NS,179.94,111038.93K,Electronic Technology,Telecommunications Equipment,97.0,98.0,98.0,97.0,52515.71K,59455.81K,189.08,59.82,-4.83
58,OMNI.NS,497.65,3306.75K,Producer Manufacturing,Metal Fabrication,97.0,93.0,,,1169.56K,504.01K,515.0,176.25,-3.37
61,SIGMAADV.NS,424.8,1673.04K,Technology Services,Information Technology Services,97.0,98.0,98.0,,307.69K,339.61K,424.8,79.5,0.0
62,GVPIL.NS,865.15,546.47K,Industrial Services,Engineering & Construction,97.0,97.0,97.0,97.0,206.45K,433.92K,867.45,253.2,-0.27
63,DEEDEV.NS,593.4,310.37K,Producer Manufacturing,Industrial Machinery,97.0,97.0,98.0,97.0,1601.50K,386.86K,593.4,183.0,0.0
65,NOVARTIND.NS,1556.6,52.93K,Health Technology,Pharmaceuticals: Major,96.0,97.0,,,38.05K,41.20K,1575.0,950.0,-1.17
66,SICAGEN.NS,56.38,101.22K,Distribution Services,Wholesale Distributors,96.0,71.0,,,14.48K,10.45K,61.5,51.1,-8.33
67,VENUSREM.NS,1280.05,41.55K,Health Technology,Pharmaceuticals: Major,96.0,97.0,96.0,97.0,62.52K,74.62K,1280.05,405.6,0.0
69,OMAXAUTO.NS,245.95,106.99K,Producer Manufacturing,Auto Parts: Oem,96.0,98.0,98.0,97.0,210.55K,85.55K,263.4,83.65,-6.62
72,ATLANTAELE.NS,1971.9,195.19K,Producer Manufacturing,Electrical Products,96.0,83.0,98.0,97.0,244.38K,138.18K,1972.2,707.6,-0.02
74,SALSTEEL.NS,59.6,211.78K,Non-Energy Minerals,Steel,96.0,59.0,88.0,92.0,168.72K,131.27K,63.49,14.37,-6.13
76,KSHINTL.NS,793.15,643.48K,Producer Manufacturing,Electrical Products,96.0,87.0,98.0,,495.80K,886.18K,857.35,330.0,-7.49
80,CPPLUS.NS,2903.5,905.71K,Consumer Durables,Electronics/Appliances,96.0,93.0,97.0,95.0,366.49K,278.81K,2903.5,1015.0,0.0
81,AEROFLEX.NS,401.4,2204.84K,Producer Manufacturing,Industrial Machinery,96.0,96.0,97.0,97.0,3204.23K,2342.25K,458.7,158.0,-12.49
82,BAJAJCON.NS,552.8,744.46K,Consumer Non-Durables,Household/Personal Care,96.0,90.0,93.0,97.0,1403.60K,851.22K,581.0,168.25,-4.85
83,VIDYAWIRES.NS,108.65,15119.30K,Non-Energy Minerals,Other Metals/Minerals,96.0,93.0,98.0,,6466.90K,7885.60K,117.35,42.51,-7.41
84,BBOX.NS,1037.15,1516.50K,Technology Services,Information Technology Services,96.0,98.0,97.0,97.0,1031.36K,1502.59K,1050.0,435.05,-1.22
86,SAKAR.NS,796.5,155.10K,Health Technology,Pharmaceuticals: Major,96.0,91.0,95.0,97.0,171.82K,394.09K,837.75,306.35,-4.92
