Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
8,ARIHANT.NS,1144.9,46.91K,Finance,Real Estate Development,98.0,96.0,78.0,,8.34K,10.47K,1225.0,39.65,-6.54
12,EASTSILK.NS,55.45,0.08K,Process Industries,Textiles,98.0,86.0,31.0,16.0,0.94K,0.64K,99.25,1.8,-44.13
17,SANGINITA.NS,65.39,29.69K,Process Industries,Chemicals: Specialty,98.0,98.0,98.0,98.0,130.70K,49.84K,65.39,9.09,0.0
24,CUPID.NS,233.77,35301.31K,Consumer Non-Durables,Household/Personal Care,98.0,94.0,97.0,97.0,29399.16K,35068.43K,234.25,29.6,-0.2
30,STLTECH.NS,519.95,3773.98K,Technology Services,Information Technology Services,98.0,5.0,97.0,98.0,3318.94K,2188.32K,679.9,84.6,-23.53
33,BATLIBOI.NS,84.33,21.40K,Producer Manufacturing,Industrial Machinery,98.0,49.0,54.0,,43.77K,66.93K,97.45,15.7,-13.46
38,SIGMAADV.NS,605.4,104.23K,Technology Services,Information Technology Services,97.0,45.0,98.0,98.0,461.93K,226.78K,638.1,108.75,-5.12
47,AHLWEST.NS,570.0,0.97K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,31.0,97.0,98.0,2.19K,0.80K,751.4,137.0,-24.14
50,SWANDEF.NS,2334.1,12.84K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,72.0,83.0,80.0,19.59K,14.74K,2489.0,321.56,-6.22
57,UFBL.NS,707.35,86.64K,Consumer Services,Restaurants,97.0,62.0,98.0,98.0,416.46K,108.14K,763.35,172.34,-7.34
72,ONELIFECAP.NS,37.19,30.57K,Finance,Investment Managers,96.0,87.0,97.0,96.0,94.42K,49.19K,40.1,11.15,-7.26
74,BHAGYANGR.NS,386.7,34.78K,Producer Manufacturing,Electrical Products,96.0,46.0,96.0,96.0,151.63K,99.02K,432.3,85.62,-10.55
75,VENUSREM.NS,1603.4,35.89K,Health Technology,Pharmaceuticals: Major,96.0,3.0,95.0,95.0,89.42K,56.66K,2044.3,424.0,-21.57
77,OMNI.NS,597.8,149.24K,Producer Manufacturing,Metal Fabrication,96.0,92.0,90.0,,573.84K,341.05K,630.4,176.25,-5.17
78,BLISSGVS.NS,456.0,174.41K,Health Technology,Pharmaceuticals: Major,96.0,20.0,96.0,97.0,1874.63K,261.97K,553.0,118.0,-17.54
80,THANGAMAYL.NS,6452.0,755.59K,Consumer Durables,Other Consumer Specialties,96.0,88.0,95.0,92.0,236.25K,200.47K,7430.0,1840.1,-13.16
83,HFCL.NS,193.56,39755.54K,Electronic Technology,Telecommunications Equipment,96.0,13.0,97.0,97.0,52111.83K,28503.87K,229.5,59.82,-15.66
85,DEEDEV.NS,660.0,70.18K,Producer Manufacturing,Industrial Machinery,96.0,47.0,92.0,98.0,265.57K,67.91K,760.0,183.0,-13.16
90,DIACABS.NS,337.45,9075.88K,Producer Manufacturing,Electrical Products,96.0,98.0,97.0,97.0,7687.85K,10097.59K,337.45,115.57,0.0
93,CPPLUS.NS,3425.0,205.55K,Consumer Durables,Electronics/Appliances,96.0,34.0,92.0,97.0,319.52K,173.69K,3866.0,1015.0,-11.41
100,RPTECH.NS,773.55,243.91K,Distribution Services,Electronics Distributors,96.0,48.0,95.0,95.0,1294.26K,390.09K,812.85,275.6,-4.83
101,BAFNAPH.NS,252.71,3.09K,Health Technology,Pharmaceuticals: Major,96.0,95.0,96.0,95.0,16.09K,6.41K,252.71,78.18,0.0
102,RUBICON.NS,1527.6,150.40K,Health Technology,Biotechnology,96.0,78.0,94.0,96.0,535.80K,268.33K,1589.7,570.75,-3.91
103,AEROFLEX.NS,450.6,2465.67K,Producer Manufacturing,Industrial Machinery,96.0,36.0,94.0,97.0,2849.01K,1491.60K,521.9,158.0,-13.66
106,GVPIL.NS,751.5,202.54K,Industrial Services,Engineering & Construction,95.0,1.0,89.0,97.0,374.62K,205.56K,1084.0,270.9,-30.67
107,YASHO.NS,3121.1,51.03K,Consumer Non-Durables,Food: Specialty/Candy,95.0,79.0,98.0,97.0,38.27K,14.93K,3365.0,1130.0,-7.25
108,NOVARTIND.NS,1595.9,39.67K,Health Technology,Pharmaceuticals: Major,95.0,83.0,94.0,,42.96K,62.88K,1780.0,672.25,-10.34
111,ATHERENERG.NS,1246.1,3305.89K,Consumer Durables,Motor Vehicles,95.0,93.0,89.0,95.0,4594.75K,5370.27K,1345.0,336.55,-7.35
112,SHREEJISPG.NS,624.15,599.33K,Transportation,Other Transportation,95.0,95.0,95.0,92.0,1066.78K,783.92K,639.8,222.0,-2.45
114,KMEW.NS,2679.8,446.33K,Producer Manufacturing,Trucks/Construction/Farm Machinery,95.0,91.0,93.0,86.0,148.76K,70.58K,2737.0,797.5,-2.09
120,RAJPALAYAM.NS,819.9,0.52K,Process Industries,Textiles,95.0,44.0,55.0,,2.07K,1.40K,875.0,314.45,-6.3
121,HITECHCORP.NS,320.0,5.08K,Producer Manufacturing,Miscellaneous Manufacturing,95.0,55.0,98.0,95.0,35.02K,11.06K,333.9,112.0,-4.16
122,NITTAGELA.NS,1852.6,2.89K,Consumer Non-Durables,Food: Specialty/Candy,95.0,77.0,97.0,,20.59K,12.64K,2087.2,882.0,-11.24
123,NGLFINE.NS,3251.5,7.17K,Health Technology,Pharmaceuticals: Major,95.0,79.0,90.0,95.0,19.56K,6.81K,3349.0,1175.5,-2.91
130,SAKAR.NS,850.0,84.41K,Health Technology,Pharmaceuticals: Major,95.0,71.0,87.0,95.0,219.63K,168.26K,960.0,311.0,-11.46
131,GRWRHITECH.NS,6967.5,56.90K,Process Industries,Chemicals: Specialty,95.0,68.0,96.0,96.0,107.95K,40.56K,7199.5,2681.0,-3.22
132,INDSWFTLAB.NS,223.58,744.83K,Health Technology,Pharmaceuticals: Major,95.0,83.0,94.0,95.0,1188.31K,434.37K,248.45,87.15,-10.01
134,SPECTRUM.NS,2444.8,47.20K,Electronic Technology,Electronic Equipment/Instruments,95.0,96.0,98.0,96.0,50.68K,87.35K,2462.0,1050.0,-0.7
135,E2E.NS,491.45,5201.41K,Technology Services,Information Technology Services,95.0,90.0,95.0,96.0,1874.67K,2536.63K,567.8,183.36,-13.45
137,KSHINTL.NS,825.4,192.63K,Producer Manufacturing,Electrical Products,95.0,41.0,85.0,96.0,484.97K,282.02K,930.0,330.0,-11.25
138,INDOTECH.NS,3463.8,8.79K,Producer Manufacturing,Electrical Products,95.0,89.0,90.0,97.0,46.50K,15.17K,3599.0,1100.0,-3.76
139,MTARTECH.NS,5194.0,461.03K,Electronic Technology,Aerospace & Defense,95.0,0.0,48.0,94.0,1422.78K,188.53K,8714.0,1390.5,-40.39
141,RPEL.NS,1299.2,50.55K,Process Industries,Chemicals: Major Diversified,94.0,82.0,97.0,90.0,166.37K,68.25K,1371.8,561.3,-5.29
142,KIRLOSENG.NS,2180.9,198.28K,Producer Manufacturing,Electrical Products,94.0,9.0,88.0,94.0,796.00K,356.61K,2720.0,855.8,-19.82
145,KANORICHEM.NS,150.71,20.93K,Process Industries,Chemicals: Specialty,94.0,86.0,96.0,96.0,45.86K,51.36K,164.6,56.0,-8.44
146,NINSYS.NS,821.45,6.66K,Technology Services,Packaged Software,94.0,74.0,95.0,96.0,6.99K,5.19K,935.0,281.05,-12.14
149,SCPL.NS,575.0,24.88K,Consumer Non-Durables,Food: Meat/Fish/Dairy,94.0,91.0,96.0,94.0,44.26K,87.03K,607.75,190.03,-5.39
150,SPORTKING.NS,213.93,214.09K,Process Industries,Textiles,94.0,91.0,93.0,97.0,549.96K,417.41K,218.9,78.17,-2.27
153,SALSTEEL.NS,62.62,212.34K,Non-Energy Minerals,Steel,94.0,83.0,65.0,88.0,115.08K,84.38K,65.5,14.37,-4.4
