Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
36,SIMANDHAR.BO,148.85,149.9,0.01K,Distribution Services,Wholesale Distributors,98.0,26.0,45.0,65.0,5.3964,4.0964,1.87K,0.12K,189.1,21.5,455.02M,No,150.84,150.86,,151.19,142.77,187
54,KABRAEXTRU.NS,666.25,676.1,96.28K,Producer Manufacturing,Industrial Machinery,97.0,89.0,98.0,97.0,43.1714,41.6571,353.68K,393.05K,741.9,180.0,23.30B,No,636.09,520.36,305.75,555.76,345.39,499
61,STELLANT.BO,951.7,985.7,1.48K,Finance,Investment Banks/Brokers,97.0,8.0,96.0,79.0,54.2893,54.2893,8.05K,2.04K,1104.6,135.6,5.41B,No,1023.74,901.08,646.72,953.97,715.08,497
69,AHLWEST.NS,545.0,545.0,0.99K,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,45.0,12.0,98.0,26.4286,24.2964,0.68K,0.71K,751.4,137.0,6.35B,No,528.3,542.38,362.42,541.52,452.22,499
78,NATHUEC.BO,36.76,36.76,0.21K,Transportation,Air Freight/Couriers,96.0,64.0,52.0,97.0,0.7607,0.61,3.05K,1.34K,40.23,9.15,152.38M,No,38.25,35.51,23.42,35.99,28.01,496
80,SHILPAMED.NS,1033.15,1070.8,675.06K,Health Technology,Pharmaceuticals: Major,96.0,93.0,96.0,97.0,46.3607,46.3607,1835.64K,1063.39K,1075.0,259.5,202.07B,No,949.99,807.34,504.13,849.75,594.17,500
92,MEGAMONT.BO,186.4,196.0,2.00K,Non-Energy Minerals,Forest Products,96.0,85.0,78.0,91.0,8.7036,8.6286,0.65K,1.54K,206.0,40.1,6.22B,No,174.64,162.24,125.28,166.16,155.14,496
100,SAKAR.NS,1188.4,1158.45,107.28K,Health Technology,Pharmaceuticals: Major,96.0,94.0,92.0,93.0,69.7464,67.8643,174.19K,179.26K,1227.0,336.25,26.09B,No,1062.92,957.3,675.81,981.7,780.97,500
109,CYIENTDLM.NS,917.2,912.4,281.55K,Electronic Technology,Electronic Production Equipment,96.0,93.0,97.0,97.0,53.3107,52.9357,920.72K,902.54K,1009.0,265.2,72.79B,No,880.46,759.1,483.6,788.22,531.05,500
113,VEERHEALTH.BO,49.67,49.96,119.75K,Health Technology,Pharmaceuticals: Other,95.0,63.0,95.0,95.0,2.1157,2.1157,131.26K,78.82K,52.0,16.7,993.32M,No,49.84,46.39,27.99,47.42,32.28,496
118,PAISALO.NS,93.43,92.85,19177.19K,Finance,Finance/Rental/Leasing,95.0,95.0,94.0,96.0,3.7579,3.6836,16909.88K,21327.04K,94.88,30.0,85.41B,No,78.54,73.66,51.12,75.73,58.56,500
134,E2E.NS,604.95,592.85,343.65K,Technology Services,Information Technology Services,95.0,45.0,90.0,96.0,27.1786,26.2429,1432.00K,655.65K,698.0,183.36,124.29B,No,607.91,575.98,357.21,593.86,414.54,500
135,MACPOWER.NS,2096.5,1955.3,83.05K,Producer Manufacturing,Industrial Machinery,95.0,84.0,96.0,95.0,136.3643,135.7572,64.03K,83.22K,2175.0,761.0,20.97B,No,1915.88,1718.57,1197.1,1806.39,1319.43,499
138,SBCL.NS,1126.9,1144.1,193.53K,Non-Energy Minerals,Other Metals/Minerals,95.0,86.0,92.0,96.0,67.7429,66.0,657.28K,329.88K,1215.7,368.6,64.91B,No,1087.41,954.21,645.78,993.98,733.72,499
148,DEEDEV.NS,691.8,681.1,112.90K,Producer Manufacturing,Industrial Machinery,95.0,78.0,51.0,95.0,31.7322,31.425,178.07K,273.61K,760.0,183.0,52.05B,No,647.16,653.78,450.34,650.4,545.74,499
163,EXATO.BO,710.0,713.0,7.00K,Technology Services,Packaged Software,94.0,33.0,97.0,92.0,29.4357,27.6321,44.76K,15.25K,785.95,266.0,7.15B,No,732.65,660.62,,678.35,484.42,198
169,UNIVASTU.NS,148.17,150.82,24.60K,Industrial Services,Engineering & Construction,94.0,7.0,95.0,94.0,7.9229,7.3507,151.03K,56.87K,178.98,56.02,5.33B,No,156.35,146.93,90.16,150.96,100.91,499
175,AMEENJI.BO,237.3,238.0,3.60K,Producer Manufacturing,Miscellaneous Manufacturing,94.0,83.0,96.0,92.0,8.1643,6.7214,17.18K,12.36K,248.75,96.05,2.68B,No,223.76,183.53,144.92,195.82,156.6,240
179,COMSYN.NS,301.25,304.1,927.18K,Process Industries,Containers/Packaging,94.0,74.0,96.0,91.0,15.8714,15.8322,1015.42K,645.30K,315.4,136.44,12.15B,No,296.75,255.48,182.71,268.29,197.33,498
202,VENUSREM.NS,1611.5,1593.2,21.14K,Health Technology,Pharmaceuticals: Major,93.0,24.0,30.0,89.0,79.3214,79.3214,45.18K,22.95K,2044.3,428.0,21.57B,No,1618.66,1651.14,1185.96,1642.26,1373.62,497
213,AIRFLOA.BO,564.85,556.35,48.50K,Producer Manufacturing,Trucks/Construction/Farm Machinery,93.0,95.0,96.0,91.0,38.8286,37.8536,116.45K,172.05K,593.85,246.0,13.54B,No,509.48,408.35,333.71,437.67,354.85,251
