Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,96,25,1,4,RRFIN.BO
2,Cable/Satellite Tv,Consumer Services,94,42,93,93,NDLVENTURE.NS
3,Drugstore Chains,Retail Trade,75,47,73,85,MEDPLUS.NS
4,Real Estate Investment Trusts,Finance,75,44,67,71,"FUNDVISER.BO,ANNAINFRA.BO,INDUSINVIT.BO,MINDSPACE.BO,EMBASSY.BO,NXST.BO,BIRET.BO,KRT.BO"
5,Computer Communications,Electronic Technology,71,83,46,72,KERNEX.NS
6,Motor Vehicles,Consumer Durables,71,50,54,64,"ZELIO.BO,ATHERENERG.NS,FORCEMOT.NS,SMLMAH.NS,TMCV.NS,TVSMOTOR.NS,EICHERMOT.NS,HEROMOTOCO.NS,ATLASCYCLE.NS,ATULAUTO.NS,SANDHAR.NS,SEVL.BO,M&M.NS,OLECTRA.NS,TMPV.NS,MARUTI.NS,HYUNDAI.NS"
7,Aluminum,Non-Energy Minerals,70,62,55,76,"HRS.BO,NATIONALUM.NS,ARFIN.NS,VEDL.NS,HINDALUMI.BO,MAANALU.NS,NIRAVCOM.BO,ALUFLUOR.BO,ORIENTCER.NS,EUROBOND.NS,SUDAI.BO,SAMPAT.BO"
8,Major Banks,Finance,69,32,55,74,"INDIANB.NS,UNIONBANK.NS,FEDERALBNK.NS,MAHABANK.NS,RBLBANK.NS,SOUTHBANK.NS,CANBK.NS,BANKINDIA.NS,AXISBANK.NS,BANDHANBNK.NS,BANKBARODA.NS,INDUSINDBK.NS,PNB.NS,CSBBANK.NS,CENTRALBK.NS,IOB.NS,KOTAKBANK.NS,HDFCBANK.NS,IDBI.NS"
9,Biotechnology,Health Technology,69,49,68,74,"TITANBIO.BO,RUBICON.NS,AKUMS.NS,ANTHEM.NS,FERMENTA.BO,HALEOSLABS.NS,FABTECH.NS"
10,Beverages: Non-Alcoholic,Consumer Non-Durables,68,49,64,76,"VALENCIA.BO,ORIBEVER.BO,VBL.NS"
11,Alternative Power Generation,Utilities,67,67,66,64,"UEL.NS,SUGSLLOYD.BO,POWERGRID.NS,NTPCGREEN.NS,WAAREERTL.NS,CLEANMAX.NS,INOXGREEN.NS,KPIGREEN.NS,RELTD.NS,KPEL.NS"
12,Investment Trusts,Miscellaneous,67,48,65,64,"GROWW.NS,CUBEINVIT.BO,ANZEN.BO,PSPLATINA.BO,RIIT.BO,ANANTAM.BO,PSTITANIA.BO,ENERGYINF.BO,SUMMITSEC.NS"
13,Medical Distributors,Distribution Services,67,74,61,58,"APPL.BO,GUJINJEC.BO,RAMAVISION.BO,CHECKPOINT.BO,SPML.BO,ENTERO.NS,ROYAL.BO,APL.BO,EVERESTO.BO"
14,Specialty Insurance,Finance,65,43,68,73,"GICRE.NS,ICICIGI.NS"
15,Precious Metals,Non-Energy Minerals,65,46,58,56,"MIDWEST.BO,DECNGOLD.BO"
16,Life/Health Insurance,Finance,64,33,52,67,"CANHLIFE.NS,STARHEALTH.NS,MFSL.NS,SBILIFE.NS,LICI.NS,NIVABUPA.NS,BAJAJFINSV.NS,ICICIPRULI.NS"
17,Regional Banks,Finance,63,47,52,65,"TMB.NS,KTKBANK.NS,DCBBANK.NS,AUBANK.NS,J&KBANK.NS,SBIN.NS,UJJIVANSFB.NS,KARURVYSYA.NS,CUB.NS,MONEYBOXX.NS,EQUITASBNK.NS,JAGSONSER.BO,SURYODAY.NS,ICICIBANK.NS,CAPITALSFB.NS,JSFB.NS,IDFCFIRSTB.NS,CMBL.BO,EMERALD.BO,DAMCAPITAL.NS,FINOPB.NS"
18,Computer Peripherals,Electronic Technology,63,37,58,34,"NETWEB.NS,PANACHE.NS,INDTONER.BO,CONTROLPR.NS"
19,Electronic Equipment/Instruments,Electronic Technology,62,43,53,57,"WAAREEINDO.NS,CNCRD.BO,POWERINDIA.NS,APARINDS.NS,NAGPI.BO,APLABPP.BO,DIGILOGIC.BO,APLAB.BO,NITIRAJ.NS,DENORA.NS,GENUSPOWER.NS,TVSELECT.NS,SHRADDHA.BO,SPECTRUM.NS,JGTL.BO,HINDHARD.BO,HONAUT.NS,HPL.NS,WEL.NS"
20,Pharmaceuticals: Generic,Health Technology,61,53,54,68,"NUTRICIRCLE.BO,ZIMLAB.NS,JAGSNPHARM.NS,DENISCHEM.BO"
21,Marine Shipping,Transportation,61,43,49,63,"GESHIP.NS,COASTCORP.NS,DREDGECORP.NS,PPARIVAH.BO,GPPL.NS,GLOTTIS.NS,TRANSWORLD.NS"
22,Integrated Oil,Energy Minerals,61,34,55,59,"GNRL.BO,ANTELOPUS.NS,IOC.NS,HINDOILEXP.NS,IRMENERGY.NS"
23,Other Metals/Minerals,Non-Energy Minerals,60,49,52,64,"SCBL.BO,PARMESHWAR.BO,RAPICUT.BO,HINDCOPPER.NS,IMFA.NS,HINDALCO.NS,VIDYAWIRES.NS,JAINREC.NS,NMDC.NS,POCL.NS,SANDUMA.NS,SBCL.NS,MCL.NS,NILE.BO,MIDHANI.NS,MAITHANALL.NS,GRAVITA.NS,ASHAPURMIN.NS,CUBEXTUB.NS,SERA.BO,MMP.NS,INDSILHYD.BO,MOIL.NS,CHROME.BO,NRL.NS,COCHINM.BO,ZODJRDMKJ.BO,SOUTHMG.BO,SHARVAYA.BO,SIYARAM.BO,HINDZINC.NS"
24,Electronic Components,Electronic Technology,59,56,53,53,"CENTUM.NS,NWIL.BO,ELPROINTL.BO,INCAP.BO,UNIVCABLES.NS,HEG.NS,BCCFUBA.BO,FINELINE.BO,GUJARATPOLY.BO,PANELEC.BO,MEIL.NS"
