Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
6,SWANDEF.NS,1860.0,8.70K,Producer Manufacturing,Trucks/Construction/Farm Machinery,98.0,26.0,98.0,,27.29K,16.02K,2489.0,115.5,-25.27
12,EASTSILK.NS,59.1,0.99K,Process Industries,Textiles,98.0,4.0,14.0,56.0,3.53K,2.06K,99.25,1.8,-40.45
39,CUPID.NS,115.84,12616.34K,Consumer Non-Durables,Household/Personal Care,97.0,93.0,91.0,97.0,25274.79K,21127.07K,116.0,15.16,-0.14
44,STLTECH.NS,298.22,16194.36K,Technology Services,Information Technology Services,97.0,96.0,98.0,97.0,10173.94K,6821.02K,299.38,59.26,-0.39
47,MTARTECH.NS,5656.5,823.34K,Electronic Technology,Aerospace & Defense,97.0,97.0,98.0,97.0,631.00K,766.95K,5749.0,1358.0,-1.61
56,TAKE.NS,43.56,8.52K,Technology Services,Information Technology Services,97.0,54.0,64.0,96.0,810.52K,697.26K,50.14,7.3,-13.12
67,BHAGYANGR.NS,270.52,775.51K,Producer Manufacturing,Electrical Products,96.0,98.0,95.0,97.0,309.66K,793.96K,285.49,65.0,-5.24
68,AHLWEST.NS,344.51,0.95K,Consumer Services,Hotels/Resorts/Cruise Lines,96.0,,,,1.58K,2.08K,344.51,137.0,0.0
74,SALSTEEL.NS,58.9,166.69K,Non-Energy Minerals,Steel,96.0,96.0,93.0,95.0,146.44K,356.76K,59.06,14.37,-0.27
76,ATLANTAELE.NS,1818.0,212.16K,Producer Manufacturing,Electrical Products,96.0,95.0,98.0,95.0,221.40K,440.59K,1846.2,707.6,-1.53
77,QPOWER.NS,1392.45,922.30K,Producer Manufacturing,Electrical Products,96.0,97.0,97.0,92.0,1396.23K,2061.90K,1441.0,330.1,-3.37
78,PRECWIRE.NS,416.0,633.57K,Producer Manufacturing,Electrical Products,96.0,87.0,97.0,97.0,1420.55K,928.30K,420.5,129.51,-1.07
80,JAYNECOIND.NS,110.64,9682.39K,Non-Energy Minerals,Steel,96.0,95.0,93.0,94.0,5648.60K,13269.67K,112.6,34.9,-1.74
84,TDPOWERSYS.NS,1146.5,1378.05K,Producer Manufacturing,Electrical Products,96.0,85.0,96.0,96.0,1265.97K,1591.31K,1195.0,387.05,-4.06
86,UNIVPHOTO.NS,468.05,13.47K,Consumer Durables,Electronics/Appliances,96.0,38.0,98.0,95.0,35.80K,4.13K,515.8,180.6,-9.26
91,ATHERENERG.NS,938.4,1930.54K,Consumer Durables,Motor Vehicles,96.0,71.0,93.0,88.0,3475.94K,6132.66K,971.15,288.15,-3.37
93,ROSSTECH.NS,1006.15,66.03K,Electronic Technology,Telecommunications Equipment,96.0,93.0,94.0,93.0,136.31K,119.91K,1049.85,301.5,-4.16
96,POWERINDIA.NS,32885.0,95.67K,Electronic Technology,Electronic Equipment/Instruments,96.0,83.0,97.0,96.0,156.65K,151.38K,33285.0,14152.0,-1.2
97,GVT&D.NS,4479.4,577.10K,Producer Manufacturing,Electrical Products,96.0,68.0,96.0,94.0,712.99K,790.84K,4694.0,1500.0,-4.57
