Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,ARIHANT.NS,957.35,936.35,0.69K,Finance,Real Estate Development,98.0,22.0,71.0,,57.3214,56.7179,6.38K,2.82K,1225.0,39.65,10.40B,No,925.56,980.29,,1003.83,,113
2,MRUTR.BO,88.9,90.7,1.43K,Finance,Investment Banks/Brokers,98.0,76.0,96.0,98.0,2.2764,0.3786,21.74K,37.00K,115.3,1.01,64.23B,No,100.37,90.3,38.96,92.65,53.64,496
3,APOLLOIN.BO,97.85,99.84,0.20K,Process Industries,Agricultural Commodities/Milling,98.0,4.0,83.0,98.0,4.0043,0.55,3.11K,7.00K,146.05,5.16,1.02B,No,88.33,110.87,52.15,108.83,71.35,496
4,ISERA.BO,143.9,143.9,0.00K,Technology Services,Packaged Software,98.0,57.0,83.0,97.0,1.0214,0.0,1.61K,0.04K,151.05,5.78,1.21B,No,144.26,144.04,79.53,143.9,104.64,496
5,JTLDEFENCE.BO,806.05,822.5,0.06K,Non-Energy Minerals,Other Metals/Minerals,98.0,98.0,97.0,98.0,28.2571,10.7143,4.16K,5.26K,924.0,55.58,8.48B,No,749.51,656.33,301.24,683.18,412.75,497
6,SAMTELIN.BO,43.42,41.36,27.88K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,81.0,3.0,95.0,1.0386,0.5493,13.86K,11.25K,72.95,1.89,307.76M,No,39.24,44.58,29.62,41.28,39.19,273
7,SOURCEIND.BO,59.78,58.61,0.10K,Consumer Durables,Home Furnishings,98.0,97.0,98.0,98.0,1.0307,0.0,0.37K,0.20K,59.78,4.38,681.68M,No,49.88,38.77,17.05,43.55,23.74,497
8,AXISOL.BO,568.75,580.35,5.48K,Technology Services,Information Technology Services,98.0,11.0,96.0,97.0,15.7286,9.7714,6.85K,6.73K,667.75,29.61,26.88B,No,580.97,487.76,274.53,521.29,352.11,497
9,TANDHANIN.BO,157.7,159.0,3.92K,Finance,Investment Banks/Brokers,98.0,94.0,67.0,98.0,10.925,10.6821,7.41K,3.77K,175.0,10.48,7.85B,No,153.72,148.06,82.86,148.66,113.0,496
10,VINRKLB.BO,53.84,54.93,0.84K,Health Technology,Pharmaceuticals: Major,98.0,94.0,92.0,87.0,1.0957,0.1743,2.46K,7.76K,59.4,4.5,598.47M,No,52.91,39.82,30.07,42.93,39.28,496
11,HARCR.BO,35.13,34.45,0.20K,Producer Manufacturing,Auto Parts: Oem,98.0,98.0,99.0,98.0,0.6029,0.0,0.18K,0.29K,35.13,4.01,368.87M,No,29.24,20.22,10.47,23.36,13.08,497
12,MAXGROW.BO,181.25,184.9,24.86K,Commercial Services,Personnel Services,98.0,97.0,98.0,98.0,4.3907,1.85,34.74K,54.78K,196.45,14.75,7.24B,No,171.03,120.99,68.66,137.05,80.73,496
13,SALSAIN.BO,276.45,289.5,2.05K,Finance,Financial Conglomerates,98.0,3.0,84.0,2.0,17.8,14.4214,0.60K,0.35K,828.95,14.58,1.93B,No,349.85,355.82,291.64,349.33,370.63,496
14,MODMA.BO,35.69,35.71,1.50K,Producer Manufacturing,Metal Fabrication,98.0,0.0,0.0,94.0,1.625,1.0621,1.49K,2.61K,85.79,2.39,4.16B,No,44.38,47.08,36.02,44.19,47.59,496
15,INDUSFINL.BO,314.7,308.55,7.99K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,6.2786,1.7964,8.29K,6.18K,314.7,38.94,2.91B,No,262.61,207.83,108.31,231.31,140.14,495
16,LIPPISYS.BO,221.05,210.55,3.97K,Producer Manufacturing,Industrial Machinery,98.0,21.0,74.0,98.0,11.6464,11.1679,17.64K,10.38K,281.2,23.81,1.55B,No,215.68,235.2,109.34,233.63,144.59,495
17,NEWMKTAVE.BO,70.4,67.05,0.00K,Finance,Investment Managers,98.0,84.0,97.0,98.0,0.2393,0.0,,,70.4,9.1,720.90M,No,67.15,56.65,28.48,60.07,36.97,498
18,ASIACAP.BO,125.35,126.0,0.07K,Finance,Finance/Rental/Leasing,98.0,86.0,97.0,98.0,2.1971,1.1679,0.60K,0.19K,128.0,17.37,387.58M,No,116.48,102.81,54.28,107.55,72.19,496
19,SANGINITA.NS,72.48,71.06,27.26K,Process Industries,Chemicals: Specialty,98.0,91.0,97.0,98.0,1.7893,0.58,283.11K,49.15K,72.48,9.26,1.88B,No,60.55,59.63,30.41,61.85,39.63,497
20,STLTECH.NS,813.65,818.8,1264.71K,Technology Services,Information Technology Services,98.0,94.0,87.0,98.0,45.5571,39.1071,2064.64K,2334.47K,912.0,84.6,418.26B,No,779.47,664.94,377.71,703.75,496.59,499
21,APPL.BO,360.45,353.4,6.00K,Distribution Services,Medical Distributors,98.0,93.0,95.0,96.0,7.7143,3.875,14.74K,12.52K,360.6,32.32,6.18B,No,327.4,290.24,176.83,306.17,221.31,244
22,KARTKIN.BO,7835.6,7462.5,0.00K,Finance,Financial Conglomerates,98.0,2.0,69.0,98.0,342.5107,218.3358,0.02K,0.01K,10741.85,1142.15,1.91B,No,8193.83,8568.39,5256.76,8353.83,6941.08,497
23,SIGMAADV.NS,908.95,866.1,443.05K,Technology Services,Information Technology Services,98.0,96.0,95.0,98.0,45.0607,43.2822,338.18K,247.32K,909.4,140.1,160.19B,No,789.38,689.38,376.7,734.28,473.08,498
24,RANJITSE.BO,61.45,58.53,0.00K,Finance,Finance/Rental/Leasing,98.0,51.0,54.0,1.0,2.3986,1.955,0.14K,0.05K,122.1,6.24,165.14M,No,60.19,60.69,60.48,61.0,72.47,200
25,TBZ.NS,633.7,603.55,817.34K,Consumer Durables,Other Consumer Specialties,98.0,98.0,98.0,98.0,41.025,32.2107,2974.13K,1753.58K,633.7,110.5,42.29B,No,462.62,344.53,204.66,388.52,236.76,499
26,GLITTEKG.BO,70.99,71.4,3.57K,Non-Energy Minerals,Construction Materials,98.0,86.0,96.0,82.0,3.1993,2.6064,12.92K,15.79K,83.3,9.39,1.84B,No,71.0,65.33,45.2,68.06,53.21,495
27,DUKEOFS.BO,76.19,74.7,4.39K,Retail Trade,Specialty Stores,98.0,97.0,98.0,96.0,1.3136,0.0014,8.09K,4.57K,76.19,13.12,751.02M,No,63.58,48.94,26.31,55.21,32.76,495
28,SANCODE.BO,732.4,718.05,1.00K,Technology Services,Information Technology Services,98.0,96.0,98.0,96.0,11.0536,1.0,1.94K,3.70K,732.4,91.95,5.46B,No,629.3,517.29,290.81,566.4,367.35,495
29,BATLIBOI.NS,85.08,81.09,52.07K,Producer Manufacturing,Industrial Machinery,98.0,58.0,61.0,,4.0771,4.0407,85.04K,47.07K,106.5,15.7,4.02B,No,86.13,86.33,,86.41,,114
30,PANKAJPO.BO,135.0,129.65,10.28K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,96.0,97.0,93.0,9.5329,5.2714,19.24K,24.89K,179.05,16.42,748.43M,No,137.48,107.4,70.16,114.89,82.04,495
31,PARMAX.BO,136.4,135.05,3.92K,Health Technology,Pharmaceuticals: Major,98.0,77.0,97.0,98.0,0.2821,0.0036,11.89K,0.93K,136.4,22.6,510.31M,No,133.3,119.06,59.57,123.08,71.97,496
32,PURPLEWAVE.BO,401.0,405.0,1.00K,Technology Services,Packaged Software,98.0,96.0,98.0,98.0,17.2714,8.05,34.59K,7.70K,431.0,95.1,3.71B,No,390.86,271.39,,289.18,173.44,196
33,SHANTAI.BO,90.59,90.25,6.61K,Process Industries,Textiles,98.0,48.0,40.0,90.0,0.3786,0.3786,6.78K,27.34K,102.01,11.69,679.42M,No,90.8,91.74,65.91,91.51,84.49,497
34,AJCJEWEL.BO,311.95,297.1,13.20K,Consumer Durables,Other Consumer Specialties,98.0,98.0,98.0,97.0,15.1679,8.7786,13.43K,11.64K,312.7,71.15,1.89B,No,228.02,167.83,116.53,195.32,131.33,305
35,SIMANDHAR.BO,149.9,152.0,0.20K,Distribution Services,Wholesale Distributors,98.0,44.0,48.0,66.0,6.3071,5.0571,1.87K,0.10K,189.1,21.5,458.23M,No,151.34,150.48,,151.3,142.81,186
36,VOLKAI.BO,18.75,18.78,125.27K,Distribution Services,Wholesale Distributors,98.0,98.0,98.0,98.0,1.1186,0.9364,107.20K,141.85K,19.7,4.0,221.80M,No,16.5,12.4,7.29,13.89,8.85,498
37,BODALCHEM.NS,197.71,191.23,3601.74K,Process Industries,Industrial Specialties,98.0,98.0,98.0,98.0,12.7814,11.3186,1757.46K,3658.45K,200.79,42.81,24.90B,No,151.51,102.2,69.17,117.12,81.4,498
38,STDSFAC.BO,166.27,158.36,31.34K,Consumer Non-Durables,Household/Personal Care,98.0,99.0,98.0,97.0,7.8471,2.1636,10.89K,39.48K,166.27,44.1,1.37B,No,103.35,73.24,57.22,88.83,64.31,495
39,PARMSILK.BO,320.0,323.4,0.83K,Process Industries,Textiles,97.0,23.0,88.0,98.0,9.8536,8.3571,1.03K,0.03K,472.35,61.15,960.35M,No,322.39,332.4,177.75,325.89,221.8,369
40,HIKLASS.BO,92.21,90.2,1.51K,Finance,Investment Banks/Brokers,97.0,66.0,80.0,90.0,2.5507,2.3393,12.44K,25.69K,108.35,14.05,2.79B,No,90.79,85.66,63.85,88.39,80.24,496
41,PHCAP.BO,1088.9,1083.75,5.88K,Finance,Investment Banks/Brokers,97.0,79.0,74.0,90.0,51.1786,51.0714,3.85K,4.01K,1158.9,165.05,3.27B,No,1083.8,1035.89,729.25,1052.05,863.39,495
42,KUBERJI.BO,51.79,51.5,55.34K,Finance,Financial Conglomerates,97.0,94.0,98.0,98.0,3.6686,3.23,31.67K,50.14K,56.22,10.51,177.80M,No,50.2,35.96,21.73,40.43,26.28,495
43,SAPL.BO,6779.8,6532.2998,1.58K,Producer Manufacturing,Industrial Machinery,97.0,98.0,98.0,97.0,259.5393,153.575,0.30K,0.15K,6858.9,1840.95,32.30B,No,4844.39,4122.36,2664.93,4602.13,3107.72,496
44,COSPOWER.BO,2954.7,2814.0,4.12K,Producer Manufacturing,Electrical Products,97.0,97.0,96.0,97.0,102.4607,84.5071,0.85K,2.56K,2954.7,600.0,5.43B,No,2229.82,2047.24,1368.54,2188.03,1614.85,496
45,PRARUH.BO,157.0,153.65,32.00K,Technology Services,Information Technology Services,97.0,98.0,98.0,97.0,7.4614,4.475,43.21K,58.00K,158.0,45.0,2.19B,No,121.19,90.22,62.19,102.95,69.84,242
46,CUPID.NS,251.3,265.0,51831.01K,Consumer Non-Durables,Household/Personal Care,97.0,11.0,90.0,97.0,10.5571,10.5536,31597.86K,12565.04K,299.0,41.82,337.91B,No,277.84,259.36,147.84,264.64,175.67,499
47,EMROCK.BO,259.5,249.7,0.30K,Consumer Durables,Homebuilding,97.0,31.0,42.0,17.0,15.9,15.2179,2.68K,2.67K,305.95,30.83,4.11B,No,261.54,260.41,252.52,261.84,267.89,495
48,SHENTRA.BO,119.15,119.15,0.01K,Process Industries,Chemicals: Specialty,97.0,19.0,77.0,91.0,1.0964,0.5071,0.13K,0.01K,134.85,16.65,528.80M,No,129.27,127.85,80.12,128.3,95.31,241
