Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Nan,Nan,92,75,81,67,SURAJINDPP.BO
2,Computer Communications,Electronic Technology,81,20,19,89,KERNEX.NS
3,Discount Stores,Retail Trade,78,97,95,72,SPICELOUNG.BO
4,Food: Meat/Fish/Dairy,Consumer Non-Durables,73,61,74,62,"SCPL.NS,MILKYMIST.NS,ESSEX.BO,MODAIRY.BO,KWIL.NS,CHATHA.BO,HATSUN.NS,SCAGRO.BO,NCCBLUE.BO,HERITGFOOD.NS,PARAGMILK.NS,MUKKA.NS,APEX.NS,DODLA.NS"
5,Airlines,Transportation,73,39,59,69,"AFCOM.BO,TAALTECH.NS,JETFREIGHT.NS,INDIGO.NS"
6,Oil & Gas Production,Energy Minerals,68,60,78,69,"ASIANENE.NS,PRABHA.NS,BHAGWOX.BO,VOGL.NS"
7,Biotechnology,Health Technology,68,61,62,68,"RUBICON.NS,AKUMS.NS,TITANBIO.BO,ANL.BO,ANTHEM.NS,HALEOSLABS.NS,FERMENTA.NS,GVBL.BO,FABTECH.NS"
8,Catalog/Specialty Distribution,Retail Trade,65,20,71,69,ETHOSLTD.NS
9,Electronics/Appliance Stores,Retail Trade,64,58,64,60,"EMIL.NS,BHATIA.BO,AVL.NS,ROBU.BO,MTL.BO,UML.BO,LOGICA.BO"
10,Contract Drilling,Industrial Services,63,25,56,64,JINDRILL.NS
11,Oilfield Services/Equipment,Industrial Services,63,52,64,66,"CRYOGENIC.BO,DOLPHIN.NS,TRISHAKT.BO,DEEPINDS.NS,SEAMECLTD.NS,ALPHAGEO.NS,UNIDT.NS,OILCOUNTUB.NS,RVTH.NS,COCHMAL.BO,GLOBALVECT.NS,GARWAOFFS.BO"
12,Pharmaceuticals: Major,Health Technology,63,61,61,62,"VINRKLB.BO,PARMAX.BO,BLISSGVS.NS,INDSWFTLAB.NS,MOREPENLAB.NS,SHILPAMED.NS,NOVARTIND.NS,BAFNAPH.NS,SAKAR.NS,VALIANTLAB.NS,VIKRAMTH.BO,ASTONEALAB.BO,VENUSREM.NS,LAURUSLABS.NS,KOPRAN.NS,SUVEN.NS,ACUTAAS.NS,MARKSANS.NS,SENORES.NS,GLAND.NS,AMANTA.NS,NEULANDLAB.NS,DIVISLAB.NS,INNOVACAP.NS,ALIVUS.NS,COLINZ.BO,NGLFINE.NS,AAREYDRUGS.NS,CORONA.NS,SUDARSHAN.BO,SHUKRAPHAR.NS,IPCALAB.NS,NOVELIX.BO,WOCKPHARMA.NS,WINDLAS.NS,SGRL.NS,SHAMROIN.BO,ANG.BO,ORCHPHARMA.NS,CAPLIPOINT.NS,SOLARA.NS,SMRUTHIORG.BO,SMSPHARMA.NS,EMCURE.NS,HEXAGON.NS,UNICHEMLAB.NS,BETA.NS,GUFICBIO.NS,BALPHARMA.NS,STAR.NS,RPGLIFE.NS,PPLPHARMA.NS,AJANTPHARM.NS,PHRMASI.BO,GODAVARI.BO,THEMISMED.NS,SUPRIYA.NS,SPARC.NS,HESTERBIO.NS,AMBALALSA.NS,TLL.BO,TORNTPHARM.NS,MAKERSL.NS,BPLPHARMA.NS,MEDICAMEQ.NS,ANUHPHR.NS,GUJTHEM.NS,GLENMARK.NS,ZYDUSLIFE.NS,INDGN.NS,BLUEJET.NS,PANJON.BO,GLAXO.NS,BRAWN.BO,ALBERTDAVD.NS,AARTIPHARM.NS,VIYASH.NS,AARTIDRUGS.NS,ALEMBICLTD.NS,SAIPARENT.NS,KILITCH.NS,TTKHLTCARE.NS,SHELTER.BO,SIGACHI.NS,JUBLPHARMA.NS,SUNLOC.NS,APLLTD.NS,LINCOLN.NS,INDOCO.NS,PARNAXLAB.NS,MANGALAM.NS,HIKAL.NS,SUNPHARMA.NS,MEDICAPQ.NS,SANJIVIN.BO,ALKEM.NS,HAMPS.BO,VRL.BO,ABBOTINDIA.NS,ONESOURCE.NS,AUROLAB.BO,CONCORD.BO,MANKIND.NS,KPL.NS,BIOCON.NS,PRAVEG.NS,GUJTERC.BO,ANURAS.NS,ZENOTECH.BO,OXYGENTAPH.BO,BAJAJHCARE.NS,PGHL.NS,LACTOSE.BO,JENBURPH.NS,COHANCE.NS,MERCURYLAB.BO,DRREDDY.NS,TYCHE.BO,PANCHSHEEL.BO,BIOFILCHEM.NS,KIMIABL.BO,NATCOPHARM.NS,FREDUN.NS,ROOPAIND.BO,KREBSBIO.NS,ERIS.NS,DCAL.NS,PANACEABIO.NS,FDC.NS,WANBURY.NS,SANOFICONR.NS,PFIZER.NS,ZOTA.NS,MEDICO.NS,ALPA.NS,SANOFI.NS,BROOKS.NS,ASTRAZEN.NS,PHARMAID.BO,STARSOURCE.BO,SYSCHEM.BO"
13,Computer Peripherals,Electronic Technology,62,56,54,62,"WEPSOLN.BO,PANACHE.NS,NETWEB.NS,INDTONER.BO,CONTROLPR.NS"
14,Telecommunications Equipment,Electronic Technology,60,48,45,65,"HFCL.NS,ROSSTECH.NS,VALIANT.BO,SMARTLINK.NS,ASTRAMICRO.NS,ADCINDIA.BO,PUNJCOMMU.BO,ONIDA.NS,DCI.NS,PRECISIO.BO,KAVDEFENCE.NS,TEJASNET.NS,AVANTEL.NS,DLINKINDIA.NS,SALORAINTL.BO,BPL.NS"
