Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
50,INTEGFD.BO,134.0,2.87K,Process Industries,Agricultural Commodities/Milling,97.0,96.0,98.0,98.0,3.77K,6.30K,136.95,20.71,2.51B,No
111,YASHHV.BO,749.85,193.00K,Producer Manufacturing,Electrical Products,95.0,87.0,95.0,93.0,129.35K,200.18K,872.95,252.0,21.45B,No
124,PHRMASI.BO,80.84,0.16K,Health Technology,Pharmaceuticals: Major,95.0,0.0,6.0,97.0,0.32K,0.21K,131.75,26.0,551.89M,No
131,GRERENEW.BO,171.2,25.20K,Electronic Technology,Semiconductors,94.0,97.0,96.0,,23.55K,42.36K,172.85,77.5,2.45B,No
134,SANSERA.NS,2905.2,332.35K,Producer Manufacturing,Auto Parts: Oem,94.0,86.0,89.0,96.0,278.92K,520.36K,2950.0,1216.3,181.09B,No
168,AGIIL.NS,382.9,1632.71K,Finance,Real Estate Development,93.0,66.0,95.0,92.0,3120.89K,2416.11K,434.4,162.58,47.86B,No
169,JAYNECOIND.NS,104.74,4715.96K,Non-Energy Minerals,Steel,93.0,75.0,88.0,91.0,6385.75K,5278.96K,117.0,34.9,101.70B,No
173,RPTECH.NS,547.4,76.09K,Distribution Services,Electronics Distributors,93.0,86.0,94.0,94.0,212.67K,313.72K,560.0,275.6,36.07B,No
179,SAFFRON.BO,31.32,6.72K,Finance,Real Estate Development,93.0,32.0,4.0,0.0,6.13K,2.10K,104.13,6.53,225.04M,No
190,OMNITEX.BO,740.0,0.18K,Process Industries,Textiles,93.0,7.0,86.0,91.0,0.68K,0.50K,892.0,282.05,3.11B,No
199,VISTARAMAR.BO,210.1,0.89K,Finance,Investment Banks/Brokers,92.0,67.0,91.0,96.0,5.23K,1.68K,238.5,91.15,1.21B,No
220,NARMADA.NS,37.14,245.59K,Process Industries,Agricultural Commodities/Milling,92.0,77.0,74.0,95.0,308.17K,443.09K,38.9,15.6,1.41B,No
222,PAISALO.NS,49.87,4284.59K,Finance,Finance/Rental/Leasing,92.0,82.0,94.0,92.0,10557.90K,11395.37K,51.3,29.38,45.36B,No
237,APOLLOPIPE.NS,521.2,230.58K,Producer Manufacturing,Miscellaneous Manufacturing,91.0,86.0,95.0,95.0,2253.81K,633.11K,554.0,252.1,22.89B,No
241,KESAR.BO,1242.95,10.20K,Finance,Real Estate Development,91.0,50.0,65.0,91.0,10.84K,10.32K,1287.4,530.0,37.32B,No
248,PESB.BO,282.3,12.00K,Finance,Investment Banks/Brokers,91.0,16.0,80.0,88.0,17.57K,10.40K,333.95,151.05,4.45B,No
269,INDOKEM.BO,599.8,1.54K,Process Industries,Industrial Specialties,90.0,86.0,21.0,9.0,6.47K,4.29K,930.0,178.0,16.73B,No
273,SGFIN.NS,579.2,114.94K,Finance,Investment Banks/Brokers,90.0,73.0,92.0,92.0,390.66K,252.38K,650.0,323.0,38.17B,No
275,AEQUS.NS,215.64,2347.32K,Electronic Technology,Aerospace & Defense,90.0,88.0,94.0,,2843.54K,2949.62K,223.85,113.3,141.21B,No
277,INDOTECH.NS,2438.9,9.51K,Producer Manufacturing,Electrical Products,90.0,45.0,97.0,88.0,77.54K,60.11K,2977.6,1100.0,25.90B,No
284,MNIL.BO,39.79,0.94K,Finance,Real Estate Development,90.0,18.0,21.0,92.0,3.28K,5.08K,50.45,18.2,1.02B,No
