Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
15,LIPPISYS.BO,231.6,228.2,2.84K,Producer Manufacturing,Industrial Machinery,98.0,73.0,59.0,98.0,12.1643,11.9214,15.64K,8.72K,281.2,23.81,1.62B,No,217.26,234.99,113.45,234.68,144.94,497
18,STLTECH.NS,837.2,823.75,807.21K,Technology Services,Information Technology Services,98.0,93.0,87.0,98.0,45.25,43.2714,2063.11K,1849.07K,912.0,84.6,430.37B,No,811.16,689.58,392.61,706.11,497.38,501
26,SIGMAADV.NS,946.0,949.65,197.47K,Technology Services,Information Technology Services,98.0,94.0,95.0,98.0,51.6214,49.8429,331.51K,314.19K,980.0,140.1,166.72B,No,830.36,719.79,391.74,737.98,474.31,500
39,SIMANDHAR.BO,147.9,148.15,50.04K,Distribution Services,Wholesale Distributors,97.0,40.0,62.0,51.0,4.925,3.8643,1.87K,0.13K,189.1,21.5,452.12M,No,150.03,151.46,,151.1,142.74,190
45,INDSWFTLAB.NS,404.35,401.25,441.58K,Health Technology,Pharmaceuticals: Major,97.0,82.0,97.0,96.0,22.9036,22.3393,1294.93K,830.55K,417.0,87.15,35.16B,No,380.6,317.32,185.39,319.58,213.11,500
49,CUPID.NS,270.0,266.3,13676.63K,Consumer Non-Durables,Household/Personal Care,97.0,35.0,91.0,97.0,13.1393,13.1393,32888.17K,26916.14K,299.0,41.82,363.06B,No,275.02,263.44,151.66,266.51,176.3,501
61,TRANSCHEM.BO,409.75,399.9,5.84K,Health Technology,Pharmaceuticals: Other,97.0,92.0,77.0,95.0,13.5286,12.9393,5.65K,3.49K,417.0,57.95,5.02B,No,378.35,346.93,238.53,350.29,266.53,497
67,MOREPENLAB.NS,120.38,116.6,8996.40K,Health Technology,Pharmaceuticals: Major,97.0,92.0,98.0,97.0,7.005,6.9764,21996.84K,18486.22K,126.8,33.05,65.96B,No,115.83,91.61,55.41,94.83,61.72,501
85,SHTL.BO,174.32,170.73,20.40K,Producer Manufacturing,Industrial Machinery,96.0,98.0,97.0,98.0,12.07,11.2543,14.29K,52.56K,177.56,38.43,986.37M,No,126.22,102.33,74.91,106.17,79.66,216
91,SHILPAMED.NS,1013.45,1007.3,604.18K,Health Technology,Pharmaceuticals: Major,96.0,89.0,96.0,97.0,48.0322,48.0322,1777.43K,1043.22K,1075.0,259.5,198.21B,No,969.59,830.43,514.48,847.78,593.51,501
95,CYIENTDLM.NS,931.4,912.7,261.22K,Electronic Technology,Electronic Production Equipment,96.0,89.0,97.0,97.0,54.9321,54.5357,929.01K,545.48K,1009.0,265.2,73.92B,No,899.47,781.17,491.36,789.64,531.52,501
96,E2E.NS,652.15,646.7,467.71K,Technology Services,Information Technology Services,96.0,76.0,95.0,96.0,28.8821,28.2607,1358.05K,706.22K,698.0,183.36,133.99B,No,612.24,589.87,363.75,598.58,416.12,501
110,SUGSLLOYD.BO,265.55,272.0,94.00K,Utilities,Alternative Power Generation,96.0,96.0,98.0,94.0,20.6929,18.5286,73.89K,104.10K,296.8,82.5,6.16B,No,245.12,196.63,134.54,203.16,149.0,263
122,VEERHEALTH.BO,49.46,49.26,93.70K,Health Technology,Pharmaceuticals: Other,95.0,59.0,93.0,94.0,2.1864,2.1864,129.71K,86.69K,52.0,16.7,989.12M,No,49.92,46.96,28.44,47.4,32.27,497
135,SAKAR.NS,1135.85,1128.55,99.26K,Health Technology,Pharmaceuticals: Major,95.0,93.0,88.0,93.0,71.5393,70.0179,173.41K,139.71K,1229.85,345.5,24.93B,No,1100.79,972.01,687.19,976.45,779.21,501
139,SMTEL.BO,339.0,340.0,0.07K,Commercial Services,Miscellaneous Commercial Services,95.0,20.0,9.0,6.0,21.55,20.4786,1.07K,0.84K,594.35,58.81,6.13B,No,348.8,408.56,374.03,397.07,415.67,498
140,KSHINTL.NS,1035.5,1036.0,131.43K,Producer Manufacturing,Electrical Products,95.0,81.0,79.0,94.0,55.4679,55.4679,349.32K,304.30K,1198.0,330.0,70.16B,No,1065.5,985.3,,997.09,772.55,192
143,GRERENEW.BO,239.65,240.5,12.00K,Electronic Technology,Semiconductors,95.0,96.0,93.0,95.0,12.3393,11.3857,32.88K,40.32K,245.0,77.5,3.42B,No,184.67,179.72,,183.64,147.92,170
144,SKYGOLD.NS,793.55,782.7,309.25K,Consumer Durables,Other Consumer Specialties,95.0,28.0,93.0,94.0,30.7607,30.6964,1135.81K,662.69K,868.8,259.0,122.90B,No,795.7,759.17,499.55,759.12,559.62,501
152,ADMACH.BO,475.0,474.5,3.00K,Producer Manufacturing,Industrial Machinery,94.0,91.0,95.0,95.0,16.6214,12.8536,8.44K,6.66K,482.95,179.0,3.22B,No,431.93,405.27,,411.87,304.64,184
156,ASMTEC.BO,7004.2,6877.8501,14.32K,Technology Services,Information Technology Services,94.0,98.0,96.0,97.0,482.7714,453.6607,33.24K,48.56K,7248.0,2099.9,102.18B,No,6221.31,5251.03,3623.02,5447.89,3939.77,497
159,TRUEGREEN.BO,193.55,196.95,3.53K,Process Industries,Textiles,94.0,3.0,53.0,63.0,12.8143,12.6929,17.76K,13.32K,255.0,56.01,6.38B,No,210.48,204.31,143.0,206.07,175.11,497
160,SHADOWFAX.NS,282.45,285.8,2507.81K,Technology Services,Packaged Software,94.0,87.0,82.0,95.0,10.9429,10.9357,8252.47K,4997.50K,292.2,98.55,165.72B,No,259.98,247.72,,249.76,198.36,168
161,MACPOWER.NS,2062.5,2061.1001,22.98K,Producer Manufacturing,Industrial Machinery,94.0,84.0,94.0,94.0,136.7571,136.15,66.30K,91.25K,2175.0,761.0,20.63B,No,1938.71,1762.57,1213.84,1802.99,1318.29,500
162,AVALON.NS,2328.5,2316.1001,534.79K,Electronic Technology,Electronic Production Equipment,94.0,73.0,86.0,95.0,137.9643,137.9643,536.97K,920.29K,2618.0,777.3,155.74B,No,2310.41,2084.02,1406.71,2119.83,1596.99,501
163,RECODE.BO,434.3,417.2,22.40K,Retail Trade,Specialty Stores,94.0,97.0,98.0,,19.3964,14.8857,51.15K,31.36K,437.5,171.0,4.62B,No,355.99,295.25,,308.04,,98
