Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Nan,Nan,92,85,54,96,SURAJINDPP.BO
2,Computer Communications,Electronic Technology,84,2,27,87,KERNEX.NS
3,Biotechnology,Health Technology,71,61,62,74,"RUBICON.NS,TITANBIO.BO,AKUMS.NS,ANTHEM.NS,ANL.BO,HALEOSLABS.NS,FERMENTA.NS,GVBL.BO,FABTECH.NS"
4,Catalog/Specialty Distribution,Retail Trade,70,38,77,64,ETHOSLTD.NS
5,Food: Meat/Fish/Dairy,Consumer Non-Durables,68,73,66,61,"SCPL.NS,ESSEX.BO,KWIL.NS,MILKYMIST.NS,SCAGRO.BO,CHATHA.BO,HATSUN.NS,APEX.NS,MUKKA.NS,PARAGMILK.NS,HERITGFOOD.NS,MODAIRY.BO,NCCBLUE.BO,DODLA.NS"
6,Oilfield Services/Equipment,Industrial Services,67,71,67,70,"CRYOGENIC.BO,TRISHAKT.BO,DOLPHIN.NS,DEEPINDS.NS,SEAMECLTD.NS,ALPHAGEO.NS,OILCOUNTUB.NS,COCHMAL.BO,UNIDT.NS,RVTH.NS,GARWAOFFS.BO,GLOBALVECT.NS"
7,Airlines,Transportation,67,45,68,68,"AFCOM.BO,JETFREIGHT.NS,TAALTECH.NS,INDIGO.NS"
8,Electronic Production Equipment,Electronic Technology,64,48,69,68,"CYIENTDLM.NS,AVALON.NS,SYRMA.NS,DATAPATTNS.NS,NELCO.NS,APOLLO.NS,DIXON.NS,PGEL.NS,KAYNES.NS,SELECTRIC.BO,ELIN.NS"
9,Computer Peripherals,Electronic Technology,64,70,61,61,"PANACHE.NS,WEPSOLN.BO,NETWEB.NS,CONTROLPR.NS,INDTONER.BO"
10,Electronics/Appliance Stores,Retail Trade,63,71,68,62,"EMIL.NS,ROBU.BO,BHATIA.BO,AVL.NS,MTL.BO,UML.BO,LOGICA.BO"
11,Telecommunications Equipment,Electronic Technology,63,52,52,68,"HFCL.NS,SMARTLINK.NS,ASTRAMICRO.NS,ADCINDIA.BO,VALIANT.BO,DCI.NS,ROSSTECH.NS,PUNJCOMMU.BO,ONIDA.NS,PRECISIO.BO,TEJASNET.NS,AVANTEL.NS,DLINKINDIA.NS,BPL.NS,KAVDEFENCE.NS,SALORAINTL.BO"
12,Oil & Gas Production,Energy Minerals,62,72,72,57,"ASIANENE.NS,PRABHA.NS,VOGL.NS,BHAGWOX.BO"
13,Pharmaceuticals: Major,Health Technology,61,57,58,62,"VINRKLB.BO,PARMAX.BO,INDSWFTLAB.NS,BLISSGVS.NS,MOREPENLAB.NS,BAFNAPH.NS,SHILPAMED.NS,VENUSREM.NS,SAKAR.NS,SUVEN.NS,NOVARTIND.NS,VIKRAMTH.BO,SENORES.NS,MARKSANS.NS,LAURUSLABS.NS,AMANTA.NS,NEULANDLAB.NS,PHRMASI.BO,GLAND.NS,ACUTAAS.NS,ALIVUS.NS,BETA.NS,COLINZ.BO,UNICHEMLAB.NS,DIVISLAB.NS,NOVELIX.BO,CAPLIPOINT.NS,INNOVACAP.NS,KOPRAN.NS,NGLFINE.NS,ASTONEALAB.BO,VALIANTLAB.NS,WINDLAS.NS,SIGACHI.NS,AMBALALSA.NS,SHAMROIN.BO,SGRL.NS,CORONA.NS,HEXAGON.NS,IPCALAB.NS,GUFICBIO.NS,SUDARSHAN.BO,THEMISMED.NS,AJANTPHARM.NS,AARTIPHARM.NS,AAREYDRUGS.NS,ORCHPHARMA.NS,PPLPHARMA.NS,TORNTPHARM.NS,SPARC.NS,GLAXO.NS,INDOCO.NS,WOCKPHARMA.NS,EMCURE.NS,HESTERBIO.NS,RPGLIFE.NS,VIYASH.NS,SOLARA.NS,SMRUTHIORG.BO,BPLPHARMA.NS,GLENMARK.NS,ANG.BO,BLUEJET.NS,ALBERTDAVD.NS,SUNLOC.NS,ZYDUSLIFE.NS,INDGN.NS,SMSPHARMA.NS,TTKHLTCARE.NS,MAKERSL.NS,SAIPARENT.NS,SHUKRAPHAR.NS,PARNAXLAB.NS,PANJON.BO,STAR.NS,SUNPHARMA.NS,SUPRIYA.NS,GUJTHEM.NS,SANJIVIN.BO,HAMPS.BO,ALEMBICLTD.NS,MEDICAPQ.NS,LINCOLN.NS,GODAVARI.BO,AARTIDRUGS.NS,BALPHARMA.NS,BRAWN.BO,FREDUN.NS,CONCORD.BO,APLLTD.NS,PRAVEG.NS,MANKIND.NS,BIOCON.NS,TLL.BO,ROOPAIND.BO,KILITCH.NS,COHANCE.NS,ANUHPHR.NS,ANURAS.NS,JENBURPH.NS,OXYGENTAPH.BO,VRL.BO,HIKAL.NS,PGHL.NS,ZENOTECH.BO,PFIZER.NS,ALKEM.NS,AUROLAB.BO,BAJAJHCARE.NS,GUJTERC.BO,KPL.NS,MANGALAM.NS,WANBURY.NS,MERCURYLAB.BO,ONESOURCE.NS,NATCOPHARM.NS,ABBOTINDIA.NS,LACTOSE.BO,PANACEABIO.NS,JUBLPHARMA.NS,SHELTER.BO,DRREDDY.NS,MEDICAMEQ.NS,SANOFICONR.NS,BIOFILCHEM.NS,MEDICO.NS,PHARMAID.BO,PANCHSHEEL.BO,ERIS.NS,DCAL.NS,KIMIABL.BO,ALPA.NS,FDC.NS,KREBSBIO.NS,TYCHE.BO,ZOTA.NS,BROOKS.NS,SANOFI.NS,ASTRAZEN.NS,STARSOURCE.BO,SYSCHEM.BO"
14,Pharmaceuticals: Other,Health Technology,60,58,60,62,"TRANSCHEM.BO,VEERHEALTH.BO,SUDEEPPHRM.NS,BDH.BO,GRANULES.NS,AUROPHARMA.NS,CHEMKART.BO,NATCAPSUQ.NS,CORALAB.BO,BERLDRG.BO,CRSTCHM.BO,LYKALABS.NS,LUPIN.NS,CIPLA.NS,ISHITADR.BO,EMMESSA.BO,SANDUPHQ.BO,SOURCENTRL.BO,AMRUTANJAN.NS,KERALAYUR.BO"
