Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Nan,Nan,92,87,67,96,SURAJINDPP.BO
2,Computer Communications,Electronic Technology,80,0,28,86,KERNEX.NS
3,Biotechnology,Health Technology,71,66,65,72,"RUBICON.NS,TITANBIO.BO,AKUMS.NS,ANL.BO,ANTHEM.NS,HALEOSLABS.NS,FERMENTA.NS,GVBL.BO,FABTECH.NS"
4,Food: Meat/Fish/Dairy,Consumer Non-Durables,69,75,68,61,"SCPL.NS,ESSEX.BO,SCAGRO.BO,KWIL.NS,CHATHA.BO,MILKYMIST.NS,HATSUN.NS,MUKKA.NS,APEX.NS,PARAGMILK.NS,HERITGFOOD.NS,NCCBLUE.BO,MODAIRY.BO,DODLA.NS"
5,Catalog/Specialty Distribution,Retail Trade,67,48,75,61,ETHOSLTD.NS
6,Oilfield Services/Equipment,Industrial Services,67,68,67,71,"CRYOGENIC.BO,TRISHAKT.BO,DEEPINDS.NS,DOLPHIN.NS,ALPHAGEO.NS,SEAMECLTD.NS,UNIDT.NS,OILCOUNTUB.NS,COCHMAL.BO,RVTH.NS,GARWAOFFS.BO,GLOBALVECT.NS"
7,Airlines,Transportation,67,42,60,67,"AFCOM.BO,JETFREIGHT.NS,TAALTECH.NS,INDIGO.NS"
8,Computer Peripherals,Electronic Technology,64,70,62,61,"PANACHE.NS,NETWEB.NS,WEPSOLN.BO,CONTROLPR.NS,INDTONER.BO"
9,Electronic Production Equipment,Electronic Technology,63,45,67,66,"CYIENTDLM.NS,AVALON.NS,SYRMA.NS,DATAPATTNS.NS,NELCO.NS,APOLLO.NS,DIXON.NS,PGEL.NS,SELECTRIC.BO,KAYNES.NS,ELIN.NS"
10,Electronics/Appliance Stores,Retail Trade,62,67,64,59,"EMIL.NS,ROBU.BO,BHATIA.BO,AVL.NS,MTL.BO,UML.BO,LOGICA.BO"
11,Oil & Gas Production,Energy Minerals,62,67,74,60,"ASIANENE.NS,PRABHA.NS,VOGL.NS,BHAGWOX.BO"
12,Telecommunications Equipment,Electronic Technology,62,49,50,66,"HFCL.NS,SMARTLINK.NS,ASTRAMICRO.NS,ADCINDIA.BO,DCI.NS,ROSSTECH.NS,VALIANT.BO,PUNJCOMMU.BO,ONIDA.NS,PRECISIO.BO,TEJASNET.NS,AVANTEL.NS,DLINKINDIA.NS,KAVDEFENCE.NS,BPL.NS,SALORAINTL.BO"
13,Contract Drilling,Industrial Services,61,69,51,82,JINDRILL.NS
14,Auto Parts: Oem,Producer Manufacturing,61,49,61,55,"HARCR.BO,SANSERA.NS,KALYANIFRG.NS,DIVGIITTS.NS,UNIPARTS.NS,SSWL.NS,SEDEMAC.NS,WHEELS.NS,AMS.BO,EMMFORCE.BO,SHRIPISTON.NS,SONACOMS.NS,GNA.NS,VARROC.NS,ASKAUTOLTD.NS,SJS.NS,PRICOLLTD.NS,RACLGEAR.NS,NRBBEARING.NS,UCAL.NS,SUNDRMFAST.NS,RML.NS,MOTHERSON.NS,HIMTEK.BO,LUMAXTECH.NS,OMAXAUTO.NS,BELRISE.NS,INDNIPPON.NS,MUNJALAU.NS,GABRIEL.NS,SMAUTO.BO,BOSCHLTD.NS,AFLTD.BO,SHANTIGEAR.NS,AUTOIND.NS,LUMAXIND.NS,MINDACORP.NS,SKFINDUS.NS,BIMETAL.NS,BHARATSE.NS,PPAP.NS,RANEHOLDIN.NS,KROSS.NS,EXIDEIND.NS,UNOMINDA.NS,GSAUTO.BO,SUPRAJIT.NS,CARRARO.NS,IGARASHI.NS,SUNDRMBRAK.NS,RICOAUTO.NS,CUMMINSIND.NS,ZFCVINDIA.NS,MENNPIS.NS,JBMA.NS,JMA.NS,SNL.BO,ACGL.NS,JAMNAAUTO.NS,ISTLTD.NS,ARISINT.BO,SHARDAMOTR.NS,JAGANLAM.BO,ASAL.NS,MUNJALSHOW.NS,PORWAL.BO,MACPLASQ.BO,TVSHLTD.NS,SALAUTO.BO,JAYUSH.BO,TENNIND.NS,AUTOAXLES.NS,REMSONSIND.NS,SWARAJENG.NS,SAMKRG.BO,SUNCLAY.NS,ALICON.NS,ENKEIWHEL.NS,HINDCOMPOS.NS,HITECHGEAR.NS,ESCORTS.NS,FIEMIND.NS,KINETICENG.BO,MSUMI.NS,CIEINDIA.NS,ZFSTEERING.NS,SINTERCOM.NS,NDRAUTO.NS,RASANDIK.BO,PRECAM.NS,KRANTI.BO"
15,Pharmaceuticals: Major,Health Technology,61,58,58,62,"VINRKLB.BO,PARMAX.BO,INDSWFTLAB.NS,BLISSGVS.NS,MOREPENLAB.NS,SHILPAMED.NS,BAFNAPH.NS,VENUSREM.NS,SAKAR.NS,SUVEN.NS,NOVARTIND.NS,VIKRAMTH.BO,SENORES.NS,LAURUSLABS.NS,MARKSANS.NS,AMANTA.NS,BETA.NS,NGLFINE.NS,KOPRAN.NS,ALIVUS.NS,GLAND.NS,NEULANDLAB.NS,ACUTAAS.NS,COLINZ.BO,VALIANTLAB.NS,DIVISLAB.NS,CAPLIPOINT.NS,ASTONEALAB.BO,INNOVACAP.NS,UNICHEMLAB.NS,NOVELIX.BO,WINDLAS.NS,CORONA.NS,PHRMASI.BO,SIGACHI.NS,HEXAGON.NS,SHAMROIN.BO,SGRL.NS,IPCALAB.NS,AMBALALSA.NS,SUDARSHAN.BO,AAREYDRUGS.NS,THEMISMED.NS,SPARC.NS,GUFICBIO.NS,AJANTPHARM.NS,AARTIPHARM.NS,ORCHPHARMA.NS,PPLPHARMA.NS,WOCKPHARMA.NS,RPGLIFE.NS,MAKERSL.NS,SHUKRAPHAR.NS,SMRUTHIORG.BO,INDOCO.NS,EMCURE.NS,HESTERBIO.NS,GLAXO.NS,VIYASH.NS,TORNTPHARM.NS,ANG.BO,BPLPHARMA.NS,HIKAL.NS,ALBERTDAVD.NS,GLENMARK.NS,BLUEJET.NS,ALEMBICLTD.NS,SOLARA.NS,INDGN.NS,SUNLOC.NS,SMSPHARMA.NS,PANJON.BO,ZYDUSLIFE.NS,GUJTHEM.NS,SAIPARENT.NS,STAR.NS,TTKHLTCARE.NS,SUPRIYA.NS,PARNAXLAB.NS,SUNPHARMA.NS,BALPHARMA.NS,AARTIDRUGS.NS,HAMPS.BO,GODAVARI.BO,SANJIVIN.BO,CONCORD.BO,LINCOLN.NS,BRAWN.BO,FREDUN.NS,PRAVEG.NS,AUROLAB.BO,KILITCH.NS,BIOCON.NS,COHANCE.NS,ROOPAIND.BO,MANKIND.NS,GUJTERC.BO,TLL.BO,ANUHPHR.NS,ANURAS.NS,APLLTD.NS,OXYGENTAPH.BO,MEDICAPQ.NS,VRL.BO,PGHL.NS,JENBURPH.NS,ZENOTECH.BO,PFIZER.NS,BAJAJHCARE.NS,WANBURY.NS,ALKEM.NS,KPL.NS,MANGALAM.NS,LACTOSE.BO,ONESOURCE.NS,PANACEABIO.NS,JUBLPHARMA.NS,MERCURYLAB.BO,ABBOTINDIA.NS,NATCOPHARM.NS,MEDICAMEQ.NS,SHELTER.BO,PHARMAID.BO,DRREDDY.NS,SANOFICONR.NS,BIOFILCHEM.NS,MEDICO.NS,PANCHSHEEL.BO,ERIS.NS,DCAL.NS,TYCHE.BO,KIMIABL.BO,ALPA.NS,ZOTA.NS,FDC.NS,KREBSBIO.NS,SANOFI.NS,BROOKS.NS,ASTRAZEN.NS,STARSOURCE.BO,SYSCHEM.BO"
16,Pharmaceuticals: Generic,Health Technology,60,59,45,57,"ZIMLAB.NS,JAGSNPHARM.NS,NUTRICIRCLE.BO,ZENLABS.BO,DENISCHEM.BO"
17,Pharmaceuticals: Other,Health Technology,59,57,58,61,"TRANSCHEM.BO,VEERHEALTH.BO,SUDEEPPHRM.NS,BDH.BO,GRANULES.NS,NATCAPSUQ.NS,AUROPHARMA.NS,CHEMKART.BO,CORALAB.BO,CRSTCHM.BO,LYKALABS.NS,BERLDRG.BO,LUPIN.NS,CIPLA.NS,ISHITADR.BO,SANDUPHQ.BO,EMMESSA.BO,SOURCENTRL.BO,AMRUTANJAN.NS,KERALAYUR.BO"
18,Medical Distributors,Distribution Services,59,66,64,63,"APPL.BO,ARVAYA.BO,QMSMEDI.NS,ENTERO.NS,NEXUSSURGL.BO,RAMAVISION.BO,APL.BO,CBPL.BO,SPML.BO,BALAXI.NS,EVERESTO.BO,GLPL.BO,CENTUPLE.BO,ROYAL.BO"
