Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
4,ARIHANT.NS,865.45,1.92K,Finance,Real Estate Development,98.0,46.0,,,6.26K,13.69K,1100.0,39.65,-21.32
15,EASTSILK.NS,50.47,0.27K,Process Industries,Textiles,98.0,7.0,2.0,1.0,3.26K,1.93K,99.25,1.8,-49.15
16,BATLIBOI.NS,89.37,439.78K,Producer Manufacturing,Industrial Machinery,98.0,82.0,,,26.30K,47.64K,97.45,15.7,-8.29
26,STLTECH.NS,584.15,1227.71K,Technology Services,Information Technology Services,98.0,95.0,98.0,98.0,5387.04K,2643.64K,679.9,84.6,-14.08
29,AHLWEST.NS,628.0,0.42K,Consumer Services,Hotels/Resorts/Cruise Lines,98.0,27.0,98.0,98.0,2.43K,0.98K,751.4,137.0,-16.42
32,CUPID.NS,179.48,32685.50K,Consumer Non-Durables,Household/Personal Care,98.0,97.0,97.0,96.0,19181.84K,27714.11K,182.88,19.4,-1.86
35,SIGMAADV.NS,607.75,223.17K,Technology Services,Information Technology Services,97.0,98.0,98.0,97.0,421.82K,354.79K,607.75,92.4,0.0
40,SWANDEF.NS,2143.1,7.50K,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,78.0,15.0,94.0,25.81K,24.91K,2489.0,197.46,-13.9
46,BHAGYANGR.NS,373.5,129.55K,Producer Manufacturing,Electrical Products,97.0,96.0,98.0,97.0,327.34K,132.61K,415.2,76.84,-10.04
47,MTARTECH.NS,7777.0,1213.98K,Electronic Technology,Aerospace & Defense,97.0,45.0,97.0,98.0,1638.17K,2895.70K,8714.0,1390.5,-10.75
53,SANGINITA.NS,40.76,68.40K,Process Industries,Chemicals: Specialty,97.0,97.0,98.0,98.0,189.30K,171.02K,40.76,9.09,0.0
59,UFBL.NS,727.2,368.89K,Consumer Services,Restaurants,97.0,96.0,98.0,98.0,426.03K,255.64K,728.15,172.34,-0.13
62,GVPIL.NS,995.0,247.98K,Industrial Services,Engineering & Construction,97.0,96.0,97.0,97.0,332.82K,475.90K,1084.0,270.9,-8.21
63,VENUSREM.NS,1854.4,62.79K,Health Technology,Pharmaceuticals: Major,97.0,98.0,96.0,96.0,91.60K,121.03K,1943.8,416.0,-4.6
64,HFCL.NS,204.77,22570.53K,Electronic Technology,Telecommunications Equipment,97.0,95.0,98.0,97.0,57462.03K,27943.45K,220.09,59.82,-6.96
65,BLISSGVS.NS,460.1,895.49K,Health Technology,Pharmaceuticals: Major,97.0,97.0,97.0,97.0,2510.88K,1045.54K,493.75,118.0,-6.82
66,DEEDEV.NS,668.65,80.22K,Producer Manufacturing,Industrial Machinery,97.0,94.0,98.0,97.0,738.41K,176.35K,760.0,183.0,-12.02
68,RAJPALAYAM.NS,828.9,1.08K,Process Industries,Textiles,96.0,59.0,,,1.82K,1.34K,875.0,314.45,-5.27
73,AEROFLEX.NS,479.65,1294.83K,Producer Manufacturing,Industrial Machinery,96.0,91.0,96.0,97.0,3219.48K,2716.85K,521.9,158.0,-8.1
81,CPPLUS.NS,3617.6,142.71K,Consumer Durables,Electronics/Appliances,96.0,97.0,97.0,96.0,442.87K,274.80K,3740.0,1015.0,-3.27
83,KOVAI.NS,6088.5,12.61K,Health Services,Hospital/Nursing Management,96.0,83.0,,,4.93K,8.97K,6340.0,2576.65,-3.97
87,MODISONLTD.NS,337.0,103.98K,Industrial Services,Engineering & Construction,96.0,98.0,98.0,96.0,213.26K,202.99K,362.7,114.0,-7.09
91,OMNI.NS,489.85,195.79K,Producer Manufacturing,Metal Fabrication,96.0,77.0,96.0,,903.98K,486.14K,548.0,176.25,-10.61
