Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,SALSAIN.BO,262.85,0.20K,Finance,Financial Conglomerates,98.0,0.0,85.0,98.0,1.11K,1.29K,828.95,14.58,1.83B,No
10,SWANDEF.NS,1914.5,,Producer Manufacturing,Trucks/Construction/Farm Machinery,98.0,65.0,55.0,98.0,,,,,,No
37,JETMALL.BO,65.66,6.00K,Distribution Services,Food Distributors,97.0,98.0,97.0,98.0,22.06K,39.60K,67.0,9.0,393.49M,No
75,RETAGGIO.BO,67.8,12.00K,Consumer Durables,Other Consumer Specialties,96.0,92.0,96.0,97.0,39.00K,28.20K,72.68,18.0,1.32B,No
92,SIZEMASTER.BO,387.3,,Producer Manufacturing,Miscellaneous Manufacturing,96.0,68.0,92.0,97.0,,,,,,No
94,BAJAJCON.NS,554.8,425.54K,Consumer Non-Durables,Household/Personal Care,96.0,90.0,94.0,96.0,1421.61K,1059.76K,581.0,168.25,72.47B,No
95,SAKAR.NS,786.4,113.48K,Health Technology,Pharmaceuticals: Major,96.0,92.0,95.0,96.0,171.32K,507.01K,837.75,306.1,17.26B,No
96,OMNI.NS,424.4,280.11K,Producer Manufacturing,Metal Fabrication,96.0,50.0,,,1201.32K,551.61K,479.4,176.25,52.48B,No
100,VEL.BO,51.18,,Distribution Services,Wholesale Distributors,95.0,58.0,80.0,91.0,,,,,,No
105,PRECWIRE.NS,457.05,1164.50K,Producer Manufacturing,Electrical Products,95.0,86.0,94.0,95.0,998.12K,975.45K,467.5,168.51,83.55B,No
111,APLABPP.BO,88.49,0.01K,Electronic Technology,Electronic Equipment/Instruments,95.0,95.0,92.0,84.0,2.94K,3.28K,97.0,26.75,2.41B,No
115,YASHHV.BO,749.1,,Producer Manufacturing,Electrical Products,95.0,87.0,95.0,93.0,,,,,,No
121,FREDUN.BO,2397.8,16.95K,Health Technology,Pharmaceuticals: Major,95.0,82.0,91.0,86.0,10.78K,13.31K,2620.0,690.0,13.12B,No
124,COSPOWER.BO,1280.1,4.00K,Producer Manufacturing,Electrical Products,95.0,92.0,91.0,96.0,1.31K,2.20K,1314.1,527.65,2.35B,No
142,ROSSTECH.NS,1015.45,217.29K,Electronic Technology,Telecommunications Equipment,94.0,79.0,92.0,92.0,128.78K,218.57K,1080.0,354.0,38.42B,No
