Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
53,NATHUEC.BO,34.69,5.13K,Transportation,Air Freight/Couriers,97.0,18.0,98.0,97.0,0.8464,0.5743,14.86K,6.59K,39.68,7.52,143.80M,No,31.54,17.18,32.98,19.63
78,CPPLUS.NS,3554.6,213.45K,Consumer Durables,Electronics/Appliances,96.0,60.0,96.0,96.0,135.95,135.2571,393.93K,233.09K,3787.0,1015.0,418.91B,No,3051.89,1945.78,3150.92,2176.16
86,TRUEGREEN.BO,186.0,15.35K,Process Industries,Textiles,96.0,62.0,85.0,97.0,5.6464,4.4929,12.04K,16.82K,200.85,52.75,6.13B,No,173.11,105.56,176.09,123.69
101,AVAX.BO,51.3,2.00K,Distribution Services,Wholesale Distributors,96.0,55.0,75.0,93.0,1.8393,1.3057,13.87K,10.33K,55.4,12.53,426.47M,No,50.68,35.33,50.41,41.02
113,CEMPRO.NS,1490.0,978.92K,Industrial Services,Engineering & Construction,95.0,96.0,98.0,95.0,68.7214,66.3143,1550.13K,733.87K,1597.4,503.3,255.96B,No,1094.46,807.31,1142.93,810.41
119,KIRLOSENG.NS,2277.0,1027.37K,Producer Manufacturing,Electrical Products,95.0,92.0,91.0,94.0,147.3214,127.6214,808.86K,1333.44K,2720.0,829.6,331.32B,No,1941.68,1393.52,1985.55,1567.98
127,PAISALO.NS,70.42,20463.03K,Finance,Finance/Rental/Leasing,95.0,89.0,96.0,95.0,2.8421,2.7579,15299.51K,26107.32K,74.9,29.86,64.05B,No,55.5,41.35,57.58,43.6
138,KSHINTL.NS,783.35,337.56K,Producer Manufacturing,Electrical Products,94.0,62.0,91.0,96.0,39.1357,38.6464,534.96K,347.58K,908.9,330.0,53.08B,No,764.82,,776.64,
139,PANKAJPO.BO,67.73,1.88K,Producer Manufacturing,Miscellaneous Manufacturing,94.0,73.0,58.0,94.0,3.8421,3.8357,7.59K,10.92K,75.97,15.0,375.49M,No,66.23,48.09,67.41,60.74
151,APIS.BO,57.77,5.07K,Consumer Non-Durables,Food: Major Diversified,94.0,27.0,8.0,19.0,2.53,2.53,14.73K,14.02K,110.42,12.36,7.96B,No,60.86,56.83,60.57,66.44
163,YASHO.NS,2914.1,18.46K,Consumer Non-Durables,Food: Specialty/Candy,94.0,88.0,96.0,95.0,152.4786,152.4786,36.65K,36.68K,3180.3,1130.0,35.19B,No,2310.26,1702.73,2431.98,1753.81
168,GALXBRG.BO,1041.25,7.42K,Producer Manufacturing,Metal Fabrication,94.0,98.0,97.0,96.0,56.0857,37.2964,1.96K,6.94K,1096.4,412.2,3.31B,No,579.17,603.97,628.31,534.78
187,ASTRAMICRO.NS,1809.3,818.74K,Electronic Technology,Telecommunications Equipment,93.0,94.0,96.0,94.0,63.2714,63.1,1021.98K,876.68K,1871.0,851.0,171.78B,No,1409.57,1095.07,1475.75,1139.87
193,HSIL.BO,351.1,8.80K,Health Technology,Medical Specialties,93.0,31.0,70.0,75.0,14.3071,12.5321,41.73K,11.69K,446.0,99.0,5.10B,No,370.3,308.79,376.07,314.02
206,AVALON.NS,1631.2,376.03K,Electronic Technology,Electronic Production Equipment,92.0,51.0,93.0,95.0,75.9071,75.3857,542.60K,357.35K,1853.0,777.3,108.98B,No,1529.89,1126.38,1591.29,1170.22
231,SCPL.NS,482.05,23.61K,Consumer Non-Durables,Food: Meat/Fish/Dairy,92.0,63.0,89.0,91.0,33.2429,32.4464,31.05K,95.22K,594.85,190.03,5.06B,No,459.36,326.92,468.32,369.51
239,MWL.NS,373.1,62.10K,Non-Energy Minerals,Steel,91.0,42.0,85.0,85.0,8.9857,8.9821,72.36K,53.43K,395.5,160.0,11.08B,No,368.91,286.02,370.87,306.94
261,BEEZAASAN.BO,337.35,24.00K,Process Industries,Industrial Specialties,91.0,90.0,94.0,89.0,15.1893,14.0429,44.80K,24.71K,391.85,177.05,5.11B,No,285.25,239.61,293.16,242.24
287,SAPL.BO,2899.95,0.02K,Producer Manufacturing,Industrial Machinery,90.0,80.0,85.0,90.0,109.5,103.7464,0.02K,0.02K,2988.7,1475.0,13.82B,No,2447.0,2152.43,2499.3,2188.15
305,CLFL.BO,57.5,0.03K,Finance,Finance/Rental/Leasing,89.0,73.0,48.0,85.0,2.13,1.7014,0.50K,0.16K,60.35,26.0,704.39M,No,52.07,44.01,52.71,47.1
311,GRANULES.NS,859.55,1594.26K,Health Technology,Pharmaceuticals: Other,89.0,81.0,79.0,88.0,23.9607,23.4143,1431.03K,1446.51K,879.1,432.6,212.99B,No,768.81,628.79,781.57,663.49
313,JSTL.BO,73.93,7.31K,Health Services,Medical/Nursing Services,89.0,18.0,54.0,76.0,4.6986,4.6929,26.89K,20.91K,93.9,32.85,1.47B,No,81.27,66.81,80.75,72.28
322,TALBROAUTO.NS,406.75,310.23K,Producer Manufacturing,Industrial Machinery,89.0,81.0,92.0,89.0,19.1786,18.8929,383.46K,713.17K,435.0,219.9,25.11B,No,358.62,295.24,364.77,299.03
376,BELRISE.NS,225.74,3719.14K,Producer Manufacturing,Auto Parts: Oem,87.0,63.0,62.0,79.0,8.3471,8.2086,4979.56K,6211.69K,252.0,111.8,200.88B,No,224.19,186.42,225.21,199.36
383,ANANDRATHI.NS,2059.8,348.87K,Finance,Investment Managers,87.0,87.0,71.0,85.0,68.4214,66.7286,737.59K,746.43K,2120.0,1036.45,342.01B,No,1834.12,1614.51,1854.92,1671.06
389,KRN.NS,1205.1,78.83K,Producer Manufacturing,Industrial Machinery,87.0,55.0,80.0,93.0,47.4071,46.9786,609.64K,103.03K,1405.0,589.8,78.88B,No,1193.83,926.59,1201.38,980.13
441,SUDARSHAN.BO,38.89,2012.00K,Health Technology,Pharmaceuticals: Major,85.0,83.0,84.0,88.0,2.0807,2.0036,211.53K,236.00K,40.41,18.5,9.71B,No,34.79,28.06,35.29,28.82
445,BSE.NS,3739.1,4063.40K,Finance,Investment Banks/Brokers,85.0,23.0,71.0,88.0,103.1929,102.8786,4040.31K,3384.89K,4446.8,2021.5,1518.56B,No,3970.21,3055.39,3961.7,3261.06
502,CEIGALL.NS,366.15,721.45K,Industrial Services,Engineering & Construction,84.0,63.0,77.0,86.0,15.9179,15.9107,712.96K,710.50K,405.7,222.61,63.79B,No,360.07,291.24,363.35,309.7
504,PREMEXPLN.NS,685.4,732.08K,Process Industries,Chemicals: Specialty,83.0,40.0,91.0,84.0,41.4536,41.2429,1156.54K,1370.55K,829.8,378.4,36.86B,No,663.96,561.1,672.22,549.95
508,TRUSTEDGE.BO,143.8,1.57K,Finance,Finance/Rental/Leasing,83.0,45.0,17.0,81.0,7.8571,7.625,5.07K,17.64K,178.5,66.88,1.33B,No,150.45,127.71,148.77,142.22
509,PANSARI.NS,356.4,96.00K,Technology Services,Packaged Software,83.0,94.0,78.0,77.0,21.075,20.2964,26.42K,73.06K,386.95,230.79,6.22B,No,292.29,288.16,296.35,293.82
511,BANKA.NS,91.35,3.28K,Industrial Services,Environmental Services,83.0,46.0,93.0,88.0,3.99,3.9036,8.94K,7.13K,97.88,41.0,993.36M,No,87.77,74.15,88.42,70.52
559,SOLARINDS.NS,17971.0,88.63K,Process Industries,Industrial Specialties,82.0,38.0,80.0,89.0,580.5,578.5714,171.81K,173.43K,18972.0,11646.0,1626.20B,No,17579.2,14554.73,17734.7,14885.27
566,MBAPL.NS,118.05,1675.92K,Process Industries,Chemicals: Agricultural,82.0,73.0,49.0,87.0,6.1393,6.1393,1153.34K,1502.31K,126.95,74.63,51.72B,No,111.16,93.52,112.72,98.4
