Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,AIRLTD.BO,672.4,0.10K,Consumer Durables,Homebuilding,99.0,29.0,97.0,98.0,0.35K,0.01K,713.95,57.81,15.06B,No
2,ISTRNETWK.BO,44.86,81.55K,Commercial Services,Miscellaneous Commercial Services,98.0,76.0,98.0,98.0,157.75K,101.27K,72.15,3.87,2.98B,No
3,VAGHANI.BO,169.7,94.96K,Consumer Durables,Homebuilding,98.0,98.0,98.0,98.0,18.52K,30.36K,169.7,19.92,2.68B,No
4,SERIND.BO,793.05,4.23K,Transportation,Air Freight/Couriers,98.0,97.0,98.0,98.0,0.85K,1.98K,793.05,88.87,784.79M,No
5,CIL.BO,289.15,2.10K,Commercial Services,Advertising/Marketing Services,98.0,96.0,98.0,98.0,3.02K,5.12K,307.0,22.86,1.56B,No
6,BPAGRI.BO,85.69,7.69K,Process Industries,Industrial Specialties,98.0,3.0,76.0,95.0,13.71K,10.02K,114.61,12.91,51.63B,No
7,EASTINDIA.BO,94.45,10.30K,Process Industries,Containers/Packaging,98.0,4.0,98.0,,4.49K,3.69K,148.0,11.28,1.40B,No
8,TRADWIN.BO,331.4,0.01K,Consumer Services,Other Consumer Services,98.0,98.0,,,0.01K,0.01K,331.4,56.44,994.20M,No
9,SMTEL.BO,177.45,0.05K,Commercial Services,Miscellaneous Commercial Services,98.0,98.0,98.0,,0.01K,0.02K,177.45,23.81,2.93B,No
10,GHVINFRA.BO,301.3,12.28K,Technology Services,Data Processing Services,98.0,53.0,49.0,93.0,18.50K,8.69K,362.4,16.48,21.72B,No
11,BIZOTIC.BO,917.6,14.40K,Consumer Non-Durables,Apparel/Footwear,98.0,81.0,97.0,98.0,14.79K,9.32K,1049.0,70.06,7.38B,No
12,FILTRON.BO,83.14,0.39K,Producer Manufacturing,Industrial Machinery,98.0,98.0,98.0,,0.29K,0.65K,83.14,11.63,217.54M,No
13,CHPLIND.BO,105.3,5.58K,Consumer Durables,Home Furnishings,98.0,97.0,98.0,,4.11K,15.51K,108.05,15.16,320.81M,No
