Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
21,CUPID.NS,283.99,281.76,10328.20K,Consumer Non-Durables,Household/Personal Care,98.0,90.0,98.0,98.0,16.1371,15.7971,33916.12K,35189.50K,299.0,32.87,381.87B,No,268.92,229.05,128.74,237.71,150.92,501
23,TRADWIN.BO,590.2,602.0,0.23K,Consumer Services,Other Consumer Services,98.0,43.0,29.0,26.0,28.4893,19.4179,0.03K,0.05K,846.45,47.04,1.77B,No,620.03,599.48,541.05,594.85,604.48,500
25,BATLIBOI.NS,86.83,86.13,12.67K,Producer Manufacturing,Industrial Machinery,98.0,61.0,63.0,,5.0193,4.9864,79.95K,71.49K,106.5,15.7,4.10B,No,87.52,85.54,,85.32,,96
36,SIMANDHAR.BO,154.0,151.05,0.00K,Distribution Services,Wholesale Distributors,98.0,21.0,52.0,63.0,11.5857,10.4214,2.01K,0.36K,189.1,21.5,470.77M,No,154.83,146.81,,145.04,139.51,169
58,TRUEGREEN.BO,235.65,224.45,39.16K,Process Industries,Textiles,97.0,92.0,92.0,98.0,13.1036,10.3393,16.69K,37.62K,255.0,52.75,7.77B,No,204.26,195.12,127.82,199.4,157.39,498
66,KABRAEXTRU.NS,601.65,609.15,146.74K,Producer Manufacturing,Industrial Machinery,97.0,97.0,98.0,96.0,35.9179,35.3464,266.18K,369.58K,625.15,180.0,21.04B,No,496.95,380.46,267.14,404.86,290.59,500
76,BHAGYANGR.NS,384.75,383.3,75.34K,Producer Manufacturing,Electrical Products,96.0,22.0,88.0,96.0,19.4857,19.475,135.39K,187.52K,432.3,86.0,12.89B,No,382.87,387.89,242.51,387.57,277.96,501
84,VEERHEALTH.BO,49.42,48.02,196.99K,Health Technology,Pharmaceuticals: Other,96.0,85.0,97.0,96.0,2.0486,2.0264,151.72K,130.26K,50.95,16.7,988.32M,No,46.32,40.24,25.11,41.5,28.1,498
85,TEJASSVI.BO,67.05,66.46,1.82K,Process Industries,Textiles,96.0,72.0,96.0,93.0,2.3914,1.6457,65.22K,21.81K,74.0,13.8,3.90B,No,67.7,58.21,36.94,59.97,43.85,498
94,EXATO.BO,710.55,729.45,10.00K,Technology Services,Packaged Software,96.0,89.0,96.0,95.0,34.1321,31.1572,45.25K,30.20K,775.0,266.0,7.15B,No,648.64,539.76,,567.03,431.7,180
