Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,97,13,3,59,RRFIN.BO
2,Cable/Satellite Tv,Consumer Services,94,92,95,94,NDLVENTURE.NS
3,Real Estate Investment Trusts,Finance,84,78,84,84,"FUNDVISER.BO,ANNAINFRA.BO,INDUSINVIT.BO,MINDSPACE.BO,EMBASSY.BO,NXST.BO,BIRET.BO,KRT.BO"
4,Drugstore Chains,Retail Trade,82,84,86,85,MEDPLUS.NS
5,Biotechnology,Health Technology,76,81,75,80,"TITANBIO.BO,RUBICON.NS,ANL.BO,FERMENTA.BO,AKUMS.NS,ANTHEM.NS,HALEOSLABS.NS,FABTECH.NS"
6,Major Banks,Finance,72,33,67,77,"INDIANB.NS,FEDERALBNK.NS,RBLBANK.NS,UNIONBANK.NS,MAHABANK.NS,BANKINDIA.NS,SOUTHBANK.NS,CANBK.NS,AXISBANK.NS,BANKBARODA.NS,INDUSINDBK.NS,PNB.NS,BANDHANBNK.NS,CSBBANK.NS,IOB.NS,KOTAKBANK.NS,CENTRALBK.NS,HDFCBANK.NS,IDBI.NS"
7,Discount Stores,Retail Trade,71,11,2,27,SPICELOUNG.BO
8,Investment Trusts/Mutual Funds,Miscellaneous,70,75,73,71,"CUBEINVIT.BO,ANZEN.BO,PSPLATINA.BO,GROWW.NS,ALTIUSINVIT.BO,ANANTAM.BO,PSTITANIA.BO,ROADSTAR.BO,ENERGYINF.BO,JINDCAP.BO,SUMMITSEC.NS"
9,Life/Health Insurance,Finance,70,48,67,72,"CANHLIFE.NS,STARHEALTH.NS,MFSL.NS,SBILIFE.NS,NIVABUPA.NS,LICI.NS,ICICIPRULI.NS,BAJAJFINSV.NS"
10,Specialty Insurance,Finance,70,65,74,78,"GICRE.NS,ICICIGI.NS"
11,Wireless Telecommunications,Communications,68,70,58,75,"BHARTIARTL.NS,BHARTIHEXA.NS"
