Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
11,ARIHANT.NS,914.85,,Finance,Real Estate Development,98.0,69.0,47.0,,,,,,
13,EASTSILK.NS,49.98,,Process Industries,Textiles,98.0,51.0,9.0,5.0,,,,,
21,SANGINITA.NS,58.09,,Process Industries,Chemicals: Specialty,98.0,98.0,98.0,98.0,,,,,
24,BATLIBOI.NS,90.82,,Producer Manufacturing,Industrial Machinery,98.0,85.0,65.0,,,,,,
27,STLTECH.NS,528.75,,Technology Services,Information Technology Services,98.0,2.0,97.0,98.0,,,,,
28,CUPID.NS,211.25,,Consumer Non-Durables,Household/Personal Care,98.0,91.0,97.0,96.0,,,,,
39,SIGMAADV.NS,520.3,,Technology Services,Information Technology Services,97.0,47.0,98.0,97.0,,,,,
41,AHLWEST.NS,560.0,,Consumer Services,Hotels/Resorts/Cruise Lines,97.0,21.0,98.0,98.0,,,,,
44,SWANDEF.NS,2321.7,,Producer Manufacturing,Trucks/Construction/Farm Machinery,97.0,87.0,83.0,76.0,,,,,
50,BHAGYANGR.NS,379.0,,Producer Manufacturing,Electrical Products,97.0,40.0,96.0,95.0,,,,,
53,VENUSREM.NS,1775.5,,Health Technology,Pharmaceuticals: Major,97.0,59.0,95.0,97.0,,,,,
60,HFCL.NS,217.97,,Electronic Technology,Telecommunications Equipment,96.0,66.0,98.0,98.0,,,,,
64,ONELIFECAP.NS,37.31,,Finance,Investment Managers,96.0,91.0,98.0,96.0,,,,,
67,BLISSGVS.NS,467.6,,Health Technology,Pharmaceuticals: Major,96.0,32.0,96.0,97.0,,,,,
68,UFBL.NS,635.0,,Consumer Services,Restaurants,96.0,44.0,97.0,97.0,,,,,
73,THANGAMAYL.NS,6453.0,,Consumer Durables,Other Consumer Specialties,96.0,90.0,93.0,92.0,,,,,
77,CEMPRO.NS,1639.6,,Industrial Services,Engineering & Construction,96.0,95.0,98.0,96.0,,,,,
79,CPPLUS.NS,3491.2,128.33K,Consumer Durables,Electronics/Appliances,96.0,31.0,92.0,96.0,340.54K,194.62K,3866.0,1015.0,-9.69
80,OMNI.NS,576.55,,Producer Manufacturing,Metal Fabrication,96.0,89.0,94.0,,,,,,
82,DEEDEV.NS,680.1,,Producer Manufacturing,Industrial Machinery,96.0,36.0,95.0,98.0,,,,,
85,NOVARTIND.NS,1701.9,,Health Technology,Pharmaceuticals: Major,95.0,92.0,95.0,,,,,,
87,GVPIL.NS,811.3,,Industrial Services,Engineering & Construction,95.0,1.0,94.0,97.0,,,,,
88,ACUTAAS.NS,3677.0,,Health Technology,Pharmaceuticals: Major,95.0,85.0,92.0,95.0,,,,,
89,ATHERENERG.NS,1288.4,,Consumer Durables,Motor Vehicles,95.0,96.0,90.0,94.0,,,,,
90,OMAXAUTO.NS,234.13,,Producer Manufacturing,Auto Parts: Oem,95.0,64.0,97.0,97.0,,,,,
92,KSHINTL.NS,905.35,502.18K,Producer Manufacturing,Electrical Products,95.0,60.0,93.0,97.0,507.91K,385.08K,930.0,330.0,-2.65
94,MTARTECH.NS,5573.5,656.41K,Electronic Technology,Aerospace & Defense,95.0,0.0,67.0,95.0,1452.59K,132.56K,8714.0,1390.5,-36.04
95,RUBICON.NS,1516.9,,Health Technology,Biotechnology,95.0,83.0,94.0,96.0,,,,,
96,YASHO.NS,3147.6,,Consumer Non-Durables,Food: Specialty/Candy,95.0,80.0,97.0,96.0,,,,,
97,INDSWFTLAB.NS,237.6,,Health Technology,Pharmaceuticals: Major,95.0,94.0,95.0,97.0,,,,,
99,SHREEJISPG.NS,612.15,,Transportation,Other Transportation,95.0,92.0,94.0,91.0,,,,,
103,SAKAR.NS,878.75,,Health Technology,Pharmaceuticals: Major,95.0,80.0,90.0,96.0,,,,,
104,RPTECH.NS,743.75,,Distribution Services,Electronics Distributors,95.0,47.0,93.0,94.0,,,,,
106,SHARDUL.NS,56.57,,Finance,Investment Banks/Brokers,95.0,98.0,,,,,,,
110,GRWRHITECH.NS,6921.0,,Process Industries,Chemicals: Specialty,95.0,59.0,95.0,96.0,,,,,
111,HITECHCORP.NS,319.75,,Producer Manufacturing,Miscellaneous Manufacturing,95.0,66.0,97.0,94.0,,,,,
112,SCPL.NS,547.75,,Consumer Non-Durables,Food: Meat/Fish/Dairy,95.0,86.0,96.0,93.0,,,,,
114,BAFNAPH.NS,233.58,,Health Technology,Pharmaceuticals: Major,94.0,97.0,95.0,92.0,,,,,
115,KIRLOSENG.NS,2221.7,246.31K,Producer Manufacturing,Electrical Products,94.0,83.0,87.0,94.0,802.40K,620.82K,2720.0,855.8,-18.32
118,SETL.NS,289.65,,Health Technology,Medical Specialties,94.0,98.0,97.0,95.0,,,,,
119,SKMEGGPROD.NS,313.7,,Process Industries,Agricultural Commodities/Milling,94.0,96.0,96.0,94.0,,,,,
123,AEROFLEX.NS,413.4,,Producer Manufacturing,Industrial Machinery,94.0,3.0,88.0,96.0,,,,,
124,PAISALO.NS,72.18,,Finance,Finance/Rental/Leasing,94.0,93.0,94.0,95.0,,,,,
125,MODISONLTD.NS,293.45,45.02K,Industrial Services,Engineering & Construction,94.0,14.0,97.0,93.0,216.97K,48.76K,362.7,114.0,-19.09
126,KANORICHEM.NS,152.21,85.35K,Process Industries,Chemicals: Specialty,94.0,94.0,97.0,95.0,44.09K,41.04K,153.65,56.0,-0.94
127,TIRUPATIFL.NS,76.95,,Producer Manufacturing,Industrial Conglomerates,94.0,98.0,95.0,95.0,,,,,
128,NGLFINE.NS,3237.4,16.80K,Health Technology,Pharmaceuticals: Major,94.0,73.0,89.0,95.0,19.42K,8.26K,3329.0,1175.5,-2.75
130,SKYGOLD.NS,655.8,,Consumer Durables,Other Consumer Specialties,94.0,95.0,93.0,94.0,,,,,
131,KMEW.NS,2451.8,36.99K,Producer Manufacturing,Trucks/Construction/Farm Machinery,94.0,90.0,90.0,86.0,159.15K,104.83K,2540.0,797.5,-3.47
132,SANSERA.NS,3294.7,,Producer Manufacturing,Auto Parts: Oem,94.0,84.0,90.0,93.0,,,,,
134,SENORES.NS,1404.0,,Health Technology,Pharmaceuticals: Major,94.0,75.0,92.0,92.0,,,,,
135,RUBYMILLS.NS,411.85,,Process Industries,Textiles,94.0,92.0,95.0,94.0,,,,,
138,NRL.NS,110.02,,Non-Energy Minerals,Other Metals/Minerals,94.0,97.0,97.0,94.0,,,,,
139,KOVAI.NS,5935.5,1.37K,Health Services,Hospital/Nursing Management,94.0,57.0,61.0,,5.68K,3.67K,6340.0,2576.65,-6.38
140,SPORTKING.NS,198.46,,Process Industries,Textiles,94.0,78.0,88.0,96.0,,,,,
141,AEGISLOG.NS,1313.5,,Distribution Services,Wholesale Distributors,93.0,95.0,96.0,92.0,,,,,
142,INDOTECH.NS,3419.2,,Producer Manufacturing,Electrical Products,93.0,94.0,96.0,96.0,,,,,
143,MENONBE.NS,220.13,305.80K,Producer Manufacturing,Metal Fabrication,93.0,94.0,96.0,92.0,251.11K,111.34K,220.13,101.5,0.0
146,DIACABS.NS,269.07,,Producer Manufacturing,Electrical Products,93.0,95.0,94.0,94.0,,,,,
147,SHADOWFAX.NS,219.41,,Technology Services,Packaged Software,93.0,45.0,92.0,,,,,,
150,COCKERILL.NS,9182.0,4.68K,Non-Energy Minerals,Steel,93.0,54.0,,,22.86K,11.09K,10871.5,5015.25,-15.54
