Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
1,SESHACHAL.BO,92.48,0.15K,Technology Services,Information Technology Services,98.0,21.0,7.0,97.0,0.1336,0.0,0.28K,0.01K,105.31,2.39,64.21M,No,96.7,61.4,96.01,81.91
2,MRUTR.BO,51.57,7.22K,Finance,Investment Banks/Brokers,98.0,97.0,98.0,98.0,0.8886,0.0,0.39K,0.69K,51.57,0.46,37.26B,No,33.44,13.16,36.56,19.33
3,COVIDH.BO,106.01,0.01K,Technology Services,Packaged Software,98.0,97.0,97.0,98.0,2.8236,0.0,3.31K,6.33K,676.67,1.5,891.44M,No,82.66,35.89,88.85,52.03
4,JTLDEFENCE.BO,437.9,3.24K,Non-Energy Minerals,Other Metals/Minerals,98.0,92.0,99.0,98.0,4.2571,0.0,2.46K,0.69K,437.9,47.45,4.61B,No,294.2,121.54,330.54,153.09
5,KETOMOTORS.BO,179.4,9.99K,Process Industries,Chemicals: Agricultural,98.0,96.0,95.0,95.0,2.8714,2.2643,5.08K,9.91K,179.4,4.57,12.64B,No,122.02,99.05,130.9,104.57
6,SMTEL.BO,422.25,0.16K,Commercial Services,Miscellaneous Commercial Services,98.0,69.0,14.0,97.0,27.7143,24.8571,1.40K,0.52K,494.85,15.83,7.63B,No,416.42,263.35,414.84,350.91
7,SAMTELIN.BO,59.96,68.55K,Electronic Technology,Computer Peripherals,98.0,96.0,98.0,98.0,1.1614,0.2171,3.59K,2.13K,62.4,1.89,424.99M,No,40.45,15.28,43.99,22.51
8,MODMA.BO,67.35,0.40K,Producer Manufacturing,Metal Fabrication,98.0,52.0,98.0,98.0,1.26,0.2079,3.60K,1.50K,85.79,1.1,7.85B,No,62.94,21.14,66.76,30.19
9,TANDHANIN.BO,143.75,10.17K,Finance,Investment Banks/Brokers,98.0,96.0,98.0,98.0,2.6214,0.4143,0.20K,0.58K,149.55,10.48,7.15B,No,99.05,40.02,107.23,55.48
10,APOLLOIN.BO,80.79,0.20K,Process Industries,Agricultural Commodities/Milling,98.0,97.0,98.0,98.0,1.3936,0.01,5.00K,4.62K,80.79,5.16,840.22M,No,54.52,20.34,59.34,28.36
11,ARIHANT.NS,872.0,1.08K,Finance,Real Estate Development,98.0,46.0,,,56.5571,53.6107,6.37K,13.72K,1100.0,39.65,9.47B,No,810.02,,880.19,
12,LIPPISYS.BO,205.47,23.28K,Producer Manufacturing,Industrial Machinery,98.0,99.0,98.0,98.0,9.8736,5.7629,35.75K,79.00K,205.47,19.9,1.44B,No,88.65,45.58,104.52,58.12
