Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,History_Days
1,AXISOL.BO,616.3,628.85,0.55K,Technology Services,Information Technology Services,98.0,98.0,98.0,98.0,25.8107,15.2643,8.16K,17.81K,667.75,24.38,29.06B,No,487.63,389.85,224.92,421.23,296.77,498
2,SAMTELIN.BO,39.0,39.0,0.20K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,1.0,28.0,97.0,2.0193,1.665,13.40K,13.08K,72.95,1.89,276.43M,No,40.94,51.94,26.07,49.11,35.46,254
3,ARIHANT.NS,999.6,1007.2,2.85K,Finance,Real Estate Development,98.0,36.0,75.0,,65.8071,65.1643,8.90K,3.17K,1225.0,39.65,10.86B,No,1086.41,946.74,,959.11,,94
4,SALSAIN.BO,335.3,319.35,0.22K,Finance,Financial Conglomerates,98.0,2.0,79.0,88.0,22.8964,19.3964,0.74K,0.51K,828.95,14.58,2.34B,No,367.36,309.63,261.19,317.68,355.71,497
5,ISERA.BO,143.9,143.9,1.30K,Technology Services,Packaged Software,98.0,46.0,96.0,98.0,0.0,0.0,3.02K,0.62K,143.9,4.12,1.21B,No,143.9,137.72,66.07,141.24,89.82,496
6,MRUTR.BO,86.11,82.01,207.25K,Finance,Investment Banks/Brokers,98.0,74.0,98.0,98.0,2.4207,0.8629,4.66K,8.97K,100.23,0.56,62.21B,No,89.41,72.9,29.64,77.11,41.56,497
7,MODMA.BO,54.0,51.5,0.20K,Producer Manufacturing,Metal Fabrication,98.0,75.0,8.0,98.0,2.2379,0.6986,2.34K,1.28K,85.79,1.73,6.29B,No,46.84,55.42,31.97,54.64,42.29,496
8,APOLLOIN.BO,109.25,114.95,3.24K,Process Industries,Agricultural Commodities/Milling,98.0,8.0,97.0,98.0,2.8321,0.0071,2.98K,0.43K,146.05,5.16,1.14B,No,130.81,110.73,44.47,114.6,61.52,497
9,SESHACHAL.BO,70.16,73.85,0.12K,Technology Services,Information Technology Services,98.0,5.0,4.0,44.0,0.5407,0.0007,0.65K,0.65K,105.31,2.39,48.72M,No,76.38,78.2,74.53,76.48,89.02,498
10,SOURCEIND.BO,41.1,40.3,0.75K,Consumer Durables,Home Furnishings,98.0,97.0,98.0,98.0,0.7079,0.035,0.31K,0.41K,41.1,4.18,468.67M,No,34.64,27.78,12.7,30.39,16.9,498
11,LIPPISYS.BO,230.6,235.3,6.62K,Producer Manufacturing,Industrial Machinery,98.0,7.0,98.0,98.0,5.2321,1.025,33.55K,8.57K,281.2,21.85,1.61B,No,249.86,229.92,91.58,234.63,120.92,496
12,TANDHANIN.BO,128.0,125.0,2.45K,Finance,Investment Banks/Brokers,98.0,5.0,81.0,98.0,8.7143,7.6929,5.13K,11.02K,164.0,10.48,6.37B,No,137.8,144.46,69.39,143.72,94.21,497
13,KARTKIN.BO,9600.0,9986.5,0.01K,Finance,Financial Conglomerates,98.0,83.0,44.0,98.0,362.2715,318.9073,0.02K,0.03K,10741.85,1087.8,2.34B,No,8790.09,8566.03,4593.88,8804.99,6101.1,498
14,JTLDEFENCE.BO,509.4,485.15,1.19K,Non-Energy Minerals,Other Metals/Minerals,98.0,1.0,90.0,98.0,28.0893,22.2821,2.70K,5.91K,694.3,55.58,5.36B,No,556.05,552.55,235.06,564.45,307.34,498
15,CALLISTA.BO,158.8,162.0,0.13K,Consumer Durables,Home Furnishings,98.0,40.0,48.0,33.0,3.3821,1.675,3.81K,10.87K,225.95,15.16,1.52B,No,172.2,177.37,152.49,174.01,176.0,496
16,NEWMKTAVE.BO,64.46,63.2,0.00K,Finance,Investment Managers,98.0,98.0,98.0,98.0,1.2093,0.0,,0.00K,64.46,9.1,318.43M,No,52.78,44.25,22.4,45.47,27.73,497
17,MAXGROW.BO,130.14,123.95,2.76K,Commercial Services,Personnel Services,98.0,97.0,98.0,94.0,4.1707,1.1007,25.94K,29.39K,130.14,12.15,5.20B,No,95.51,75.69,54.85,85.93,63.98,497
18,VINRKLB.BO,43.8,41.72,4.85K,Health Technology,Pharmaceuticals: Major,98.0,98.0,71.0,93.0,2.0836,1.0514,1.29K,2.06K,46.65,4.5,486.87M,No,32.68,33.07,25.43,33.56,34.77,497
19,PARMSILK.BO,341.0,329.05,0.51K,Process Industries,Textiles,98.0,82.0,98.0,98.0,21.6036,18.2464,1.00K,0.52K,472.35,37.73,1.02B,No,337.04,326.69,154.14,340.59,191.18,350
20,ASIACAP.BO,114.85,112.6,0.51K,Finance,Finance/Rental/Leasing,98.0,95.0,96.0,98.0,2.0157,0.7614,0.71K,0.43K,114.85,17.37,355.12M,No,97.37,83.92,44.85,90.47,58.65,497
21,RANJITSE.BO,62.5,62.61,0.01K,Finance,Finance/Rental/Leasing,98.0,56.0,50.0,15.0,2.7043,1.7157,0.22K,0.16K,122.1,6.24,167.96M,No,61.79,61.17,,61.06,73.58,183
22,CUPID.NS,286.41,284.58,15800.61K,Consumer Non-Durables,Household/Personal Care,98.0,95.0,98.0,98.0,17.2943,16.69,33888.93K,38850.40K,299.0,32.87,385.12B,No,263.91,224.36,126.43,237.95,151.0,499
23,TRADWIN.BO,590.2,602.2,0.05K,Consumer Services,Other Consumer Services,98.0,43.0,29.0,28.0,30.6821,17.7179,0.03K,0.04K,846.45,47.04,1.77B,No,618.34,601.07,535.94,594.85,604.48,498
24,APPL.BO,296.4,290.6,2.40K,Distribution Services,Medical Distributors,98.0,84.0,94.0,97.0,5.5143,0.1321,16.06K,12.48K,310.25,32.32,5.08B,No,276.8,250.94,151.51,259.68,188.12,225
25,SHANTAI.BO,91.34,92.26,3.48K,Process Industries,Textiles,98.0,42.0,26.0,97.0,0.2964,0.2307,3.05K,5.88K,102.01,11.15,685.05M,No,92.27,93.58,58.2,93.12,76.92,497
26,BATLIBOI.NS,87.6,85.27,26.08K,Producer Manufacturing,Industrial Machinery,98.0,59.0,66.0,,6.3414,6.0443,79.04K,77.68K,106.5,15.7,4.14B,No,87.25,85.33,,85.39,,94
27,STELLANT.BO,1054.05,1087.95,14.66K,Finance,Investment Banks/Brokers,98.0,98.0,97.0,92.0,62.0036,54.1714,7.38K,11.75K,1104.6,113.64,5.99B,No,929.3,720.08,580.09,783.42,662.3,497
28,STEELCO.BO,234.5,229.95,4.45K,Non-Energy Minerals,Steel,98.0,98.0,96.0,97.0,9.0143,5.5821,10.24K,30.83K,234.5,15.0,1.48B,No,165.55,154.89,102.33,164.68,132.24,498
29,PARMAX.BO,131.15,129.9,55.00K,Health Technology,Pharmaceuticals: Major,98.0,93.0,99.0,98.0,2.3214,0.5107,13.87K,1.73K,131.15,22.6,490.67M,No,113.37,97.1,49.49,104.35,58.27,496
30,STLTECH.NS,658.5,627.15,2003.77K,Technology Services,Information Technology Services,98.0,85.0,90.0,98.0,31.4214,29.9357,2447.89K,1546.69K,683.5,84.6,338.41B,No,613.42,589.91,310.76,594.71,405.37,499
31,SANGINITA.NS,53.6,56.42,1309.06K,Process Industries,Chemicals: Specialty,98.0,7.0,97.0,98.0,2.31,0.98,219.56K,551.84K,68.02,9.23,1.39B,No,59.82,52.8,25.62,54.4,32.45,498
32,TRANSCHEM.BO,323.9,326.2,1.01K,Health Technology,Pharmaceuticals: Other,98.0,13.0,95.0,96.0,14.0393,13.9536,6.67K,4.10K,377.65,46.01,3.96B,No,313.66,328.69,205.2,329.84,236.21,496
33,SHENTRA.BO,131.0,131.0,0.05K,Process Industries,Chemicals: Specialty,98.0,54.0,93.0,96.0,0.575,0.3821,0.12K,0.18K,134.85,16.65,581.40M,No,131.61,119.79,71.43,123.03,87.93,224
34,SIMANDHAR.BO,158.95,159.7,0.77K,Distribution Services,Wholesale Distributors,98.0,74.0,62.0,66.0,12.5929,10.2107,1.99K,0.68K,189.1,21.5,485.90M,No,155.6,147.33,,145.53,139.68,167
35,KELENRG.BO,14535.0,14250.0,0.92K,Process Industries,Industrial Specialties,98.0,98.0,98.0,98.0,596.2822,458.25,2.24K,2.97K,14535.0,2900.0,14.54B,No,11092.61,8970.53,5184.52,9977.27,6030.24,496
36,PANKAJPO.BO,104.81,99.82,18.36K,Producer Manufacturing,Miscellaneous Manufacturing,98.0,84.0,94.0,93.0,5.1186,4.4621,15.46K,19.87K,104.81,15.36,581.06M,No,90.19,80.27,58.72,84.68,70.28,496
