Rank,Ticker,Price,DVol,Sector,Industry,RS,1M_RS,3M_RS,6M_RS,AvgVol,AvgVol10,52WKH,52WKL,%Dist_52H
24,TAKE.NS,38.85,367.10K,Technology Services,Information Technology Services,98.0,26.0,82.0,98.0,1035.81K,383.94K,49.94,6.51,-22.21
28,CUPID.NS,84.65,33935.29K,Consumer Non-Durables,Household/Personal Care,98.0,87.0,67.0,97.0,51021.29K,27633.42K,105.39,11.15,-19.68
38,MAHASTEEL.NS,973.8,7.18K,Non-Energy Minerals,Steel,97.0,97.0,88.0,97.0,12.39K,10.99K,1050.0,221.9,-7.26
43,PFOCUS.NS,327.05,5303.44K,Consumer Services,Movies/Entertainment,97.0,97.0,97.0,96.0,5648.04K,4355.34K,329.9,85.0,-0.86
54,MTARTECH.NS,3576.5,360.84K,Electronic Technology,Aerospace & Defense,97.0,73.0,97.0,97.0,592.83K,290.70K,3920.0,1155.6,-8.76
60,ACUTAAS.NS,2545.0,749.57K,Health Technology,Pharmaceuticals: Major,97.0,96.0,97.0,96.0,385.73K,420.70K,2561.4,1059.0,-0.64
62,UNIVPHOTO.NS,419.5,0.03K,Consumer Durables,Electronics/Appliances,97.0,94.0,97.0,96.0,34.63K,113.70K,515.8,174.0,-18.67
65,STLTECH.NS,186.13,7247.62K,Technology Services,Information Technology Services,96.0,95.0,97.0,95.0,8293.15K,8749.65K,205.73,58.86,-9.53
67,VENUSREM.NS,862.75,46.55K,Health Technology,Pharmaceuticals: Major,96.0,97.0,87.0,97.0,35.87K,67.14K,944.75,285.7,-8.68
71,ATHERENERG.NS,796.35,,Consumer Durables,Motor Vehicles,96.0,95.0,90.0,94.0,,,,,
72,NORBTEAEXP.NS,89.96,1.16K,Consumer Non-Durables,Food: Specialty/Candy,96.0,68.0,94.0,96.0,3.62K,1.44K,99.35,30.5,-9.45
75,NGLFINE.NS,2121.7,6.74K,Health Technology,Pharmaceuticals: Major,96.0,70.0,97.0,95.0,6.80K,5.22K,2575.0,980.0,-17.6
77,WAAREEINDO.NS,385.55,42.76K,Electronic Technology,Electronic Equipment/Instruments,96.0,87.0,68.0,,87.09K,117.89K,725.0,165.07,-46.82
79,BGRENERGY.NS,258.5,,Industrial Services,Engineering & Construction,96.0,12.0,48.0,82.0,,,,,
83,NATIONALUM.NS,371.0,15920.69K,Non-Energy Minerals,Aluminum,96.0,93.0,95.0,97.0,17605.17K,17398.21K,431.5,137.75,-14.02
84,SBC.NS,30.97,9964.32K,Distribution Services,Wholesale Distributors,96.0,77.0,89.0,94.0,11321.17K,11190.82K,32.85,10.95,-5.72
87,PRECWIRE.NS,301.4,498.03K,Producer Manufacturing,Electrical Products,96.0,84.0,95.0,96.0,1552.25K,1226.22K,356.1,118.0,-15.36
90,NARMADA.NS,31.43,230.28K,Process Industries,Agricultural Commodities/Milling,96.0,77.0,97.0,93.0,218.87K,164.47K,35.99,14.82,-12.67
92,LUMAXTECH.NS,1608.8,210.89K,Producer Manufacturing,Auto Parts: Oem,96.0,76.0,85.0,95.0,284.43K,270.27K,1823.9,449.0,-11.79
93,HINDCOPPER.NS,493.45,17469.44K,Non-Energy Minerals,Other Metals/Minerals,96.0,45.0,91.0,95.0,37036.98K,10476.74K,760.05,183.82,-35.08
97,BAJAJCON.NS,350.1,,Consumer Non-Durables,Household/Personal Care,95.0,43.0,96.0,94.0,,,,,
101,TDPOWERSYS.NS,848.8,480.25K,Producer Manufacturing,Electrical Products,95.0,75.0,93.0,95.0,971.16K,753.10K,933.0,318.7,-9.02
102,ARFIN.NS,75.47,,Non-Energy Minerals,Aluminum,95.0,92.0,90.0,96.0,,,,,
110,APEX.NS,377.55,367.91K,Consumer Non-Durables,Food: Meat/Fish/Dairy,95.0,45.0,96.0,95.0,1719.85K,611.03K,487.95,186.55,-22.63
111,GVT&D.NS,3746.2,1261.52K,Producer Manufacturing,Electrical Products,95.0,85.0,93.0,92.0,674.40K,460.04K,3999.0,1254.0,-6.32
113,AVANTIFEED.NS,1208.6,,Process Industries,Agricultural Commodities/Milling,95.0,58.0,96.0,96.0,,,,,
114,KSR.NS,34.1,3.37K,Consumer Non-Durables,Apparel/Footwear,95.0,96.0,98.0,,153.54K,16.25K,37.24,14.04,-8.43
116,ROSSTECH.NS,681.3,35.25K,Electronic Technology,Telecommunications Equipment,95.0,85.0,89.0,74.0,184.78K,48.18K,840.0,277.05,-18.89
118,SAKAR.NS,518.4,42.95K,Health Technology,Pharmaceuticals: Major,95.0,84.0,94.0,94.0,97.67K,84.75K,577.95,210.1,-10.3
120,THANGAMAYL.NS,3431.0,72.75K,Consumer Durables,Other Consumer Specialties,95.0,62.0,86.0,96.0,172.89K,104.14K,4149.0,1700.0,-17.31
122,FORCEMOT.NS,20410.0,73.46K,Consumer Durables,Motor Vehicles,95.0,21.0,90.0,89.0,110.56K,104.89K,26450.0,8050.0,-22.84
123,MCX.NS,2398.2,7840.14K,Finance,Investment Banks/Brokers,95.0,85.0,90.0,95.0,4115.45K,4166.06K,2705.0,907.0,-11.34
125,SANSERA.NS,2159.2,132.49K,Producer Manufacturing,Auto Parts: Oem,95.0,63.0,95.0,95.0,238.90K,219.74K,2396.0,972.2,-9.88
128,POWERINDIA.NS,24685.0,187.45K,Electronic Technology,Electronic Equipment/Instruments,94.0,83.0,96.0,93.0,168.70K,130.82K,26325.0,10400.0,-6.23
129,SALSTEEL.NS,37.98,85.19K,Non-Energy Minerals,Steel,94.0,22.0,72.0,91.0,81.38K,73.68K,49.57,14.37,-23.38
133,SMSPHARMA.NS,386.15,337.19K,Health Technology,Pharmaceuticals: Major,94.0,87.0,95.0,93.0,426.30K,411.71K,433.9,188.0,-11.0
137,BELRISE.NS,189.85,,Producer Manufacturing,Auto Parts: Oem,94.0,90.0,90.0,91.0,,,,,
140,AETHER.NS,1170.35,595.00K,Process Industries,Chemicals: Major Diversified,94.0,97.0,96.0,95.0,305.50K,391.72K,1195.0,725.0,-2.06
142,SEAMECLTD.NS,1381.4,154.35K,Industrial Services,Oilfield Services/Equipment,94.0,92.0,96.0,95.0,71.09K,68.68K,1463.9,752.55,-5.64
147,BHAGYANGR.NS,143.26,,Producer Manufacturing,Electrical Products,94.0,78.0,81.0,95.0,,,,,
148,BLISSGVS.NS,217.98,1881.41K,Health Technology,Pharmaceuticals: Major,94.0,90.0,95.0,95.0,4272.64K,1390.99K,243.9,108.12,-10.63
149,ATLANTAELE.NS,1238.65,,Producer Manufacturing,Electrical Products,94.0,98.0,96.0,,,,,,
152,INDSWFTLAB.NS,138.21,1017.72K,Health Technology,Pharmaceuticals: Major,94.0,79.0,97.0,93.0,652.50K,353.31K,151.98,68.72,-9.06
153,JAYNECOIND.NS,74.11,7261.34K,Non-Energy Minerals,Steel,94.0,75.0,71.0,85.0,5988.06K,4015.58K,94.3,29.21,-21.41
154,GLOBAL.NS,96.54,103.83K,Commercial Services,Miscellaneous Commercial Services,94.0,65.0,85.0,94.0,97.28K,130.47K,112.35,41.0,-14.07
156,CPPLUS.NS,1826.0,1116.59K,Consumer Durables,Electronics/Appliances,94.0,97.0,94.0,93.0,191.86K,174.09K,1889.9,1015.0,-3.38
158,DBOL.NS,106.05,1508.93K,Process Industries,Agricultural Commodities/Milling,94.0,91.0,96.0,93.0,188.55K,132.45K,115.25,65.1,-7.98
159,NDLVENTURE.NS,114.04,45.91K,Consumer Services,Cable/Satellite Tv,93.0,85.0,95.0,93.0,67.52K,109.73K,134.0,49.21,-14.9
160,SOMATEX.NS,86.31,1.50K,Process Industries,Textiles,93.0,5.0,26.0,92.0,10.56K,5.15K,161.25,36.59,-46.47
163,WHEELS.NS,1082.1,119.77K,Producer Manufacturing,Auto Parts: Oem,93.0,97.0,95.0,93.0,63.98K,130.11K,1108.95,575.0,-2.42
165,CURAA.NS,114.05,0.01K,Technology Services,Information Technology Services,93.0,98.0,84.0,13.0,0.28K,0.28K,337.0,24.43,-66.16
169,QPOWER.NS,861.45,1396.67K,Producer Manufacturing,Electrical Products,93.0,79.0,93.0,62.0,1223.19K,655.56K,1082.0,267.8,-20.38
170,SOUTHWEST.NS,206.69,118.85K,Energy Minerals,Coal,93.0,95.0,87.0,95.0,98.92K,176.60K,242.0,100.0,-14.59
171,KARURVYSYA.NS,295.75,10002.37K,Finance,Regional Banks,93.0,47.0,93.0,94.0,4150.14K,3293.69K,343.45,165.27,-13.89
173,KIRLOSENG.NS,1347.4,315.38K,Producer Manufacturing,Electrical Products,93.0,78.0,86.0,94.0,429.06K,318.00K,1530.0,578.5,-11.93
174,JINDALPOLY.NS,779.8,2.40K,Process Industries,Containers/Packaging,93.0,98.0,97.0,93.0,521.92K,489.01K,1026.45,365.0,-24.03
177,SGMART.NS,499.35,898.96K,Utilities,Electric Utilities,93.0,96.0,96.0,93.0,317.95K,287.69K,506.0,313.1,-1.31
178,APARINDS.NS,10608.0,312.71K,Electronic Technology,Electronic Equipment/Instruments,93.0,81.0,94.0,92.0,112.86K,107.51K,11648.0,4308.05,-8.93
179,PASHUPATI.NS,981.65,3.47K,Process Industries,Textiles,93.0,88.0,94.0,94.0,4.88K,4.49K,1035.05,595.95,-5.16
180,GESHIP.NS,1415.0,350.90K,Transportation,Marine Shipping,93.0,93.0,95.0,94.0,530.93K,785.50K,1509.0,802.25,-6.23
183,KMEW.NS,1529.6,60.37K,Producer Manufacturing,Trucks/Construction/Farm Machinery,93.0,80.0,64.0,91.0,146.28K,72.17K,1959.3,632.02,-21.93
185,NETWEB.NS,3180.1,753.42K,Electronic Technology,Computer Peripherals,93.0,53.0,82.0,73.0,2126.55K,1084.12K,4479.0,1251.55,-29.0
189,AGIIL.NS,294.55,694.64K,Finance,Real Estate Development,93.0,85.0,92.0,92.0,1975.04K,2528.25K,322.4,137.0,-8.64
192,PARKHOSPS.NS,200.0,766.85K,Health Services,Hospital/Nursing Management,92.0,90.0,96.0,,1198.83K,824.41K,208.72,138.1,-4.18
193,RACLGEAR.NS,1231.8,15.76K,Producer Manufacturing,Auto Parts: Oem,92.0,47.0,93.0,93.0,150.93K,36.40K,1691.9,703.8,-27.19
196,KOTYARK.NS,399.95,63.17K,Process Industries,Industrial Specialties,92.0,98.0,97.0,93.0,25.64K,92.32K,459.6,191.2,-12.98
200,CHENNPETRO.NS,959.75,3402.45K,Energy Minerals,Oil Refining/Marketing,92.0,91.0,91.0,92.0,1877.51K,3808.14K,1103.0,527.0,-12.99
203,BHARATFORG.NS,1725.1,,Producer Manufacturing,Metal Fabrication,92.0,66.0,93.0,94.0,,,,,
205,JAINREC.NS,463.95,2115.24K,Non-Energy Minerals,Other Metals/Minerals,92.0,97.0,90.0,,1488.89K,1733.68K,466.85,247.57,-0.62
206,TFCILTD.NS,64.71,17006.34K,Finance,Finance/Rental/Leasing,92.0,25.0,82.0,72.0,12054.08K,6543.06K,80.45,32.6,-19.56
207,EMCURE.NS,1652.7,946.46K,Health Technology,Pharmaceuticals: Major,92.0,96.0,92.0,92.0,236.78K,455.80K,1671.8,889.0,-1.14
210,MRPL.NS,177.1,11217.21K,Energy Minerals,Oil Refining/Marketing,92.0,56.0,94.0,94.0,17805.10K,38532.85K,212.31,118.01,-16.58
211,TMB.NS,599.95,997.76K,Finance,Regional Banks,92.0,41.0,93.0,94.0,333.37K,241.20K,721.0,401.0,-16.79
212,INDIANB.NS,871.75,1987.82K,Finance,Major Banks,92.0,49.0,91.0,92.0,2047.67K,1806.04K,1000.0,517.85,-12.82
213,SYRMA.NS,818.2,1643.29K,Electronic Technology,Electronic Production Equipment,92.0,83.0,91.0,82.0,1336.23K,1535.20K,909.9,370.0,-10.08
214,GMDCLTD.NS,566.6,1939.25K,Distribution Services,Wholesale Distributors,92.0,86.0,86.0,74.0,5112.60K,5205.06K,651.0,251.0,-12.96
215,CCL.NS,1058.7,139.52K,Consumer Non-Durables,Food: Specialty/Candy,92.0,84.0,90.0,90.0,303.17K,336.79K,1105.0,525.0,-4.19
217,PIRAMALFIN.NS,1854.1,1460.01K,Finance,Finance/Rental/Leasing,92.0,92.0,92.0,,280.40K,378.93K,1954.5,1260.0,-5.14
219,CENTUM.NS,2804.3,82.40K,Electronic Technology,Electronic Components,92.0,86.0,93.0,82.0,91.80K,71.95K,3066.6,1368.6,-8.55
224,DATAPATTNS.NS,3153.0,578.52K,Electronic Technology,Electronic Production Equipment,91.0,88.0,93.0,89.0,894.85K,1073.69K,3609.5,1392.25,-12.65
226,VEDL.NS,649.4,17224.05K,Non-Energy Minerals,Aluminum,91.0,68.0,89.0,94.0,16709.51K,14657.02K,769.8,363.0,-15.64
227,KSHINTL.NS,446.45,183.47K,Producer Manufacturing,Electrical Products,91.0,97.0,96.0,,325.29K,326.74K,485.85,330.0,-8.11
228,PREMIERPOL.NS,60.89,435.27K,Non-Energy Minerals,Forest Products,91.0,96.0,97.0,92.0,305.00K,390.76K,70.59,38.0,-13.74
230,ORICONENT.NS,64.51,94.37K,Producer Manufacturing,Miscellaneous Manufacturing,91.0,86.0,88.0,91.0,112.98K,126.19K,70.4,35.66,-8.37
235,LUMAXIND.NS,4880.0,19.17K,Producer Manufacturing,Auto Parts: Oem,91.0,22.0,63.0,86.0,40.28K,22.29K,6934.5,2100.05,-29.63
238,ADVAIT.NS,1761.7,83.56K,Producer Manufacturing,Electrical Products,91.0,89.0,,,38.57K,25.55K,1885.0,1351.0,-6.54
240,UEL.NS,138.06,5.29K,Utilities,Alternative Power Generation,91.0,3.0,79.0,94.0,10.71K,11.56K,220.0,72.27,-37.25
241,IMFA.NS,1231.6,125.01K,Non-Energy Minerals,Other Metals/Minerals,91.0,83.0,60.0,86.0,219.41K,83.85K,1510.6,549.8,-18.47
242,GMBREW.NS,1020.5,120.22K,Consumer Non-Durables,Beverages: Alcoholic,91.0,87.0,71.0,94.0,221.16K,102.92K,1328.8,594.0,-23.2
244,MANOMAY.NS,234.93,56.35K,Process Industries,Textiles,91.0,93.0,91.0,94.0,25.19K,82.31K,259.88,154.1,-9.6
