Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Insurance Brokers/Services,Finance,98,1,83,98,RRFIN.BO
2,Discount Stores,Retail Trade,96,2,66,90,SPICELOUNG.BO
3,Computer Communications,Electronic Technology,79,90,82,71,KERNEX.NS
4,Wireless Telecommunications,Communications,78,59,81,61,"BHARTIARTL.NS,BHARTIHEXA.NS,AIRTELPP.BO"
5,Major Banks,Finance,77,68,80,75,"RBLBANK.NS,CANBK.NS,SOUTHBANK.NS,INDIANB.NS,CSBBANK.NS,FEDERALBNK.NS,IDBI.NS,BANKINDIA.NS,BANKBARODA.NS,MAHABANK.NS,PNB.NS,UNIONBANK.NS,INDUSINDBK.NS,AXISBANK.NS,KOTAKBANK.NS,HDFCBANK.NS,CENTRALBK.NS,IOB.NS,BANDHANBNK.NS"
6,Real Estate Investment Trusts,Finance,76,48,69,78,"FUNDVISER.BO,MINDSPACE.BO,KRT.BO,EMBASSY.BO,BIRET.BO,INDUSINVIT.BO"
7,Catalog/Specialty Distribution,Retail Trade,76,22,84,76,ETHOSLTD.NS
8,Motor Vehicles,Consumer Durables,75,68,64,76,"ZELIO.BO,FORCEMOT.NS,ATHERENERG.NS,SMLMAH.NS,TMCV.NS,TVSMOTOR.NS,SEVL.BO,HEROMOTOCO.NS,MARUTI.NS,EICHERMOT.NS,SANDHAR.NS,M&M.NS,HYUNDAI.NS,ATLASCYCLE.NS,TMPV.NS,ATULAUTO.NS,OLECTRA.NS,OLAELEC.NS"
9,Life/Health Insurance,Finance,72,59,68,67,"CANHLIFE.NS,SBILIFE.NS,MFSL.NS,ICICIPRULI.NS,BAJAJFINSV.NS,STARHEALTH.NS,LICI.NS,NIVABUPA.NS"
10,Financial Publishing/Services,Commercial Services,71,74,73,50,"CARERATING.NS,ICRA.NS"
11,Savings Banks,Finance,69,50,34,0,NSDL.BO
12,Multi-Line Insurance,Finance,65,53,61,65,"ABCAPITAL.NS,GODIGIT.NS,HDFCLIFE.NS,RELIGARE.NS,NIACL.NS"
13,Drugstore Chains,Retail Trade,65,49,78,53,MEDPLUS.NS
14,Biotechnology,Health Technology,65,62,65,64,"TITANBIO.BO,FABTECH.NS,FERMENTA.BO,RUBICON.NS,HALEOSLABS.NS,AKUMS.NS,ANTHEM.NS"
