Symbol,Description,Price,Price - Currency,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Sector,Industry,"High, 52 weeks","High, 52 weeks - Currency","Low, 52 weeks","Low, 52 weeks - Currency",Exchange,Free float %,"Performance %, Year to date"
SOUTHBANK,South Indian Bank Limited,45.33,INR,-1.1987794245858854,11111427,0.45763441022833107,Finance,Major banks,49.9,INR,28.11,INR,NSE,95.15480000000001,18.293319415448845
HARSHA,Harsha Engineers International Ltd.,416,INR,-1.1993824961406034,4837,0.4071514549540829,Producer manufacturing,Metal fabrication,469,INR,311.05,INR,BSE,23.122,10.374104537012476
KEC,KEC International Ltd.,489.9,INR,-1.1999596652213462,518996,0.2862910172274049,Industrial services,Engineering & construction,937.8,INR,466,INR,NSE,49.0249,-33.676301360590266
MAXHEALTH,Max Healthcare Institute Ltd,1092.9,INR,-1.202314228891697,2223510,1.2602539347830166,Health services,Hospital/Nursing management,1301.7,INR,903,INR,NSE,70.4808,4.2644533485976
BEPL,Bhansali Engineering Polymers Ltd.,106.8,INR,-1.2025901942645674,843963,0.9858854498071778,Process industries,Industrial specialties,118,INR,74.2,INR,NSE,36.88440000000001,18.220057560327643
NYKAA,FSN E-Commerce Ventures Ltd.,324.45,INR,-1.2028014616321525,5358871,0.664238652128543,Retail trade,Internet retail,332.15,INR,200.14,INR,NSE,43.666199999999996,22.43396226415094
DDEVPLSTIK,Ddev Plastiks Industries Limited,291.5,INR,-1.2031859006948011,14814,1.0329679524725963,Process industries,Chemicals: major diversified,360,INR,187.5,INR,BSE,19.0288,-1.6365783701704142
GRAUWEIL,Grauer & Weil India Ltd.,78.8,INR,-1.2036108324975026,22117,0.17972592142343927,Process industries,Chemicals: specialty,111.4,INR,49.7,INR,BSE,28.855900000000002,4.648074369189907
VIDYAWIRES,Vidya Wires Limited,95.19,INR,-1.2039439543331567,537406,0.47584864852612085,Non-energy minerals,Other metals/Minerals,117.35,INR,42.51,INR,NSE,27.2052,91.18296846756377
SIRCA,Sirca Paints India Ltd.,397.75,INR,-1.2046696472926037,165596,0.6624483899835064,Process industries,Industrial specialties,539,INR,388.8,INR,NSE,24.0144,-18.166855261804344
RAMRAT,Ram Ratna Wires Limited,418,INR,-1.205388796974716,8410,0.7320300123600787,Producer manufacturing,Electrical products,519.9,INR,269.1,INR,BSE,25.319800000000004,37.049180327868854
BHARATFORG,Bharat Forge Ltd,2119.7,INR,-1.207121551081287,568854,0.664073663153294,Producer manufacturing,Metal fabrication,2238,INR,1100.5,INR,NSE,49.196,43.22297297297296
CONNPLEX,Connplex Cinemas Limited,196.2,INR,-1.2084592145015136,11200,0.14783526927138332,Consumer services,Movies/Entertainment,311.9,INR,177,INR,NSE,,-27.06319702602231
KEC,KEC International Ltd.,489.9,INR,-1.2099213551119177,51727,0.4076574375593041,Industrial services,Engineering & construction,938,INR,466.1,INR,BSE,49.0249,-33.58188720173536
SBILIFE,SBI Life Insurance Co. Ltd.,1836.45,INR,-1.2130177514792875,14348,0.15353402188940585,Finance,Life/Health insurance,2132.9,INR,1701.05,INR,BSE,44.6755,-10.149713782474683
BANG,Bang Overseas Limited,28.5,INR,-1.2131715771230551,3705,0.4663897280966767,Consumer non-durables,Apparel/Footwear,61.46,INR,26.1,INR,BSE,21.9798,-41.83673469387755
S_SPOWER,S&S Power Switchgear Ltd.,369.95,INR,-1.2149532710280404,174,0.8454810495626822,Producer manufacturing,Electrical products,456,INR,202.5,INR,BSE,39.3543,22.11586070308632
BRITANNIA,Britannia Industries Ltd,5283.5,INR,-1.2152940076657006,326899,1.375388919859894,Consumer non-durables,Food: specialty/candy,6336,INR,5035,INR,NSE,48.812000000000005,-12.394296136627425
FINPIPE,Finolex Industries Limited,166.51,INR,-1.2161841480778426,761398,1.5849788408724108,Producer manufacturing,Miscellaneous manufacturing,222.5,INR,147.54,INR,NSE,41.2505,-4.851428571428577
MODINSU,Modern Insulators Ltd.,527.15,INR,-1.218026796589525,14340,0.2784595786988135,Producer manufacturing,Electrical products,579,INR,97.55,INR,BSE,36.692099999999996,134.28888888888886
INDIGOPNTS,Indigo Paints Ltd,1037.7,INR,-1.2184673964778634,116848,0.9785887645869589,Process industries,Industrial specialties,1345.9,INR,708.05,INR,NSE,35.482,-8.861760056209368
PERSISTENT,Persistent Systems Limited,5129.1,INR,-1.21908943840997,567112,0.5064271849289887,Technology services,Information technology services,6599,INR,4244.5,INR,NSE,68.3711,-18.39140811455847
PRINCEPIPE,Prince Pipes And Fittings Ltd,267.3,INR,-1.2195121951219552,143449,0.8703542357332505,Producer manufacturing,Industrial machinery,359.6,INR,205,INR,NSE,37.4066,1.0013225014169789
WAAREERTL,Waaree Renewable Technologies Ltd,994.9,INR,-1.2212073073868215,126937,0.5606180989323979,Utilities,Alternative power generation,1358,INR,779.5,INR,NSE,24.6254,2.567010309278348
NAVA,Nava Limited,594,INR,-1.222249937640313,7622,0.5179924564205376,Utilities,Electric utilities,739.2,INR,502.95,INR,BSE,47.532,4.761904761904762
CARERATING,CARE Ratings Ltd,1656.3,INR,-1.2225667938931297,32407,1.0181051626260182,Commercial services,Financial publishing/Services,1857.2,INR,1392.7,INR,NSE,87.44569999999999,4.038944723618088
BHEL,Bharat Heavy Electricals Limited,403.95,INR,-1.222643354933366,366583,0.35144425745473146,Producer manufacturing,Electrical products,424.85,INR,205.2,INR,BSE,41.8041,40.01733102253032
ACC,ACC Limited,1361.9,INR,-1.2257035102988008,77359,0.5269693827920747,Non-energy minerals,Construction materials,1997.5,INR,1251.7,INR,NSE,42.506,-21.635306979688128
COCKERILL,John Cockerill India Limited,9478.95,INR,-1.226469653472815,2048,1.2167300380228137,Non-energy minerals,Steel,10846.15,INR,4012.15,INR,BSE,26.1581,77.68644615860462
RAJPUTANA,Rajputana Investment and Finance Ltd,32.99,INR,-1.2275449101796305,399,0.48694166463265803,Retail trade,Specialty stores,50,INR,30.02,INR,BSE,,-14.99613501674826
RML,Rane (Madras) Limited,1238.9,INR,-1.2277764490153764,23797,0.22802535808327234,Producer manufacturing,Auto parts: OEM,1323.9,INR,608.5,INR,NSE,63.254,56.76325446033154
VIGOR,Vigor Plast India Limited,104.45,INR,-1.2293144208037798,12800,0.36036036036036034,Producer manufacturing,Miscellaneous manufacturing,110.5,INR,44.75,INR,NSE,24.162200000000002,37.79683377308708
WHEELS,Wheels India Limited,1468.6,INR,-1.2307485372251115,4470,0.2779055742760156,Producer manufacturing,Auto parts: OEM,1813.9,INR,705.05,INR,BSE,41.6914,69.69206771043963
MMTC,MMTC Limited,64.19,INR,-1.2309586090167675,124134,0.5764791277440795,Distribution services,Wholesale distributors,78.38,INR,51.25,INR,BSE,10.0731,-4.5785639958376665
DYNPRO,Dynemic Products Limited,231,INR,-1.2314007183170839,6161,0.7139463468335515,Consumer non-durables,Food: specialty/candy,415.8,INR,190.8,INR,NSE,66.5529,-12.250712250712251
INDIACEM,India Cements Ltd.,376.95,INR,-1.23149482510153,76576,0.43455808162491677,Non-energy minerals,Construction materials,485.8,INR,329.75,INR,NSE,23.6722,-13.523743977976599
AARVI,Aarvi Encon Ltd.,150.74,INR,-1.2318175861617058,17626,0.2488764132201298,Commercial services,Personnel services,168.4,INR,96.99,INR,NSE,26.6098,18.227450980392163
SALGUTI,Salguti Industries Ltd,32,INR,-1.2345679012345634,83,0.845213849287169,Process industries,Textiles,33.25,INR,19.57,INR,BSE,,23.076923076923077
TRANSPEK,Transpek Industry Limited,960,INR,-1.2345679012345678,4523,2.230826140567201,Process industries,Chemicals: specialty,1715,INR,864,INR,BSE,35.849199999999996,-24.284249546494205
RAMCOIND,Ramco Industries Limited,367.35,INR,-1.2367253663126674,8431,0.21056496145095255,Non-energy minerals,Construction materials,398.05,INR,230.7,INR,BSE,36.2621,18.25205214872044
SWELECTES,Swelect Energy Systems Limited,630.85,INR,-1.236790606653617,314,0.15364290257865634,Producer manufacturing,Electrical products,979.1,INR,480.1,INR,BSE,36.29769999999999,0.670230591239136
PIIND,PI Industries Limited,2537.2,INR,-1.2378357337485473,371827,1.6069742284771633,Process industries,Chemicals: specialty,4330,INR,2527,INR,NSE,53.4856,-22.052227342549926
MFSL,Max Financial Services Limited,1611.6,INR,-1.2378968010785663,559352,0.7224448681670373,Finance,Life/Health insurance,1892.5,INR,1433.6,INR,NSE,76.26799999999999,-3.928464977645311
TNPL,Tamil Nadu Newsprint & Papers Ltd.,143.6,INR,-1.2379642365887285,3945,0.7265862418270547,Process industries,Pulp & paper,179.15,INR,121.05,INR,BSE,50.537200000000006,0.06968641114982183
SPLPETRO,Supreme Petrochem Limited,725.65,INR,-1.2385165022116398,20694,0.4803833038133066,Process industries,Industrial specialties,979,INR,462.3,INR,NSE,33.723299999999995,11.741607637819525
KOTARISUG,Kothari Sugars & Chemicals Ltd.,25.51,INR,-1.2388695315524458,20895,0.6020156503901073,Process industries,Agricultural commodities/Milling,38.1,INR,22.5,INR,NSE,26.307599999999997,-7.033527696793001
TRANSWORLD,Transworld Shipping Lines Ltd,157.04,INR,-1.238915791459656,2501,0.3196002760242288,Transportation,Marine shipping,287.58,INR,111.56,INR,NSE,29.271900000000002,-21.480000000000004
NESCO,NESCO Limited,1075,INR,-1.240238860817639,1563,0.41882151183043487,Producer manufacturing,Industrial machinery,1638.85,INR,1000,INR,BSE,29.7312,-12.355794708735882
TTML,Tata Teleservices (Maharashtra) Limited,40.61,INR,-1.2402723735408512,976307,0.590370766873012,Communications,Specialty telecommunications,65.55,INR,31.22,INR,NSE,25.640600000000003,-18.075448860197703
ICICIAMC,ICICI Prudential Asset Management Company Ltd.,3165.8,INR,-1.2415772398302887,1118987,3.0450622748321723,Finance,Investment managers,3611,INR,2530,INR,NSE,11.29610000000002,19.015037593984967
RRKABEL,RR Kabel Ltd.,2345.3,INR,-1.2422098703048676,419751,0.7124607086705456,Producer manufacturing,Electrical products,2549,INR,1165,INR,NSE,28.1786,60.63698630136987
WSTCSTPAPR,West Coast Paper Mills Limited,528.5,INR,-1.2426422498364902,51564,0.16758937677578634,Producer manufacturing,Office equipment/Supplies,583,INR,375,INR,NSE,40.2684,27.672424205821965
LOTUSDEV,Sri Lotus Developers and Realty Limited,142.6,INR,-1.2465373961218915,38814,1.1792765256703956,Finance,Real estate development,218.5,INR,102.4,INR,BSE,14.9249,-10.201511335012604
FMGOETZE,Federal-Mogul Goetze (India) Limited,467.3,INR,-1.2468300929839344,5106,1.8460537257312266,Producer manufacturing,Industrial machinery,611,INR,359,INR,BSE,21.8677,0.18222746275056764
DCXINDIA,DCX Systems Limited,194,INR,-1.2471366759989762,50784,0.5640999437943897,Producer manufacturing,Electrical products,285.8,INR,153.35,INR,BSE,44.726400000000005,-0.7418777180864613
JUBLINGREA,Jubilant Ingrevia Ltd.,724.05,INR,-1.2479541734861008,445465,0.8492933914825671,Process industries,Chemicals: major diversified,851.8,INR,537.3,INR,NSE,49.73270000000001,2.9284241950387244
TIERRA,Tierra Agrotech Limited,43.5,INR,-1.248581157775249,3840,0.7923243577839659,Process industries,Agricultural commodities/Milling,61.74,INR,34.35,INR,BSE,95.01509999999999,-13.432835820895523
SAURASHCEM,Saurashtra Cement Limited,53.75,INR,-1.2493110417049416,128696,1.1770085676448854,Non-energy minerals,Construction materials,128.4,INR,47.65,INR,NSE,30.656,-35.98141972367794
LMW,LMW Limited,16122,INR,-1.2495406100698274,1477,0.6227075340444369,Producer manufacturing,Industrial machinery,17021,INR,11920,INR,NSE,37.7604,8.121521024746832
RAMKY,Ramky Infrastructure Limited,398,INR,-1.2529462845800798,2142,0.309618108756613,Industrial services,Engineering & construction,706.5,INR,382.1,INR,BSE,26.322500000000005,-28.113429061681565
BALAMINES,Balaji Amines Limited,2311.5,INR,-1.2559272074843049,154286,0.2926731737187131,Process industries,Chemicals: specialty,2443.6,INR,968.1,INR,NSE,32.3978,106.60529138362531
PNB,Punjab National Bank,105,INR,-1.2601090840699674,9414016,0.5118293266636225,Finance,Major banks,135.15,INR,98.5,INR,NSE,29.921099999999996,-15.117219078415523
IKS,Inventurus Knowledge Solutions Limited,1879.4,INR,-1.260901544604392,69884,0.1394445444347292,Commercial services,Miscellaneous commercial services,1933,INR,1262,INR,NSE,91.11059999999999,13.36711304138015
VALENCIA,Valencia Nutrition Ltd.,54.8,INR,-1.2612612612612664,1500,0.16129032258064516,Consumer non-durables,Beverages: non-alcoholic,97.1,INR,47,INR,BSE,,-25.945945945945947
HANNAH,Hannah Joseph Hospital Limited,109.6,INR,-1.2612612612612664,30000,0.7177033492822966,Health services,Hospital/Nursing management,128.8,INR,55.99,INR,BSE,,68.6153846153846
VGUARD,V-Guard Industries Limited,301,INR,-1.26291618828933,12068,1.3354136927486195,Producer manufacturing,Electrical products,412.85,INR,292.75,INR,BSE,39.1237,-8.13367923088661
DECCANCE,Deccan Cements Ltd,569.7,INR,-1.2651646447140303,276,0.4756980351602895,Non-energy minerals,Construction materials,1183.95,INR,530.9,INR,BSE,35.7279,-23.82162198301798
HINDCOPPER,Hindustan Copper Ltd,491.65,INR,-1.265187267797974,4759971,1.6362754719540504,Non-energy minerals,Other metals/Minerals,760.05,INR,226.7,INR,NSE,33.8431,-5.723873441994252
NAHARINDUS,Nahar Industrial Enterprises Limited,116.26,INR,-1.265392781316344,3380,0.38011695906432746,Process industries,Textiles,131,INR,83.05,INR,NSE,21.6522,6.3094367227505535
SUBROS,Subros Limited,811.35,INR,-1.2655917249771802,39841,0.5022970942136423,Producer manufacturing,Industrial machinery,1213.7,INR,622.1,INR,NSE,25.390800000000002,-6.80565127498277
POOJAENT,Vashu Bhagnani Industries Limited,77.99,INR,-1.26598303582732,15638,2.928080588686876,Consumer services,Movies/Entertainment,161.6,INR,47,INR,BSE,15.393700000000003,47.708333333333336
GOKULAGRO,Gokul Agro Resources Ltd.,214.45,INR,-1.2661141804788214,21425,1.0357546868805878,Process industries,Agricultural commodities/Milling,249.6,INR,142.85,INR,BSE,25.7582,19.537346711259744
MEDICO,Medico Remedies Ltd.,38.95,INR,-1.2674271229404308,638,0.04940107009841498,Health technology,Pharmaceuticals: major,56.99,INR,31,INR,BSE,30.0884,-24.661508704061895
PROTEAN,Protean eGov Technologies Limited,592,INR,-1.2675116744496369,14327,0.9185328606140648,Technology services,Information technology services,945,INR,445,INR,BSE,92.70730000000002,-22.811135015320428
SANATHAN,Sanathan Textiles Limited,440,INR,-1.2678110624929828,264,0.2829581993569132,Process industries,Textiles,564,INR,352.2,INR,BSE,21.5264,0.06822833750284543
ADOR,Ador Welding Limited,1316.1,INR,-1.2678169542385664,33489,1.1608213689019529,Producer manufacturing,Miscellaneous manufacturing,1360,INR,848,INR,NSE,35.707899999999995,23.011496401532835
KVTOYS,K. V. Toys India Ltd.,319,INR,-1.2689569792633928,3000,0.08912655971479501,Consumer durables,Recreational products,363.9,INR,180,INR,BSE,,5.559232296492393
BHEL,Bharat Heavy Electricals Limited,403.9,INR,-1.2710828648252372,12494044,0.8320477949372628,Producer manufacturing,Electrical products,424.9,INR,205.12,INR,NSE,41.8041,39.99999999999999
MANBA,Manba Finance Limited,135.05,INR,-1.2720228086848313,82250,0.575371578113075,Finance,Finance/Rental/Leasing,151,INR,98,INR,NSE,23.3488,-3.189964157706085
BBTCL,B&B Triplewall Containers Ltd.,211.72,INR,-1.2730240149218885,2817,0.40399259992255737,Process industries,Containers/Packaging,240,INR,156,INR,NSE,14.6586,11.43157894736842
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Ltd.,33.28,INR,-1.2755858795609603,6425,0.6682336789774205,Health technology,Pharmaceuticals: major,47.55,INR,25.6,INR,NSE,,-1.8867924528301903
PARKHOSPS,Park Medi World Limited,286.3,INR,-1.2758620689655134,38485,0.39724565336768525,Health services,Hospital/Nursing management,305.25,INR,138.15,INR,BSE,16.2206,93.97018970189704
SCHAND,S Chand And Company Limited,150.75,INR,-1.2770137524557885,1240,0.7130534790109259,Consumer services,Publishing: books/magazines,238.9,INR,130.5,INR,BSE,34.1704,-11.323529411764707
SUNFLAG,Sunflag Iron & Steel Co. Ltd.,339.65,INR,-1.278883883156528,117453,0.6119428180223888,Non-energy minerals,Steel,428,INR,192.15,INR,NSE,22.0666,24.986200551977912
ESABINDIA,Esab India Limited,5632.1,INR,-1.2795568876969727,107,0.14906659236556144,Producer manufacturing,Electrical products,7325,INR,4714.55,INR,BSE,25.783299999999997,-7.869855394883194
INDGN,Indegene Limited,507,INR,-1.285046728971967,12429,0.6606636935294399,Health technology,Pharmaceuticals: major,596.5,INR,414.9,INR,BSE,35.003499999999995,-2.6404224675948154
MOTHERSON,Samvardhana Motherson International Limited,142.1,INR,-1.2851684612712708,479694,0.0891017583412697,Producer manufacturing,Auto parts: OEM,155.25,INR,89.69,INR,BSE,41.8173,18.170478170478166
HRYNSHP,Hariyana Ship Breakers Ltd.,107.5,INR,-1.285583103764927,1583,0.17947235354806526,Distribution services,Wholesale distributors,130,INR,82.25,INR,BSE,,-4.017857142857143
NAVA,Nava Limited,594.9,INR,-1.285986891230399,207715,0.9661126842318727,Utilities,Electric utilities,739.4,INR,501.65,INR,NSE,47.532,4.902133662493379
VSTIND,VST Industries Limited,237.95,INR,-1.28604024061399,327055,0.48380172849411623,Consumer non-durables,Tobacco,300.7,INR,200,INR,NSE,37.9829,-8.568683957732953
BOSCH_HCIL,Bosch Home Comfort India Ltd,1319.9,INR,-1.286366016004773,28518,0.8297062657108277,Consumer durables,Electronics/Appliances,1789.9,INR,1021.3,INR,NSE,17.3229,-8.3084404307051
XPROINDIA,XPRO India Limited,1404.2,INR,-1.2864674868189774,1285,0.39489858635525493,Process industries,Industrial specialties,1571.9,INR,785.3,INR,BSE,38.2624,46.88284518828453
PONNIERODE,Ponni Sugars (Erode) Ltd.,325.3,INR,-1.2896373843119404,8919,0.6119298534496953,Process industries,Agricultural commodities/Milling,359,INR,252.4,INR,NSE,89.23679999999999,23.03328290468988
AMNPLST,Amines & Plasticizers Ltd.,206.5,INR,-1.290630975143398,4031,2.8562318429816482,Process industries,Chemicals: specialty,259.8,INR,132.25,INR,BSE,10.905200000000018,9.432962374138851
NIKITA,Nikita Greentech Recycling Limited,80.3,INR,-1.2907191149354607,4800,0.28368794326241137,Process industries,Pulp & paper,156,INR,67.15,INR,NSE,21.851299999999995,-42.84697508896797
DAICHI,Dai-Ichi Karkaria Limited,317.35,INR,-1.2908242612752652,407,0.1152223763553492,Process industries,Chemicals: specialty,350,INR,229.9,INR,NSE,31.0469,22.55261633519986
KTKBANK,Karnataka Bank Ltd.,275.2,INR,-1.2912482065997213,44407,0.544539764756661,Finance,Regional banks,282.9,INR,169.05,INR,BSE,93.7204,34.67090775630046
GUJHOTE,Gujarat Hotels Limited,187,INR,-1.293217207706513,1939,1.9452247191011236,Consumer services,Hotels/Resorts/Cruise lines,318.9,INR,165.5,INR,BSE,,-13.465987968533085
RAMCOCEM,Ramco Cements Limited,927.35,INR,-1.293241085683872,5346,0.7846993893846876,Non-energy minerals,Construction materials,1214,INR,838.4,INR,BSE,53.5269,-13.602273256626441
NYKAA,FSN E-Commerce Ventures Ltd.,324.2,INR,-1.2939564621708022,3576668,3.2706595338882116,Retail trade,Internet retail,332.35,INR,200.25,INR,BSE,43.666199999999996,23.716847929784386
FOODSIN,Foods & Inns Ltd.,61,INR,-1.294498381877018,4933,0.506125212894753,Consumer non-durables,Food: specialty/candy,121.55,INR,45,INR,BSE,58.34830000000001,-11.491584445734187
GABRIEL,Gabriel India Limited,1248.6,INR,-1.2964426877470427,195635,0.685860788858238,Producer manufacturing,Auto parts: OEM,1388,INR,795.7,INR,NSE,20.6246,22.772861356932147
UCAL,UCAL Limited,117.99,INR,-1.2966371089175266,7092,0.30626125484201117,Producer manufacturing,Auto parts: OEM,157.4,INR,77,INR,NSE,29.273500000000002,5.9156193895870635
NIRMAN,Nirman Agri Genetics Ltd.,41.85,INR,-1.297169811320748,7200,0.2515723270440253,Process industries,Agricultural commodities/Milling,231,INR,38.65,INR,NSE,,-33.57142857142857
SUZLON,Suzlon Energy Ltd,52.47,INR,-1.2979683972911922,2028736,0.43904409329427796,Producer manufacturing,Electrical products,68.3,INR,38.17,INR,BSE,83.1621,-0.5685048322910825
SANSERA,Sansera Engineering Limited,3238.6,INR,-1.298305497988538,131804,0.5727976316970853,Producer manufacturing,Auto parts: OEM,3361.5,INR,1216.3,INR,NSE,69.87980000000002,94.86161251504211
AYE,Aye Finance Limited,168.71,INR,-1.2987772772479955,267770,0.24905572841661966,Finance,Finance/Rental/Leasing,184.8,INR,88.22,INR,NSE,23.8689,30.782945736434115
FOSECOIND,Foseco India Limited,5122.55,INR,-1.299614643545276,56,0.5938494167550371,Process industries,Chemicals: major diversified,6819,INR,4300.75,INR,BSE,10.9777,1.1362290227048406
DCMSRIND,DCM Shriram Industries Limited,40.99,INR,-1.3002648687695622,149690,0.45424379135920223,Process industries,Agricultural commodities/Milling,63.1,INR,31.9,INR,NSE,59.8735,-26.606982990152193
NIDHGRN,Nidhi Granites Ltd.,368.1,INR,-1.300442418554757,69,0.1534356237491661,Finance,Investment banks/Brokers,480.75,INR,171.3,INR,BSE,,-2.619047619047613
UNITEDPOLY,United Polyfab Gujarat Ltd,31.07,INR,-1.3024142312579419,9671,0.15826415106690428,Process industries,Textiles,51.16,INR,19.8,INR,NSE,,19.545979222777998
TIPSFILMS,Tips Films Limited,325.65,INR,-1.3032277617820915,2400,1.078894133513149,Consumer services,Movies/Entertainment,574.1,INR,276.75,INR,NSE,,-23.186696544403826
NILKAMAL,Nilkamal Limited,1332.5,INR,-1.3036071402118294,36201,1.3610063649727242,Consumer durables,Home furnishings,1865,INR,1050.5,INR,NSE,29.4591,-2.5023779907807158
IPL,India Pesticides Ltd.,155.2,INR,-1.303656597774252,15129,1.1722454672245468,Process industries,Chemicals: agricultural,245.95,INR,124.65,INR,BSE,24.843700000000002,-10.340843443096478
JSWCEMENT,JSW Cement Limited,136.2,INR,-1.3043478260869648,67938,0.4259112631580927,Non-energy minerals,Construction materials,162.2,INR,106.65,INR,BSE,18.9414,14.405711885762278
ORISSAMINE,Orissa Minerals Development Company Limited,3734.9,INR,-1.3053933356234995,7091,1.0872598475904263,Non-energy minerals,Steel,6138.9,INR,3100.5,INR,NSE,39.9304,-25.777027027027025
GMRAIRPORT,GMR Airports Ltd,113.3,INR,-1.3066202090592334,4088730,0.7812335500691043,Transportation,Other transportation,115.6,INR,84.02,INR,BSE,24.8963,7.956169604573601
DATAPATTNS,Data Patterns (India) Limited,4214.5,INR,-1.3066997634826634,460480,0.695485221316634,Electronic technology,Electronic production equipment,4955.9,INR,2131,INR,NSE,43.973800000000004,60.67479984750286
AGARWALEYE,Dr. Agarwal's Health Care Ltd.,490.7,INR,-1.3073209975864843,5398,0.7773729460389694,Health services,Medical/Nursing services,567.8,INR,402.1,INR,BSE,22.8945,-2.260731002888163
COROENGG,Coromandel Engineering Co. Ltd.,55,INR,-1.3098869549614156,132,0.02187712348973267,Consumer durables,Homebuilding,114.93,INR,52.66,INR,BSE,,-44.44444444444444
MHLXMIRU,Mahalaxmi Rubtech Ltd,135.45,INR,-1.311475409836074,354,0.015391638948672797,Process industries,Industrial specialties,259,INR,106.4,INR,BSE,35.611,-32.94554455445545
BIRLACABLE,Birla Cable Limited,190.13,INR,-1.313194228173986,31733,0.6904677460415547,Producer manufacturing,Electrical products,241,INR,104,INR,NSE,32.034099999999995,36.92207979259685
GTECJAINX,G-Tech Jainx Education Ltd.,25.5,INR,-1.31578947368421,4330,0.8312695578721035,Commercial services,Miscellaneous commercial services,38.35,INR,15.54,INR,NSE,27.050699999999996,6.25
PATELRMART,Patel Retail Limited,225,INR,-1.3157894736842104,5225,0.314202556917267,Retail trade,Food retail,305,INR,149.3,INR,BSE,27.766000000000002,12.556278139069532
PNB,Punjab National Bank,104.95,INR,-1.316408086506809,474138,0.47779773956597954,Finance,Major banks,135.15,INR,98.5,INR,BSE,29.921099999999996,-14.951377633711509
OMINFRAL,Om Infra Limited,89.95,INR,-1.3165112452002226,63588,0.7170888816715384,Industrial services,Engineering & construction,144,INR,71.5,INR,NSE,29.439800000000005,-9.141414141414138
SUZLON,Suzlon Energy Ltd,52.47,INR,-1.3165318788790725,40748106,0.6546573293422371,Producer manufacturing,Electrical products,68.3,INR,38.19,INR,NSE,83.1621,-0.4553215708594232
LMW,LMW Limited,16085,INR,-1.3190184049079754,100,0.7898894154818326,Producer manufacturing,Industrial machinery,17173.75,INR,11729.45,INR,BSE,37.7604,7.176529772553875
INDRAMEDCO,Indraprastha Medical Corporation Limited,373.9,INR,-1.319609395618897,92762,0.7796370849127171,Health services,Hospital/Nursing management,640.85,INR,342,INR,NSE,44.5822,-17.09534368070954
MANOMAY,Manomay Tex India Ltd.,171.9,INR,-1.3203214695751913,2613,1.3749736897495264,Process industries,Textiles,279.6,INR,154,INR,BSE,97.0369,-16.350364963503647
CALCOM,Calcom Vision Limited,76.95,INR,-1.3208515003847154,1594,0.16984368839969738,Producer manufacturing,Electrical products,147.5,INR,67.01,INR,BSE,,-36.00831600831601
ALGOQUANT,Algoquant Fintech Limited,60.51,INR,-1.3209393346379685,1042917,0.8559629623337295,Finance,Investment banks/Brokers,71.01,INR,47.8,INR,NSE,9.8727,-13.55714285714286
IGCL,Indogulf Cropsciences Limited,74.7,INR,-1.3210039630118888,9497,0.5990853177732219,Process industries,Chemicals: agricultural,121.9,INR,49.55,INR,BSE,25.111299999999996,-9.728096676737158
COSMOFIRST,Cosmo First Limited,817.55,INR,-1.3216656608328359,38792,0.3282169995625691,Process industries,Containers/Packaging,1178,INR,560.8,INR,NSE,55.3162,19.350364963503644
BEEKAY,Beekay Steel Industries Ltd.,406.55,INR,-1.3228155339805798,147,0.0742499242347712,Non-energy minerals,Steel,525.95,INR,320,INR,BSE,13.7272,-10.648351648351646
UTTAMSUGAR,Uttam Sugar Mills Limited,234.85,INR,-1.3235294117647083,14504,1.368030861810396,Process industries,Agricultural commodities/Milling,299,INR,181.65,INR,BSE,19.82,-7.55756740799056
RISHABH,Rishabh Instruments Limited,656,INR,-1.3237063778579956,5303,0.20133336370608282,Producer manufacturing,Electrical products,693.35,INR,272.95,INR,BSE,29.1296,64.28750313047834
AERONEU,Aeroflex Neu Limited,87.17,INR,-1.3244283450305656,51382,0.7606423610083078,Process industries,Containers/Packaging,125.37,INR,63.21,INR,NSE,29.2864,16.22666666666667
SULA,Sula Vineyards Ltd.,149,INR,-1.3245033112582782,14545,0.7397367564488566,Process industries,Agricultural commodities/Milling,308,INR,138.55,INR,BSE,71.9683,-32.04104903078677
MANORG,Mangalam Organics Ltd,521.4,INR,-1.324753974261923,1716,0.6028455998594765,Process industries,Chemicals: specialty,637.85,INR,356.25,INR,NSE,94.4265,6.6366704161979735
PARADEEP,Paradeep Phosphates Ltd.,141.48,INR,-1.3251499511786902,2341900,0.4239031490180938,Process industries,Chemicals: agricultural,234.39,INR,99.7,INR,NSE,41.843300000000006,-14.103575982029032
SRM,SRM Contractors Ltd.,490.75,INR,-1.3270332763647374,2349,0.21356486953359397,Industrial services,Engineering & construction,652.25,INR,361.55,INR,BSE,24.7662,-7.1516412827546985
NAVNETEDUL,Navneet Education Limited,148.65,INR,-1.3275804845668768,1114069,127.692845517273,Producer manufacturing,Office equipment/Supplies,168,INR,121.2,INR,BSE,40.5397,3.3368091762252425
UNOMINDA,UNO Minda Limited,1137,INR,-1.327779224160371,980807,1.0636003068890076,Producer manufacturing,Auto parts: OEM,1382,INR,994,INR,NSE,31.5595,-11.386485854570955
LOTUSDEV,Sri Lotus Developers and Realty Limited,142.54,INR,-1.329087636716057,246215,0.5200250238875902,Finance,Real estate development,218.49,INR,102.2,INR,NSE,14.9249,-10.041022404544018
