Symbol,Description,Price,Price - Currency,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Sector,Industry,"High, 52 weeks","High, 52 weeks - Currency","Low, 52 weeks","Low, 52 weeks - Currency",Exchange,Free float %,"Performance %, Year to date"
C2C,C2C Advanced Systems Ltd.,383.65,INR,0.340002615404722,41700,0.3774097203366821,Technology services,Packaged software,888,INR,310,INR,NSE,,-22.4949494949495
SINCLAIR,Sinclairs Hotels Limited,76.88,INR,0.3393369877316509,14,0.008709175738724729,Consumer services,Hotels/Resorts/Cruise lines,114.8,INR,69.19,INR,BSE,30.493100000000002,-6.891122683783454
ASGARD,Asgard Alcobev Ltd,32.6,INR,0.33856571252692963,57542,2.0974779378797765,Producer manufacturing,Metal fabrication,82,INR,30.8,INR,BSE,32.619,-39.70778620307009
AVTNPL,AVT Natural Products Limited,71.3,INR,0.3377427526034265,66553,1.3974265832937887,Consumer non-durables,Food: specialty/candy,83.8,INR,53.5,INR,NSE,22.7836,7.703927492447121
YAASHVI,Yaashvi Jewellers Ltd.,74.8,INR,0.335345405767941,48000,0.6578947368421053,Consumer durables,Other consumer specialties,104.8,INR,74,INR,BSE,30.4829,-9.879518072289159
SGRL,Shree Ganesh Remedies Ltd.,675,INR,0.33444816053511706,2608,0.24658907179259268,Health technology,Pharmaceuticals: major,759,INR,381.1,INR,BSE,24.222400000000004,46.293888166449946
VOLTAS,Voltas Limited,1352.75,INR,0.333765992953829,28516,0.21703573752649585,Producer manufacturing,Industrial machinery,1582,INR,1187.5,INR,BSE,63.33829999999999,-0.5842581024472732
ETERNAL,Eternal Limited,286.15,INR,0.3330995792426328,42966836,1.0960371004630491,Technology services,Internet software/Services,368.45,INR,212.6,INR,NSE,79.3747,2.7099784637472912
DIAMINESQ,Diamines & Chemicals Ltd.,271.51,INR,0.3325819444957604,4941,0.24959839966053407,Process industries,Chemicals: major diversified,418.8,INR,208.01,INR,NSE,40.7474,1.6891385767790228
QUINT,Quint Digital Ltd,39.5,INR,0.33020066040132734,538,0.16799375487900078,Producer manufacturing,Trucks/Construction/Farm machinery,47.69,INR,33.45,INR,NSE,92.56060000000001,-8.13953488372093
ADANIENT,Adani Enterprises Limited,3187.95,INR,0.3288749016522366,98671,0.62105510950651,Distribution services,Wholesale distributors,3245,INR,1753.45,INR,BSE,28.6051,41.901094987981836
BLIL,Balmer Lawrie Investments Limited,70.28,INR,0.3283369022127109,38235,0.5268009192665707,Commercial services,Miscellaneous commercial services,79.5,INR,67,INR,NSE,30.868299999999998,-4.120054570259203
BIL,Bhartiya International Limited,721.9,INR,0.326593009519842,1900,0.5431985819658071,Consumer non-durables,Consumer sundries,984.75,INR,602,INR,NSE,27.243499999999997,-2.0488466757123502
ALTIUSINVIT,Altius Telecom Infrastructure Trust,169.93,INR,0.3247136615893325,250000,0.2386634844868735,Miscellaneous,Investment trusts,171,INR,142,INR,BSE,7.4752,8.235668789808921
GLOBUSSPR,Globus Spirits Limited,938.9,INR,0.320547066994337,4679,0.86776706231454,Consumer non-durables,Beverages: alcoholic,1303.95,INR,797.4,INR,BSE,45.483399999999996,-12.075666057966938
BACPHAR,Bacil Pharma Ltd,37.62,INR,0.3199999999999932,245793,1.1394212984209897,Health technology,Pharmaceuticals: major,61.8,INR,26.69,INR,BSE,,0.5344735435595824
PSPPROJECT,PSP Projects Ltd,1069.4,INR,0.3189493433395958,153745,0.7745777091704923,Industrial services,Engineering & construction,1143,INR,569.2,INR,NSE,29.0271,22.665749025005752
SMARTLINK,Smartlink Holdings Limited,189,INR,0.3184713375796148,113,0.09840633980667074,Electronic technology,Telecommunications equipment,198.7,INR,102,INR,BSE,89.60120000000002,43.18181818181818
ENIL,Entertainment Network (India) Limited,106.31,INR,0.3113795055670865,211957,3.2871998076908167,Consumer services,Broadcasting,174.58,INR,98.57,INR,NSE,27.781999999999996,-9.67714528462192
ANTHEM,Anthem Biosciences Limited,749.95,INR,0.30763057580419556,428720,0.8937567323093101,Health technology,Biotechnology,873.5,INR,579.15,INR,NSE,19.0347,15.465742879137803
GOGIACAPGL,Gogia Capital Growth Ltd,49,INR,0.30706243602865624,1,0.00048337200309358076,Finance,Investment banks/Brokers,101.38,INR,48.85,INR,BSE,,-33.333333333333336
3MINDIA,3M India Limited,36540,INR,0.30194894317869886,6617,1.2499055534567436,Producer manufacturing,Industrial conglomerates,38030,INR,28730,INR,NSE,23.5202,3.851072900383686
LACTOSE,Lactose India Ltd.,100.15,INR,0.30045067601403247,919,0.1480920458940312,Health technology,Pharmaceuticals: major,136.7,INR,76.01,INR,BSE,,-3.516377649325618
KOPRAN,Kopran Limited,207.28,INR,0.3000096777315419,256151,2.128773020410877,Health technology,Pharmaceuticals: major,219,INR,107,INR,NSE,62.79699999999999,36.90885072655218
RAPIDIN,Rapid Investments Ltd.,77.23,INR,0.2987012987013039,52,0.14878397711015737,Finance,Investment banks/Brokers,141.75,INR,58.83,INR,BSE,29.4498,-23.306852035749753
RAINBOW,Rainbow Childrens Medicare Limited,1485,INR,0.29717682020802993,3848,0.0699445605743888,Health services,Hospital/Nursing management,1644.1,INR,1008.75,INR,BSE,47.49650000000001,12.219451371571076
HALEOSLABS,Haleos Labs Ltd.,1592,INR,0.296100296100299,612,0.17404658305605322,Health technology,Biotechnology,1774,INR,1067,INR,NSE,,23.305708310742784
CTE,Cambridge Technology Enterprises Limited,30.51,INR,0.29585798816568,1354,1.0386621663086837,Technology services,Information technology services,59.9,INR,21.18,INR,BSE,,-24.573547589616812
JYOTIRES,Jyoti Resins & Adhesives Ltd.,967.2,INR,0.29033596018250396,7754,0.7482605884566765,Process industries,Industrial specialties,1570,INR,700,INR,BSE,37.2905,-12.94329432943294
VBL,Varun Beverages Ltd.,470.35,INR,0.2878464818763375,115271,0.20940617414950727,Consumer non-durables,Beverages: non-alcoholic,555.6,INR,381,INR,BSE,39.198699999999995,-4.380971742224021
TERAI,Terai Tea Co. Ltd.,122.45,INR,0.2866502866502937,692,0.6150564394276065,Consumer non-durables,Food: major diversified,143.7,INR,83,INR,BSE,,19.463414634146343
BRIGHTBR,Bright Brothers Limited,228.15,INR,0.28571428571428825,791,0.3472953986652601,Process industries,Industrial specialties,393,INR,183.9,INR,BSE,,-13.905660377358489
SBC,SBC Exports Ltd.,42.29,INR,0.28456248517903115,9102396,1.144265012114515,Distribution services,Wholesale distributors,45,INR,15.48,INR,NSE,38.4165,50.230905861456485
CITIUSINVT,Citius Transnet Investment Trust Units,110.04,INR,0.28251161942951086,1183,0.33534597613175726,Miscellaneous,Investment trusts,111.98,INR,101.75,INR,BSE,47.2361,5.301435406698571
IIFLCAPS,IIFL Capital Services Ltd,338.1,INR,0.28177369123536866,106279,0.29234793803089654,Finance,Investment banks/Brokers,411.3,INR,240.4,INR,NSE,40.7949,-6.808158765159865
IRONWOOD,Ironwood Education Limited,53.4,INR,0.28169014084506777,8372,0.25004853426519125,Consumer services,Other consumer services,62.8,INR,32.27,INR,BSE,,7.878787878787876
SIGNPOST,Signpost India Limited,322.05,INR,0.2802428771602162,312540,0.09957388468901943,Commercial services,Advertising/Marketing services,336.8,INR,191.41,INR,NSE,28.1688,44.748078565328775
SUMEETINDS,Sumeet Industries Limited,32.72,INR,0.27581979773213694,8864084,1.0955122526087906,Process industries,Textiles,34.88372082,INR,17.1937984,INR,NSE,8.2695,24.632283864101716
PNTKYOR,Pentokey Organy (India) Limited,36.49,INR,0.27480076944215837,53,0.21721311475409835,Process industries,Chemicals: specialty,57,INR,28.49,INR,BSE,,-15.10004653327128
TEAMLEASE,TeamLease Services Limited,1397.8,INR,0.27259684361549175,45556,1.1227409508646802,Commercial services,Personnel services,2100,INR,1065.2,INR,NSE,68.8928,-10.712232513573941
VINEETLAB,Vineet Laboratories Ltd.,33.5,INR,0.2693804250224586,1040,1.008533747090768,Process industries,Chemicals: specialty,43.56302498,INR,24.41176458,INR,BSE,,-5.898876404494386
DGCONTENT,Digicontent Ltd.,26.07,INR,0.26923076923077033,16689,0.768207469872863,Commercial services,Commercial printing/Forms,46.88,INR,21.61,INR,NSE,,-20.735785953177256
HAWKINCOOK,Hawkins Cookers Limited,8958.05,INR,0.26919632863218346,82,0.3205629397967125,Producer manufacturing,Miscellaneous manufacturing,9869.95,INR,7025.85,INR,BSE,43.196999999999996,9.714142243015832
RUSTOMJEE,Keystone Realtors Ltd.,418.35,INR,0.2636309167166022,1322,0.13133059148437343,Finance,Real estate development,697,INR,359.15,INR,BSE,22.5007,-20.67690557451649
PUNJCOMMU,Punjab Communications Limited,49.77,INR,0.2618855761482727,23,0.015404192619382494,Electronic technology,Telecommunications equipment,74.01,INR,40.1,INR,BSE,28.792299999999997,-19.712856912405226
DALBHARAT,Dalmia Bharat Ltd.,1761.7,INR,0.26179500313016546,212804,0.8645964953622258,Producer manufacturing,Miscellaneous manufacturing,2496.3,INR,1605,INR,NSE,38.8261,-17.880949051414724
CGCL,Capri Global Capital Limited,257.32,INR,0.26105591272161155,2328908,0.2745725429862125,Finance,Finance/Rental/Leasing,264.53,INR,151.1,INR,NSE,30.131400000000003,41.237169987375815
AKCAPIT,A. K. Capital Services Ltd.,1767.9,INR,0.2608744966823647,5538,2.085404428377768,Finance,Investment banks/Brokers,1875,INR,1484.9,INR,NSE,14.175499999999985,10.49029717821319
THEMISMED,Themis Medicare Limited,116.7,INR,0.2577319587628842,14972,0.9206966104196389,Health technology,Pharmaceuticals: major,147.99,INR,65,INR,BSE,24.149,15.773809523809529
LAHOTIOV,Lahoti Overseas Limited,43.81,INR,0.2517162471395868,7858,2.864746627779803,Process industries,Textiles,53.9,INR,34.06,INR,NSE,,-0.6575963718820842
RPTECH,Rashi Peripherals Limited,777.45,INR,0.25145067698259777,41025,0.8560571915064104,Distribution services,Electronics distributors,827.2,INR,275,INR,BSE,29.2051,115.9883317127379
SHIVALIK,Shivalik Rasayan Ltd,215.8,INR,0.2508594258106571,20951,0.7514220746149818,Process industries,Chemicals: agricultural,651,INR,206.4,INR,NSE,39.304100000000005,-39.68697596422582
SHRIKRISH,Shri Krishna Devcon Limited,40.18,INR,0.24950099800399558,31045,4.137071734118682,Finance,Real estate development,55,INR,30,INR,BSE,,15.79250720461094
CAPILLARY,Capillary Technologies India Ltd.,505.3,INR,0.24799127070727112,146603,0.7747025171503791,Technology services,Packaged software,798.95,INR,464.25,INR,NSE,35.2706,-24.935007056376733
SFL,Sheela Foam Ltd.,808.95,INR,0.24784683065865293,308831,1.081441758931329,Process industries,Industrial specialties,828.95,INR,456.8,INR,NSE,34.6052,37.29633401221996
PATELSAI,Patels Airtemp India Ltd.,384.95,INR,0.24739583333333037,5319,0.5222744813094665,Producer manufacturing,Industrial machinery,483.55,INR,180.1,INR,BSE,,54.7537688442211
SUNRAKSHAK,Sunrakshakk Industries India Ltd,324.8,INR,0.2469135802469171,13399,1.2492657684956412,Process industries,Textiles,370,INR,197,INR,BSE,28.795199999999998,60.00000000000001
EUROBOND,Euro Panel Products Limited,163.5,INR,0.24524831391784532,753,1.4178120881189982,Non-energy minerals,Aluminum,254.2,INR,137.55,INR,BSE,26.5306,-11.621621621621621
VBL,Varun Beverages Ltd.,470.25,INR,0.24515028778511558,7372887,1.215163074483205,Consumer non-durables,Beverages: non-alcoholic,555.8,INR,381,INR,NSE,39.198699999999995,-4.040404040404042
NDMETAL,N.D. Metal Industries Ltd.,75.99,INR,0.23743569449939667,6,0.18633540372670807,Producer manufacturing,Electrical products,99.55,INR,75,INR,BSE,,-19.85022676932814
ZMILGFIN,Milgrey Finance & Investments Ltd.,42.25,INR,0.2372479240806677,32567,0.4644241437237784,Finance,Financial conglomerates,145.5,INR,38.16,INR,BSE,,-31.110386434045324
UPL,UPL Limited,593.15,INR,0.2365863962822099,1068690,0.4489371721524444,Process industries,Chemicals: agricultural,812.2,INR,563.15,INR,NSE,66.84740000000001,-25.60516744011037
BHARATGEAR,Bharat Gears Limited,123.6,INR,0.23517962857837324,11558,0.15451499830217988,Producer manufacturing,Trucks/Construction/Farm machinery,154.2,INR,83.8,INR,NSE,,12.609329446064129
TVSELECT,TVS Electronics Limited,515,INR,0.23355391202803535,261569,1.7738855274204948,Electronic technology,Electronic equipment/Instruments,739.35,INR,336.2,INR,NSE,33.4538,17.83548793044274
ASTERDM,Aster DM Quality Care Limited,817.5,INR,0.2329573320254999,200344,1.808158844765343,Health services,Hospital/Nursing management,847.95,INR,519.8,INR,BSE,46.7842,32.657200811359026
RSL,Rajputana Stainless Limited,129.1,INR,0.23291925465837182,2890,0.22845669204196015,Non-energy minerals,Steel,145,INR,101.6,INR,BSE,34.0311,4.154901169826536
DRAGARWQ,Dr. Agarwal'S Eye Hospital Limited,5008.5,INR,0.23013808284970982,357,0.3846568257730848,Health services,Medical/Nursing services,6059.7,INR,4600,INR,NSE,18.99460000000002,6.5638297872340425
MVGJL,Manoj Vaibhav Gems 'N' Jewellers Limited,165.52,INR,0.23010778733197523,121422,1.3227402560901478,Retail trade,Specialty stores,238.8,INR,129.1,INR,NSE,23.278000000000002,-8.602981778023183
FOODSIN,Foods & Inns Ltd.,61.24,INR,0.2291325695581024,117528,0.6383027256364943,Consumer non-durables,Food: specialty/candy,118.47,INR,44,INR,NSE,58.34830000000001,-12.639087018544926
GREENPANEL,Greenpanel Industries Ltd,197.45,INR,0.22842639593908054,9750,0.7249394025012268,Non-energy minerals,Forest products,335.05,INR,163.95,INR,BSE,46.870400000000004,-14.356972457167652
FINKURVE,Finkurve Financial Services Ltd.,65.88,INR,0.22820629849382543,46556,0.9850515736577625,Finance,Finance/Rental/Leasing,134.9,INR,48.02,INR,NSE,16.0928,-34.93333333333334
AMPVOLTS,Ampvolts Limited,26.46,INR,0.2272727272727359,13774,0.92333268533353,Technology services,Information technology services,47.4,INR,15,INR,BSE,,10.711297071129717
AUROPHARMA,Aurobindo Pharma Ltd,1552.8,INR,0.22590847479506876,525859,0.44250149720892545,Health technology,Pharmaceuticals: other,1636.8,INR,1016.1,INR,NSE,47.5367,30.487394957983188
APTUS,Aptus Value Housing Finance India Limited,290.15,INR,0.22452504317788508,573581,0.4354673483950606,Finance,Finance/Rental/Leasing,364,INR,193.03,INR,NSE,69.4324,3.0362215909090744
HAWKINCOOK,Hawkins Cookers Limited,8977,INR,0.22328904767221167,1612,0.7650688182249644,Producer manufacturing,Miscellaneous manufacturing,9048,INR,7109,INR,NSE,43.196999999999996,18.11842105263158
ERIS,Eris Lifesciences Ltd,1453.1,INR,0.22070487619834595,65995,1.1107857047880174,Health technology,Pharmaceuticals: major,1885,INR,1200,INR,NSE,31.966300000000004,-4.21226104152934
VERITAS,Veritas (India) Limited,184,INR,0.21786492374727978,2035,0.7598670699376424,Distribution services,Wholesale distributors,399.7,INR,132.2,INR,BSE,9.3032,7.854630715123098
MUNISH,Munish Forge Ltd.,69.15,INR,0.21739130434783432,445200,10.509915014164307,Producer manufacturing,Industrial machinery,143,INR,50.2,INR,NSE,,-31.432821021318784
ENTERO,Entero Healthcare Solutions Limited,1247.7,INR,0.2168674698795217,18167,4.754265675703965,Distribution services,Medical distributors,1390,INR,944,INR,BSE,75.136,22.024449877750616
TREJHARA,Trejhara Solutions Ltd.,139.2,INR,0.21598272138227712,400,0.3195653910681473,Technology services,Information technology services,284.75,INR,130,INR,BSE,,-39.98706617805562
NDRINVIT,Ndr Invit Trust,139.5,INR,0.21551724137931855,1400000,7.466666666666667,Miscellaneous,Investment trusts,144,INR,112,INR,NSE,,8.984375
SJS,S.J.S. Enterprises Limited,2159.2,INR,0.21349670472477067,61367,0.6863112406434217,Producer manufacturing,Auto parts: OEM,2288.9,INR,1131.3,INR,NSE,75.94790000000002,22.681818181818173
DPEL,Divine Power Energy Ltd.,588.45,INR,0.21287465940054492,46000,0.26151222285389425,Producer manufacturing,Electrical products,593.9,INR,123,INR,NSE,,118.10600444773907
ASAHISONG,Asahi Songwon Colors Ltd.,284.55,INR,0.21130480718437147,19844,1.3335125327598951,Process industries,Chemicals: specialty,453.7,INR,179.64,INR,NSE,25.7567,5.662829558113628
RATEGAIN,RateGain Travel Technologies Ltd.,952,INR,0.21052631578947367,10091,0.3189589503529062,Technology services,Packaged software,969.55,INR,417.1,INR,BSE,51.753499999999995,37.77134587554269
VHL,Vardhman Holdings Limited,3524.9,INR,0.21037668798863088,256,0.42960228226212455,Finance,Investment managers,4275,INR,2870,INR,NSE,15.113999999999999,-1.6791721290898391
HEIDELBERG,Heidelbergcement India Limited.,157.41,INR,0.21008403361343522,43258,0.3440372080002291,Non-energy minerals,Construction materials,224.8,INR,136.1,INR,NSE,29.176800000000004,-9.534482758620692
PAISALO,Paisalo Digital Ltd.,72.45,INR,0.20746887966805763,10037118,0.35791263611093144,Finance,Finance/Rental/Leasing,74.9,INR,29.86,INR,NSE,39.8197,100.13812154696132
WENDT,WENDT India Limited,7845.5,INR,0.20627510585169442,477,0.6812339331619537,Producer manufacturing,Industrial machinery,13000,INR,5850.15,INR,BSE,56.5588,-1.200130969171874
ALPHAGEO,Alphageo (India) Ltd.,200.33,INR,0.20508203281313775,6191,1.4144714295505953,Industrial services,Oilfield services/Equipment,298,INR,164.8,INR,NSE,55.28679999999999,-10.984225727616085
NARPROP,Narendra Properties Limited,39.37,INR,0.20361415118350293,30,0.07782101167315175,Finance,Real estate development,47.33,INR,28.9,INR,BSE,,0.9487179487179421
ZYDUSLIFE,Zydus Lifesciences Limited,1133.6,INR,0.2033059312295549,1125219,0.7742048812064182,Health technology,Pharmaceuticals: major,1181.5,INR,835.5,INR,NSE,24.8372,23.244183518156117
HARYNACAP,Haryana Capfin Limited.,149,INR,0.201748486886356,235,0.34579164214243674,Finance,Finance/Rental/Leasing,224,INR,119.05,INR,BSE,,-11.808227286179337
GRPLTD,GRP Ltd,1869,INR,0.2010454362685967,61,0.6573275862068966,Producer manufacturing,Miscellaneous manufacturing,2649.8,INR,1500,INR,BSE,37.418099999999995,4.41340782122905
METALCO,Metal Coatings (India) Limited,50,INR,0.20040080160320925,410,0.2219335282017971,Non-energy minerals,Steel,82.8,INR,44.5,INR,BSE,,-26.77211482132396
AMBER,Amber Enterprises India Ltd.,7786.5,INR,0.1994595290181444,290692,1.1321426359825628,Producer manufacturing,Industrial machinery,8974,INR,5400.5,INR,NSE,60.7569,21.569086651053865
GARUDA,Garuda Construction and Engineering Limited,183.4,INR,0.19667832167832916,231994,0.4666968954600081,Industrial services,Engineering & construction,249.3,INR,130,INR,NSE,23.053,-5.415162454873646
ELPROINTL,Elpro International Ltd,174.15,INR,0.1956159024221871,18314,0.3407287509651253,Electronic technology,Electronic components,177.5,INR,86,INR,NSE,19.1851,74.15
ETERNAL,Eternal Limited,285.7,INR,0.19288093985622,759480,0.27492216999991276,Technology services,Internet software/Services,368.4,INR,212.55,INR,BSE,79.3747,2.6221264367816133
IMAGICAA,Imagicaaworld Entertainment Ltd.,47.24,INR,0.19088016967126917,33305,0.7016039671538535,Consumer services,Movies/Entertainment,70.97,INR,37,INR,BSE,22.4282,2.695652173913048
GREAVESCOT,Greaves Cotton Limited,262.55,INR,0.19080328181644723,221273,0.6704980320466261,Producer manufacturing,Trucks/Construction/Farm machinery,272,INR,120.05,INR,BSE,43.4354,36.24805396990141
BLACKBUCK,Blackbuck Ltd,584.45,INR,0.1885660409702619,328423,0.8953344456076071,Technology services,Packaged software,748,INR,428.7,INR,NSE,52.8103,-14.177679882525693
BDH,BDH Industries Limited,560,INR,0.18785222291796305,2415,0.3524312649582628,Health technology,Pharmaceuticals: other,569,INR,264.4,INR,BSE,,31.625337877541433
GREAVESCOT,Greaves Cotton Limited,262.66,INR,0.18690162871419655,3914083,0.7047871734623617,Producer manufacturing,Trucks/Construction/Farm machinery,271.9,INR,119.99,INR,NSE,43.4354,36.44675324675326
GLOBAL,Global Education Ltd.,102.15,INR,0.18634758728914472,22727,0.612077811203068,Commercial services,Miscellaneous commercial services,121.9,INR,55.3,INR,NSE,24.571799999999996,11.032608695652181
LENSKART,Lenskart Solutions Limited,537.7,INR,0.1863238308179616,70545,0.03813514311963256,Health technology,Medical specialties,562.7,INR,355.7,INR,BSE,43.7111,18.94701913505144
INDOAMIN,Indo Amines Limited,124.75,INR,0.18470928364921618,22627,0.41272974018109254,Process industries,Chemicals: major diversified,167.9,INR,81.9,INR,NSE,21.4362,-3.890600924499238
QUICKHEAL,Quick Heal Technologies Ltd.,168.35,INR,0.1844798857414915,43807,0.8709439484038227,Technology services,Packaged software,399.4,INR,125,INR,NSE,27.3797,-36.471698113207545
HRS,HRS Aluglaze Ltd.,245.25,INR,0.18382352941176006,4000,0.08726003490401396,Non-energy minerals,Aluminum,292.6,INR,126,INR,BSE,22.0931,78.298800436205
AEROENTER,Aeroflex Enterprises Ltd,121.19,INR,0.18186327188559054,818334,0.8811572517693211,Producer manufacturing,Industrial machinery,149.55,INR,62.2,INR,NSE,31.334899999999998,40.91860465116279
ONGC,Oil & Natural Gas Corp. Ltd.,248.9,INR,0.18112296236668024,16299949,1.02985930984767,Energy minerals,Oil refining/Marketing,307.5,INR,227.65,INR,NSE,30.7927,3.3208800332088004
JUBLPHARMA,Jubilant Pharmova Limited,974.45,INR,0.1799115863061581,56096,0.5374791484420137,Health technology,Pharmaceuticals: major,1248,INR,786.05,INR,NSE,44.6111,-8.759363295880146
TIIL,Technocraft Industries (India) Limited,2468.2,INR,0.17858592418214286,276,0.3938356164383562,Producer manufacturing,Metal fabrication,3392.4,INR,1870,INR,BSE,22.429299999999998,9.396330112578672
PUSHPA,Pushpa Jewellers Limited,112.65,INR,0.17785682525567173,64000,1.6243654822335025,Consumer durables,Other consumer specialties,148.75,INR,81.15,INR,NSE,22.1708,9.315866084425046
MARICO,Marico Limited,848.25,INR,0.1771479185119575,1441052,0.6279568685456992,Consumer non-durables,Household/Personal care,873,INR,690.2,INR,NSE,41.2796,12.350993377483444
SJS,S.J.S. Enterprises Limited,2160,INR,0.17623597068918384,2529,0.6850688048542638,Producer manufacturing,Auto parts: OEM,2285.75,INR,1134.45,INR,BSE,75.94790000000002,26.939351198871655
SEML,Sunrise Efficient Marketing Ltd.,46,INR,0.17421602787456072,12000,0.7999999999999987,Distribution services,Wholesale distributors,364,INR,40,INR,BSE,27.6031,-82.71651324441103
DHAMPURSUG,Dhampur Sugar Mills Limited,143.9,INR,0.17403411068569438,22029,1.136804623800183,Process industries,Agricultural commodities/Milling,167,INR,110.2,INR,BSE,49.863600000000005,16.188938231731942
BMWVENTLTD,Bmw Ventures Limited,58.21,INR,0.1720874204095705,9554,1.8883662094319487,Distribution services,Wholesale distributors,80,INR,48.05,INR,BSE,26.985,3.946428571428573
CILSEC,CIL Securities Limited,35.14,INR,0.1710376282782277,163,0.33993743482794575,Finance,Investment banks/Brokers,55.83,INR,32.5,INR,BSE,,-20.136363636363637
PENIND,Pennar Industries Limited,172.63,INR,0.16827202042473716,3973488,9.191748290378234,Non-energy minerals,Steel,279.9,INR,129.1,INR,NSE,58.711400000000005,-15.99513381995134
RGL,Renaissance Global Limited,119.35,INR,0.16785564414602486,3769,0.29209355673698406,Consumer durables,Other consumer specialties,147.8,INR,85.05,INR,BSE,35.2107,-4.824561403508781
NAHARCAP,Nahar Capital & Financial Services Ltd.,251.07,INR,0.1675643327348843,1271,0.4549684994272623,Finance,Investment managers,322.5,INR,191,INR,NSE,87.58729999999998,-1.8682821965995706
JTLIND,JTL Industries Limited,78.23,INR,0.16645326504482674,146894,0.6751310446574454,Non-energy minerals,Steel,87.09,INR,40.31,INR,BSE,46.9675,31.478991596638664
FOCE,Foce India Limited,602,INR,0.16638935108153077,1920,0.6557377049180328,Consumer durables,Other consumer specialties,835.00000668,INR,510.83333742,INR,NSE,,-27.90419219353293
KEI,KEI Industries Limited,5120.5,INR,0.1662754303599374,299911,0.9257378081962603,Producer manufacturing,Electrical products,5708,INR,3712.2,INR,NSE,64.7916,14.05755780282444
GLENMARK,Glenmark Pharmaceuticals Limited,2305.1,INR,0.16512406031372384,706821,1.1973863600942702,Health technology,Pharmaceuticals: major,2474,INR,1792.6,INR,NSE,51.0359,13.328416912487706
CHALET,Chalet Hotels Ltd.,850,INR,0.1649776101814727,26241,0.30897827932503064,Consumer services,Hotels/Resorts/Cruise lines,1080,INR,690,INR,BSE,32.707300000000004,-2.1751640004603496
UNIONBANK,Union Bank of India Limited,170.67,INR,0.16432889254064273,15703329,0.8460457078807126,Finance,Major banks,205.49,INR,124.64,INR,NSE,25.242900000000002,10.680933852140079
PUNJABCHEM,Punjab Chemicals & Crop Protection Ltd.,1161.35,INR,0.16387080081071745,1084,0.13541198221156248,Process industries,Chemicals: agricultural,1664.95,INR,875.9,INR,BSE,31.5361,-4.194852334598262
PRITIKA,Pritika Engineering Components Ltd.,61.8,INR,0.16207455429496648,14000,1.320754716981132,Producer manufacturing,Auto parts: OEM,95.25,INR,44.05,INR,NSE,,-24.1717791411043
IVP,IVP Ltd,162.81,INR,0.15995078437403315,3749,0.04233651487706714,Process industries,Chemicals: specialty,202.4,INR,110,INR,NSE,,10.905994550408712
AXTEL,Axtel Industries Limited,441.1,INR,0.15894641235241724,1992,0.33017304249817675,Producer manufacturing,Industrial machinery,527.9,INR,335,INR,BSE,26.645599999999998,1.1581240683407892
SUTLEJTEX,Sutlej Textiles & Industries Ltd.,37.86,INR,0.15873015873016477,11836,0.2527013380189934,Process industries,Textiles,49.5,INR,24,INR,NSE,18.4531,15.779816513761457
ATVOENT,Atvo Enterprises Ltd,32,INR,0.15649452269170802,46697,0.7423380859800366,Consumer non-durables,Apparel/Footwear,35,INR,12,INR,BSE,66.056,122.53129346314323
GLENMARK,Glenmark Pharmaceuticals Limited,2305,INR,0.15642652298600454,16573,0.9448904193937887,Health technology,Pharmaceuticals: major,2471.05,INR,1794,INR,BSE,51.0359,14.205024030124365
APTUS,Aptus Value Housing Finance India Limited,290,INR,0.15541357278535264,57780,0.6054699779943414,Finance,Finance/Rental/Leasing,364.85,INR,193.5,INR,BSE,69.4324,3.037839758394035
FORINTL,Fortune International Ltd,77.5,INR,0.15507883173947343,1008,1.944069431051109,Transportation,Air freight/Couriers,88.94,INR,50.11,INR,BSE,,23.015873015873016
VASCONEQ,Vascon Engineers Limited,32.3,INR,0.15503875968991368,9704,0.43163035645977704,Industrial services,Engineering & construction,74.61,INR,26.8,INR,BSE,50.733000000000004,-28.729037952338928
EMUDHRA,eMudhra Limited,459.3,INR,0.15263846489315058,12803,0.3509074862821841,Technology services,Packaged software,842.25,INR,365.75,INR,BSE,33.3992,-19.080338266384782
COALINDIA,Coal India Ltd.,430.6,INR,0.15118036981045102,164350,0.6912958969369725,Energy minerals,Coal,490.9,INR,368.55,INR,BSE,36.8626,7.663457932241539
SFL,Sheela Foam Ltd.,808.85,INR,0.1485792112920257,20639,1.3407432910866133,Process industries,Industrial specialties,829.45,INR,460.75,INR,BSE,34.6052,38.54916067146284
LKMEHTA,L.K.Mehta Polymers Limited,41.32,INR,0.14541929229278303,1600,0.7142857142857143,Process industries,Textiles,59.35,INR,40.06,INR,BSE,,-2.799341331451418
INDOUS,Indo US Bio-Tech Ltd.,89.85,INR,0.14489522960320492,6170,0.18817745408409126,Process industries,Agricultural commodities/Milling,206,INR,85.51,INR,NSE,20.0304,-27.540322580645164
LAURUSLABS,Laurus Labs Ltd.,1559.85,INR,0.14445300462249616,43021,0.30546313297632893,Health technology,Pharmaceuticals: major,1573.5,INR,810.75,INR,BSE,69.3173,40.74257872417215
EMIL,Electronics Mart India Limited,132.01,INR,0.14413594295250928,662505,0.24403559408166028,Retail trade,Electronics/Appliance stores,168.5,INR,84.9,INR,NSE,34.827000000000005,27.966265994571536
