Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
210,STALLION.NS,270.2,267.95,2103.88K,Distribution Services,Wholesale Distributors,93.0,97.0,95.0,84.0,14.7771,14.4407,3045.67K,6325530.0,423.8,99.32,31.37B,No,239.58,207.15,187.15,213.41,170.18,172.05,-36.24
846,VIMTALABS.NS,641.95,656.8,298.79K,Commercial Services,Miscellaneous Commercial Services,75.0,90.0,86.0,87.0,32.9857,32.2643,491.60K,1194750.0,902.65,376.05,28.69B,No,587.46,562.13,535.2,581.33,497.49,70.71,-28.88
