Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
647,STALLION.NS,234.26,223.4,955.17K,Distribution Services,Wholesale Distributors,81.0,21.0,83.0,94.0,9.3643,9.055,2295.37K,343970.0,423.8,99.32,27.19B,No,220.38,227.47,183.65,229.07,176.33,135.86,-44.72
964,ELLEN.NS,373.5,355.05,3092.35K,Process Industries,Chemicals: Specialty,73.0,85.0,87.0,89.0,16.8,16.3643,566.72K,741920.0,559.8,175.0,52.64B,No,327.83,301.02,280.83,310.48,269.57,113.43,-33.28
