Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
904,SPICELOUNG.BO,38.11,36.3,1607.05K,Retail Trade,Discount Stores,74.0,97.0,94.0,72.0,1.9114,0.7907,318.25K,1033250.0,72.2,16.21,26.57B,No,28.11,26.35,30.32,27.56,26.19,135.1,-47.22
895,ELLEN.NS,371.0,374.65,1292.69K,Process Industries,Chemicals: Specialty,74.0,86.0,87.0,91.0,19.3,19.0393,688.50K,1533130.0,547.75,175.0,52.29B,No,338.96,312.21,280.31,318.82,274.1,112.0,-32.27
872,MANYAVAR.NS,567.6,554.7,131.05K,Retail Trade,Internet Retail,75.0,74.0,89.0,86.0,21.8321,21.225,1171.38K,388330.0,779.0,329.2,137.91B,No,557.54,490.81,465.23,509.79,437.99,72.42,-27.14
1016,KIRIINDUS.NS,535.45,513.4,634.63K,Process Industries,Chemicals: Specialty,71.0,95.0,89.0,74.0,35.0822,33.9107,870.29K,2410220.0,779.0,333.8,34.89B,No,528.46,459.79,451.67,465.98,420.34,60.41,-31.26
