Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,%_From_52WKL,%_From_52WKH
372,STALLION.NS,244.25,1611.14K,Distribution Services,Wholesale Distributors,88.0,96.0,94.0,69.0,13.4843,13.1814,2933.55K,5842100.0,423.8,99.32,28.35B,No,198.17,189.97,201.93,167.74,145.92,-42.37
321,GANDHAR.NS,216.93,4296.14K,Process Industries,Industrial Specialties,89.0,91.0,94.0,81.0,19.2,16.3364,2883.38K,10979600.0,303.17,115.0,21.23B,No,187.68,152.72,192.88,160.02,88.63,-28.45
888,VIMTALABS.NS,605.45,223.34K,Commercial Services,Miscellaneous Commercial Services,73.0,71.0,88.0,62.0,31.9643,31.0679,505.71K,1242620.0,902.65,376.05,27.06B,No,547.18,536.25,562.5,494.81,61.0,-32.93
